FMNH       27187      Tg15stv
9.081      8.7781     11.9612
9.1023     8.762      11.8156
9.1014     8.7287     11.58
9.082      8.6999     11.3225
9.0294     8.6917     11.1665
8.9937     8.6718     11.0205
8.9843     8.6268     10.8863
8.9415     8.5933     10.7762
8.8998     8.5491     10.6178
8.8308     8.5165     10.51
8.7802     8.4715     10.3818
8.712      8.3493     10.2081
8.6634     8.2658     10.0511
8.58       8.2015     9.8965
8.5192     8.1352     9.7439
8.4899     8.061      9.6458
8.4006     7.9995     9.5313
8.3425     7.9287     9.4122
8.2741     7.8741     9.294
8.227      7.8726     9.2735









































































































































































8.1704     7.8754     9.2037     NOSE
8.0446     8.0201     9.2662
7.9027     8.1477     9.1805
7.7823     8.2643     8.975
7.6672     8.2144     8.7884
7.5711     8.1518     8.6414
7.4444     8.1155     8.5253
7.3258     8.0452     8.4019
7.2322     7.9529     8.332
7.1307     7.8786     8.2198
7.0284     7.8377     8.1042
6.9416     7.6944     7.9724
6.8629     7.6522     7.8885
6.8159     7.5808     7.81
6.7401     7.5317     7.7201
6.6786     7.4384     7.603
6.5657     7.3006     7.5097
6.5149     7.1879     7.4391
6.4977     7.0903     7.4043
6.4759     6.9902     7.3807
6.4719     6.845      7.3457
6.5102     6.72       7.3247
6.5688     6.6011     7.3335
6.6452     6.4847     7.3194
6.6682     6.3989     7.2842
6.7823     6.3965     7.1608
6.8383     6.34       7.1316
6.8958     6.225      7.1964
6.9206     6.2837     7.293
7.0415     6.1454     7.3137
7.1623     6.0867     7.3501
7.3027     6.1071     7.4095
7.4112     6.0618     7.4046
7.5567     6.0919     7.4135
7.6863     6.0927     7.4521
7.8155     6.1211     7.5058
7.8874     6.2041     7.576
7.9904     6.2997     7.6803
8.0824     6.3092     7.7614
8.1461     6.4462     7.9003
8.1721     6.5089     7.9699
8.2367     6.559      8.0496
8.2875     6.6502     8.1337
8.3744     6.7393     8.2293
8.4336     6.8092     8.3039
8.5002     6.9125     8.3868
8.5687     6.9878     8.5085
8.601      7.1112     8.5793
8.6661     7.2348     8.7367
8.6907     7.3051     8.8608
8.6741     7.3918     8.9725
8.6311     7.5069     9.0903
8.5371     7.5857     9.1755
8.4657     7.6259     9.2371
8.3631     7.7514     9.2698
8.2833     7.8414     9.2703
8.2072     7.8213     9.2246















































































































































6.8286     6.3599     7.1434     NASP-PR
6.7647     6.2473     7.0007
6.693      6.1843     6.9108
6.6105     6.1156     6.7273
6.5605     6.0917     6.5849
6.5261     6.0346     6.4221
6.4935     5.9862     6.2095
6.4769     5.983      6.0579
6.448      5.9859     5.9259
6.4257     5.9906     5.7701
6.4497     6.0426     5.5879
6.502      6.0858     5.3528




























































































































































































7.9884     8.3879     9.267      R-PM/MAX
7.827      8.3325     9.0586
7.7234     8.269      8.8979
7.7154     8.1991     8.8018
7.6105     8.1359     8.6673
7.516      8.1262     8.5786
7.4278     8.0373     8.4325
7.2444     7.9593     8.3114
7.1227     7.8492     8.1537
6.9509     7.7692     8.0377
6.8563     7.687      7.9206
6.7616     7.6296     7.8203
6.7206     7.6002     7.7348
6.632      7.6734     7.6367
6.629      7.845      7.6145
6.5585     7.7795     7.4383
6.4895     7.7378     7.3287
6.3654     7.7234     7.2024
6.1301     7.678      6.984
6.0142     7.7119     6.8585
5.9581     7.6695     6.734
5.8899     7.664      6.5678
5.866      7.6423     6.3866
5.8722     7.6127     6.168
5.9042     7.495      6.0354
6.0509     7.3951     5.841














































































































































































8.9086     7.6861     9.2972     L-PM/MAX
8.8424     7.5543     9.1441
8.7426     7.4496     9.0136
8.723      7.3388     8.8614
8.7034     7.2387     8.7272
8.5942     7.1751     8.5629
8.5591     6.9964     8.447
8.4701     6.8546     8.3328
8.4052     6.7897     8.241
8.3206     6.669      8.1409
8.2556     6.5579     8.0397
8.1838     6.4263     7.9079
8.1565     6.326      7.7796
8.2545     6.2264     7.6828
8.3633     6.1679     7.5212
8.3782     6.0569     7.3499
8.4246     5.9421     7.2392
8.3686     5.6252     6.8534
8.3475     5.5343     6.6505
8.213      5.484      6.3784
8.1366     5.5235     6.2325
8.0519     5.5583     6.0875
8.0159     5.6413     5.9046
7.9764     5.7907     5.6602
















































































































































































7.8515     10.5493    6.5924     ROSTRUM
7.7923     10.4949    6.9553
7.7796     10.367     7.159
7.8651     10.2008    7.2658
7.9405     10.0656    7.4096
7.9931     9.9389     7.5242
8.0389     9.8693     7.6233
8.0568     9.802      7.721
8.0681     9.7123     7.9239
8.0706     9.5549     8.1649
8.0434     9.4862     8.3197
8.0067     9.4108     8.4778
7.9182     9.361      8.7126
7.8875     9.2732     8.9295
7.9131     9.1365     9.1347
7.9643     8.9927     9.25
8.0327     8.8623     9.3703
8.0892     8.7361     9.5192
8.1565     8.6216     9.6588
8.1996     8.5469     9.6849
8.2637     8.4543     9.7735
8.3737     8.3246     9.85
8.4347     8.2937     9.8538
8.5992     8.1404     9.8909
8.797      7.9958     9.786
8.9814     7.9021     9.6748
9.1131     7.8016     9.5291
9.3052     7.75       9.4001
9.404      7.716      9.3337
9.5411     7.6482     9.1935
9.594      7.5941     8.9778
9.7365     7.6263     8.7424
9.7883     7.6386     8.5324
9.886      7.6619     8.3317
9.9605     7.7207     8.1753
10.0393    7.7289     7.9124
10.1983    7.7658     7.7565
10.4027    7.7552     7.5478
10.5838    7.6816     7.4359
10.7224    7.616      7.3755
10.87      7.5291     7.3145
11.0077    7.4912     7.2008
11.1095    7.5383     7.0325
11.086     7.5884     6.7616
11.1081    7.6282     6.6504



























































































































































7.3468     11.6558    13.6832    SUPORB
7.4308     11.4632    13.8866
7.3252     11.2247    13.9681
7.367      10.8831    14.0515
7.3246     10.7474    14.0182
7.2729     10.6023    13.9877
7.2478     10.4125    13.9614
7.2624     10.2223    13.9698
7.2842     9.9693     13.9564
7.3964     9.7624     13.9593
7.4179     9.6997     13.9568
7.5037     9.5938     13.9628
7.5598     9.4632     13.9417
7.6735     9.3261     13.9281
7.7481     9.239      13.9341
7.8984     9.1177     13.9257
7.9931     8.9955     13.8906
8.0797     8.8871     13.8585
8.1912     8.7624     13.8273
8.2811     8.6666     13.814
8.4226     8.5393     13.8054
8.5488     8.45       13.7869
8.6402     8.373      13.7794
8.8075     8.219      13.7859
8.9891     8.0291     13.8164
9.1289     7.8691     13.8611
9.2464     7.7276     13.889
9.4624     7.5913     13.9626
9.5796     7.4958     13.9895
9.7209     7.4148     14.0149
9.9308     7.3662     14.0566
10.091     7.2709     14.053
10.3392    7.1963     14.0864
10.4957    7.1706     14.0964
10.6343    7.1508     14.0868
10.7785    7.1816     14.1063
10.935     7.2094     14.0996
11.0128    7.2309     14.1155
11.1216    7.2554     14.128
11.3218    7.2753     14.1203
11.4824    7.3169     14.1381
11.6248    7.3431     14.1231
11.7441    7.3947     14.123
11.8078    7.3868     14.0424
11.9796    7.4564     13.8995
12.0991    7.5226     13.8563


























































































































































8.3549     10.0834    11.5608    RORBIT
8.1987     10.2445    11.4753
8.0764     10.3672    11.4691
7.9692     10.4973    11.4435
7.843      10.6612    11.4928
7.7651     10.8317    11.5685
7.741      10.9421    11.7072
7.6507     11.0874    11.8099
7.6024     11.17      12.1123
7.5658     11.223     12.3411
7.5357     11.2472    12.5434
7.5421     11.2364    12.6651
7.516      11.2202    12.8757
7.4576     11.1792    13.0851
7.2847     11.023     13.2624
7.2481     10.8651    13.3248
7.1761     10.6037    13.3841
7.1605     10.4588    13.3943
7.1216     10.244     13.4064
7.0788     10.0902    13.4289
7.0899     9.9445     13.3984
7.0907     9.8298     13.3943
7.1455     9.7189     13.3755
7.2009     9.6469     13.3579
7.2531     9.5378     13.339
7.354      9.4248     13.2959
7.4236     9.3225     13.2872
7.5832     9.2028     13.2601
7.7489     9.1003     13.2934
7.8552     8.9351     13.3428
8.0155     8.8716     13.3651
8.0671     8.8139     13.3565
8.1957     8.7766     13.3368
8.3258     8.7503     13.2871
8.5224     8.7364     13.1496
8.6675     8.7837     12.9996
8.7754     8.8586     12.8586
8.8902     8.9688     12.7156


































































































































































10.5635    8.0196     11.5251    LORBIT
10.6839    7.9378     11.5254
10.7598    7.8861     11.5213
10.8502    7.8587     11.5495
10.9478    7.7723     11.5518
11.0592    7.7034     11.5814
11.1486    7.6704     11.6398
11.2711    7.6544     11.7445
11.3537    7.6218     11.8377
11.4661    7.5588     11.9711
11.5011    7.5819     12.1234
11.5683    7.5386     12.2323
11.6388    7.5145     12.4865
11.6624    7.4697     12.724
11.6696    7.4413     12.8585
11.6662    7.3873     13.0257
11.5792    7.3107     13.2221
11.4408    7.2596     13.3818
11.2996    7.1852     13.429
11.1174    7.1017     13.4884
10.9339    7.0558     13.5282
10.7638    7.0214     13.5342
10.6219    7.0162     13.5407
10.3682    7.0528     13.5235
10.2244    7.048      13.4971
10.0732    7.0735     13.4684
9.9052     7.1342     13.4322
9.7552     7.2527     13.392
9.6312     7.3762     13.3859
9.4508     7.4103     13.4123
9.2913     7.6813     13.4203
9.2477     7.9581     13.3758
9.1512     8.1228     13.3038
9.1312     8.2394     13.2067
9.1435     8.4076     13.0185
9.2117     8.521      12.8996
9.284      8.6124     12.7466
9.3403     8.6533     12.7011


































































































































































7.3866     11.8035    13.6111    RTEMFOS
7.4036     11.9537    13.3803
7.3134     12.0202    13.1091
7.2873     12.1425    12.8675
7.2813     12.2194    12.6509
7.2519     12.2814    12.409
7.2389     12.3345    12.266
7.2204     12.3808    12.0319
7.189      12.4273    11.784
7.2145     12.4941    11.5398
7.2198     12.5282    11.3787
7.1724     12.5622    11.2232
7.1581     12.616     11.0745
7.1308     12.7047    10.9472
7.1294     12.7986    10.7898
7.126      12.9337    10.6945
7.1438     13.0881    10.6029
7.124      13.2359    10.4973
7.1469     13.4065    10.4437
7.1758     13.5503    10.4289
7.194      13.6597    10.4263
7.2265     13.7894    10.4531
7.275      13.8953    10.4938
7.3643     13.9894    10.6087
7.3907     14.1222    10.6741















































































































































































12.0909    7.5051     13.838     LTEMFOS
12.1931    7.5064     13.7124
12.2765    7.483      13.6138
12.3536    7.458      13.464
12.4477    7.4251     13.2816
12.4778    7.391      13.1663
12.5489    7.3808     13.0109
12.5515    7.34       12.9086
12.5919    7.3388     12.8066
12.6493    7.3259     12.6774
12.6757    7.28       12.5119
12.6694    7.2578     12.4087
12.752     7.2291     12.2448
12.8021    7.2277     12.0874
12.8555    7.1895     11.8751
12.868     7.1553     11.733
12.9071    7.1352     11.5792
12.9763    7.0974     11.411
13.0383    7.0751     11.2642
13.1338    7.0374     11.1015
13.2845    7.0195     10.9413
13.3508    7.005      10.8824
13.507     7.0112     10.8063
13.6135    6.9899     10.7464
13.7663    6.9923     10.6908
13.8814    7.0715     10.703
14.1167    7.0853     10.628
14.2682    7.1798     10.6881
14.2817    7.3269     10.7761
14.3928    7.3695     10.878










































































































































































8.3564     6.9787     12.1708    OP
9.5759     8.4405     12.5553    BA
12.5586    12.0175    12.3998    ST
15.798     15.8613    12.9916    IV
6.9654     10.8889    12.2563    R_PG
7.0082     13.1315    11.3957    R_ZTI
11.4784    13.5464    13.9957    R_M3D
12.67      15.4288    13.9058    R_M12
14.3919    17.0065    13.6665    R_MP3
15.6693    17.6354    13.1611    R_PMI
12.4976    6.2134     12.4047    L_PG
14.7973    6.7771     11.6703    L_ZTI
14.3137    11.3105    14.0269    L_M3D
16.1363    12.9562    13.9782    L_M12
17.4188    14.859     13.6969    L_MP3
17.4774    16.3503    13.4819    L_PMI
17.572     16.7385    12.5166    O1
10.8129    13.1838    6.865      O2
14.7879    6.5951     11.1358    O3
8.196      5.0358     9.3084     O4




















































































































































































10.3145    14.7924    11.9698    RZYGINF
10.1329    14.8066    11.8282
9.9763     14.8122    11.7346
9.8568     14.8762    11.6527
9.7177     14.8968    11.6278
9.4994     14.9146    11.6189
9.2967     14.865     11.6313
9.1237     14.7108    11.6667
8.9435     14.634     11.6794
8.7773     14.5178    11.6754
8.6336     14.4644    11.6684
8.4705     14.4239    11.6286
8.3036     14.3617    11.6118
8.1771     14.2894    11.566
8.1049     14.2154    11.5516
8.0401     14.1379    11.5128
7.977      14.0303    11.4742
7.9364     13.9312    11.4726
7.9327     13.7887    11.4844
7.8182     13.6556    11.5082
7.7724     13.5089    11.5442
7.7035     13.3893    11.5746
7.647      13.2515    11.6
7.4747     13.0697    11.6286
7.295      12.933     11.6232
7.1825     12.8758    11.5986
7.0034     12.8058    11.5144













































































































































































15.9986    10.2897    12.1406    LZYGINF
16.0626    10.1716    12.0258
16.1088    10.0996    11.9389
16.2054    9.9702     11.8669
16.2185    9.7915     11.8115
16.2682    9.5804     11.7917
16.2751    9.3702     11.7597
16.2398    9.2278     11.7766
16.1887    9.1036     11.8006
16.0803    8.8229     11.8038
15.999     8.6869     11.7872
15.8867    8.5011     11.7873
15.7229    8.3389     11.7445
15.6548    8.1081     11.7662
15.5156    7.9426     11.7553
15.3876    7.7051     11.7679
15.2631    7.5989     11.7694
15.1904    7.3964     11.7572
15.1221    7.275      11.7396
15.09      7.1227     11.7276
15.0171    6.9774     11.7285
14.8794    6.8614     11.7446
14.8127    6.79       11.737
14.6806    6.7184     11.7003
















































































































































































11.39      13.5602    13.9537    R-ALV
11.4742    13.8986    13.8798
11.6422    14.163     13.8547
11.7406    14.322     13.84
11.8762    14.4378    13.8418
11.9587    14.6073    13.8345
12.0965    14.8307    13.7321
12.2647    14.9911    13.7422
12.3605    15.1437    13.7764
12.4583    15.2844    13.7644
12.599     15.4662    13.7632
12.6805    15.5963    13.7099
12.8269    15.7421    13.7003
12.9552    15.8832    13.7241
13.0823    16.0277    13.7302
13.321     16.2015    13.7499
13.5147    16.3432    13.7002
13.6473    16.4683    13.6881
13.7591    16.5976    13.7059
13.8727    16.6873    13.7363
14.0604    16.8847    13.7376
14.1526    16.9483    13.7383
14.2779    17.0021    13.689

















































































































































































14.2921    11.3411    13.9073    L-ALV
14.5669    11.4042    13.9321
14.7421    11.5085    13.9805
14.9969    11.6969    13.8954
15.1742    11.847     13.8872
15.3549    11.992     13.9782
15.5423    12.2006    14.0277
15.7228    12.4249    13.9635
15.9293    12.6263    13.9357
16.1316    12.8935    13.8766
16.3398    13.1725    13.9085
16.4993    13.4029    13.9437
16.6582    13.5579    13.9816
16.7573    13.9053    13.9395
16.8441    14.0925    14.0089
17.0604    14.3606    13.9204
17.1863    14.5492    13.892
17.2768    14.6743    13.8687
17.3965    14.8629    13.7384
