AMNH       102210     Psmm056z
17.8501    19.8699    8.4566
17.4007    20.0537    8.2909
17.0766    20.1232    8.1873
16.8407    20.2063    8.054
16.7034    20.3176    7.8971
16.5389    20.3459    7.7837
16.3659    20.4193    7.6416
16.2228    20.3535    7.4676









































































































































































20.7186    17.7144    5.6295     RORBIT
20.7672    17.535     5.8415
20.7759    17.4563    5.8656
20.8346    17.2918    6.0779
20.8721    17.1615    6.3714
20.8907    17.085     6.6475
20.8887    17.0334    6.8299
20.9414    17.0009    7.3198
20.8049    17.2116    7.6218
20.7421    17.2895    7.753
20.5894    17.5136    7.9501
20.432     17.7382    8.0498
20.37      17.8633    8.1194
20.2449    18.0761    8.1661
20.1263    18.3288    8.2143
20.0349    18.4301    8.1698
19.8647    18.6899    8.1243
19.7043    18.958     8.0326
19.591     19.0527    7.9138
19.5016    19.1455    7.7376
19.2118    18.7651    7.0379



















































































































































































17.3626    20.3484    5.577      LORBIT
17.1196    20.4206    5.6595
16.8956    20.436     5.8925
16.7138    20.433     6.1527
16.5712    20.4639    6.5501
16.5422    20.4534    6.7887
16.5144    20.4555    7.0751
16.6395    20.4509    7.4115
16.8379    20.378     7.7307
17.0611    20.2703    7.8541
17.3189    20.2004    8.0462
17.553     20.1309    8.0599
17.6414    20.1199    8.1455
17.8137    20.0593    8.1617
18.2281    19.9385    8.0751
18.31      19.8917    8.1066
18.5177    19.794     8.0637
18.6959    19.7023    7.9215
18.7756    19.6788    7.8533
18.8846    19.6364    7.6516
18.9022    19.6027    7.5344
18.9598    19.5896    7.3866
18.6586    19.1707    7.0116

















































































































































































20.9137    16.7286    7.5736     RTEMFOS
20.9307    16.6879    7.4545
20.9551    16.6312    7.3504
21.0326    16.6312    7.1189
21.0324    16.6388    6.8674
21.0885    16.7104    6.662
21.1192    16.7705    6.6106
21.0715    16.7599    6.4517
21.0762    16.7748    6.349
21.0641    16.8175    6.1278
20.9767    16.8204    5.8428
20.8897    16.7245    5.5773
20.8491    16.5142    5.4114
20.84      16.2914    5.3699
20.7649    16.0714    5.3124
20.6305    15.8349    5.4085
























































































































































































16.2251    20.4614    7.3747     LTEMFOS
16.2343    20.4821    7.2082
16.2256    20.5149    7.1074
16.2693    20.5847    6.8394
16.306     20.5869    6.4692
16.4244    20.6042    6.1329
16.4825    20.5522    5.7475
16.3758    20.4655    5.4416
16.1991    20.2912    5.2634
15.9243    20.1477    5.223
15.7422    20.0715    5.1866
15.449     19.7982    5.3087
15.3465    19.7952    5.2747



























































































































































































19.1817    19.618     8.1632     OP
18.2401    18.348     8.4948     BA
16.0002    15.5307    8.3167     ST
14.9447    14.2659    8.2722     IV
20.0407    16.4473    8.4841     R_PG
19.6673    14.4868    8.3783     R_ZTI
17.39      15.3957    8.6459     R_M3D
17.1122    14.3566    8.8732     R_M12
15.978     13.2611    8.6779     R_MP3
15.259     13.0987    8.5979     R_PMI
15.8681    19.5706    8.4096     L_PG
14.1376    18.7636    8.1774     L_ZTI
15.5661    16.8194    8.5575     L_M3D
14.5096    16.2688    8.7767     L_M12
13.7542    15.0095    8.622      L_MP3
13.8262    14.305     8.5515     L_PMI
19.6971    20.8736    6.0297     O1
20.624     16.54      6.4615     O2
15.7171    13.2213    8.1136     O3
14.1621    17.2805    5.6184     O4




















































































































































































17.5689    13.4259    8.4703     RZYGINF
17.7948    13.3934    8.4942
18.0092    13.4719    8.5019
18.2117    13.6077    8.5637
18.3683    13.7237    8.5823
18.5525    13.8008    8.5782
18.6721    13.9161    8.5873
18.8615    13.9563    8.5605
19.0839    14.0832    8.5096
19.2266    14.1919    8.4977
19.4107    14.3132    8.4649
19.546     14.4084    8.433
19.6817    14.4463    8.3587



























































































































































































13.6198    16.6859    8.3745     LZYGINF
13.5649    16.9236    8.391
13.5518    17.1996    8.3877
13.6055    17.407     8.4024
13.7387    17.6176    8.3879
13.8517    17.8202    8.4271
13.9664    18.0517    8.3491
14.0179    18.2566    8.3107
14.0419    18.4851    8.2563
14.0757    18.6489    8.2373
14.1364    18.8021    8.21





























































































































































































17.3911    15.354     8.658      R-ALV
17.362     15.1935    8.6361
17.3651    15.1346    8.6734
17.3511    14.9485    8.7261
17.3087    14.7819    8.735
17.2604    14.6483    8.7811
17.18      14.4509    8.7939
17.1091    14.2917    8.811
16.9984    14.08      8.8372
16.8873    13.9608    8.8629
16.6909    13.7972    8.7894
16.572     13.6841    8.8136
16.4702    13.5731    8.7782
16.3119    13.4616    8.7151
16.2742    13.4103    8.7278
16.1591    13.2761    8.6963
16.043     13.2107    8.7016























































































































































































15.6608    16.8273    8.5949     L-ALV
15.5538    16.8282    8.5886
15.3801    16.7865    8.5814
15.2444    16.7448    8.683
15.1107    16.6847    8.633
14.9515    16.5906    8.6636
14.7325    16.4712    8.7114
14.4571    16.2946    8.647
14.3595    16.1473    8.712
14.2771    16.0488    8.7416
14.1952    15.967     8.7623
14.1384    15.8248    8.7255
14.0531    15.6867    8.7235
13.9375    15.4005    8.7243
13.7821    15.1742    8.6315
13.7365    15.0483    8.5943
