AMNH       103355     scc2cs.xls










































































8.8738     5.8287     -7.3875    SUPORB
8.7559     5.9548     -7.6819
8.569      6.0777     -7.9784
8.3572     6.1864     -8.2891
8.0839     6.3174     -8.4568
7.6396     6.549      -8.624
7.2436     6.7889     -8.6649
6.8771     6.9773     -8.6341
6.5438     7.1377     -8.5306
6.3766     7.2679     -8.4934
6.2109     7.3789     -8.4771
6.0437     7.6763     -8.5436
5.8697     7.9849     -8.6009
5.7046     8.3027     -8.6227
5.5842     8.6847     -8.5797
5.3918     9.0163     -8.4705
5.3311     9.2641     -8.3528
5.1662     9.5156     -8.1158
5.069      9.6567     -7.8963
4.9891     9.8477     -7.5742
4.8939     9.9511     -7.3004



















































































































































































6.9975     6.4062     -5.9403    RORBIT
7.1786     6.1547     -5.9272
7.4084     5.9571     -5.9686
7.6636     5.8248     -6.1353
7.9137     5.8028     -6.3205
8.1041     5.7807     -6.4617
8.2396     5.7346     -6.7354
8.2948     5.8228     -6.9969
8.3177     5.8563     -7.2583
8.227      5.9287     -7.5867
7.9616     6.0994     -7.8069
7.7403     6.2498     -7.9454
7.5117     6.4727     -8.0308
7.3205     6.5981     -8.078
7.0695     6.6888     -8.1133
6.809      6.8136     -8.1069
6.6595     6.9887     -7.9277
6.5229     6.9486     -7.7384
6.3485     6.9815     -7.4719
6.4196     7.0264     -7.3078
6.3836     7.0341     -7.1931



















































































































































































5.3614     7.9659     -5.8924    LORBIT
5.2343     8.1601     -5.8842
5.034      8.4175     -5.9045
4.8444     8.7132     -5.9988
4.7484     9.0218     -6.193
4.7103     9.3211     -6.5757
4.7053     9.4622     -7.0395
4.8262     9.4729     -7.4189
4.8973     9.2721     -7.7233
5.1667     9.0157     -7.9239
5.3413     8.6498     -8.0339
5.5069     8.3668     -8.1033
5.6622     8.0855     -8.0958
5.8373     7.7762     -7.9167
5.8458     7.5355     -7.5707
5.9116     7.547      -7.3574
5.9207     7.5202     -7.095























































































































































































8.882      5.8037     -7.3742    RTEMFOS
8.9165     5.6773     -7.0149
8.8826     5.5571     -6.6041
8.7984     5.5146     -6.2138
8.8095     5.5125     -5.8858
8.9087     5.5214     -5.6455
9.1184     5.6375     -5.5194
9.2788     5.7391     -5.505
9.4068     5.8575     -5.5084































































































































































































4.8243     10.0181    -7.3244    LTEMFOS
4.7776     10.0496    -6.9636
4.6532     9.9959     -6.6191
4.5705     9.8848     -6.2005
4.5645     9.8631     -5.9733
4.5528     9.8794     -5.7132
4.6026     9.9394     -5.5457
4.7145     10.1271    -5.4398
4.8966     10.3735    -5.4243































































































































































































4.6967     5.4732     -7.6537    OP
5.7508     6.5485     -7.7797    BA
7.93       8.8755     -6.765     ST
9.5271     10.4153    -6.6601    IV
4.2118     8.4224     -7.6899    R_PG
4.7499     10.1858    -7.0429    R_ZTI
6.8729     9.6226     -7.3738    R_M3D
7.6027     10.7929    -7.4414    R_M12
8.9818     11.5305    -6.9169    R_MP3
9.4909     11.4405    -6.8198    R_PMI
7.7049     4.9845     -7.4768    L_PG
9.3492     5.5533     -6.726     L_ZTI
8.84       7.8394     -7.2577    L_M3D
10.0054    8.6235     -7.3397    L_M12
10.6266    9.9595     -6.8444    L_MP3
10.6162    10.4633    -6.7749    L_PMI
8.5543     11.2241    -6.3731    O1
6.7301     11.0631    -5.8001    O2
3.3151     7.9372     -6.1098    O3
3.8975     4.155      -5.9344    O4




















































































































































































10.1908    7.9404     -6.5652    RZYGINF
10.2108    7.7069     -6.5189
10.2448    7.4153     -6.5246
10.2184    7.1327     -6.5353
10.1303    6.8714     -6.5894
10.0412    6.6058     -6.644
9.8945     6.365      -6.6939
9.7608     6.1343     -6.767
9.6561     5.9165     -6.7964
9.5069     5.7589     -6.7955
9.4245     5.7202     -6.7475





























































































































































































6.8264     11.0281    -6.7252    LZYGINF
6.5899     11.0567    -6.7446
6.2499     11.081     -6.7739
5.9529     10.9955    -6.8412
5.7108     10.8875    -6.9007
5.3614     10.6964    -6.985
5.0571     10.5801    -7.0576
4.8295     10.3853    -7.1088
4.6655     10.2396    -7.0501































































































































































































8.8879     7.8115     -7.2398    R-ALV
9.2386     7.934      -7.2964
9.5078     8.1628     -7.3622
9.7922     8.3961     -7.3666
10.0303    8.6076     -7.2581
10.2141    8.8237     -7.2921
10.3607    9.1483     -7.1811
10.4772    9.3698     -7.103
10.5457    9.6027     -7.0391
10.6059    9.7605     -6.9209
10.5915    10.003     -6.8491





























































































































































































6.7832     9.727      -7.313     L-ALV
6.9036     10.0086    -7.3536
7.1016     10.3298    -7.3872
7.2942     10.6028    -7.3666
7.5507     10.8339    -7.3705
7.7743     11.0232    -7.3672
8.1218     11.2159    -7.251
8.3303     11.3262    -7.133
8.6461     11.4862    -6.9593
8.8173     11.565     -6.8786
8.9615     11.4862    -6.9072
