AMNH       103355     scc2cs.xls
11.1154    12.2882    -6.4761    IN
9.2414     10.4228    -8.9146    BR
5.9667     7.0235     -7.6398    GL
5.956      6.9755     -7.5742    NA
5.4276     6.4379     -5.9817    RH
4.9569     5.9777     -4.5821    NS
4.6627     5.6805     -4.2638    PR
5.0563     5.4171     -4.1762    R_PR2
5.8363     6.721      -6.7484    R_PMS
7.915      5.6659     -4.7482    R_ZMI
6.99       6.3848     -5.9284    R_ZMU
6.4226     7.0211     -7.1853    R_DA
7.3949     6.4686     -8.0717    R_MTI
7.5241     6.5797     -8.5757    R_MTS
8.2989     5.8059     -7.3319    R_FMO
8.9376     5.8958     -7.3703    R_FMT
10.9204    8.6956     -5.3552    R_PO
9.4368     5.9617     -5.4226    R_ZTS
4.3572     5.9501     -4.1152    L_PR2
5.5813     7.0008     -6.6792    L_PMS
4.5172     8.9773     -4.7555    L_ZMI
5.3825     7.984      -5.9033    L_ZMU
5.9049     7.533      -7.1266    L_DA
5.3092     8.6192     -8.0507    L_MTI
5.5491     8.7908     -8.5109    L_MTS
4.7211     9.4906     -7.2969    L_FMO
4.8946     10.0088    -7.1885    L_FMT
7.433      11.9335    -5.2438    L_PO
4.8807     10.3996    -5.3873    L_ZTS
4.5162     7.1521     -4.6035    O1
4.562      9.0053     -5.5898    O2
7.593      12.2615    -6.3586    O3
11.4525    11.7175    -7.058     O4







































































































































































5.962      7.025      -7.6783    GLRH
5.9019     6.9404     -7.4835
5.8124     6.8412     -7.1752
5.745      6.7644     -6.8933
5.6649     6.6784     -6.6164
5.6163     6.5887     -6.4041
5.5317     6.5118     -6.2355
5.4484     6.462      -6.0813
5.407      6.4064     -5.9868































































































































































































5.4137     6.4697     -6.0018    NOSE
5.5237     6.3894     -5.9399
5.6538     6.3163     -5.8934
5.7127     6.1928     -5.7133
5.7422     6.0644     -5.488
5.6105     5.9524     -5.177
5.4739     5.8927     -4.997
5.2839     5.86       -4.8771
5.0889     5.8593     -4.7201
4.9275     5.9055     -4.5767
4.8495     6.1618     -4.8014
4.8641     6.404      -4.9495
4.9192     6.6664     -5.2512
5.055      6.7761     -5.4969
5.1922     6.7344     -5.7276
5.3249     6.69       -5.8963
5.3919     6.5174     -5.9689























































































































































































4.9433     5.9323     -4.5833    NASP-PR
4.8326     5.837      -4.5245
4.7414     5.7426     -4.4195
4.6886     5.6828     -4.3301
4.6662     5.6543     -4.2587



































































































































































































5.8215     6.734      -6.7479    R-PM/MAX
5.8913     6.6627     -6.6593
5.9293     6.5955     -6.5073
5.936      6.5216     -6.3435
5.8885     6.4334     -6.1661
5.8624     6.3312     -5.9758
5.8559     6.2555     -5.777
5.8218     6.1234     -5.5817
5.8745     6.0123     -5.3984
5.8492     5.8438     -5.1654
5.8315     5.7332     -4.981
5.7685     5.6774     -4.8432
5.7067     5.5652     -4.6638
5.569      5.4078     -4.4826
5.5066     5.3351     -4.3379
5.4541     5.4094     -4.2104
























































































































































































5.5617     6.9661     -6.7055    L-PM/MAX
5.4323     6.9502     -6.4102
5.3338     6.9149     -6.1373
5.2161     6.8503     -5.9204
5.1336     6.8339     -5.74
5.0321     6.8374     -5.5683
4.8936     6.8397     -5.4
4.7827     6.8296     -5.2135
4.6546     6.779      -4.9908
4.4804     6.6622     -4.7143
4.3113     6.5561     -4.4848
4.2495     6.4383     -4.292
4.3685     6.3904     -4.1449



























































































































































































6.7236     5.6465     -4.016     ROSTRUM
6.7418     5.6297     -4.2781
6.6823     5.6853     -4.7277
6.5555     5.7789     -5.011
6.4435     5.9715     -5.2674
6.3446     6.1751     -5.5284
6.2381     6.3252     -5.7756
6.136      6.4809     -6.0973
6.0181     6.5733     -6.3841
5.9092     6.6953     -6.7607
5.7806     6.8389     -6.9064
5.6154     6.9909     -6.7566
5.4524     7.1316     -6.2968
5.3429     7.224      -5.9713
5.2135     7.2869     -5.7172
5.068      7.3806     -5.4858
4.9011     7.4342     -5.2524
4.7612     7.5786     -5.0366
4.644      7.6525     -4.743
4.5879     7.7702     -4.4464
4.6193     7.8331     -4.08
4.6575     7.8485     -3.8813








































































































