MNHN       1972.36    Tg31stv
-0.2751    18.4979    12.1198    IN
-0.1599    14.4224    14.9874    BR
0.1608     8.0825     14.0451    GL
0.1498     8.1968     13.5361    NA
0.2794     6.2741     9.3764     RH
0.3592     3.3858     7.569      NS
0.3741     2.5128     5.7471     PR
-0.2989    2.5964     5.877      R_PR2
-0.2245    6.5099     9.4634     R_PMS
-3.7566    8.8835     8.4745     R_ZMI
-1.6225    8.5581     11.2266    R_ZMU
-0.2139    8.4509     12.4425    R_DA
-1.5608    8.1042     13.5285    R_MTI
-1.3482    8.3839     14.2383    R_MTS
-2.7967    9.2813     12.8129    R_FMO
-3.3481    9.8364     13.1001    R_FMT
-4.1827    15.521     10.0345    R_PO
-4.9029    10.3056    9.9243     R_ZTS
1.1215     2.6812     5.8145     L_PR2
0.8365     6.4406     9.3417     L_PMS
3.8092     9.0422     8.7181     L_ZMI
2.0083     8.7904     11.4647    L_ZMU
0.5464     8.5405     12.3416    L_DA
1.8116     8.2887     13.6459    L_MTI
1.8483     8.629      14.2655    L_MTS
3.0435     9.5636     12.9018    L_FMO
3.4276     10.2187    13.3387    L_FMT
3.727      15.9525    10.1524    L_PO
5.0931     10.9174    10.2776    L_ZTS
0.8752     2.3403     5.6645     O1
-2.8507    9.8365     13.7747    O2
5.523      12.8356    9.8585     O3
-2.4659    17.871     11.2164    O4







































































































































































0.1707     8.1082     14.0054    GLRH
0.1736     8.1756     13.751
0.1679     8.2017     13.5745
0.1901     8.2213     13.467
0.1444     8.2356     13.1908
0.1709     8.1738     13.0122
0.1536     8.2061     12.7888
0.1697     8.2155     12.6299
0.1716     8.2109     12.443
0.1463     8.2099     12.2999
0.2088     8.1611     12.1012
0.2104     8.1036     11.8214
0.2096     8.0529     11.605
0.2322     7.9607     11.3913
0.2626     7.8711     11.1885
0.276      7.7369     10.9675
0.2606     7.6611     10.8379
0.2739     7.4888     10.6268
0.2369     7.3843     10.4952
0.2837     7.2455     10.3416
0.29       7.0141     10.0985
0.2683     6.8802     9.9658
0.2606     6.7595     9.8306
0.2938     6.5905     9.6803
0.3212     6.4389     9.5767
0.3099     6.3594     9.4839
0.2862     6.2953     9.3789













































































































































































0.2995     6.315      9.4162     NOSE
0.106      6.2858     9.3953
-0.0989    6.1897     9.3084
-0.2313    6.0968     9.202
-0.2876    5.9285     9.0024
-0.3481    5.7896     8.8502
-0.474     5.566      8.6889
-0.5166    5.3578     8.5067
-0.5901    5.1726     8.3775
-0.6094    4.8867     8.2538
-0.6707    4.5788     8.1017
-0.6663    4.3686     7.9786
-0.6179    4.1325     7.8779
-0.5712    3.9909     7.8393
-0.4074    3.8118     7.8043
-0.3219    3.6836     7.7581
-0.1629    3.6055     7.7785
-0.0309    3.5282     7.782
0.0956     3.4833     7.8031
0.1864     3.4681     7.8059
0.2551     3.4582     7.6768
0.1769     3.4503     7.523
0.3194     3.4357     7.5465
0.4552     3.392      7.5357
0.4753     3.4091     7.522
0.4565     3.457      7.7246
0.6478     3.4954     7.7447
0.7997     3.553      7.73
0.9576     3.6497     7.737
1.044      3.7635     7.7708
1.1266     3.8982     7.7978
1.1623     4.0394     7.8477
1.2297     4.1956     7.9072
1.2772     4.3601     7.9831
1.284      4.5284     8.0724
1.3126     4.6613     8.1458
1.2884     4.812      8.2146
1.2862     4.9268     8.3078
1.2703     5.0584     8.3796
1.1737     5.2308     8.4687
1.1467     5.3597     8.5587
1.105      5.5519     8.6561
1.0407     5.7099     8.7604
1.0217     5.8162     8.8237
0.9524     5.9306     8.9462
0.9261     6.034      9.0655
0.7979     6.1458     9.1804
0.6698     6.2454     9.2621
0.5905     6.3168     9.415
0.3737     6.3439     9.4441
0.2958     6.2683     9.3634





















































































































































0.385      3.32       7.5293     NASP-PR
0.3747     3.1182     7.4287
0.3477     2.9609     7.2834
0.365      2.7969     7.028
0.3523     2.7176     6.8289
0.3703     2.6567     6.6879
0.4008     2.5834     6.4399
0.3834     2.5548     6.2399
0.3817     2.5374     6.0978
0.4088     2.5172     5.9753
0.4122     2.5365     5.82





























































































































































































-0.2092    6.5027     9.4895     R-PM/MAX
-0.2477    6.2995     9.333
-0.2992    6.1473     9.1855
-0.3408    5.966      9.0233
-0.3752    5.8165     8.8919
-0.4797    5.6868     8.7404
-0.52      5.5446     8.627
-0.5926    5.4416     8.5379
-0.6349    5.2986     8.423
-0.6786    5.1598     8.3198
-0.7182    5.0395     8.2527
-0.7944    4.9156     8.1357
-0.8716    4.8225     7.9685
-0.9162    4.6938     7.8487
-0.9729    4.5465     7.6911
-1.0463    4.3721     7.5251
-1.0905    4.211      7.3977
-1.1326    4.0938     7.338
-1.2977    3.8442     7.0429
-1.4001    3.7529     6.8109
-1.4182    3.5562     6.6191
-1.4044    3.4186     6.4385
-1.3084    3.3322     6.2768
-1.164     3.2613     6.0808
-1.035     3.24       5.9054















































































































































































0.8322     6.4601     9.3372     L-PM/MAX
0.8959     6.3113     9.2077
0.9357     6.1719     9.0816
0.9708     5.9631     8.9232
1.0281     5.8547     8.826
1.0657     5.6901     8.7323
1.1181     5.5711     8.6371
1.1739     5.417      8.5454
1.2113     5.2238     8.4478
1.3094     5.1237     8.3618
1.4267     4.9806     8.1753
1.4706     4.8546     8.0363
1.5471     4.7169     7.8689
1.602      4.5425     7.7178
