MNHN       1972.36    Tg31stv
1.6783     4.4341     7.6034
1.8005     4.2722     7.4219
1.8365     4.1325     7.3016
1.9837     4.0808     7.1654
2.1513     3.9924     6.9244
2.2002     3.862      6.6977
2.1759     3.7877     6.5402
2.1386     3.6967     6.3824
2.0602     3.6227     6.2971
1.9394     3.5389     6.1995
1.8268     3.4776     6.1109
1.7579     3.5049     6.0119














































































































































































-2.0342    6.985      5.9447     ROSTRUM
-2.0259    7.0304     6.2815
-1.9853    7.0398     6.4819
-1.8334    7.0968     6.6644
-1.6842    7.1098     6.7985
-1.5165    7.0919     6.9266
-1.3886    7.1201     7.1191
-1.3445    7.1375     7.3224
-1.2886    7.1615     7.5861
-1.2289    7.1577     7.7937
-1.158     7.1601     8.0219
-1.1171    7.1695     8.2399
-1.0643    7.2019     8.4143
-1.0447    7.2076     8.5973
-1.027     7.2407     8.7766
-0.9456    7.2489     9.1352
-0.8491    7.2308     9.3193
-0.7264    7.2403     9.4411
-0.6271    7.2276     9.6141
-0.4853    7.2179     9.7655
-0.3628    7.2253     9.9285
-0.2651    7.2583     10.0526
-0.1964    7.2523     10.1323
-0.1114    7.28       10.2162
0.0329     7.3026     10.3614
0.2183     7.3304     10.4148
0.4273     7.3474     10.3905
0.5844     7.3947     10.2886
0.7039     7.4004     10.1719
0.7911     7.3643     10.0422
0.8944     7.354      9.8904
1.0704     7.3976     9.744
1.2201     7.4058     9.5835
1.3746     7.4394     9.4007
1.4437     7.4221     9.207
1.4857     7.3852     9.0244
1.5015     7.4065     8.6644
1.5316     7.3668     8.4709
1.6145     7.3821     8.2006
1.6698     7.3848     7.9961
1.756      7.3683     7.8268
1.8313     7.3966     7.6669
1.8692     7.4002     7.4795
1.9374     7.419      7.2855
2.0696     7.4345     7.1309
2.24       7.4248     6.9617
2.4112     7.4255     6.8086
2.5294     7.3956     6.6394
2.6081     7.3934     6.4141
2.611      7.3753     6.203
2.6143     7.3807     6.0835
2.6014     7.3667     5.9092




















































































































































-3.3575    9.8478     13.0934    SUPORB
-3.2376    9.7774     13.2991
-3.205     9.634      13.5576
-3.1129    9.5611     13.6877
-2.9368    9.4613     13.8234
-2.6895    9.3608     13.977
-2.5176    9.174      14.0259
-2.4019    9.0369     14.0571
-2.2266    8.7856     14.1061
-1.9409    8.6591     14.1966
-1.6707    8.4931     14.2159
-1.5079    8.4364     14.2434
-1.2728    8.3867     14.2603
-0.9744    8.2595     14.2425
-0.6548    8.1941     14.2313
-0.3532    8.2025     14.2301
-0.0824    8.1209     14.2114
0.1199     8.1743     14.219
0.1986     8.1454     14.2229
0.3996     8.1558     14.2495
0.7843     8.262      14.2579
1.1314     8.4021     14.2957
1.4705     8.5139     14.3023
1.796      8.6983     14.2924
2.0055     8.8102     14.2634
2.1567     8.9274     14.2382
2.34       9.1424     14.1859
2.5389     9.2409     14.1277
2.7957     9.4292     14.0463
2.9588     9.668      13.9761
3.0989     9.8098     13.887
3.1802     10.0491    13.8395
3.2687     10.1319    13.6041
3.3532     10.1338    13.4445
3.4616     10.1566    13.3092





































































































































































-1.6467    8.5738     11.2561    RORBIT
-1.9363    8.685      11.3278
-2.1656    8.7595     11.3888
-2.3204    8.8522     11.508
-2.464     8.9832     11.6619
-2.5592    9.0629     11.7766
-2.6625    9.1583     11.9282
-2.7352    9.2649     12.1749
-2.7458    9.3246     12.3988
-2.8432    9.3017     12.6673
-2.8035    9.2825     12.8206
-2.8069    9.1351     13.0633
-2.6645    8.9352     13.2194
-2.5181    8.6608     13.3544
-2.2687    8.5566     13.376
-2.1532    8.4269     13.4224
-1.9944    8.3101     13.4742
-1.7892    8.2288     13.4736
-1.5967    8.1789     13.4643
-1.3495    8.1662     13.461
-1.1538    8.2023     13.5398
-0.9169    8.2125     13.6087
-0.6937    8.3625     13.5836
-0.4478    8.373      13.4703
-0.3299    8.4505     13.2318
-0.2759    8.4635     13.0988
-0.2016    8.4785     12.7368
-0.1885    8.4767     12.5213
-0.2062    8.4484     12.4404











































































































































































1.9892     8.7357     11.4478    LORBIT
2.2269     8.843      11.4837
2.4497     8.9312     11.5463
2.5803     9.0402     11.6436
2.7837     9.1742     11.7815
2.8842     9.35       11.9924
2.989      9.4472     12.1617
3.0365     9.534      12.3665
3.0806     9.5908     12.6305
3.0513     9.5936     12.8525
3.0166     9.492      13.0993
2.993      9.2769     13.2788
2.8637     9.0607     13.3975
2.6955     8.9619     13.4229
2.5096     8.8324     13.4759
2.3463     8.6807     13.5278
2.2065     8.5515     13.535
1.989      8.4827     13.525
1.7642     8.3741     13.5681
1.4564     8.3326     13.637
1.0333     8.3984     13.623
0.7166     8.4668     13.4371
0.6276     8.4968     13.1525
0.5255     8.5199     12.8611
0.4765     8.5164     12.6536
0.503      8.5299     12.522
0.5582     8.5215     12.3185













































































































































































-3.3874    9.8306     13.0283    RTEMFOS
-3.5288    9.7904     12.7793
-3.6136    9.7691     12.571
-3.6931    9.6993     12.3421
-3.7722    9.7099     12.0989
-3.8469    9.6058     11.8215
-3.8944    9.5503     11.5852
-3.9217    9.4838     11.3191
-3.9746    9.4497     11.1024
-4.0391    9.4035     10.8644
-4.1436    9.3682     10.6512
-4.2359    9.4123     10.4898
-4.3047    9.4988     10.3826
-4.527     9.7108     10.0963
-4.6886    9.8236     9.9917
-4.8104    10.0181    9.9365
-4.8821    10.2087    9.9247
-4.9234    10.3618    9.9139






















































































































































































3.4135     10.1913    13.3013    LTEMFOS
3.5022     10.219     13.1393
3.6082     10.1531    12.9594
3.7127     10.1567    12.7719
3.7936     10.1442    12.5807
3.8493     10.115     12.4233
3.9211     10.1016    12.2107
3.9328     10.1081    12.0721
3.9891     10.0579    11.9368
4.0236     9.9975     11.8152
4.05       9.9579     11.7056
4.0694     9.9588     11.5512
4.1078     9.8971     11.4554
4.1442     9.8728     11.303
4.2807     9.8769     11.0088
4.3956     9.9171     10.8479
4.4944     9.9498     10.7007
4.5367     10.067     10.5927
4.6203     10.1535    10.5052
4.6876     10.2855    10.423
4.787      10.3795    10.38
4.8187     10.5573    10.3095
4.8749     10.6941    10.2939
4.9483     10.8002    10.2905
5.0122     10.9326    10.2827















































































































































































0.4885     5.1222     11.626     OP
0.5788     7.2353     11.5784    BA
0.5413     11.7086    10.7598    ST
0.4105     17.1031    10.594     IV
-3.5301    7.5253     11.6805    R_PG
-5.0753    9.1868     10.4677    R_ZTI
-1.4201    12.7528    12.3645    R_M3D
-1.7657    15.251     12.0105    R_M12
-1.5595    17.545     11.5253    R_MP3
-0.7964    18.8678    10.9725    R_PMI
4.4587     7.3029     11.3777    L_PG
5.9454     9.0788     10.0471    L_ZTI
2.3777     12.5847    12.1213    L_M3D
2.7289     15.0828    11.8526    L_M12
2.4014     17.449     11.4044    L_MP3
1.5514     18.714     10.9349    L_PMI
0.8655     19.9797    10.7928    O1
-2.5739    10.5145    4.8936     O2
5.9841     9.0322     9.2911     O3
-1.8247    3.4149     9.3861     O4




















































































































































































-3.5382    12.6556    9.8493     RZYGINF
-3.6406    12.4435    9.7815
-3.7874    12.2892    9.6578
-3.9551    12.1676    9.6233
-4.1254    11.9844    9.6697
-4.2767    11.7757    9.7371
-4.3901    11.5817    9.8237
-4.5027    11.3354    9.9
-4.599     11.202     9.9392
-4.7011    11.0457    9.9962
-4.7614    10.9296    10.0151
-4.8826    10.7139    10.0651
-4.936     10.559     10.0854
-4.9883    10.3817    10.1041
-4.9502    10.1727    10.1862
-4.9394    10.0048    10.26
-4.9564    9.8492     10.3146
-4.9017    9.7476     10.3715
-4.8995    9.6139     10.4169
-4.9506    9.4971     10.4514
-5.0049    9.3622     10.4777
-5.0501    9.2786     10.4769
-5.1056    9.1877     10.4202

















































































































































































4.3878     12.4585    9.3751     LZYGINF
4.4867     12.3024    9.261
4.5738     12.2202    9.2132
4.6968     12.1015    9.1792
4.8393     11.9966    9.1788
5.006      11.8084    9.2349
5.1261     11.5997    9.2901
5.2324     11.4184    9.3418
5.3751     11.2158    9.394
5.459      11.0454    9.4358
5.5247     10.9172    9.4573
5.5331     10.7496    9.4922
5.5943     10.632     9.5059
5.6367     10.4922    9.5617
5.6921     10.3137    9.6203
5.6686     10.0983    9.6878
5.6848     9.9762     9.7365
5.6799     9.7678     9.8445
5.7096     9.5939     9.9175
5.7593     9.4031     10.0046
5.7973     9.3308     10.0209
5.8592     9.1878     10.0422
5.8833     9.0737     10.0286

















































































































































































-1.4773    12.7825    12.3329    R-ALV
-1.6387    13.2009    12.3198
-1.7931    13.6569    12.2041
-1.8087    13.9794    12.1808
-1.849     14.1767    12.157
-1.8734    14.492     12.0542
-1.8975    14.6722    12.0544
-1.888     14.9506    11.9998
-1.7979    15.2995    11.9077
-1.7962    15.5941    11.7841
-1.7832    15.8237    11.7614
-1.7099    16.1605    11.5888
-1.6452    16.4       11.6073
-1.6443    16.6298    11.6453
-1.6387    16.8656    11.6371
-1.6321    17.0549    11.6508
-1.6251    17.2123    11.5873
-1.6154    17.3557    11.5684
-1.6209    17.485     11.5262
-1.5785    17.6671    11.4117




















































































































































































2.4138     12.6586    12.1904    L-ALV
2.5699     12.8542    12.1105
2.6701     13.0541    12.1156
2.7237     13.303     12.0577
2.7699     13.5461    12.0064
2.7982     13.7596    11.9428
2.8094     14.0286    11.9406
2.8243     14.2451    11.901
2.8167     14.4123    11.9015
2.8642     14.6171    11.8114
2.8389     14.8809    11.8209
2.7926     15.0828    11.7274
2.7594     15.2924    11.6705
2.7283     15.5906    11.6484
2.6803     15.8518    11.6575
2.5861     16.198     11.5634
2.5257     16.4961    11.6009
2.5129     16.7741    11.5441
2.475      17.0339    11.5514
2.4752     17.1878    11.4594
2.456      17.3415    11.4287
2.4344     17.4676    11.3721
