AMNH       103361     scc6cs.xls
4.3335     7.1368     -4.4155
4.3495     7.1263     -4.1216




















































































































































































9.1061     5.7139     -7.7566    SUPORB
8.9999     5.8088     -7.9795
8.8611     5.9041     -8.246
8.657      6.0257     -8.5259
8.3913     6.0994     -8.7626
8.1874     6.2023     -8.8863
7.7983     6.2886     -8.9477
7.4462     6.3995     -8.9868
7.1054     6.4723     -8.9374
6.7729     6.6001     -8.8909
6.4329     6.7943     -8.7667
6.2582     6.9009     -8.7759
6.0791     7.0698     -8.8515
5.959      7.3301     -8.948
5.7936     7.6277     -9.0169
5.6188     7.9322     -9.0422
5.4239     8.2492     -8.9928
5.2954     8.5188     -8.929
5.2198     8.7065     -8.813
5.0385     8.8635     -8.6288
4.9196     9.0246     -8.4401
4.84       9.1728     -8.2253
4.7823     9.2503     -8.0073
4.6072     9.2955     -7.8729
















































































































































































6.9707     6.0855     -6.3703    RORBIT
7.2434     5.8933     -6.3159
7.5655     5.7459     -6.2689
7.8782     5.5912     -6.3915
8.1656     5.5905     -6.5135
8.4187     5.6346     -6.7644
8.5716     5.7244     -7.0136
8.6703     5.7875     -7.3244
8.6854     5.8877     -7.6349
8.5998     5.9119     -7.9381
8.4001     6.015      -8.1479
8.0375     6.1193     -8.3477
7.7401     6.2117     -8.459
7.4349     6.3438     -8.4786
7.1455     6.4638     -8.4761
6.8697     6.643      -8.3398
6.6463     6.6434     -8.1933
6.4689     6.6115     -7.8403
6.4167     6.5643     -7.6473
6.4045     6.5421     -7.5736




















































































































































































5.3287     7.4929     -6.3936    LORBIT
5.1462     7.6648     -6.3929
4.9266     7.8563     -6.3572
4.7683     8.148      -6.431
4.631      8.4236     -6.6002
4.5943     8.6991     -6.8679
4.6738     8.8893     -7.1628
4.7342     8.9975     -7.5199
4.7973     8.9811     -7.9071
4.9902     8.6775     -8.2594
5.1343     8.4553     -8.392
5.3042     8.1643     -8.4927
5.4968     7.9345     -8.5209
5.6636     7.7258     -8.518
5.8588     7.5038     -8.4692
5.9618     7.2699     -8.2972
6.0029     7.0711     -8.0168
5.9709     6.966      -7.8073
5.923      6.946      -7.6428
5.8665     6.946      -7.4502




















































































































































































9.1049     5.7621     -7.7068    RTEMFOS
9.1499     5.6316     -7.4134
9.0783     5.5359     -7.0265
8.998      5.4119     -6.7648
8.9371     5.3615     -6.4787
8.9764     5.2768     -6.1347
9.0701     5.228      -5.839
9.163      5.2582     -5.6564
9.3506     5.3333     -5.5042
9.52       5.3952     -5.4408
9.6484     5.4667     -5.3963





























































































































































































4.5238     9.405      -7.692     LTEMFOS
4.4549     9.4059     -7.4585
4.3337     9.3196     -7.175
4.2857     9.2395     -6.8522
4.1832     9.1422     -6.5489
4.1648     9.1833     -6.2852
4.0794     9.239      -5.9733
4.0369     9.4223     -5.7245
4.1495     9.5999     -5.6287
4.1767     9.7361     -5.5987
4.255      9.8693     -5.5908





























































































































































































4.3451     5.2759     -7.6029    OP
5.4947     6.3851     -8.2441    BA
8.0223     8.9563     -7.2714    ST
9.6718     10.7242    -7.3686    IV
7.677      4.7748     -7.8747    R_PG
9.6214     5.4726     -7.3977    R_ZTI
8.7498     7.9693     -7.8566    R_M3D
10.1159    8.8018     -8.0807    R_M12
10.8825    10.1848    -7.7119    R_MP3
10.8202    10.8395    -7.5377    R_PMI
3.8511     8.4973     -7.9918    L_PG
4.3334     10.457     -7.5191    L_ZTI
6.8362     9.696      -7.906     L_M3D
7.6322     10.9774    -8.0808    L_M12
8.945      11.8999    -7.7268    L_MP3
9.6417     11.8073    -7.6666    L_PMI
8.6956     11.5891    -6.9866    O1
6.6937     11.2905    -6.1621    O2
3.1077     8.1402     -6.5816    O3
4.2772     4.1318     -5.4003    O4




















































































































































































10.2911    7.9676     -7.1229    RZYGINF
10.4149    7.7625     -7.0861
10.4536    7.4365     -7.2037
10.423     7.1638     -7.2266
10.3403    6.7612     -7.2529
10.2147    6.4032     -7.3141
10.0425    6.0463     -7.3828
9.8703     5.8077     -7.4376
9.7631     5.6422     -7.4411
9.6608     5.5565     -7.3936






























































































































































































6.6554     11.1819    -7.1579    LZYGINF
6.423      11.2882    -7.1889
6.0847     11.3151    -7.2721
5.7364     11.2575    -7.2214
5.3653     11.1006    -7.2685
5.0218     10.9556    -7.3641
4.7067     10.7364    -7.4961
4.362      10.4877    -7.5588
4.3331     10.4376    -7.5559































































































































































































8.7617     7.944      -7.8306    R-ALV
9.2022     8.0359     -7.8368
9.6081     8.2334     -7.9404
10.1171    8.6132     -7.9617
10.333     8.9179     -7.9531
10.5522    9.2383     -7.9058
10.7998    9.6847     -7.8438
10.9779    10.1212    -7.7202
































































































































































































6.8077     9.6564     -7.7947    L-ALV
6.8755     10.0123    -7.8346
7.03       10.4296    -7.9875
7.1775     10.6568    -8.0165
7.4724     10.9571    -8.0592
7.6963     11.1766    -8.0324
7.9695     11.3592    -7.999
8.2194     11.5128    -7.903
8.4622     11.7135    -7.8682
8.6592     11.8745    -7.772
8.898      11.9576    -7.7251
