MNHN       1969.452   Tg33stv






























































































0.3247     5.0474     6.7091     NASP-PR
0.3446     4.8289     6.508
0.3925     4.6944     6.3231
0.4006     4.6365     6.1321
0.3985     4.6372     5.8613
0.3951     4.646      5.6686


































































































































































































-0.2917    6.8645     8.314      R-PM/MAX
-0.3301    6.7464     8.1749
-0.3661    6.5827     8.0154
-0.406     6.4823     7.9082
-0.4297    6.4032     7.8139
-0.4696    6.3361     7.7175
-0.4831    6.2008     7.5893
-0.4964    5.9254     7.3554
-0.5042    5.8099     7.2631
-0.4896    5.6049     7.063
-0.5741    5.5771     6.9508
-0.6882    5.6757     6.93
-0.7291    5.6801     6.8606
-0.8254    5.63       6.6212
-0.8697    5.5794     6.478
-0.8985    5.3837     6.1394
-0.8512    5.2665     6.0367
-0.7933    5.1806     5.8574
-0.7139    5.1928     5.7637
-0.5891    5.1457     5.6438




















































































































































































0.4559     7.0855     8.5282     L-PM/MAX
0.4904     6.9945     8.4589
0.5155     6.8801     8.3527
0.5506     6.752      8.2426
0.5802     6.624      8.1315
0.6269     6.5648     8.0393
0.6952     6.4831     7.8992
0.7431     6.4233     7.8047
0.7988     6.3377     7.7079
0.8337     6.2332     7.5629
0.8599     6.1156     7.4547
0.8883     5.9705     7.3546
0.9368     5.8283     7.2427
0.9809     5.7421     7.1603
1.0124     5.6553     7.0478
1.104      5.7498     7.0193
1.1803     5.8359     6.9862
1.2597     5.7576     6.8235
1.3113     5.7178     6.7186
1.3563     5.6312     6.5746
1.3731     5.5302     6.448
1.4248     5.449      6.307
1.4396     5.368      6.121
1.4202     5.3307     5.9491
1.3952     5.297      5.8388
1.3362     5.299      5.7516
1.3113     5.2598     5.6228













































































































































































-1.7303    7.5106     6.083      ROSTRUM
-1.7459    7.5079     6.2674
-1.7359    7.4934     6.4278
-1.7204    7.5169     6.5694
-1.6434    7.4985     6.6926
-1.5789    7.4919     6.7486
-1.457     7.5176     6.7776
-1.3387    7.4928     6.8898
-1.2271    7.5025     7.0258
-1.1839    7.5192     7.1831
-1.145     7.5266     7.3445
-1.118     7.5032     7.4487
-1.1074    7.5019     7.5916
-1.0804    7.4469     7.8278
-1.0482    7.4054     7.9709
-0.9595    7.3831     8.1095
-0.8387    7.3578     8.2312
-0.6798    7.3407     8.372
-0.5387    7.3483     8.4812
-0.4202    7.3706     8.5978
-0.3132    7.3506     8.709
-0.2436    7.3593     8.7928
-0.1024    7.3504     8.8904
0.0796     7.3281     8.9357
0.2422     7.3465     8.9047
0.3588     7.3748     8.8881
0.5278     7.4338     8.6997
0.5951     7.4372     8.6311
0.7313     7.4296     8.5185
0.9147     7.4353     8.4084
1.0273     7.4528     8.2839
1.1513     7.4762     8.1107
1.2457     7.539      7.9923
1.3051     7.5834     7.7744
1.3605     7.6506     7.5746
1.4057     7.6743     7.3932
1.4828     7.6677     7.2353
1.5944     7.6902     7.0903
1.7233     7.6931     6.9973
1.8571     7.7064     6.9355
1.9621     7.7362     6.8312
2.0499     7.7447     6.713
2.0505     7.7323     6.5387
2.0596     7.7384     6.3525
2.0689     7.8155     6.2678
2.0577     7.8539     6.1167
2.0221     7.9008     5.9862

























































































































































-2.7969    9.081      11.1242    SUPORB
-2.7464    9.0225     11.3009
-2.6357    8.9662     11.4501
-2.5452    8.8627     11.5685
-2.3719    8.7633     11.6614
-2.2124    8.5658     11.71
-2.0191    8.4693     11.7396
-1.7765    8.2826     11.7642
-1.6093    8.17       11.7699
-1.3087    8.0793     11.781
-1.1058    7.9945     11.7635
-0.915     7.9016     11.7306
-0.53      7.8718     11.7015
-0.3833    7.8931     11.6864
-0.1089    7.7895     11.6462
0.0072     7.8516     11.6701
0.2739     7.865      11.6832
0.5196     7.935      11.7112
0.8466     8.0167     11.7618
1.1074     8.0897     11.7843
1.2334     8.1022     11.8008
1.4151     8.1557     11.8001
1.619      8.2555     11.803
1.8499     8.4051     11.7854
2.0066     8.5106     11.7678
2.16       8.7134     11.7167
2.2847     8.8932     11.6934
2.3771     9.0237     11.6592
2.4309     9.1064     11.6354
2.5327     9.2778     11.4968
2.544      9.2548     11.4694
2.6162     9.3812     11.2671








































































































































































-1.5096    8.1572     9.4343     RORBIT
-1.7534    8.203      9.4991
-1.918     8.2202     9.5408
-2.1195    8.3283     9.6805
-2.3039    8.4174     9.8792
-2.477     8.5228     10.1633
-2.5328    8.5717     10.4788
-2.5479    8.5847     10.6595
-2.4626    8.6194     10.832
-2.404     8.5312     11.0738
-2.1901    8.3108     11.2247
-1.9849    8.1474     11.2704
-1.7964    7.9787     11.2891
-1.5956    7.9174     11.2612
-1.3869    7.8789     11.213
-1.1264    7.7936     11.1718
-1.0079    7.8244     11.1513
-0.8613    7.8237     11.1623
-0.7672    7.9112     11.1384
-0.5836    7.9354     11.1512
-0.5138    8.0279     11.1281
-0.348     8.0201     11.0287
-0.2926    8.0795     10.759
-0.2832    8.1038     10.5708
-0.2504    8.0798     10.4598
-0.252     8.0652     10.3025














































































































































































1.4082     8.305      9.5152     LORBIT
1.5413     8.3216     9.5209
1.7518     8.3499     9.5644
1.8786     8.4118     9.6252
2.0093     8.4945     9.7151
2.2009     8.5296     9.8343
2.2983     8.6075     9.9818
2.3856     8.6785     10.1182
2.4283     8.7488     10.2658
2.493      8.792      10.4582
2.4381     8.8216     10.6519
2.4211     8.8299     10.7972
2.4322     8.79       10.9748
2.388      8.7111     11.1477
2.3041     8.611      11.2702
2.15       8.4234     11.3571
1.9887     8.2995     11.361
1.7774     8.1549     11.3585
1.6531     8.0562     11.3586
1.4292     7.9374     11.3363
1.1628     7.8337     11.3228
1.0025     7.8277     11.2875
0.6931     7.8334     11.2409
0.3935     7.9553     11.1608
0.2664     8.0384     10.9473
0.2654     8.0533     10.6803
0.2421     8.0554     10.4929
0.236      8.0501     10.4326
0.287      8.0892     10.2191











































































































































































-2.8238    9.1145     11.0234    RTEMFOS
-2.8975    9.0764     10.9107
-2.9936    9.023      10.7199
-3.0613    9.0624     10.4224
-3.1724    8.9579     10.1411
-3.222     8.9694     9.9229
-3.2534    8.9491     9.72
-3.2916    8.9051     9.4244
-3.3624    8.8751     9.1502
-3.4608    8.9012     8.8907
-3.5399    8.9173     8.7634
-3.5977    9.0501     8.5968
-3.7583    9.2152     8.4386
-3.8434    9.3162     8.4033
-3.9456    9.4135     8.3771
-4.0293    9.6302     8.3918
-4.096     9.7276     8.4146























































































































































































9999       9999       9999       LTEMFOS







































































































































































































0.3535     6.6826     10.3993    OP
0.2138     8.4649     10.335     BA
0.2647     12.0651    9.5765     ST
0.1723     15.6578    9.4954     IV
-2.7998    8.3531     9.7988     R_PG
-4.0066    9.5689     9.1813     R_ZTI
-1.355     11.99      10.2073    R_M3D
-1.6656    14.1704    10.0596    R_M12
-1.0828    16.148     9.8681     R_MP3
-0.7685    16.6078    9.8097     R_PMI
3.3468     8.5167     10.0173    L_PG
9999       9999       9999       L_ZTI
1.843      12.0538    10.2238    L_M3D
2.0752     14.2202    10.1143    L_M12
1.4693     16.2452    9.9418     L_MP3
0.9642     16.4686    9.9234     L_PMI
-0.2108    17.2875    9.5554     O1
2.8153     11.2071    5.2472     O2
-4.0896    9.7687     8.5283     O3
1.2523     4.4771     8.4457     O4




















































































































































































-2.9335    12.4033    9.1903     RZYGINF
-3.0907    12.2112    9.085
-3.284     12.0773    8.9983
-3.4919    11.9168    8.9994
-3.5744    11.8057    9.0138
-3.6983    11.6282    8.9874
-3.7977    11.5116    9.0079
-3.875     11.3718    9.0464
-3.9416    11.2271    9.0702
-3.9924    11.0678    9.0819
-4.0026    10.8473    9.0772
-3.9912    10.5838    9.1183
-3.9953    10.3841    9.1711
-3.9818    10.1801    9.2116
-3.9848    9.9486     9.2337
-3.9746    9.8291     9.2243
-3.9594    9.7184     9.2234
-4.0193    9.5726     9.1555






















































































































































































9999       9999       9999       LZYGINF







































































































































































































-1.3777    11.9463    10.0832    R-ALV
-1.5388    12.1679    10.0895
-1.6253    12.4353    10.0257
-1.7111    12.7095    10.0083
-1.7348    13.0477    10.0368
-1.7469    13.3101    10.0338
-1.7794    13.6218    10.0158
-1.7071    14.0179    9.9237
-1.6574    14.2291    9.8926
-1.5798    14.5418    9.8935
-1.5304    14.7738    9.8819
-1.4299    14.9573    9.8726
-1.3533    15.2039    9.8891
-1.3216    15.4749    9.866
-1.2784    15.7487    9.9094
-1.2533    15.9391    9.9176
-1.1943    16.0334    9.9175
-1.0903    16.1349    9.8989






















































































































































































1.7617     12.0069    10.2854    L-ALV
1.9372     12.1541    10.2145
2.0256     12.4257    10.2499
2.1175     12.6464    10.1303
2.1528     13.0267    10.1717
2.1541     13.3655    10.1421
2.1367     13.759     10.1612
2.0948     14.0801    10.0807
2.0524     14.3496    10.0972
2.0157     14.5963    10.0183
1.9324     14.9195    10.0197
1.7808     15.2274    9.9769
1.7055     15.4115    10.0135
1.667      15.7165    9.9185
1.6366     15.9007    9.9723
1.5968     16.055     10.0384
1.4532     16.2184    9.8985
