MNHN       1969.453   Tg35stv
0.1642     17.2659    11.3761    IN
0.151      12.7871    13.7216    BR
0.2578     7.5004     11.6505    GL
0.2158     7.8198     11.1142    NA
0.2785     6.8819     8.3634     RH
0.3022     4.9616     6.7488     NS
0.2036     4.5734     5.5513     PR
-0.4245    4.7293     5.6545     R_PR2
-0.2386    6.75       8.1457     R_PMS
-2.7655    9.1394     7.4457     R_ZMI
-1.5444    8.324      9.522      R_ZMU
0.0342     8.1395     10.6283    R_DA
-1.4114    7.6159     11.2926    R_MTI
-1.2582    7.7954     11.9217    R_MTS
-2.4381    8.6349     10.9963    R_FMO
-2.6213    9.2099     11.4752    R_FMT
-3.1817    14.5674    9.729      R_PO
-4.0471    10.3599    8.6007     R_ZTS
0.857      4.6058     5.6296     L_PR2
0.7598     6.691      8.1286     L_PMS
3.3898     9.0927     7.4642     L_ZMI
1.971      8.5207     9.6538     L_ZMU
0.5045     8.188      10.5926    L_DA
1.8965     7.712      11.3517    L_MTI
1.7905     7.9885     11.9662    L_MTS
2.9312     8.8634     10.9439    L_FMO
3.202      9.4034     11.3275    L_FMT
3.435      14.845     9.7588     L_PO
4.5247     10.5416    8.5639     L_ZTS
-0.1498    4.4123     5.5417     O1
2.778      9.3239     11.766     O2
-4.5337    11.6092    8.6706     O3
1.465      16.9997    11.2936    O4







































































































































































0.2697     7.5238     11.6351    GLRH
0.2862     7.6382     11.4704
0.2778     7.7384     11.3271
0.2476     7.8091     11.1595
0.2358     7.8356     11.0246
0.2578     7.8771     10.8589
0.2811     7.9404     10.7393
0.2699     8.0115     10.5002
0.2766     8.0524     10.2335
0.2746     8.0178     10.0584
0.2857     7.9681     9.8471
0.296      7.8877     9.6205
0.321      7.7613     9.3519
0.3523     7.5796     9.0924
0.2996     7.4363     8.9321
0.3454     7.2508     8.7274
0.2989     7.0892     8.5852
0.3017     6.9789     8.4739
0.2904     6.9076     8.3862
0.3211     6.8946     8.3679




















































































































































































0.2774     6.8834     8.3672     NOSE
0.0395     6.8271     8.3388
-0.1177    6.7382     8.1862
-0.2429    6.631      7.9805
-0.3227    6.485      7.7954
-0.4142    6.3678     7.6645
-0.4886    6.18       7.4907
-0.5118    6.0212     7.3886
-0.5038    5.8245     7.2517
-0.4192    5.5874     7.0451
-0.3657    5.465      6.9652
-0.2825    5.2461     6.8814
-0.1462    5.0558     6.8669
0.0384     5.0162     6.8593
0.0815     5.0108     6.8322
0.2089     4.9324     6.7815
0.3011     4.9461     6.7525
0.4114     4.9447     6.7847
0.5381     4.9767     6.8469
0.6847     5.0666     6.8475
0.7673     5.1987     6.8811
0.8786     5.3465     6.9179
0.9626     5.4817     7.0069
1.0601     5.6171     7.118
1.0637     5.7577     7.253
1.0523     5.8641     7.3246
1.0627     5.9722     7.4078
1.0722     6.1026     7.5031
1.038      6.2625     7.6262
1.0128     6.3229     7.6914
0.9534     6.4296     7.7949
0.8508     6.5564     7.9451
0.7894     6.6372     8.052
0.772      6.6939     8.1332
0.6506     6.7697     8.2302
0.6061     6.8587     8.3324
0.5168     6.9048     8.3956
0.3101     6.8502     8.3343


































































































































































0.3203     4.9292     6.7228     NASP-PR
0.3077     4.7185     6.5429
0.3032     4.6274     6.3662
0.2456     4.5416     6.1114
0.2353     4.5144     5.899
0.2405     4.5299     5.7169
0.2151     4.5566     5.6071
0.222      4.5878     5.4796


























































































