KNM        ER 1527    Too17stv
18.1593    19.1448    8.5752     IN
13.9818    15.4175    12.7687    BR
9.5208     10.8255    11.4217    GL
9.5463     10.7898    10.3919    NA
7.5626     8.2136     6.8084     RH
6.2427     6.558      4.2541     NS
5.5699     6.2887     3.1694     PR
5.1905     6.9549     3.2606     R_PR2
7.5864     8.868      7.187      R_PMS
7.7688     13.192     5.6437     R_ZMI
9999       9999       9999       R_ZMU
9999       9999       9999       R_DA
9999       9999       9999       R_MTI
9999       9999       9999       R_MTS
7.9193     14.1404    10.2221    R_FMO
8.2737     15.3029    10.1559    R_FMT
11.9716    19.0221    7.6324     R_PO
9999       9999       9999       R_ZTS
6.464      5.5799     3.218      L_PR2
8.6019     8.1478     6.9794     L_PMS
12.6866    8.5649     4.9905     L_ZMI
11.2213    9.6319     8.4766     L_ZMU
10.3869    10.425     9.3692     L_DA
11.4344    9.6953     10.8259    L_MTI
11.6991    10.1772    11.6766    L_MTS
9999       9999       9999       L_FMO
9999       9999       9999       L_FMT
18.1695    13.65      7.0785     L_PO
15.4908    9.0752     6.7545     L_ZTS
6.5926     6.0726     4.2542     O1
8.7798     14.7957    11.1845    O2
16.9098    9.7172     6.531      O3
15.9308    20.5892    8.1227     O4







































































































































































9.4922     10.6998    11.1488    GLRH
9.496      10.7445    10.9372
9.5096     10.7733    10.6568
9.5327     10.792     10.553
9.5611     10.7747    10.3714
9.585      10.8111    10.1546
9.537      10.7865    9.8234
9.5809     10.7231    9.5528
9.5394     10.5945    9.3434
9.4856     10.4806    9.1742
9.446      10.3801    9.0455
9.3927     10.2046    8.8364
9.1881     9.9841     8.7034
9.0944     9.8203     8.5577
9.0033     9.7148     8.4295
8.8658     9.5361     8.2325
8.72       9.4519     8.0598
8.6095     9.2908     7.9124
8.4953     9.1773     7.7656
8.3971     9.0166     7.6921
8.2579     8.8869     7.5174
8.0871     8.7329     7.3239
7.7329     8.5383     7.1461
7.6266     8.4252     7.0633
7.5348     8.3391     6.9706
7.4374     8.249      6.8325














































































































































































7.3954     8.2159     6.7902     NOSE
7.1742     8.3214     6.7555
6.8824     8.4249     6.5673
6.6618     8.3749     6.3353
6.454      8.3127     6.1085
6.2838     8.2324     5.8928
6.1514     8.1556     5.7124
6.0125     8.0066     5.4457
5.9111     7.7997     5.1541
