KNM        ER 1527    Too17stv
5.869      7.566      4.9122
5.8899     7.2972     4.6826
5.9265     7.0681     4.5361
5.9699     6.9235     4.4355
6.0251     6.7944     4.3565
6.072      6.7497     4.3162
6.1957     6.5569     4.244
6.3793     6.3763     4.3374
6.5707     6.3279     4.4541
6.817      6.2838     4.5933
7.0787     6.2206     4.696
7.2517     6.3265     4.9018
7.3685     6.3421     5.0073
7.4796     6.4594     5.2215
7.6048     6.6318     5.4584
7.7052     6.7766     5.6166
7.8003     6.9492     5.7956
7.8524     7.1145     5.9322
7.9033     7.332      6.0837
7.9287     7.4936     6.2513
7.7669     7.8018     6.4316
7.7423     7.9981     6.6512
7.6315     8.1258     6.7269
7.3983     8.2345     6.8229







































































































































































6.1868     6.6357     4.2958     NASP-PR
6.0513     6.5514     4.1954
5.8126     6.4314     4.1088
5.6808     6.2877     3.8737
5.5713     6.1866     3.7376
5.5349     6.1271     3.6383
5.5316     6.1141     3.4856
5.5031     6.1193     3.3885
5.508      6.1826     3.2659































































































































































































7.5527     8.8181     7.188      R-PM/MAX
7.3817     8.7464     7.0764
7.1819     8.7118     6.9284
7.0331     8.6483     6.7652
6.8814     8.6482     6.666
6.7105     8.6099     6.5468
6.4483     8.622      6.3714
6.2268     8.4995     6.1427
6.1233     8.3796     5.9631
6.0208     8.3528     5.8636
5.7904     8.2959     5.6845
5.6998     8.2756     5.4722
5.6024     8.3109     5.3427
5.4354     8.3573     5.2069
5.4115     8.4237     4.997
5.3173     8.4868     4.8288
5.2069     8.5458     4.6539
5.1595     8.615      4.4736
5.0939     8.6923     4.2223
5.1478     8.5449     3.8855
5.0882     8.2457     3.7964
5.2311     8.0616     3.6336
5.4721     7.9842     3.4376

















































































































































































8.5255     8.1061     6.9757     L-PM/MAX
8.3891     7.849      6.7031
8.3395     7.6183     6.5858
8.2449     7.2837     6.3735
8.1828     7.0389     6.1776
8.1389     6.8862     5.9345
8.0402     6.7362     5.7999
7.9377     6.5723     5.6222
7.9238     6.3888     5.3687
7.89       6.3049     5.2593
7.8519     6.1572     5.0403
7.8097     6.0376     4.8396
7.8091     5.9251     4.7288
7.7903     5.8252     4.5586
7.7282     5.7381     4.3916
7.6614     5.6578     4.2579
7.6299     5.574      4.0508
7.548      5.6001     3.848
7.5264     5.6439     3.6094
7.4966     5.7663     3.3916




















































































































































































7.2247     11.5947    3.7434     ROSTRUM
7.2323     11.5869    4.075
7.2063     11.5371    4.4071
7.2335     11.5568    4.6838
7.2237     11.4384    5.1033
7.2315     11.3614    5.3626
7.2351     11.4094    5.5813
7.2363     11.3118    5.882
7.2398     11.2492    6.0705
7.2997     11.1723    6.3331
7.3153     11.1292    6.5089
7.3648     11.0179    6.8009
7.4376     10.9479    7.0255
7.5075     10.8803    7.2088
7.5875     10.8524    7.3507
7.6934     10.6005    7.5746
7.8024     10.4962    7.7055
7.9485     10.3694    7.7879
8.0993     10.2625    7.8713
8.2745     10.1553    8.0059
8.4418     9.9974     8.0861
8.5479     9.8935     8.1397
8.6703     9.798      8.209
8.7817     9.7215     8.2626
8.8743     9.6247     8.2798
8.9614     9.558      8.3051
9999       9999       9999













































































































































































9999       9999       9999       SUPORB







































































































































































































9999       9999       9999       RORBIT







































































































































































































9999       9999       9999       LORBIT







































































































































































































9999       9999       9999       RTEMFOS







































































































































































































9999       9999       9999       LTEMFOS







































































































































































































8.4076     9.0524     10.0726    OP
10.089     10.5544    9.5959     BA
13.3373    14.6397    8.9446     ST
16.8491    18.8072    8.887      IV
6.7872     14.0731    10.0484    R_PG
9999       9999       9999       R_ZTI
11.6429    15.8195    9.6197     R_M3D
13.6874    18.9555    9.7548     R_M12
14.7167    20.221     9.2669     R_MP3
16.4114    20.6633    9.0476     R_PMI
9999       9999       9999       L_PG
15.9961    9.5069     8.9821     L_ZTI
15.0617    13.5064    10.1969    L_M3D
17.7219    16.1037    9.8903     L_M12
18.8154    17.4945    9.1273     L_MP3
18.692     19.2785    9.0042     L_PMI
18.4116    19.8972    7.8954     O1
8.6112     15.1883    3.5479     O2
15.9269    9.0439     8.2353     O3
4.812      8.3329     8.9203     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































16.7582    12.979     8.9017     LZYGINF
16.8506    12.8238    8.8266
16.9298    12.6095    8.7633
17.028     12.4414    8.7569
17.0332    12.2659    8.7765
17.0921    12.1036    8.7649
17.1402    12.0144    8.7879
17.0898    11.7412    8.8475
17.0489    11.5311    8.8491
17.0031    11.3244    8.8633
16.9318    11.0801    8.83
16.8297    10.9481    8.8369
16.5332    10.7748    8.9167
16.3767    10.5908    8.9602
16.2806    10.3934    8.9798
16.2802    10.0996    8.945
16.1978    9.9248     8.9823
16.0979    9.6982     8.9245
16.0332    9.592      8.955
15.9073    9.4685     9.0151




















































































































































































11.7464    15.8223    9.8016     R-ALV
11.7044    16.3046    9.6993
11.7388    16.5193    9.6688
11.7578    16.8815    9.6546
11.8342    17.0597    9.7225
11.9373    17.3091    9.7142
12.0947    17.5146    9.6369
12.3855    17.8368    9.671
12.6736    18.1892    9.7149
12.8002    18.3167    9.7399
13.0077    18.6044    9.7284
13.2796    18.7676    9.6631
13.4104    18.8847    9.6976
13.5865    18.9938    9.6821
13.6859    19.1272    9.6012
13.7737    19.2513    9.5654
13.912     19.3824    9.5405
13.9962    19.5277    9.3817
14.1184    19.7263    9.3307
14.1845    19.9086    9.2367
14.2922    20.0489    9.206
14.4239    20.1526    9.2021
14.5293    20.203     9.2257
14.5694    20.285     9.1692
















































































































































































15.2004    13.5655    10.1885    L-ALV
15.5544    13.6541    10.1826
15.7837    13.7281    10.2064
16.0327    13.8409    10.1306
16.3179    14.0837    10.0633
16.549     14.2914    10.0384
16.6454    14.3707    10.0239
16.8928    14.6805    10.0152
16.9956    14.8327    9.9906
17.1424    15.1189    9.9921
17.2896    15.3021    10.0036
17.5833    15.5794    9.9873
17.7596    15.834     9.7889
17.8577    16.1247    9.6568
17.9931    16.3532    9.5987
18.1718    16.588     9.5108
18.378     16.9176    9.2902
18.5933    17.1429    9.0698
18.8164    17.4113    9.0077
18.8838    17.5078    8.916
