AMNH       103365     scc10cs.xls
15.426     15.5803    7.6164     IN
12.8831    13.1917    9.5153     BR
9.9234     10.5071    8.1358     GL
9.8769     10.4326    7.8454     NA
9.5636     9.9475     6.1756     RH
8.8328     9.3467     4.5426     NS
8.626      9.0771     4.1861     PR
8.3869     9.5276     4.0876     R_PR2
9.5578     10.2165    6.629      R_PMS
8.6561     12.7153    4.8965     R_ZMI
9.3005     11.4807    6.0642     R_ZMU
9.7555     10.6178    7.3153     R_DA
9.1462     11.9107    8.2586     R_MTI
9.3741     11.9973    8.6351     R_MTS
8.7358     12.8125    7.3294     R_FMO
8.7973     13.434     7.4317     R_FMT
11.7881    15.6883    6.022      R_PO
9.1456     14.1828    5.6959     R_ZTS
9.0324     8.8041     4.1139     L_PR2
9.6929     10.0669    6.6901     L_PMS
11.9963    8.9943     4.9733     L_ZMI
10.9774    9.729      6.1148     L_ZMU
10.046     10.2457    7.2949     L_DA
11.2187    9.7315     8.3853     L_MTI
11.3605    9.851      8.7557     L_MTS
12.1485    9.1885     7.5234     L_FMO
12.6606    9.1868     7.6066     L_FMT
15.2035    11.8262    6.0969     L_PO
13.5291    9.3688     5.9306     L_ZTS
8.4894     10.689     4.5519     O1
8.6289     12.8777    5.9233     O2
12.3799    16.2546    6.9269     O3
14.5303    15.6661    8.3197     O4







































































































































































9.9036     10.5113    8.0981     GLRH
9.8616     10.487     7.94
9.8133     10.4475    7.7398
9.7858     10.387     7.6246
9.7562     10.3388    7.4637
9.7386     10.3013    7.33
9.7246     10.2566    7.1913
9.6869     10.216     7.0312
9.6878     10.1907    6.8506
9.6588     10.1614    6.7747
9.622      10.1513    6.6642
9.594      10.1244    6.5782
9.5585     10.1075    6.5084
9.5384     10.0882    6.4521
9.54       10.06      6.4122
9999       9999       9999
























































































































































































9.4376     10.1278    6.2033     NOSE
