NMNH       122172     See11stv
-0.1748    4.8481     5.5113






























































































































































































-0.1614    4.841      5.4781     NOSE
-0.3688    4.8845     5.4082
-0.4995    4.9142     5.1939
-0.5969    4.9096     5.0577
-0.5808    4.8635     4.8389
-0.5798    4.8319     4.6865
-0.6227    4.7738     4.4582
-0.6155    4.6183     4.1845
-0.5958    4.4476     4.0047
-0.47      4.3252     3.8571
-0.353     4.1171     3.6458
-0.2126    4.0357     3.5459
-0.0085    3.9442     3.4516
0.1769     4.1123     3.5914
0.2501     4.2594     3.7237
0.332      4.3849     3.8628
0.4375     4.4774     4.0232
0.4451     4.5838     4.1448
0.4725     4.6923     4.2977
0.4515     4.8005     4.5313
0.3986     4.8602     4.7545
0.2771     4.9469     4.992
0.2064     5.0084     5.1638
0.1846     4.9706     5.3416
0.0743     4.9255     5.4149
-0.1992    4.8485     5.5287














































































































































































0.0175     3.9333     3.4675     NASP-PR
0.05       3.7831     3.3517
0.0687     3.635      3.2277
0.0719     3.5391     3.0965
0.0728     3.4616     2.9487
0.0741     3.4237     2.8217
0.087      3.4094     2.6546

































































































































































































-0.6386    5.328      5.6978     R-PM/MAX
-0.7002    5.2819     5.3691
-0.7287    5.1891     5.1077
-0.7419    5.1552     4.9027
-0.7928    5.0569     4.6937
-0.8885    5.0029     4.4762
-0.9162    4.8473     4.2359
-1.0156    4.6609     4.0748
-1.0259    4.4644     3.8975
-1.0346    4.3215     3.7083
-1.0919    4.1855     3.5478
-1.1283    4.0353     3.3517
-1.188     3.9364     3.2204
-1.2214    3.8049     3.0568
-1.1855    3.8026     2.8378

























































































































































































0.1327     5.3805     5.8619     L-PM/MAX
0.2265     5.4304     5.5881
0.3013     5.3543     5.4043
0.3708     5.292      5.178
0.4351     5.2172     5.0204
0.523      5.1154     4.758
0.5648     5.0313     4.5586
0.6632     4.8744     4.3347
0.7472     4.5318     3.9725
0.748      4.3819     3.8052
0.8294     4.2597     3.6533
0.8834     4.1694     3.5647
1.119      3.9947     3.3317
1.2137     3.8648     3.1998
1.2812     3.8889     2.9191
1.2566     3.9026     2.8799
























































































































































































-1.8692    5.7472     2.73       ROSTRUM
-1.8653    5.7248     2.9818
-1.7645    5.7234     3.2465
-1.6847    5.7349     3.5504
-1.6252    5.7707     3.7843
-1.4896    5.7271     4.0919
-1.3708    5.7125     4.3239
-1.2606    5.7336     4.5247
-1.145     5.7433     4.6871
-1.012     5.6751     4.8282
-0.8817    5.6993     5.0041
-0.8069    5.675      5.109
-0.7342    5.5711     5.3348
-0.6583    5.5196     5.6535
-0.5832    5.4533     5.9743
-0.473     5.4291     6.1915
-0.2801    5.3665     6.4985
-0.1011    5.4401     6.338
0.0167     5.4517     6.1966
0.1671     5.5138     5.9511
0.2284     5.5343     5.645
0.3194     5.5723     5.4368
0.4134     5.6087     5.2297
0.5289     5.6031     5.0572
0.6798     5.6032     4.891
0.8826     5.6132     4.7266
1.0127     5.6201     4.5086
1.1232     5.6309     4.2638
1.2875     5.6412     4.0037
1.3464     5.654      3.8489
1.486      5.7132     3.6966
1.6114     5.7056     3.5211
1.7004     5.7522     3.3655
1.7717     5.778      3.1347
1.8106     5.8275     2.9837
1.7887     5.8642     2.785




































































































































































-3.9431    7.3213     6.3539     SUPORB
-3.904     7.3448     6.4941
-3.8313    7.3472     6.6544
-3.7501    7.2879     6.801
-3.675     7.2594     6.8858
-3.5242    7.1703     7.0078
-3.328     7.0529     7.0803
-3.1819    6.9421     7.1512
-3.0491    6.7672     7.2164
-2.9436    6.6433     7.2518
-2.7664    6.4765     7.3026
-2.513     6.3555     7.3552
-2.3553    6.2382     7.3797
-2.1746    6.1569     7.3944
-1.8224    6.0266     7.3719
-1.5452    5.9475     7.3649
-1.2919    5.8809     7.3374
-0.9927    5.7782     7.314
-0.7759    5.7258     7.3111
-0.5485    5.7102     7.2604
-0.3331    5.7129     7.2477
-0.0988    5.7453     7.3025
0.2368     5.7245     7.3819
0.4255     5.8264     7.4442
0.7347     5.9195     7.5209
0.9573     5.9779     7.5532
1.2399     6.0976     7.5974
1.5287     6.2316     7.6483
1.8027     6.3712     7.6566
2.0158     6.4978     7.6236
2.4396     6.8068     7.4929
2.6167     6.949      7.4154
2.7961     7.14       7.3778
2.9591     7.2854     7.3336
3.1488     7.4054     7.1678
3.2135     7.463      7.0241
3.3453     7.4965     6.8405
3.3644     7.4365     6.7779


































































































































































-1.966     6.2745     4.7146     RORBIT
-2.2701    6.3285     4.6985
-2.4697    6.4076     4.7308
-2.6717    6.4796     4.7945
-2.8975    6.5917     4.9316
-3.0113    6.6507     5.0389
-3.1081    6.7108     5.2066
-3.2179    6.7498     5.4184
-3.3182    6.7818     5.694
-3.3824    6.7707     5.909
-3.2944    6.7024     6.123
-3.1517    6.554      6.4466
-2.8208    6.4489     6.6614
-2.5596    6.2751     6.8487
-2.309     6.1667     6.8913
-2.049     6.0939     6.888
-1.7457    5.9752     6.8753
-1.5211    5.8804     6.8657
-1.3359    5.7725     6.8434
-1.1195    5.76       6.7465
-0.9587    5.7803     6.5925
-0.8772    5.8415     6.4404
-0.8427    5.9152     6.3381
-0.825     6.0337     6.2378
















































































































































































1.473      6.3134     4.9571     LORBIT
1.6821     6.3077     4.9792
1.8462     6.3739     4.9911
2.0827     6.4187     5.0261
2.2573     6.5211     5.1375
2.3981     6.6212     5.2511
2.5794     6.6902     5.4129
2.636      6.7559     5.5562
2.7103     6.8129     5.7649
2.8031     6.8319     5.9928
2.7756     6.8664     6.1858
2.7567     6.8569     6.3776
2.6991     6.7371     6.6239
2.5983     6.617      6.8301
2.4563     6.568      6.9274
2.2746     6.4882     7.0528
2.134      6.3814     7.1545
1.8973     6.2536     7.2015
1.5892     6.1034     7.1972
1.4057     5.9728     7.1981
1.1496     5.9035     7.1579
0.7565     5.8265     6.9949
0.5584     5.8564     6.8629
0.4409     5.8461     6.7509
0.3682     5.81       6.6246
0.3137     5.7998     6.5264
0.277      5.8944     6.365
0.2402     5.9384     6.2291
0.2823     6.014      6.1359











































































































































































-3.9659    7.2939     6.1921     RTEMFOS
-3.9953    7.333      5.9865
-4.0531    7.2378     5.7605
-4.0655    7.2323     5.566
-4.063     7.1572     5.3797
-4.035     7.1513     5.1545
-4.0033    7.0921     4.9372
-4.0018    7.079      4.6947
-4.0435    7.0939     4.4405
-4.1724    7.2136     4.1949
-4.3082    7.425      4.1013
-4.3309    7.5802     4.1304
-4.3958    7.7287     4.1431
-4.428     7.8794     4.1512


























































































































































































3.3712     7.4447     6.7522     LTEMFOS
3.4332     7.3697     6.5702
3.4562     7.3468     6.4163
3.505      7.332      6.2364
3.5248     7.2703     6.0479
3.5533     7.233      5.8057
3.5441     7.1858     5.6507
3.5669     7.2257     5.4641
3.5728     7.1176     5.2329
3.6308     7.1263     5.0672
3.6997     7.2605     4.9452
3.7798     7.3978     4.7892
3.8769     7.6358     4.7472
4.0265     7.82       4.7739
4.0862     7.9328     4.8126
4.1157     8.0638     4.8396
4.1574     8.2118     4.851























































































































































































0.037      5.1775     6.362      OP
-0.0677    6.8315     6.5802     BA
-0.2713    10.4286    5.9744     ST
-0.3858    13.5319    5.5914     IV
-3.1158    6.8293     6.4611     R_PG
-4.7035    8.8049     5.8262     R_ZTI
-1.8942    10.4199    6.6024     R_M3D
-2.2646    11.8182    6.4424     R_M12
-2.1799    13.6119    6.1509     R_MP3
-1.5551    14.4145    5.795      R_PMI
2.9681     7.132      6.2425     L_PG
4.3311     9.2505     5.5499     L_ZTI
1.268      10.4313    6.4901     L_M3D
1.5704     11.9098    6.3453     L_M12
1.3359     13.7604    6.0613     L_MP3
0.587      14.4771    5.8316     L_PMI
0.4284     14.3765    5.3229     O1
-3.4855    9.7704     2.4385     O2
4.4123     8.6956     5.3382     O3
-0.6941    3.3508     4.3235     O4




















































































































































































-3.3816    11.2556    5.446      RZYGINF
-3.5764    11.243     5.4427
-3.8944    11.1855    5.4698
-4.0354    11.0741    5.5146
-4.2518    10.8484    5.6164
-4.363     10.6782    5.6685
-4.4527    10.4495    5.7541
-4.521     10.2403    5.7887
-4.5918    10.0052    5.7797
-4.6074    9.7274     5.8453
-4.6297    9.5241     5.8694
-4.6568    9.3597     5.8826
-4.6778    9.144      5.8615
-4.6761    8.968      5.8662
-4.6701    8.8194     5.8428

























































































































































































2.4317     11.4781    5.3872     LZYGINF
2.6273     11.4719    5.2766
2.7622     11.3476    5.2901
2.9627     11.248     5.2826
3.1378     11.201     5.3073
3.3232     11.0724    5.3872
3.4659     10.9122    5.4705
3.5553     10.7297    5.4843
3.6233     10.5839    5.4987
3.764      10.376     5.5683
3.8393     10.1601    5.5938
4.007      9.969      5.6099
4.1515     9.754      5.5972
4.2866     9.5829     5.5221
4.2395     9.3587     5.5656
4.3089     9.1905     5.5487
























































































































































































-1.8426    10.4277    6.6454     R-ALV
-2.0068    10.7009    6.634
-2.1189    10.9083    6.5801
-2.1542    11.083     6.6174
-2.212     11.3311    6.5225
-2.2633    11.5254    6.5071
-2.261     11.7478    6.5241
-2.2354    11.9108    6.4948
-2.1832    12.1036    6.5004
-2.1951    12.2859    6.4496
-2.1807    12.5204    6.3529
-2.1155    12.6997    6.3343
-2.1004    12.9079    6.2806
-2.1321    13.0739    6.2111
-2.1317    13.2067    6.2582
-2.1627    13.3452    6.174
-2.1753    13.4569    6.1718
-2.1503    13.5936    6.1675






















































































































































































1.2951     10.5118    6.4576     L-ALV
1.3971     10.7287    6.5411
1.4925     11.0263    6.4394
1.5218     11.1583    6.4275
1.5647     11.5236    6.4033
1.598      11.6545    6.4215
1.576      11.9135    6.3689
1.5569     12.0742    6.3913
1.495      12.3623    6.398
1.4792     12.5934    6.3122
1.4298     12.7506    6.263
1.3802     12.8683    6.2691
1.3745     13.0768    6.2113
1.3596     13.2206    6.2068
1.3679     13.3378    6.1663
1.3742     13.4393    6.1174
1.3671     13.6084    6.0965
1.3609     13.7209    6.059
