AMNH       102204     Psmm052z























19.7015    19.2572    6.3179     NOSE
19.7727    19.1809    6.3474
19.8733    19.0141    6.2288
19.9029    18.9494    5.982
19.9632    18.9316    5.7222
20.0294    18.9573    5.4714
19.9969    19.0083    5.3185
19.9814    19.1615    5.1326
19.9671    19.3248    4.9877
19.906     19.4431    4.907
19.8324    19.5476    4.8271
19.6999    19.6112    4.9355
19.504     19.6495    5.1157
19.3408    19.6236    5.2893
19.2496    19.6164    5.4847
19.2725    19.5319    5.8094
19.3328    19.4721    6.0937
19.5114    19.4533    6.3958
19.5661    19.3857    6.3656
19.6978    19.285     6.3328




















































































































































































19.8738    19.5479    4.8216     NASP-PR
20.0016    19.6915    4.6766
20.0006    19.7172    4.6146
20.0433    19.7609    4.4449
20.0379    19.7556    4.4358



































































































































































































19.8282    18.9498    6.5283     R-PM/MAX
19.8637    18.9075    6.3917
19.8835    18.8664    6.3388
19.9082    18.8207    6.1704
19.9489    18.757     5.9676
20.0113    18.7215    5.7471
20.0845    18.7556    5.5614
20.1493    18.7611    5.3307
20.2212    18.8227    5.1227
20.2649    18.8537    5.0053
20.3888    18.8934    4.8209
20.45      18.9293    4.6402
20.4968    18.9786    4.5179
20.5114    18.9901    4.438


























































































































































































19.3999    19.3565    6.6483     L-PM/MAX
19.3124    19.3884    6.5202
19.2628    19.4172    6.3943
19.1388    19.4498    6.1856
19.1003    19.484     6.0895
19.0742    19.5322    5.9444
19.0629    19.6187    5.7237
18.9941    19.6492    5.6055
19.0404    19.7094    5.4829
19.067     19.8034    5.2997
19.1298    19.8936    5.0782
19.1943    19.99      4.8542
19.1904    20.0647    4.6741
19.2527    20.0977    4.5018
19.2159    20.105     4.4288

























































































































































































20.2334    17.6606    4.2397     ROSTRUM
20.2291    17.6737    4.3233
20.2724    17.7354    4.5237
20.2967    17.8153    4.6511
20.2643    17.8806    4.7406
20.2753    17.9369    4.8216
20.2401    18.0641    5.0055
20.193     18.1736    5.2086
20.1774    18.301     5.4366
20.1111    18.4345    5.6019
19.9758    18.5452    5.8599
19.8944    18.692     6.0695
19.8684    18.7981    6.3432
19.8279    18.9692    6.5695
19.8285    19.1717    6.7509
19.7123    19.3147    6.8173
19.5182    19.4199    6.7878
19.3157    19.3704    6.5759
19.2134    19.3955    6.4609
19.1072    19.4237    6.2823
18.8877    19.5238    5.9875
18.726     19.6294    5.7448
18.4983    19.7242    5.4138
18.3172    19.7932    5.1107
18.1098    19.8416    4.7589
17.9751    19.7706    4.451
17.9401    19.7378    4.3415
17.8782    19.6844    4.3092












































































































































































21.1007    16.3713    7.3879     SUPORB
21.0332    16.4555    7.5191
20.9756    16.521     7.5974
20.929     16.622     7.6961
20.8149    16.7707    7.847
20.7551    16.8395    7.9197
20.667     16.979     8.0206
20.5224    17.2031    8.1128
20.4012    17.3877    8.2283
20.2778    17.5775    8.322
20.2026    17.6852    8.3639
20.0479    17.9798    8.3998
20.0192    18.1787    8.331
19.9569    18.3383    8.3022
19.8788    18.4958    8.2309
19.7678    18.7197    8.1289
19.691     18.8774    7.9987
19.6251    18.9699    7.9264
19.5057    19.079     7.9238
19.3623    19.1988    7.9571
19.307     19.2377    8.0364
19.1388    19.2803    8.2065
18.8161    19.4018    8.3569
18.659     19.4593    8.395
18.4985    19.5167    8.4229
18.3313    19.5545    8.4442
18.113     19.6144    8.4348
17.8107    19.7655    8.3596
17.5825    19.9107    8.2584
17.3274    20.0487    8.1438
17.2303    20.1051    8.082
16.9857    20.1771    7.943
16.8467    20.2633    7.7947
16.6832    20.2779    7.6553






































































































































































20.6741    17.5613    5.6359     RORBIT
20.7161    17.5117    5.6383
20.7757    17.4464    5.6404
20.836     17.3929    5.6651
20.8987    17.3176    5.6641
20.9511    17.176     5.7964
21.022     17.0512    5.9322
21.0848    16.9206    6.103
21.066     16.8834    6.2254
21.0494    16.8157    6.5053
21.0203    16.7585    6.5957
21.0373    16.7113    6.7646
21.0219    16.6903    7.1313
20.9761    16.7671    7.3089
20.8131    16.9177    7.5919
20.6968    17.0416    7.7283
20.5935    17.2139    7.9186
20.4823    17.3647    7.9873
20.4173    17.4924    8.0278
20.3939    17.6212    8.082
20.3069    17.7902    8.1196
20.1764    18.0627    8.0672
20.1386    18.1614    8.0247
20.053     18.3274    8.0055
19.9184    18.5491    7.948
19.7887    18.696     7.7593
19.7528    18.7674    7.4939
19.7477    18.7812    7.3947
19.3803    18.3708    7.0474











































































































































































17.8934    20.1968    5.7363     LORBIT
17.7291    20.3154    5.768
17.6301    20.356     5.8287
17.478     20.3785    5.9538
17.2546    20.4539    6.2029
17.1191    20.4721    6.4619
17.0624    20.4362    6.7213
17.0047    20.4122    6.9775
17.0404    20.414     7.2108
17.0312    20.3694    7.3357
17.0557    20.3344    7.4265
17.2341    20.232     7.6909
17.4275    20.0951    7.856
17.6077    19.9964    8.0585
17.8489    19.8869    8.0869
18.0752    19.7864    8.0808
18.3013    19.7052    8.1105
18.3526    19.7097    8.0785
18.5171    19.6649    8.0878
18.6496    19.618     8.0169
18.7703    19.5036    7.9537
19.0952    19.3748    7.9421
19.1835    19.3274    7.7017
19.1681    19.2927    7.4309
18.7752    18.7592    6.9986















































































































































































21.125     16.3101    7.3227     RTEMFOS
21.1889    16.2725    7.2081
21.2173    16.2564    7.1052
21.2507    16.2225    6.8804
21.2936    16.2419    6.8409
21.3458    16.2652    6.6373
21.3584    16.3093    6.4182
21.3268    16.301     6.2894
21.3473    16.3745    6.1787
21.3445    16.4045    6.0684
21.3165    16.4004    5.8795
21.2812    16.3867    5.762
21.2451    16.3228    5.6229
21.1819    16.2711    5.5004
21.1774    16.153     5.3809
21.1051    15.9495    5.3224
21.0246    15.7169    5.3709
20.9403    15.4668    5.4196
20.9111    15.3344    5.4408
20.8438    15.2011    5.5051




















































































































































































9999       9999       9999       LTEMFOS
9999       9999       9999






































































































































































































19.1358    18.9331    8.0791     OP
18.3515    17.7443    8.6862     BA
16.1012    15.0625    8.4362     ST
15.1388    13.7905    8.4667     IV
20.0599    15.7937    8.3435     R_PG
19.8641    13.9164    8.4369     R_ZTI
17.4556    14.7131    8.8547     R_M3D
17.054     13.5869    9.0154     R_M12
15.8395    12.6926    8.9214     R_MP3
15.2056    12.6336    8.6117     R_PMI
15.9052    19.135     8.4222     L_PG
14.0604    18.4474    8.4614     L_ZTI
15.4417    16.2261    8.8098     L_M3D
14.4295    15.5467    8.9548     L_M12
13.918     14.3669    8.9078     L_MP3
13.9976    13.7022    8.6793     L_PMI
19.8569    20.273     5.5708     O1
20.7186    16.3479    6.2036     O2
15.9392    12.8273    8.3991     O3
14.4187    16.8036    5.6173     O4




















































































































































































17.6625    12.7193    8.5444     RZYGINF
17.8457    12.6786    8.5801
18.059     12.6808    8.5893
18.3665    12.7473    8.5567
18.5412    12.8153    8.5315
18.7137    12.9623    8.5344
18.8002    13.0504    8.5216
18.9911    13.1905    8.4997
19.0697    13.2924    8.4452
19.263     13.3839    8.4077
19.4459    13.5343    8.414
19.671     13.6592    8.4509
19.8258    13.819     8.5124
19.9307    13.89      8.4272


























































































































































































13.4738    16.1022    8.5989     LZYGINF
13.3375    16.3616    8.6348
13.3615    16.5703    8.6222
13.4226    16.9349    8.6148
13.4933    17.2306    8.5851
13.5935    17.5174    8.548
13.6837    17.7185    8.4914
13.746     17.8588    8.5004
13.7983    18.0279    8.4906
13.9408    18.2769    8.5296
14.0799    18.4503    8.5452
14.1327    18.4572    8.509




























































































































































































17.4779    14.7181    8.8161     R-ALV
17.4829    14.5185    8.7992
17.4396    14.3846    8.772
17.4004    14.1892    8.8243
17.3309    13.9981    8.8885
17.2122    13.845     8.9271
17.1275    13.6942    8.9549
17.0331    13.5269    8.9821
16.8736    13.348     9.0019
16.6516    13.1285    8.9685
16.4908    13.0629    8.9796
16.3494    12.9437    8.9583
16.1997    12.7896    8.8997
16.0484    12.6885    8.8493
15.9103    12.6312    8.8267
15.8248    12.5855    8.8297
15.7808    12.5857    8.8186























































































































































































15.382     16.2334    8.7959     L-ALV
15.2123    16.1957    8.7863
15.0979    16.1401    8.8771
14.9132    16.0566    8.8973
14.7346    15.8764    8.9253
14.5791    15.7025    8.9598
14.4334    15.5402    9.0508
14.2378    15.3254    9.0137
14.1526    15.1424    9.0175
14.0712    14.8997    8.9413
13.9628    14.7406    8.877
13.9012    14.6132    8.9094
13.8407    14.4449    8.904
13.8358    14.3938    8.8374
13.7996    14.2675    8.8207
