AMNH       102898     Psmm045z
12.836     14.0472    8.9686     IN
15.4111    16.9889    10.731     BR
18.0289    20.0109    7.6413     GL
18.0517    20.0786    7.4703     NA
18.2046    20.2405    6.6857     RH
18.3176    20.3813    5.2101     NS
18.3678    20.5019    4.8894     PR
18.7211    20.1569    4.8863     R_PR2
18.3882    19.8139    6.7486     R_PMS
19.0377    17.1491    5.3055     R_ZMI
19.1499    17.9794    6.0152     R_ZMU
17.6581    19.2059    7.1129     R_DA
18.6621    18.3669    8.3119     R_MTI
18.5788    18.3644    8.544      R_MTS
19.3423    17.4239    7.473      R_FMO
19.3541    17.1467    7.9051     R_FMT
16.7037    14.2144    6.8142     R_PO
19.0809    16.1998    6.0179     R_ZTS
17.9388    20.7572    4.8241     L_PR2
17.5988    20.1799    6.7865     L_PMS
14.9911    20.6834    5.3157     L_ZMI
15.8241    20.9268    6.0195     L_ZMU
17.3298    19.6418    7.2903     L_DA
16.4249    20.4009    8.3725     L_MTI
16.2862    20.3401    8.5598     L_MTS
15.261     20.9706    7.3354     L_FMO
14.984     20.8728    7.7777     L_FMT
12.6198    17.5991    6.8017     L_PO
14.0697    20.3331    6.0403     L_ZTS
12.6343    14.2703    9.0133     O1
16.9507    14.3619    7.9976     O2
18.8425    19.1957    5.2811     O3
14.9768    20.2646    7.9206     O4







































































































































































17.9997    19.9688    7.6516     GLRH
18.0238    20.0099    7.5501
18.0443    20.0392    7.4073
18.0726    20.0755    7.2707
18.0929    20.087     7.169
18.1203    20.1179    7.0451
18.1487    20.155     6.9401
18.1855    20.1771    6.818
18.1949    20.2098    6.7054
18.211     20.2056    6.6691






























































































































































































18.2407    20.1762    6.6793     NOSE
18.2652    20.1202    6.6989
18.3501    19.9859    6.6566
18.3867    19.8587    6.561
18.4307    19.779     6.4021
18.4757    19.7452    6.1829
18.4764    19.7547    5.977
18.4549    19.8093    5.7512
18.4887    19.9638    5.5339
18.479     20.1237    5.4666
18.4177    20.2772    5.328
18.3064    20.3436    5.207
18.152     20.3915    5.3065
18.0383    20.4365    5.4164
17.9014    20.4807    5.6085
17.7405    20.443     5.7225
17.6939    20.4637    5.98
17.6639    20.3977    6.1273
17.698     20.3576    6.3717
17.8543    20.3643    6.6686
18.0546    20.2751    6.7043
18.1939    20.1972    6.7188
18.2283    20.1892    6.6859

















































































































































































18.3014    20.3568    5.1965     NASP-PR
18.3656    20.4074    5.0556
18.3908    20.4537    4.9308
18.3675    20.471     4.8106




































































































































































































18.3753    19.7891    6.7195     R-PM/MAX
18.4223    19.6798    6.6083
18.4448    19.5896    6.4578
18.4443    19.5071    6.3767
18.4848    19.483     6.2906
18.4818    19.4145    6.1345
18.4974    19.4425    5.9929
18.6005    19.4945    5.7561
18.7249    19.5477    5.4895
18.7556    19.5831    5.3908
18.8763    19.6103    5.1766
18.9276    19.6808    4.961
18.9276    19.6841    4.8455



























































































































































































17.5895    20.1983    6.7535     L-PM/MAX
17.5555    20.2428    6.6559
17.4866    20.2973    6.5019
17.4564    20.3475    6.3571
17.4005    20.3906    6.1807
17.3624    20.4091    6.0048
17.4179    20.4834    5.7927
17.4299    20.5402    5.5981
17.4783    20.6245    5.4272
17.4718    20.698     5.2621
17.4736    20.7887    5.1367
17.4672    20.8466    5.0064
17.4681    20.8456    4.8652



























































































































































































18.5775    18.2722    4.7239     ROSTRUM
18.5946    18.3087    4.8596
18.6245    18.3567    4.9978
18.6299    18.4392    5.1926
18.6445    18.5285    5.2785
18.6748    18.6197    5.441
18.6363    18.7797    5.6326
18.566     18.9155    5.7657
18.5213    19.0035    5.897
18.4603    19.2022    6.1108
18.4162    19.369     6.3425
18.3222    19.4995    6.6319
18.2681    19.6108    6.8208
18.2619    19.6984    6.9418
18.2156    19.9104    7.1374
18.1995    19.9996    7.1779
18.1176    20.1465    7.1843
17.9784    20.1479    7.1831
17.8256    20.1825    6.9993
17.7069    20.2177    6.8315
17.5525    20.2741    6.6493
17.4198    20.3054    6.4815
17.1655    20.325     6.2216
17.0216    20.3906    6.0173
16.8666    20.4239    5.8151
16.6251    20.4789    5.5417
16.4411    20.4926    5.3455
16.1726    20.3784    5.0407
16.0938    20.3046    4.8311
16.08      20.2515    4.7381










































































































































































19.3128    17.1425    7.8594     SUPORB
19.244     17.315     7.9641
19.1806    17.4269    8.0723
19.0469    17.6098    8.2331
18.9425    17.7688    8.3332
18.864     17.8803    8.4074
18.7687    18.0893    8.459
18.6168    18.3505    8.5132
18.5506    18.5459    8.5378
18.3642    18.8517    8.5424
18.2635    19.0815    8.4991
18.1683    19.2861    8.4429
18.0629    19.506     8.4061
17.8737    19.7839    8.3579
17.6175    19.9768    8.3365
17.4046    20.0461    8.495
17.1735    20.1101    8.526
16.9256    20.1879    8.589
16.5928    20.2034    8.6034
16.3454    20.2951    8.5942
16.0818    20.4311    8.5027
15.8197    20.593     8.3712
15.3152    20.8422    8.0524
14.978     20.9025    7.8037
14.9359    20.7577    7.8289















































































































































































19.1024    17.9231    6.0823     RORBIT
19.1967    17.8373    6.1138
19.3006    17.656     6.2316
19.2907    17.5454    6.3845
19.3675    17.4559    6.6248
19.3075    17.4427    6.9079
19.3148    17.3917    7.1388
19.2884    17.3915    7.4097
19.2922    17.4662    7.6994
19.1147    17.6427    8.0553
18.9893    17.8325    8.1608
18.8868    17.9585    8.296
18.8421    18.053     8.342
18.6844    18.3741    8.4047
18.5578    18.6091    8.3942
18.4466    18.7003    8.3139
18.332     18.9435    8.3022
18.2258    19.2092    8.3538
18.1067    19.4148    8.1954
18.0451    19.5165    7.9209
18.0295    19.5439    7.7928
17.6967    19.243     7.3168


















































































































































































15.729     20.902     6.0663     LORBIT
15.5121    20.9462    6.1795
15.3891    20.9955    6.3682
15.3097    21.009     6.6516
15.2446    21.0086    6.9267
15.2302    20.9765    7.2673
15.3193    20.9988    7.5467
15.4124    20.927     7.7766
15.5263    20.8563    8.0188
15.6974    20.7453    8.1263
15.8383    20.6564    8.1691
15.9377    20.5808    8.2018
16.1011    20.5129    8.2768
16.2985    20.4102    8.3003
16.4319    20.3493    8.3316
16.6392    20.3105    8.3426
16.7934    20.2826    8.3723
16.9928    20.2023    8.343
17.1236    20.0638    8.2349
17.3695    20.0201    8.2455
17.4595    19.9619    8.1179
17.5278    19.9616    7.9144
17.2618    19.4942    7.2904

















































































































































































19.4006    17.0318    7.7521     RTEMFOS
19.458     16.9788    7.5809
19.4808    16.9672    7.403
19.5392    16.9939    7.3083
19.569     16.9621    7.0961
19.5574    16.9737    6.9145
19.5547    16.9767    6.784
19.5445    16.962     6.6371
19.5585    16.9689    6.5878
19.5461    16.9868    6.5189
19.4848    16.9191    6.3258
19.456     16.8348    6.1605
19.3113    16.649     6.0052
19.2882    16.5847    5.9624
19.245     16.4198    5.941
19.1606    16.2942    5.9723
19.1396    16.1699    6.0252
19.0978    16.0893    6.0753






















































































































































































15.0463    20.8844    7.7003     LTEMFOS
15.0123    20.9476    7.593
14.9849    20.987     7.4639
14.9308    21.0074    7.2087
14.9234    20.98      7.0553
14.8892    20.9851    6.7563
14.8921    20.962     6.5503
14.9118    21.0183    6.3425
14.8286    20.9005    6.1741
14.773     20.8315    6.0719
14.7104    20.7635    5.9813
14.564     20.6505    5.874
14.4964    20.5936    5.8579
14.2779    20.4954    5.9005
14.1458    20.4167    5.9862
14.0696    20.4099    6.009
























































































































































































18.0064    19.8655    8.1602     OP
17.118     18.6767    8.6632     BA
14.7128    15.8672    8.3795     ST
13.6158    14.6439    8.396      IV
18.8423    16.6513    8.4369     R_PG
18.4481    14.6817    8.0596     R_ZTI
16.1885    15.5705    8.7867     R_M3D
15.7523    14.5247    8.9849     R_M12
14.59      13.6936    8.774      R_MP3
13.9402    13.6981    8.665      R_PMI
14.8407    19.8974    8.5096     L_PG
12.8552    19.0722    8.2497     L_ZTI
14.2602    17.1603    8.7485     L_M3D
13.1613    16.537     8.9944     L_M12
12.4583    15.2945    8.6537     L_MP3
12.6193    14.6922    8.5793     L_PMI
18.6561    21.2287    6.2858     O1
19.3282    16.9111    6.6155     O2
14.5873    13.7879    8.2336     O3
12.978     17.7014    5.9221     O4




















































































































































































16.5285    13.9042    8.4838     RZYGINF
16.7452    13.8869    8.467
16.8898    13.9173    8.4615
17.105     13.986     8.457
17.2598    14.0113    8.4244
17.4719    14.1373    8.3876
17.6417    14.2132    8.359
17.7894    14.2294    8.2574
17.9462    14.3437    8.2551
18.0768    14.4765    8.2151
18.2526    14.5161    8.1587
18.3104    14.6024    8.1451
18.4307    14.6234    8.0967



























































































































































































12.4658    17.3144    8.6004     LZYGINF
