AMNH       102898     Psmm045z
12.4084    17.4573    8.6264
12.4509    17.62      8.6341
12.4884    17.8519    8.6224
12.5911    18.1225    8.5798
12.6386    18.3106    8.5412
12.6715    18.4587    8.4923
12.7668    18.6994    8.4013
12.779     18.8772    8.3202
12.8751    19.0618    8.251
12.93      19.1571    8.2275





























































































































































































16.1845    15.6425    8.7132     R-ALV
16.1724    15.4569    8.7694
16.1568    15.3266    8.8063
16.0949    15.1424    8.7841
16.0099    14.9816    8.8182
15.9586    14.851     8.8361
15.8949    14.7489    8.8715
15.8211    14.6109    8.9351
15.7014    14.4403    9.0095
15.5745    14.2975    8.9353
15.4618    14.1639    8.9155
15.2367    14.0305    8.8542
15.0785    13.8893    8.7683
14.8471    13.7878    8.785
14.8077    13.7848    8.7681
14.6632    13.7413    8.7884
























































































































































































14.2679    17.1885    8.7417     L-ALV
14.1635    17.1722    8.7584
14.0656    17.1403    8.8085
13.9585    17.1087    8.8373
13.8588    17.0698    8.8575
13.7317    17.0049    8.883
13.5746    16.9257    8.8683
13.3976    16.7984    8.9175
13.1803    16.6336    8.9123
12.9875    16.4534    8.909
12.8168    16.2751    8.9232
12.7831    16.0523    8.9795
12.6632    15.8896    8.9604
12.5791    15.6878    8.8883
12.5008    15.443     8.7965
12.4855    15.4044    8.7817
