AMNH       103357     scc4cs.xls
11.7223    12.5389    -6.3474    IN
10.3834    10.6754    -8.8742    BR
7.0399     6.9051     -7.8743    GL
6.9927     6.8579     -7.7447    NA
6.5752     6.4019     -6.3934    RH
6.0719     5.7005     -4.8254    NS
5.7328     5.3229     -4.3922    PR
6.0502     5.097      -4.1726    R_PR2
6.854      6.6774     -7.0321    R_PMS
9.3193     5.595      -4.852     R_ZMI
7.9514     6.3913     -6.1802    R_ZMU
7.5351     6.9527     -7.4049    R_DA
8.5936     6.4652     -8.0843    R_MTI
8.7509     6.6929     -8.634     R_MTS
9.515      5.8312     -7.2818    R_FMO
10.0546    5.9058     -7.3008    R_FMT
11.7241    8.9379     -5.1975    R_PO
10.6761    5.9056     -5.3455    R_ZTS
5.4052     5.5591     -4.1816    L_PR2
6.7026     6.7846     -7.1863    L_PMS
5.2262     8.7978     -4.8696    L_ZMI
6.3337     7.6505     -6.2419    L_ZMU
6.8002     7.3454     -7.3877    L_DA
6.2751     8.4251     -8.13      L_MTI
6.4637     8.6011     -8.6259    L_MTS
5.6226     9.1742     -7.5597    L_FMO
5.6425     9.6612     -7.5445    L_FMT
7.852      11.8904    -5.1989    L_PO
5.2362     10.1259    -5.4339    L_ZTS
5.4452     6.8866     -4.7709    O1
5.1291     8.9464     -5.6216    O2
7.7336     12.0938    -6.071     O3
12.1183    11.6332    -7.1475    O4







































































































































































7.0248     6.8922     -7.8533    GLRH
6.9658     6.8559     -7.7111
6.9084     6.7887     -7.5052
6.8356     6.6846     -7.2755
6.7809     6.6282     -7.0941
6.7236     6.5708     -6.9008
6.6884     6.5104     -6.7543
6.65       6.4557     -6.5923
6.5907     6.417      -6.4356
6.5915     6.4114     -6.4049






























































































































































































6.5998     6.4674     -6.374     NOSE
6.6943     6.3836     -6.3411
6.7638     6.2732     -6.207
6.8089     6.1795     -6.0376
6.8018     6.1051     -5.8042
6.844      5.9213     -5.6318
6.7896     5.8627     -5.4579
6.6805     5.7859     -5.3009
6.539      5.7102     -5.1681
6.3595     5.6308     -5.041
