AMNH       103357     scc4cs.xls
6.2024     5.641      -4.9348
6.0912     5.7624     -4.8502
5.9259     5.9412     -4.9654
5.8893     6.1852     -5.1306
5.9023     6.3773     -5.2873
5.977      6.5322     -5.5312
6.0878     6.5636     -5.7834
6.2263     6.5703     -5.9795
6.3509     6.5635     -6.1931
6.4671     6.5198     -6.3523
6.5653     6.5185     -6.3981
6.5751     6.4676     -6.4058


















































































































































































6.076      5.7728     -4.8428    NASP-PR
5.9684     5.6321     -4.781
5.889      5.5317     -4.6897
5.7875     5.4267     -4.6041
5.7134     5.351      -4.4928
5.7094     5.336      -4.3739


































































































































































































6.9151     6.6168     -6.9955    R-PM/MAX
6.9209     6.5312     -6.8274
6.941      6.4494     -6.6341
6.9168     6.3612     -6.3782
6.9071     6.2449     -6.1616
6.9022     6.1123     -5.9158
6.9205     5.9902     -5.7226
6.9253     5.859      -5.5333
6.9141     5.6907     -5.3107
6.8897     5.5659     -5.0766
6.8476     5.4224     -4.9333
6.7738     5.2954     -4.7845
6.701      5.0889     -4.5271
6.6624     5.0375     -4.3542
6.5943     5.0821     -4.3004

























































































































































































6.6839     6.7756     -7.1725    L-PM/MAX
6.5936     6.7728     -7.0052
6.4449     6.7729     -6.6783
6.3814     6.703      -6.4802
6.3029     6.6582     -6.2607
6.1941     6.6499     -6.0172
6.0436     6.6452     -5.7783
5.8058     6.5943     -5.4084
5.5873     6.4944     -5.0814
5.4209     6.2911     -4.7864
5.2031     6.2655     -4.5455
5.2472     6.1084     -4.2615
5.2909     6.0218     -4.176



























































































































































































7.7972     5.5131     -3.8764    ROSTRUM
7.8317     5.4714     -4.2793
7.7518     5.4852     -4.6626
7.6427     5.5542     -4.9355
7.5329     5.7314     -5.2956
7.379      5.9429     -5.5981
7.2629     6.1946     -5.9744
7.1244     6.3737     -6.3357
6.9643     6.5085     -6.75
6.815      6.5888     -6.9593
6.7121     6.7007     -7.0276
6.4444     6.8833     -6.638
6.302      7.0432     -6.2968
6.1368     7.1332     -5.9988
5.908      7.2852     -5.6073
5.6833     7.3337     -5.3152
5.5003     7.4068     -4.917
5.4125     7.4499     -4.5184
5.4238     7.4328     -4.1509
5.4512     7.4266     -3.9301




















































































































































































10.0492    5.9071     -7.2997    SUPORB
9.9057     5.9587     -7.599
9.6455     6.1208     -8.0211
9.371      6.2327     -8.329
9.0719     6.4548     -8.5313
8.7029     6.6498     -8.673
8.3575     6.7906     -8.6977
7.8621     7.0511     -8.6121
7.6398     7.1663     -8.5081
7.4415     7.2403     -8.4707
7.196      7.4728     -8.5221
7.0137     7.8229     -8.6322
6.7479     8.172      -8.6984
6.6055     8.5286     -8.708
6.3954     8.9635     -8.5211
6.1358     9.1682     -8.3093
6.0433     9.3421     -8.0582
5.8839     9.4551     -7.8511
5.7847     9.5498     -7.6791
5.7276     9.6262     -7.5282




















































































































































































7.9387     6.4161     -6.15      RORBIT
8.1432     6.2427     -6.1373
8.41       6.0344     -6.176
8.5945     5.9493     -6.202
8.8321     5.8696     -6.2685
9.0844     5.8253     -6.5128
9.2981     5.8205     -6.6679
9.4592     5.8562     -6.9815
9.4853     5.9704     -7.3722
9.3833     6.0524     -7.6614
9.1009     6.2        -7.9049
8.867      6.3692     -8.0233
8.6287     6.4976     -8.0843
8.3695     6.6218     -8.1163
8.082      6.7019     -8.116
7.8268     6.9457     -7.9301
7.6086     6.9692     -7.6727
7.462      6.9339     -7.5396
7.4862     6.9649     -7.4134





















































































































































































6.2969     7.6725     -6.2238    LORBIT
6.1286     7.8764     -6.1741
5.9051     8.1155     -6.1736
5.7086     8.3767     -6.2138
5.5823     8.6065     -6.3044
5.5115     8.8389     -6.5345
5.4762     9.0178     -6.792
5.4945     9.1334     -7.0873
5.525      9.1809     -7.3552
5.6546     9.1515     -7.6032
5.7541     9.0621     -7.7869
5.873      8.987      -7.8448
5.9907     8.794      -8.007
6.2047     8.5417     -8.1295
6.3515     8.2893     -8.1749
6.6013     7.9597     -8.1249
6.8373     7.6646     -7.9143
6.8427     7.4529     -7.6604
6.8479     7.4279     -7.5899
6.8265     7.3596     -7.4195




















































































































































































10.0827    5.8319     -7.1529    RTEMFOS
10.0608    5.736      -6.827
10.0187    5.6222     -6.5187
10.0019    5.5546     -6.2233
10.0052    5.5745     -5.9922
10.1616    5.6279     -5.6817
10.3034    5.7281     -5.5542
10.4643    5.8183     -5.4888
10.5795    5.8933     -5.4168































































































































































































5.5947     9.7366     -7.4171    LTEMFOS
5.3851     9.7431     -7.0945
5.2804     9.643      -6.7045
5.1366     9.5548     -6.3768
5.1208     9.5785     -6.0256
5.0959     9.6915     -5.7551
5.1144     9.8288     -5.6146
5.2172     9.9761     -5.5404
5.2634     10.0653    -5.474































































































































































































5.6488     5.363      -7.616     OP
6.6949     6.5207     -7.8016    BA
8.7949     8.9863     -6.7583    ST
10.267     10.6161    -6.8425    IV
8.7788     5.1616     -7.6315    R_PG
10.6251    5.7356     -7.0432    R_ZTI
9.8173     8.1456     -7.6523    R_M3D
10.8431    8.9948     -7.8784    R_M12
11.5376    10.3359    -7.4325    R_MP3
11.3482    10.7166    -7.1246    R_PMI
5.0863     8.3508     -7.3809    L_PG
5.3618     10.1879    -6.7686    L_ZTI
7.6746     9.8223     -7.4866    L_M3D
8.4663     10.9541    -7.6713    L_M12
9.674      11.8177    -7.2216    L_MP3
10.2807    11.6972    -7.1674    L_PMI
9.2636     11.4888    -6.5751    O1
7.227      11.3253    -5.927     O2
4.449      8.0721     -6.0463    O3
5.6869     3.9424     -5.4519    O4




















































































































































































11.1905    8.1137     -6.9024    RZYGINF
11.2945    7.8957     -6.9234
11.4102    7.6628     -7.0304
11.4097    7.3884     -7.019
11.3098    7.1006     -6.9748
11.1797    6.7475     -6.9947
10.9984    6.4504     -7.0936
10.8828    6.2002     -7.1292
10.7889    5.9526     -7.1446
10.6226    5.8038     -7.0521






























































































































































































7.4854     11.1281    -6.6739    LZYGINF
7.2153     11.1815    -6.7185
6.9322     11.2146    -6.7444
6.5437     11.1606    -6.6688
6.1468     10.9621    -6.7488
5.8976     10.7822    -6.8126
5.6713     10.5874    -6.8629
5.4394     10.2798    -6.8134
5.3047     10.1725    -6.7865































































































































































































9.7675     8.1176     -7.6933    R-ALV
10.2186    8.3051     -7.7333
10.5773    8.5849     -7.7636
10.7738    8.7918     -7.8376
10.9676    9.033      -7.8118
11.0981    9.2697     -7.8292
11.2107    9.5784     -7.7515
11.3162    9.7274     -7.6441
11.3992    9.9173     -7.5982
11.4996    10.1385    -7.4658
11.504     10.3692    -7.4504





























































































































































































7.6699     9.8951     -7.4567    L-ALV
7.8007     10.2077    -7.5102
8.0001     10.5427    -7.5906
8.3115     11.0479    -7.6395
8.6541     11.301     -7.586
9.0617     11.5551    -7.4414
9.2381     11.6842    -7.3262
9.4798     11.8006    -7.2114
9.6657     11.8006    -7.1925
