AMNH       102900     Psmm047z



































































































































18.2787    20.404     4.9334     NASP-PR
18.3151    20.4508    4.8198
18.3407    20.4809    4.7455
18.3546    20.4804    4.6477
18.3515    20.4948    4.613



































































































































































































18.1559    19.9259    7.0731     R-PM/MAX
18.1944    19.8475    6.8986
18.2331    19.7855    6.7069
18.2854    19.8166    6.5042
18.3344    19.6956    6.2192
18.4137    19.6295    5.994
18.4689    19.6502    5.7241
18.5421    19.6362    5.4737
18.6186    19.6802    5.1964
18.727     19.7112    4.9663
18.8219    19.7539    4.8133
18.8243    19.7758    4.6438
18.8281    19.7157    4.5848



























































































































































































17.68      20.2491    6.7845     L-PM/MAX
17.6467    20.2755    6.5907
17.5849    20.3008    6.3931
17.5093    20.336     6.0628
17.4615    20.4254    5.8085
17.4857    20.4838    5.5778
17.4695    20.5432    5.3354
17.5025    20.5883    5.1166
17.5477    20.7231    4.8544
17.5123    20.748     4.7054
17.5057    20.7515    4.6339
17.4295    20.7299    4.5567




























































































































































































18.627     18.3442    4.6002     ROSTRUM
18.6759    18.4288    4.8006
18.6964    18.5221    5.0005
18.6203    18.8428    5.2372
18.5482    19.0722    5.4263
18.525     19.1746    5.5595
18.4555    19.2995    5.6999
18.42      19.3906    5.8331
18.3833    19.4806    5.9519
18.3375    19.6011    6.0954
18.3001    19.7054    6.2797
18.2875    19.7997    6.4622
18.2532    19.8899    6.632
18.2115    20.0615    6.7865
18.1914    20.1141    6.8007
18.1449    20.2112    6.8169
18.0283    20.3141    6.7892
17.9787    20.346     6.8154
17.8485    20.3086    6.7442
17.7303    20.2985    6.6853
17.6305    20.302     6.5606
17.5278    20.3118    6.3948
17.4242    20.297     6.2431
17.3037    20.2896    6.0916
17.0357    20.285     5.7651
16.7878    20.3382    5.4804
16.5182    20.3417    5.1549
16.4071    20.3424    5.0179
16.2768    20.347     4.8322
16.2462    20.3103    4.7169
16.223     20.2795    4.5836
16.1005    20.1623    4.5327








































































































































































19.2023    17.4563    7.9431     SUPORB
19.2137    17.6246    7.9818
19.134     17.7827    8.0805
19.0766    17.9521    8.1458
19.0057    18.0881    8.2014
18.9556    18.2131    8.2488
18.8576    18.3782    8.2909
18.7741    18.5006    8.3147
18.6793    18.6283    8.3262
18.5466    18.8166    8.3375
18.4395    18.9805    8.3227
18.3021    19.1891    8.3087
18.2111    19.3591    8.2811
18.1029    19.5534    8.237
18.016     19.732     8.167
17.8654    19.9194    8.1321
17.6949    20.0593    8.127
17.4812    20.1499    8.154
17.2609    20.2267    8.2767
16.9883    20.2189    8.2546
16.7488    20.2939    8.2723
16.5848    20.3613    8.2968
16.3541    20.4052    8.3096
16.2262    20.4705    8.2661
15.9817    20.5621    8.1962
15.6914    20.6799    8.0972
15.4815    20.7732    7.9782
15.2519    20.832     7.8142
15.1       20.8422    7.7356
14.9003    20.7967    7.5846
14.9151    20.7668    7.5724









































































































































































19.0765    18.4382    5.9485     RORBIT
19.152     18.2308    6.0038
19.2193    18.1757    6.0639
19.412     18.0502    6.1951
19.4032    18.0095    6.3033
19.444     17.9573    6.4083
19.4429    17.9055    6.5393
19.4952    17.861     6.6712
19.4799    17.812     6.8313
19.4532    17.7363    7.1078
19.4565    17.7287    7.2407
19.4426    17.7572    7.3776
19.3406    17.7807    7.5165
19.2846    17.8465    7.6972
19.1908    17.9437    7.8012
19.1314    18.0455    7.9863
19.0352    18.1961    8.1157
18.9422    18.3072    8.0964
18.841     18.4517    8.1887
18.7603    18.5547    8.2216
18.6547    18.7521    8.2297
18.5882    18.8643    8.2325
18.4099    18.9939    8.2396
18.3124    19.192     8.2071
18.2167    19.3348    8.1423
18.135     19.4522    8.09
18.0828    19.5553    8.074
18.0204    19.6588    7.8241
18.0364    19.8041    7.5736
17.8501    19.4479    7.2973










































































































































































16.2111    20.8303    5.7824     LORBIT
15.9574    20.8985    5.8845
15.8306    20.972     5.8968
15.7034    20.9614    6.036
15.5151    21.003     6.3584
15.3209    21.0206    6.8276
15.299     20.9585    7.048
15.332     20.9568    7.3381
15.4275    20.9444    7.5736
15.4833    20.8806    7.642
15.5882    20.8439    7.7617
15.6921    20.7596    7.8489
15.8202    20.724     7.9389
15.9566    20.6889    8.0834
16.0874    20.6092    8.1372
16.4244    20.4802    8.1417
16.5914    20.4224    8.1656
16.8833    20.3034    8.1649
16.9919    20.1969    8.0247
17.102     20.1471    8.0172
17.2514    20.1641    8.0349
17.4855    20.1042    7.8037
17.5107    20.1008    7.6388
17.3047    19.7824    7.2737
















































































































































































19.3887    17.3307    7.7263     RTEMFOS
19.4669    17.3379    7.6447
19.5905    17.2851    7.3633
19.6381    17.2874    7.1459
19.6949    17.3399    6.9339
19.6929    17.3474    6.8489
19.6778    17.3679    6.685
19.7411    17.3765    6.5096
19.6416    17.4       6.3104
19.6438    17.4016    6.2133
19.5325    17.2581    5.8891
19.4347    16.9806    5.7084
19.2691    16.6892    5.7281
19.2335    16.5464    5.7145
19.1827    16.4953    5.746
19.1496    16.3615    5.7692
























































































































































































15.0046    20.7724    7.5067     LTEMFOS
14.9965    20.8526    7.4003
14.9903    20.9011    7.2889
14.9523    20.908     7.1961
14.9941    20.9772    6.9453
15.0422    20.9902    6.6376
15.1057    20.9773    6.4251
15.1521    20.9732    6.104
15.1294    20.8861    5.8239
14.9753    20.763     5.6434
14.8977    20.6808    5.5794
14.7014    20.5496    5.4818
14.5865    20.4344    5.5595
14.2947    20.2105    5.624


























































































































































































17.825     19.8067    7.9684     OP
16.9439    18.736     8.2765     BA
14.6347    16.044     8.1827     ST
13.5404    14.7197    8.2704     IV
18.6452    16.5922    8.1059     R_PG
18.0214    14.7553    8.1723     R_ZTI
15.972     15.7133    8.4211     R_M3D
15.5675    14.6375    8.7462     R_M12
14.5076    13.7984    8.63       R_MP3
13.7817    13.7579    8.5937     R_PMI
14.7951    20.0219    8.1612     L_PG
12.984     18.9462    8.3644     L_ZTI
14.0833    17.0866    8.5144     L_M3D
13.1257    16.555     8.7381     L_M12
12.4911    15.3132    8.6408     L_MP3
12.6121    14.7027    8.587      L_PMI
18.3942    21.0296    5.8544     O1
19.1525    17.2195    6.0982     O2
14.3877    13.9073    8.1471     O3
12.8163    17.5867    5.6214     O4




















































































































































































15.9967    13.8206    8.2613     RZYGINF
16.1766    13.8438    8.2707
16.2885    13.8406    8.261
16.5685    13.9177    8.2924
16.6938    13.9574    8.2879
16.9318    14.0781    8.3166
17.0363    14.1076    8.2707
17.2494    14.2378    8.2454
17.5167    14.3914    8.232
17.6568    14.4436    8.2041
17.7591    14.5202    8.2138
17.88      14.6313    8.2005
17.9883    14.6825    8.1825
18.0235    14.7328    8.1991


























































































































































































12.3523    16.9645    8.4096     LZYGINF
12.3474    17.1542    8.4228
12.2942    17.2256    8.4482
12.309     17.3703    8.4456
12.3697    17.5122    8.4404
12.3813    17.6496    8.434
12.462     17.7965    8.4318
12.514     17.9485    8.4206
12.5841    18.0978    8.4112
12.6443    18.2715    8.4046
12.6935    18.3948    8.4033
12.7529    18.5167    8.3971
12.8183    18.7142    8.3901
12.8672    18.8471    8.3841
13.0212    18.8947    8.3959
13.1201    18.9531    8.3743
























































































































































































15.9819    15.7159    8.4191     R-ALV
16.0174    15.61      8.4103
16.0067    15.4448    8.3981
15.9674    15.295     8.4718
15.9193    15.1448    8.4856
15.8658    15.0548    8.5412
15.8277    14.9184    8.5912
15.7296    14.7843    8.6292
15.6234    14.6204    8.6488
15.5548    14.5386    8.6948
15.4146    14.4119    8.7532
15.3891    14.3313    8.7766
15.3122    14.2575    8.7848
15.1849    14.1857    8.751
15.0386    14.0452    8.6924
14.8962    13.9391    8.6733
14.716     13.9183    8.606
14.5419    13.8372    8.6664






















































































































































































14.1553    17.1235    8.4623     L-ALV
14.041     17.1195    8.4926
13.9647    17.1383    8.5322
13.8475    17.0648    8.554
13.6853    16.9941    8.5501
13.5201    16.9189    8.6404
13.3483    16.8174    8.7078
13.2902    16.7185    8.74
13.1461    16.5964    8.772
13.0426    16.4856    8.824
12.915     16.332     8.7836
12.8091    16.1712    8.8495
12.7424    16.0368    8.8146
12.6419    15.8868    8.7824
12.5922    15.7689    8.8053
12.5639    15.5982    8.7253
12.5022    15.3402    8.6572
