AMNH       102895     Psmm042z
13.2652    14.5074    8.8041     IN
15.4924    17.003     10.5421    BR
18.296     20.5041    7.2951     GL
18.3156    20.524     7.2633     NA
18.4252    20.7299    6.384      RH
18.498     20.7993    4.9487     NS
18.6401    20.9726    4.564      PR
18.9123    20.6795    4.5104     R_PR2
18.4325    20.3107    6.6032     R_PMS
19.5427    17.9752    5.1039     R_ZMI
19.4723    18.7091    5.7829     R_ZMU
17.8737    19.6001    7.0215     R_DA
18.977     18.9122    8.077      R_MTI
18.9192    18.8211    8.2842     R_MTS
19.6425    17.9774    6.9993     R_FMO
19.7189    17.5578    7.4301     R_FMT
17.1118    14.8313    6.4468     R_PO
19.439     16.8234    5.6516     R_ZTS
18.2624    21.1638    4.546      L_PR2
17.9172    20.5711    6.5738     L_PMS
15.5916    21.2102    4.9747     L_ZMI
16.2746    21.3478    5.7448     L_ZMU
17.5171    20.0085    7.0369     L_DA
16.5505    20.8879    8.0119     L_MTI
16.5258    20.8691    8.2241     L_MTS
15.4984    21.493     7.0298     L_FMO
15.0942    21.2865    7.389      L_FMT
12.93      18.1958    6.3556     L_PO
14.5189    20.8092    5.6281     L_ZTS
12.9543    14.881     8.8587     O1
17.142     14.7254    7.706      O2
18.9754    19.7529    5.0735     O3
15.1996    20.5983    7.6242     O4







































































































































































18.2553    20.4984    7.2872     GLRH
18.2957    20.5297    7.2208
18.3063    20.5824    7.0546
18.344     20.6139    6.9432
18.3224    20.6378    6.7853
18.3618    20.6496    6.6714
18.3967    20.675     6.5154
18.4322    20.7014    6.3902
18.4362    20.7348    6.3361































































































































































































18.4106    20.7035    6.3173     NOSE
18.4742    20.6587    6.355
18.5372    20.5499    6.2869
18.5234    20.4796    6.3452
18.5187    20.4461    6.2654
18.5286    20.3707    6.241
18.5722    20.3063    6.0891
18.6204    20.2666    5.9468
18.6546    20.2507    5.8147
18.6844    20.2711    5.6349
18.6632    20.2564    5.4891
18.6675    20.3418    5.3498
18.6196    20.4214    5.2718
18.5754    20.4949    5.1462
18.6109    20.6394    5.0375
18.5572    20.7524    4.9804
18.4971    20.7967    4.9497
18.375     20.861     5.0302
18.2893    20.8688    5.1196
18.1508    20.8923    5.2441
18.0779    20.8695    5.3028
17.9852    20.8464    5.5086
17.9555    20.8298    5.7395
18.0152    20.8023    5.9323
18.0177    20.7801    6.0147
18.1141    20.7837    6.2718
18.17      20.768     6.3229
18.3257    20.7881    6.382
18.4373    20.7145    6.3678

























