AMNH       102895     Psmm042z


















































































































































18.5374    20.7997    4.9317     NASP-PR
18.5868    20.8787    4.8532
18.6217    20.9294    4.7445
18.6607    20.9575    4.5976
18.6555    20.9607    4.5436



































































































































































































18.4362    20.3137    6.6161     R-PM/MAX
18.4987    20.278     6.4466
18.5154    20.2375    6.3429
18.5314    20.1485    6.1574
18.5761    20.0809    5.9992
18.6284    20.0443    5.8029
18.7311    20.0905    5.5716
18.7871    20.1348    5.3476
18.8792    20.1638    5.1173
18.9589    20.1775    4.9405
19.0162    20.2536    4.7933
19.1139    20.1935    4.7255
19.0476    20.1785    4.6382



























































































































































































18.0023    20.5915    6.5877     L-PM/MAX
17.8832    20.5979    6.4553
17.7868    20.6475    6.1745
17.7565    20.7008    5.9152
17.7377    20.8145    5.5918
17.7314    20.8939    5.3014
17.7628    20.9739    5.1129
17.7829    21.1023    4.9419
17.7543    21.1816    4.7508
17.7163    21.2258    4.6139
17.7086    21.1729    4.4582





























































































































































































18.8537    18.8159    4.4494     ROSTRUM
18.8505    18.8653    4.5861
18.8578    18.9184    4.6817
18.9023    18.9557    4.8584
18.9003    19.0615    5.0578
18.8216    19.2601    5.3363
18.8391    19.3749    5.4481
18.719     19.4789    5.5561
18.7043    19.5711    5.6146
18.714     19.6382    5.7268
18.6213    19.7009    5.8334
18.5685    19.7667    5.9231
18.506     19.9022    6.1687
18.4245    20.0804    6.5089
18.4116    20.2615    6.8096
18.4041    20.325     6.8545
18.3793    20.3848    6.9437
18.3812    20.4964    7.0339
18.3564    20.5764    7.0466
18.2596    20.6432    7.0813
18.118     20.6499    6.9101
18.0146    20.6379    6.7337
17.8667    20.6642    6.5264
17.7929    20.6703    6.3417
17.7261    20.6838    6.2039
17.6389    20.6847    6.0859
17.3894    20.7459    5.7903
17.3099    20.7559    5.7313
17.2258    20.7641    5.5913
17.0558    20.8086    5.381
16.8463    20.878     5.1845
16.7275    20.8824    4.9769
16.6282    20.8725    4.7593
16.5996    20.8498    4.5515
16.4747    20.6999    4.4558
16.4332    20.6926    4.4095




































































































































































19.6592    17.5804    7.3758     SUPORB
19.6312    17.7085    7.4627
19.6122    17.803     7.5487
19.5825    17.9131    7.7001
19.4917    17.9811    7.8141
19.445     18.0972    7.8833
19.207     18.4086    8.1211
19.1514    18.5946    8.1518
19.0544    18.7237    8.1793
18.9715    18.872     8.2112
18.8225    19.114     8.2881
18.7656    19.2267    8.2777
18.6554    19.3565    8.317
18.4659    19.6452    8.3095
18.3829    19.9263    8.234
18.2943    20.0179    8.2021
18.2319    20.1458    8.1624
18.1643    20.2534    8.1878
18.0552    20.3135    8.1481
17.9006    20.409     8.1325
17.686     20.4943    8.2395
17.3686    20.6051    8.3127
17.0074    20.7196    8.3246
16.6998    20.837     8.2927
16.5404    20.8966    8.2786
16.2785    21.0063    8.1922
16.052     21.0546    8.1206
15.7555    21.1874    7.9275
15.4891    21.3125    7.6897
15.2815    21.2772    7.57
15.0804    21.3126    7.3637









































































































































































19.4645    18.631     5.8375     RORBIT
19.5246    18.4844    5.9185
19.6307    18.329     6.1074
19.685     18.2195    6.269
19.7088    18.0996    6.4568
19.735     18.0269    6.6656
19.7173    17.9644    6.8189
19.7049    17.9286    7.0241
19.6674    17.9726    7.3563
19.5403    18.1195    7.5727
19.4347    18.2354    7.7727
19.2767    18.4371    7.9869
19.1162    18.6837    8.0928
18.9107    18.9258    8.1513
18.7173    19.2109    8.1549
18.5761    19.4964    8.1428
18.5155    19.554     8.1414
18.4545    19.6577    8.1191
18.3821    19.7898    8.0244
18.3088    20.0379    7.6082
17.8527    19.6308    7.0104



















































































































































































16.1864    21.3523    5.7662     LORBIT
15.9461    21.4363    5.9479
15.7273    21.4753    6.2822
15.6108    21.4663    6.6406
15.5211    21.4478    6.9582
15.604     21.4062    7.3523
15.8133    21.2945    7.7468
15.9685    21.2199    7.8347
16.2451    21.125     7.9796
16.3579    21.0142    8.0406
16.5822    20.9137    8.0789
16.8257    20.8381    8.0671
17.061     20.7087    8.1203
17.2864    20.5942    8.0157
17.5355    20.5159    7.9507
17.7428    20.4686    7.6942
17.5577    20.0745    7.1435























































































































































































19.7143    17.532     7.352      RTEMFOS
19.8226    17.6016    7.2945
19.8317    17.5668    7.2087
19.8241    17.5508    6.9757
19.898     17.5737    6.8385
19.8486    17.628     6.7227
19.9453    17.6429    6.5453
19.876     17.6651    6.3327
19.9592    17.6654    6.2211
19.9224    17.6633    6.1499
19.8877    17.5784    5.9141
19.7816    17.4602    5.7574
19.6588    17.2359    5.6155
19.5899    17.0123    5.6143
19.4903    16.8351    5.6219
19.4237    16.7649    5.6481
























































































































































































15.2233    21.1874    7.4816     LTEMFOS
15.1784    21.2241    7.3562
15.1801    21.2794    7.251
15.1981    21.3953    6.9807
15.2207    21.4341    6.7282
15.2674    21.4012    6.4112
15.2968    21.3691    6.1416
15.2966    21.3766    6.042
15.159     21.2621    5.7699
15.0867    21.1914    5.6405
14.9426    21.1043    5.6039
14.8711    21.0567    5.5908
14.7026    20.9853    5.5005
14.6277    20.8798    5.5809
14.4714    20.7864    5.6429

























































































































































































17.7265    19.7692    8.5212     OP
16.8733    18.6734    8.8833     BA
14.7292    15.8632    8.4262     ST
13.6061    14.6343    8.4298     IV
18.7562    16.7224    8.5412     R_PG
17.9608    14.643     8.3506     R_ZTI
16.0695    15.6368    8.6071     R_M3D
15.726     14.5616    8.8522     R_M12
14.5015    13.6929    8.7191     R_MP3
13.9017    13.731     8.5098     R_PMI
14.667     20.0064    8.6673     L_PG
12.7736    18.9496    8.501      L_ZTI
14.1113    17.048     8.7964     L_M3D
13.0958    16.5546    8.93       L_M12
12.5546    15.2479    8.7155     L_MP3
12.6791    14.735     8.6619     L_PMI
18.3065    21.3598    6.1659     O1
19.3393    17.2013    6.672      O2
14.4042    13.9149    8.1259     O3
12.9848    17.8823    6.0577     O4




















































































































































































16.2589    13.7012    8.455      RZYGINF
16.4596    13.7149    8.4764
16.7018    13.7574    8.5045
16.9093    13.8303    8.5123
17.0488    13.9325    8.5334
17.1558    14.0044    8.5462
17.3445    14.1471    8.5321
17.5425    14.2825    8.5544
17.6736    14.3874    8.4632
17.8612    14.5358    8.445
17.9456    14.5933    8.4343
18.0418    14.7142    8.4209




























































































































































































12.3466    17.0132    8.6093     LZYGINF
12.3369    17.1566    8.6462
12.3129    17.2611    8.6355
12.2703    17.5273    8.648
12.4132    17.7487    8.6824
12.5091    17.9369    8.6627
12.5429    18.1594    8.6405
12.5763    18.3148    8.651
12.6225    18.4869    8.5801
12.7066    18.7273    8.5656
12.7828    18.8595    8.5548
12.8831    19.0137    8.5574




























































































































































































16.0603    15.7261    8.693      R-ALV
16.1025    15.5507    8.6853
16.092     15.3689    8.6765
16.082     15.1604    8.7521
15.9967    14.9592    8.7726
15.9644    14.7927    8.8477
15.745     14.5665    8.8801
15.5785    14.3275    8.9116
15.3117    14.1149    8.9158
15.0422    14.0531    8.8854
14.808     13.8542    8.7546
14.6719    13.7773    8.7674
14.4711    13.6897    8.6408



























































































































































































14.1427    17.0828    8.6825     L-ALV
13.9539    17.0613    8.648
13.8006    17.0105    8.8069
13.6926    16.9623    8.7906
13.4308    16.8486    8.8674
13.2449    16.6669    8.901
13.0908    16.544     8.9465
12.9742    16.3242    8.96
12.8552    16.1273    9.0379
12.8205    15.8987    9.0372
12.6292    15.583     8.8363
12.5863    15.4904    8.8219
12.5657    15.4054    8.8014
12.5608    15.3554    8.7985
