UWMA       ZA 235     Phu83stv
19.8948    21.4189    13.0973    IN
16.8452    17.6539    16.3568    BR
12.2344    12.7794    15.8398    GL
12.2255    12.7891    15.0063    NA
8.739      9.1157     9.4863     RH
6.7394     6.8736     6.0163     NS
6.0661     6.3029     4.5761     PR
5.4891     6.8672     4.5899     R_PR2
8.626      10.1355    9.6864     R_PMS
9.1152     15.0864    9.4631     R_ZMI
10.8104    14.2422    13.0621    R_ZMU
12.0887    13.3209    14.1327    R_DA
10.8402    14.4765    15.5781    R_MTI
9999       9999       9999       R_MTS
10.297     15.9828    14.117     R_FMO
10.2843    17.0314    14.3928    R_FMT
13.461     21.4535    11.4445    R_PO
9.249      17.7759    10.8876    R_ZTS
6.7078     5.6711     4.2037     L_PR2
10.0287    9.395      9.8318     L_PMS
14.7658    10.3526    9.3031     L_ZMI
13.7631    11.515     12.7572    L_ZMU
12.6878    12.7023    14.2152    L_DA
14.1327    11.5943    15.4317    L_MTI
9999       9999       9999       L_MTS
15.7188    11.2346    14.0163    L_FMO
16.7215    11.4683    14.363     L_FMT
20.6344    15.5104    11.0334    L_PO
17.8891    10.8699    10.5216    L_ZTS
7.6199     5.8735     5.8076     O1
11.1978    16.4983    15.6836    O2
19.3873    11.8975    10.275     O3
21.0132    18.9098    12.0351    O4







































































































































































12.2409    12.7335    15.697     GLRH
12.2263    12.7443    15.4333
12.2704    12.7368    15.2488
12.2301    12.7638    15.0155
12.239     12.7659    14.7682
12.2266    12.7688    14.5431
12.1785    12.7283    14.2674
12.1374    12.663     14.0623
12.0128    12.5831    13.8364
11.9475    12.5093    13.6835
11.8771    12.3492    13.4542
11.769     12.2482    13.2652
11.6821    12.1731    13.1094
11.6077    12.0857    12.9891
11.5287    12.018     12.8384
11.423     11.8853    12.6673
11.3148    11.7667    12.5066
11.1571    11.5882    12.2367
11.0078    11.423     12.0262
10.8537    11.237     11.8269
10.7438    11.1169    11.671
10.6395    10.9977    11.5359
10.5216    10.8878    11.4261
10.3819    10.7338    11.2616
10.2595    10.6173    11.1085
10.1451    10.4902    11.0029
10.0142    10.334     10.8778
9.9154     10.2293    10.7843
9.7896     10.0887    10.6426
9.6769     9.9586     10.4829
9.5278     9.8172     10.3141
9.3534     9.6638     10.1469
9.2268     9.5117     9.9768
9.1294     9.3787     9.8471
8.9749     9.2202     9.7141
8.8672     9.0883     9.535
