FMNH       345781     Phu55stv
7.2968     12.275     14.6126    RTEMFOS
7.2496     12.2224    14.3305
7.0962     12.1524    14.1199
7.0688     12.1323    13.9304
7.0149     12.0635    13.7314
7.0079     12.0502    13.5836
6.9968     12.0558    13.4332
6.9894     12.0367    13.2655
6.961      12.0233    13.0231
6.9488     11.9923    12.8896
6.9308     11.9777    12.6667
6.9725     11.9959    12.3903
6.904      11.9672    12.2892
6.8693     12.0234    11.9707
6.8434     12.1024    11.7546
6.8101     12.1574    11.5822
6.7957     12.2789    11.4397
6.8002     12.4392    11.3191
6.8528     12.6362    11.2375
6.8705     12.7786    11.2115
6.9011     12.9312    11.2009
6.9607     13.0488    11.2242
7.0488     13.2554    11.271
7.0927     13.3607    11.3078
7.1199     13.4465    11.3489















































































































































































13.8536    7.3441     14.3022    LTEMFOS
13.8274    7.2625     14.0651
13.7769    7.1855     13.8445
13.7282    7.1323     13.6499
13.6984    7.0996     13.4972
13.6549    7.0623     13.3526
13.6348    7.0075     13.1223
13.6026    6.9891     12.9092
13.5723    6.9596     12.7494
13.583     6.9451     12.5856
13.5927    6.9314     12.3964
13.5802    6.8969     12.2057
13.5874    6.8729     12.01
13.6019    6.8638     11.9144
13.6264    6.8481     11.7524
13.6742    6.8387     11.5666
13.7067    6.8177     11.421
13.7715    6.8101     11.2615
13.9202    6.884      11.1207
14.0963    6.9544     11.025
14.1943    7.0767     10.9874
14.4387    7.1119     10.9387
14.5508    7.1937     10.9808
14.7279    7.33       11.0175
14.9087    7.5042     11.085
14.9208    7.5372     11.091
15.0311    7.6062     11.1126
15.099     7.6526     11.1401
15.1842    7.7955     11.2081











































































































































































6.6596     5.4363     13.4512    OP
8.3675     7.3851     13.7851    BA
12.1501    11.3516    14.1354    ST
16.5108    16.1637    16.1416    IV
5.387      10.1664    13.0441    R_PG
6.0522     12.913     12.6161    R_ZTI
10.6842    13.4262    15.4543    R_M3D
12.6097    15.5783    16.4547    R_M12
14.6127    17.525     17.0952    R_MP3
16.1216    17.9462    17.2995    R_PMI
11.6814    4.5602     13.2367    L_PG
14.1335    5.5505     12.8896    L_ZTI
14.3248    10.0679    15.4833    L_M3D
16.5341    11.9913    16.3958    L_M12
18.1797    14.2767    17.0789    L_MP3
18.472     15.7331    17.2094    L_PMI
18.4038    18.688     17.6059    O1
8.6367     12.2582    7.4001     O2
13.8851    5.2244     12.2755    O3
5.9792     2.983      10.9392    O4




















































































































































































9.8972     14.4507    13.3488    RZYGINF
9.7592     14.318     13.3154
9.615      14.2536    13.2257
9.4098     14.19      13.1435
9.2278     14.216     13.0674
8.9176     14.1303    13.0412
8.6756     14.1104    13.0837
8.535      14.003     13.1069
8.307      13.9702    13.1125
8.1938     13.8206    13.1437
8.008      13.6619    13.1382
7.8223     13.661     13.1179
7.7268     13.5382    13.1343
7.6034     13.4424    13.1297
7.4457     13.4121    13.1136
7.1564     13.2429    13.0737
6.9651     13.1341    13.0436
6.7681     13.0754    12.9999
6.615      13.0309    12.9665
6.4717     12.9673    12.9196
6.3275     12.8289    12.8813
6.2203     12.7382    12.8359
6.1273     12.6479    12.8136

















































































































































































15.5998    9.3966     13.3217    LZYGINF
15.5245    9.2344     13.2517
15.4529    9.0336     13.159
15.4398    8.8384     13.0747
15.4134    8.5587     13.0417
15.3867    8.3253     13.0636
15.3695    8.1093     13.0939
15.2621    7.8855     13.1256
15.1901    7.653      13.1221
15.0709    7.5197     13.1739
15.0048    7.3993     13.1745
14.9605    7.3064     13.1917
14.8388    7.0925     13.1546
14.7506    6.9242     13.1583
14.6816    6.775      13.1284
14.5938    6.597      13.1039
14.5546    6.3841     13.0718
14.5415    6.2217     13.0214
14.5096    6.1091     13.0034
14.4789    5.9461     12.9545
14.4311    5.8294     12.906
14.332     5.7437     12.8943
14.2707    5.652      12.8496
14.1446    5.5357     12.8046
















































































































































































10.7441    13.3727    15.4943    R-ALV
10.7996    13.6662    15.5752
10.8792    13.8377    15.6447
10.9557    13.977     15.6846
11.0295    14.1325    15.7382
11.1305    14.2952    15.7833
11.3123    14.4551    15.856
11.4295    14.581     15.872
11.5668    14.6735    15.9816
11.6687    14.854     15.9788
11.8097    15.0071    16.0611
11.9472    15.1951    16.0745
12.0494    15.2906    16.1286
12.1875    15.4042    16.1993
12.3521    15.4932    16.3094
12.506     15.5434    16.4063
12.6109    15.6154    16.4585
12.6994    15.6644    16.5175
12.8034    15.8511    16.5381
12.9597    16.0147    16.495
13.0792    16.1204    16.5555
13.1801    16.1929    16.5798
13.3697    16.2817    16.7109
13.501     16.3755    16.7721
13.6555    16.5247    16.8259
13.814     16.7021    16.8601
13.894     16.7865    16.8985
13.9822    16.8671    16.943
14.0662    16.9565    16.993
14.188     17.087     17.0417
14.2922    17.2026    17.069
14.4105    17.308     17.0841
14.5126    17.3953    17.074







































































































































































14.4458    10.0343    15.3854    L-ALV
14.6463    10.07      15.456
14.8382    10.1413    15.5387
14.9935    10.2134    15.5935
15.1901    10.3029    15.6703
15.3745    10.4439    15.7128
15.4494    10.5348    15.7538
15.5442    10.6567    15.7986
15.6404    10.7742    15.8567
15.747     10.8698    15.8683
15.8424    10.9814    15.9099
15.8953    11.0242    15.9402
15.971     11.1153    15.9595
16.1048    11.228     16.0063
16.2545    11.3833    16.0766
16.3517    11.5009    16.1044
16.4444    11.6994    16.1904
16.5408    11.9026    16.2488
16.627     12.0475    16.3388
16.7452    12.1936    16.3983
16.893     12.41      16.5563
17.0228    12.5415    16.5673
17.1629    12.7681    16.5972
17.2578    12.9046    16.6346
17.3827    13.1133    16.6934
17.4995    13.2691    16.7527
17.6406    13.4508    16.8417
17.7643    13.5847    16.9184
17.8855    13.7073    16.944
18.0002    13.8225    16.981
18.1295    13.9752    17.0037
18.2044    14.0555    16.9935
18.2919    14.1892    17.007
