AMNH       216251     Phu7stv
16.2974    16.7536    11.5537    IN
13.3143    12.9721    15.4706    BR
8.711      8.6819     14.8759    GL
8.5247     8.6408     14.1782    NA
5.1295     5.304      9.4125     RH
3.0957     3.2091     6.4944     NS
2.6314     2.7964     5.3716     PR
2.0248     3.6921     5.4846     R_PR2
5.4012     6.5156     9.7538     R_PMS
5.5059     11.1862    8.3408     R_ZMI
7.1694     9.9307     12.2201    R_ZMU
8.2036     8.9749     13.2147    R_DA
7.3465     10.6388    14.5256    R_MTI
7.6125     10.9566    15.1357    R_MTS
6.7063     11.9213    13.384     R_FMO
6.6784     12.6938    13.032     R_FMT
10.2261    16.3871    10.3449    R_PO
5.848      12.9456    9.9384     R_ZTS
3.6333     2.2903     5.5361     L_PR2
6.6379     6.0883     10.1854    L_PMS
11.0191    5.8471     8.2773     L_ZMI
9.872      7.2223     11.9178    L_ZMU
8.8959     8.4372     13.288     L_DA
10.5366    7.4325     14.301     L_MTI
10.9452    7.9114     15.0279    L_MTS
11.8555    6.9313     12.8588    L_FMO
12.6352    6.9595     12.6386    L_FMT
15.9955    11.0466    9.8399     L_PO
12.9153    6.468      9.3828     L_ZTS
1.9192     2.9899     5.0929     O1
11.6043    5.4492     9.4197     O2
8.9067     12.5395    14.7367    O3
17.2149    14.577     10.986     O4







































































































































































8.6584     8.668      14.7659    GLRH
8.6124     8.6635     14.5799
8.6044     8.6433     14.4939
8.5641     8.6528     14.3126
8.5293     8.6512     14.1513
8.4911     8.6069     13.9995
8.48       8.6038     13.8215
8.456      8.6178     13.6402
8.4167     8.5959     13.4618
8.3854     8.535      13.3117
8.3062     8.4294     12.9959
8.2141     8.3364     12.7917
8.1396     8.2092     12.5776
8.0623     8.1162     12.4213
7.9927     8.0306     12.2922
7.8831     7.9609     12.1379
7.7818     7.8233     11.943
7.6814     7.7453     11.8198
7.5232     7.6046     11.6286
7.3905     7.4224     11.4244
7.216      7.3296     11.2651
7.0709     7.2168     11.1227
6.9569     7.1005     10.9941
6.8527     7.0013     10.8764
6.7433     6.927      10.7564
6.6068     6.7672     10.6535
6.4864     6.6196     10.5582
6.3457     6.5306     10.4543
6.2356     6.412      10.3637
6.1118     6.2594     10.2356
5.9992     6.141      10.139
5.8184     5.9925     9.983
5.6916     5.8159     9.8518
5.5222     5.6314     9.7196
5.3525     5.5212     9.6283
5.2748     5.3819     9.5376
5.1365     5.2804     9.4158



































































































































































5.1094     5.3181     9.406      NOSE
4.9317     5.5469     9.3602
4.6585     5.5728     9.1538
4.4441     5.6191     9.0115
4.2898     5.5734     8.9093
4.147      5.5284     8.7708
3.9274     5.4816     8.6315
3.7541     5.3685     8.4694
3.5851     5.2984     8.3327
3.4493     5.2125     8.1895
3.294      5.1648     8.0467
3.1793     5.0474     7.883
2.9704     4.9196     7.6211
2.8415     4.7195     7.4209
2.7778     4.5047     7.294
2.7173     4.2341     7.1728
2.6571     4.0764     7.0973
2.6037     3.861      7.0393
2.6289     3.6638     7.0021
2.7467     3.5693     6.9284
2.8344     3.5063     6.8131
2.9419     3.4004     6.6708
2.9861     3.3465     6.5541
3.0625     3.2132     6.4886
3.1839     3.0472     6.5491
3.2822     2.9298     6.7223
3.3633     2.8191     6.8486
3.4865     2.6906     6.936
3.6524     2.656      7.0116
3.839      2.6416     7.0646
3.9995     2.6752     7.1004
4.1543     2.7411     7.1949
4.2896     2.8061     7.2987
4.5217     2.881      7.5072
4.6403     3.0921     7.6928
4.7673     3.2984     7.9232
4.9023     3.5204     8.1254
4.9567     3.63       8.2462
5.0188     3.7548     8.3859
5.0498     3.9531     8.5283
5.1419     4.137      8.7131
5.214      4.2945     8.811
5.2846     4.498      8.9656
5.2963     4.661      9.0415
5.3303     4.8685     9.1128
5.2735     5.0397     9.2439
5.3095     5.1635     9.3217
5.2228     5.2864     9.3677
5.1385     5.3563     9.4616























































































































































3.0561     3.1448     6.4751     NASP-PR
2.9125     3.0201     6.3786
2.8069     2.9231     6.2626
2.6525     2.8234     6.0082
2.5979     2.8152     5.6641
2.6402     2.7789     5.3712
2.7035     2.7856     5.2324


























































































































































