TMP        AZ 793     Phu114sf
15.5205    18.3402    10.9413    IN
16.0153    14.6199    15.15      BR
16.6457    8.0555     14.8387    GL
16.598     8.0366     14.4331    NA
16.7775    4.4282     10.4791    RH
16.9425    1.5774     8.3122     NS
17.0038    0.9462     7.3068     PR
16.1443    1.1527     7.1952     R_PR2
16.3954    5.6621     11.0533    R_PMS
12.8038    7.4945     9.6312     R_ZMI
14.6367    8.2048     12.3106    R_ZMU
16.1718    8.3536     13.3582    R_DA
14.6552    8.3867     14.6242    R_MTI
15.1681    9.0782     15.4443    R_MTS
13.1619    8.7628     13.2202    R_FMO
12.542     9.4689     13.249     R_FMT
11.6158    14.1108    10.3229    R_PO
11.6846    9.3101     10.342     R_ZTS
17.8401    1.2355     7.326      L_PR2
17.0671    5.8771     11.0155    L_PMS
20.0567    8.073      9.2353     L_ZMI
18.7068    8.561      12.1167    L_ZMU
17.0084    8.4279     13.3999    L_DA
18.5373    8.6804     14.4672    L_MTI
18.3254    9.2627     15.1978    L_MTS
19.771     9.491      12.8878    L_FMO
20.2981    10.2545    12.715     L_FMT
19.7788    14.8389    9.8151     L_PO
20.8021    10.1974    9.8146     L_ZTS
16.6841    0.6306     6.9934     O1
19.5909    10.4541    14.0065    O2
10.9101    11.2917    10.1098    O3
16.0868    18.1914    10.8425    O4







































































































































































16.6428    8.0466     14.6639    GLRH
16.6512    8.0191     14.4326
16.6897    8.0654     14.1736
16.6528    8.0999     13.9337
16.6298    8.0994     13.727
16.6465    8.0583     13.4117
16.6269    7.9922     13.1553
16.6321    7.9025     12.9697
16.6343    7.8046     12.7664
16.6548    7.6776     12.5821
16.6493    7.5575     12.4047
16.6653    7.3437     12.1502
16.6753    7.0699     11.9477
16.7028    6.8158     11.7713
16.7045    6.5037     11.5695
16.6544    6.2414     11.4093
16.6896    5.9865     11.2814
16.6945    5.7526     11.1788
16.7357    5.4541     11.0395
16.7421    5.1671     10.8788
16.7287    4.9435     10.7666
16.7364    4.7826     10.694
16.7304    4.6465     10.6197
16.738     4.4894     10.5325
16.7704    4.4328     10.4656















































































































































































16.7783    4.4224     10.4124    NOSE
16.5531    4.3753     10.4368
16.2953    4.2476     10.3808
16.1933    4.1183     10.247
16.0411    3.9046     10.1223
15.9978    3.7095     9.9847
15.9367    3.5489     9.8793
15.8325    3.354      9.6729
15.7781    3.1975     9.5918
15.7143    3.0183     9.5028
15.7423    2.8369     9.3451
15.7653    2.6233     9.2043
15.8326    2.4525     9.0411
