LSZT       R6         Phu184sf
-0.1965    5.1381     10.3074
-0.2208    4.9435     10.1753
-0.3121    4.7592     10.0487
-0.358     4.6073     9.9524
-0.4119    4.4296     9.8742
-0.4878    4.2267     9.749
-0.5965    3.9866     9.5962
-0.6857    3.7716     9.396
-0.772     3.5517     9.1663
-0.8664    3.3995     8.8689
-0.8723    3.1935     8.626
-0.9558    3.0175     8.3687
-0.972     2.8118     8.1116
-1.1428    2.6254     7.796
-1.2164    2.4546     7.509
-1.2903    2.208      7.1003
-1.2692    2.0662     6.8118
-1.3197    1.9663     6.6515
-1.3849    1.8263     6.1849
-1.4919    1.7896     5.9712
-1.5001    1.8069     5.761
-1.4796    1.8169     5.5118
-1.3463    1.8764     5.2677














































































































































































1.4133     6.0777     10.821     L-PM/MAX
1.4861     5.8397     10.6635
1.5851     5.6262     10.5024
1.6617     5.3727     10.3455
1.7081     5.1909     10.1432
1.7915     4.9743     9.9889
1.9268     4.7406     9.8344
2.0508     4.4951     9.6597
2.1398     4.3241     9.5219
2.3021     4.0499     9.3093
2.3602     3.8358     9.1034
2.4093     3.5513     8.6642
2.4899     3.3276     8.2814
2.5581     3.17       8.0176
2.6927     3.0443     7.7754
2.8642     2.8599     7.4801
2.9944     2.8323     7.2952
3.0106     2.7144     7.1027
2.9445     2.5809     6.7506
3.0705     2.4597     6.4511
3.1495     2.2907     6.0065
3.0885     2.1303     5.6452
2.9313     2.0857     5.4776
2.7797     2.0805     5.3629
2.6831     2.0951     5.2763















































































































































































-2.125     6.7175     6.2565     ROSTRUM
-2.0652    6.6087     6.7025
-1.9384    6.5449     6.9177
-1.7831    6.4689     7.1959
-1.6684    6.3904     7.4262
-1.5891    6.3035     7.6703
-1.5747    6.2188     7.9531
-1.5405    6.1749     8.1942
-1.4855    6.1633     8.5433
-1.4821    6.0855     8.9373
-1.4929    6.0496     9.2339
-1.5611    5.9668     9.551
-1.6555    5.9036     9.7467
-1.7305    5.7834     9.9817
-1.7513    5.7484     10.2197
-1.685     5.706      10.4715
-1.5047    5.6536     10.6794
-1.2643    5.667      10.8236
-0.7965    5.7106     10.8072
-0.5743    5.7885     10.6966
-0.2629    5.8568     10.7227
-0.0841    5.904      10.8074
0.1186     5.9204     10.8946
0.3485     5.8398     11.1124
0.5156     5.8707     11.1862
0.873      5.8602     11.1905
1.0223     5.9117     11.1755
1.2087     5.9527     11.0892
1.3152     5.9817     11.0075
1.4584     6.0547     10.8108
1.6372     6.1035     10.7056
1.8622     6.1011     10.6197
2.0128     6.1001     10.6482
2.2208     6.0773     10.631
2.3457     6.0635     10.6722
2.5852     6.0637     10.7651
2.8354     6.0731     10.6732
3.0533     6.1095     10.5017
3.2093     6.1945     10.3025
3.2647     6.2108     10.1285
3.1851     6.3819     9.7733
2.9466     6.4136     9.4898
2.7545     6.5445     9.3345
2.6745     6.4996     9.0975
2.6424     6.5802     8.834
2.631      6.6608     8.5406
2.6349     6.7878     8.2732
2.6709     6.8726     7.9336
2.7443     6.938      7.7282
2.8951     7.0456     7.4693
2.992      7.055      7.2968
3.1104     7.0387     7.0364
3.1797     7.1273     6.9406
3.2775     7.1269     6.7695
3.3385     7.1629     6.5601
3.3703     7.2009     6.4076
3.3675     7.2393     6.2278
3.3511     7.2719     6.1223
3.3121     7.2484     6.0066
3.2699     7.2705     5.8839












































































































































-4.5603    12.4425    14.2183    SUPORB
-4.5121    12.5274    14.4253
-4.4623    12.5885    14.7051
-4.3668    12.7284    15.0883
-4.2943    12.7557    15.3689
-4.1323    12.7519    15.6569
-3.9225    12.6566    15.9436
-3.596     12.5695    16.2999
-3.3709    12.5412    16.4545
-2.9876    12.3764    16.6837
-2.6839    12.2551    16.8234
-2.4419    12.2236    16.9372
-2.1551    12.2138    17.03
-1.8949    12.2583    17.133
-1.7237    12.3568    17.1965
-1.3175    12.3184    17.2679
-0.8831    12.2798    17.287
-0.3646    12.1816    17.2581
-0.0974    11.9781    17.1999
0.1574     11.7422    17.0829
0.3778     11.673     16.9987
0.5993     11.6201    16.9336
0.8232     11.6711    16.9777
1.0471     11.8231    17.0891
1.2835     12.0603    17.166
1.4494     12.2109    17.1896
1.7374     12.446     17.2025
1.9647     12.6247    17.1773
2.2219     12.6304    17.1666
2.4081     12.6236    17.1432
2.8032     12.6803    17.0408
3.1536     12.7052    16.9003
3.4536     12.7401    16.7783
3.7915     12.9497    16.6111
3.9655     13.0613    16.5139
4.1225     13.1796    16.3944
4.325      13.2746    16.2376
4.5057     13.4655    16.0426
4.671      13.6202    15.865
4.8416     13.6394    15.6663
5.0067     13.7172    15.4
5.129      13.7806    15.1393
5.214      13.7843    14.9049
5.2475     13.7884    14.6621
5.2811     13.6608    14.447
5.2907     13.5384    14.2331


























































































































































-1.6886    10.9541    13.5191    RORBIT
-1.9758    11.0231    13.4884
-2.3704    11.0743    13.4972
-2.6706    11.2172    13.5642
-2.9046    11.3739    13.6488
-3.0996    11.5457    13.7853
-3.2638    11.7002    13.9555
-3.3964    11.8403    14.1255
-3.4805    11.9471    14.3421
-3.5469    12.0233    14.5531
-3.5784    12.0566    14.8152
-3.5944    12.034     15.1174
-3.4622    11.9643    15.4234
-3.3601    11.8708    15.6767
-3.1653    11.7488    15.9157
-2.8994    11.6373    16.1072
-2.557     11.5105    16.2538
-2.0814    11.3676    16.286
-1.7673    11.2449    16.2872
-1.5379    11.2053    16.2744
-1.3407    11.1868    16.2918
-1.0293    11.3037    16.2731
-0.736     11.2758    16.4113
-0.5108    11.3318    16.3667
-0.2846    11.333     16.3583
-0.2049    11.3777    16.2053
-0.1771    11.3774    16.0894
-0.1193    11.4227    15.7399
-0.0592    11.4305    15.4651
-0.012     11.4326    15.2959
0.0084     11.3887    15.1014
-0.0226    11.3544    14.9787
-0.0232    11.3262    14.8774







































































































































































2.8415     11.3603    13.4548    LORBIT
3.1061     11.3924    13.3891
3.3948     11.464     13.312
3.6152     11.6574    13.3486
3.8282     11.87      13.4074
3.9916     12.1488    13.5474
4.0713     12.4063    13.6941
4.2212     12.6122    13.9575
4.3117     12.6679    14.1141
4.4247     12.7669    14.319
4.4183     12.9109    14.6186
4.5102     12.9132    14.8321
4.5182     12.7233    15.2113
4.4242     12.6147    15.4728
4.3076     12.5142    15.6021
4.0685     12.3596    15.7957
3.861      12.1937    15.9406
3.7623     12.0598    16.0263
3.4834     11.9614    16.0738
3.262      11.788     16.1388
3.0249     11.7594    16.0919
2.7034     11.6941    16.0273
2.4575     11.6574    16.0079
2.1886     11.5931    16.181
1.912      11.5942    16.2538
1.6385     11.6002    16.2956
1.4697     11.582     16.1624
1.3292     11.481     15.891
1.2724     11.4512    15.5433
1.1702     11.4403    15.197
1.1892     11.4333    14.9604
1.2133     11.4102    14.8456








































































































































































-4.5397    12.4233    14.2626    RTEMFOS
-4.5765    12.357     14.0977
-4.5698    12.2303    13.8154
-4.5913    12.0506    13.6348
-4.5825    11.9844    13.4481
-4.5502    11.8502    13.1682
-4.5137    11.7034    12.9128
-4.4774    11.5336    12.626
-4.4598    11.4134    12.4275
-4.4412    11.2493    12.1485
-4.4408    11.1472    11.9056
-4.4354    11.0283    11.7063
-4.4242    10.9562    11.4514
-4.4903    10.875     11.1931
-4.5805    10.912     10.9736
-4.7084    11.0485    10.8169
-4.8606    11.2166    10.7181
-4.9785    11.4584    10.6471
-5.0261    11.6646    10.6575
-5.1139    11.8021    10.6309
-5.0678    11.9191    10.6866



















































































































































































5.2036     13.5764    14.3697    LTEMFOS
5.2508     13.2797    13.6484
5.2725     13.1507    13.4612
5.2719     13.0334    13.3273
5.2687     12.9377    13.139
5.2722     12.816     12.9983
5.229      12.6808    12.7928
5.2343     12.6088    12.6407
5.2049     12.5444    12.5012
5.2112     12.4672    12.3935
5.2027     12.4144    12.3022
5.2136     12.3005    12.1333
5.2001     12.1971    11.9256
5.2256     12.1148    11.8382
5.24       12.0777    11.6401
5.2644     11.9815    11.3837
5.2326     11.9457    11.1724
5.3382     11.9552    11.026
5.527      12.2051    10.6407
5.6269     12.4498    10.566
5.6159     12.6037    10.5544
5.667      12.7621    10.5839
5.7093     12.9731    10.5844

















































































































































































0.4244     4.3921     12.9741    OP
0.4418     7.1941     13.0121    BA
0.1618     13.2208    12.7978    ST
-0.353     21.3893    14.0437    IV
-4.4586    7.1844     12.6459    R_PG
-5.493     9.7631     11.9118    R_ZTI
-2.5037    15.0576    14.5182    R_M3D
-2.8204    17.956     14.8743    R_M12
-2.8379    20.6682    15.283     R_MP3
-2.615     22.7899    15.0153    R_PMI
4.9941     7.4632     13.0931    L_PG
6.1681     10.1535    12.2348    L_ZTI
2.4108     15.2775    14.7884    L_M3D
2.4559     18.2357    15.0207    L_M12
2.1834     21.0989    15.5613    L_MP3
1.5176     22.8876    15.3345    L_PMI
0.5633     24.229     13.9316    O1
-3.1392    10.4517    5.2343     O2
6.4091     10.0011    11.4255    O3
0.01       0.992      10.5435    O4




















































































































































































-3.7572    14.2819    11.8351    RZYGINF
-3.837     14.0689    11.6924
-3.9102    13.7951    11.6446
-4.0546    13.6706    11.5719
-4.2852    13.4826    11.5179
-4.4796    13.3458    11.5881
-4.6317    13.234     11.6461
-4.7385    12.9868    11.7332
-4.7662    12.7417    11.8012
-4.8167    12.5635    11.8526
-4.9072    12.2378    11.9239
-4.8637    11.9445    11.9757
-4.9166    11.6527    11.9715
-4.9142    11.3116    12.0004
-4.9882    10.9781    12.0499
-5.1574    10.7542    12.0379
-5.3286    10.594     12.0767
-5.4006    10.3261    12.0938
-5.4351    10.1009    12.0715
-5.5109    9.8881     11.9955
-5.5235    9.7341     11.9062



















































































































































































3.9365     14.3356    12.0015    LZYGINF
4.0361     14.05      11.8018
4.327      13.9517    11.6782
4.6245     13.7806    11.5781
4.9457     13.6696    11.6621
5.1596     13.3973    11.8224
5.2152     13.2162    11.8704
5.2435     12.9112    11.9545
5.2682     12.5741    12.0334
5.3435     12.1591    12.1096
5.3317     11.8241    12.158
5.4948     11.4106    12.2354
5.5434     11.1315    12.3103
5.7301     10.8362    12.3722
5.8779     10.6611    12.407
6.0056     10.487     12.4406
6.1464     10.2958    12.3489
6.1607     10.2474    12.3149
6.1683     10.1473    12.2328





















































































































































































-2.5642    15.1423    14.5746    R-ALV
-2.7475    15.6166    14.5747
-2.8708    16.1135    14.5699
-2.8459    16.3581    14.6362
-2.8485    16.6623    14.652
-2.9097    16.9666    14.6531
-2.8973    17.2699    14.6827
-2.904     17.5503    14.8128
-2.8621    17.7526    14.79
-2.8394    18.0746    14.8288
-2.83      18.3116    14.8416
-2.8439    18.548     14.9035
-2.8598    18.8474    14.9604
-2.7793    19.0161    15.0273
-2.7623    19.2803    15.0406
-2.8059    19.4533    15.0427
-2.8137    19.6181    15.0928
-2.8079    19.868     15.0473
-2.8025    19.9646    15.1363
-2.8417    20.2742    15.2014
-2.8392    20.3633    15.2183
-2.8441    20.5909    15.2412
-2.8441    20.6941    15.2415

















































































































































































2.3851     15.3429    14.8129    L-ALV
2.5241     15.7209    14.7896
2.5498     16.1023    14.7099
2.5603     16.5025    14.7578
2.5491     16.9052    14.7617
2.5568     17.2784    14.9086
2.5345     17.5634    14.8813
2.5429     17.9428    14.9524
2.4201     18.3046    15.0025
2.3529     18.6517    15.0851
2.3503     19.0604    15.0799
2.1846     19.3881    15.2183
2.1699     19.7194    15.2844
2.1848     19.9611    15.3486
2.1328     20.2899    15.4063
2.1476     20.564     15.4162
2.1669     20.7286    15.4301
2.1849     20.9219    15.448
2.1748     21.0994    15.5406
