NMNH       197172     Phu30stv
19.149     19.9115    17.7488    IN
15.0621    15.695     19.2539    BR
10.8057    11.3764    16.8799    GL
10.8808    11.4239    16.221     NA
8.4179     8.2013     8.375      RH
7.176      6.375      4.2079     NS
7.1207     6.3507     2.8142     PR
6.7055     7.2994     2.8416     R_PR2
9.0948     9.7861     10.0793    R_PMS
9.2056     14.6752    9.8123     R_ZMI
10.0267    13.4075    14.1394    R_ZMU
10.9069    12.17      15.1513    R_DA
9.5        12.9411    16.5592    R_MTI
10.0993    13.339     17.6988    R_MTS
9.1382     15.0823    15.2979    R_FMO
9.1527     16.146     15.066     R_FMT
13.6585    20.6273    13.8604    R_PO
9.3038     17.189     11.5033    R_ZTS
8.1626     5.9009     2.9277     L_PR2
9.9466     9.4128     10.4563    L_PMS
15.0069    9.3865     10.2946    L_ZMI
12.8241    10.6572    14.2976    L_ZMU
11.6608    11.4929    15.3026    L_DA
12.7208    10.1364    16.8038    L_MTI
13.321     10.6292    17.8675    L_MTS
14.7268    9.8733     15.6723    L_FMO
15.8704    9.8515     15.7495    L_FMT
20.3925    14.2877    14.4333    L_PO
17.2402    9.6168     12.0923    L_ZTS
8.0257     5.5788     3.8218     O1
10.147     15.1154    16.9028    O2
19.1559    10.7755    12.9039    O3
19.6878    19.0088    16.7553    O4







































































































































































10.7982    11.4047    16.6763    GLRH
10.8142    11.4559    16.4617
10.8212    11.4599    16.3258
10.8676    11.4985    16.133
10.8717    11.5407    15.9825
10.9485    11.5591    15.7259
10.9698    11.5546    15.514
10.9807    11.5433    15.325
10.9343    11.5244    15.0409
10.9291    11.4465    14.8689
10.9053    11.4021    14.7144
10.8391    11.3298    14.5129
10.786     11.2958    14.3526
10.7378    11.2108    14.1851
10.6886    11.1437    14.0295
10.6436    11.0425    13.8423
10.5958    10.9659    13.7106
10.5295    10.884     13.512
10.4917    10.8181    13.4151
10.4596    10.7674    13.3048
10.4097    10.6504    13.1534
10.3247    10.5931    12.9738
10.2842    10.5383    12.876
10.1805    10.4229    12.6243
10.1286    10.3612    12.4728
10.082     10.3264    12.3759
10.0074    10.2443    12.2259
9.9298     10.1778    12.0481
9.856      10.0975    11.9032
9.7778     9.9698     11.6861
9.7501     9.8613     11.5349
9.6821     9.7816     11.3838
9.612      9.786      11.2943
9.5521     9.7002     11.1558
9.4949     9.6114     11.0081
9.4494     9.5703     10.9395
9.39       9.5018     10.8356
9.3403     9.4401     10.7225
9.2955     9.3841     10.6252
9.2185     9.2777     10.4526
9.1175     9.212      10.2012
9.0368     9.097      10.0271
9.0123     8.9809     9.8652
8.9092     8.8787     9.6911
8.8434     8.8374     9.5641
8.806      8.7645     9.4018
8.7428     8.7017     9.2382
8.6825     8.6323     9.0769
