UWMA       ZA 1452    Phu104sf
28.4266    12.984     13.3236
28.4362    13.0039    13.187










































































































































































27.2575    8.809      13.2064    RTEMFOS
27.3356    8.7833     13.0773
27.351     8.7537     12.9317
27.375     8.6959     12.788
27.4894    8.6615     12.5222
27.5798    8.6601     12.4217
27.6361    8.6598     12.2339
27.7382    8.7052     12.0429
27.838     8.7142     11.8673
27.9849    8.7528     11.6513
28.0622    8.7752     11.4999
28.1493    8.8073     11.3361
28.309     8.7892     11.1689
28.3093    8.8134     10.9536
28.3568    8.8104     10.7919
28.3615    8.7584     10.5398
28.2996    8.6293     10.3101
28.1879    8.5047     10.1691
28.0084    8.3933     10.1142
27.7813    8.324      10.1064
27.585     8.278      10.1136
27.4594    8.1976     10.1428
27.342     8.1766     10.1776
27.2514    8.1709     10.1818
27.1276    8.0887     10.1975















































































































































































26.3016    16.0917    13.3045    LTEMFOS
26.3815    16.1639    13.0947
26.4556    16.2284    12.9521
26.5214    16.3112    12.8
26.6458    16.3434    12.6209
26.7226    16.3672    12.4704
26.8042    16.3648    12.2816
26.9493    16.3859    12.1014
27.0538    16.3994    11.9442
27.1152    16.4009    11.8104
27.2143    16.4053    11.635
27.2956    16.4166    11.4883
27.3748    16.4549    11.3765
27.4367    16.4844    11.1399
27.4648    16.5289    10.9659
27.4107    16.5948    10.7516
27.3539    16.6318    10.6474
27.3225    16.7017    10.5593
27.2526    16.7598    10.4977
27.1538    16.8086    10.4304
26.999     16.8078    10.4047
26.9325    16.9216    10.3712
26.7861    16.933     10.3561
26.6213    16.9481    10.3565
26.5357    16.9109    10.3598
26.1147    16.9935    10.4241














































































































































































31.8944    13.6944    12.2058    OP
29.8272    13.604     12.2056    BA
25.3038    12.9887    11.2876    ST
20.3155    12.3489    11.3244    IV
30.2624    9.6726     11.7998    R_PG
28.3469    8.3597     11.3603    R_ZTI
25.3483    11.0732    12.3322    R_M3D
22.5314    10.4348    12.4843    R_M12
19.9913    10.4619    12.2252    R_MP3
19.2048    10.6667    12.0649    R_PMI
29.4235    17.1933    11.1945    L_PG
27.3755    18.0371    10.5561    L_ZTI
24.7827    14.9573    11.9786    L_M3D
21.9946    14.9038    12.1262    L_M12
19.4447    14.2922    11.9834    L_MP3
18.8071    13.7608    11.963     L_PMI
17.4208    12.6503    11.415     O1
27.8569    9.8776     6.2271     O2
27.7378    18.094     9.9542     O3
33.9677    14.8302    10.203     O4




















































































































































































25.136     9.563      10.8516    RZYGINF
25.2993    9.4773     10.7466
25.45      9.3616     10.6722
25.4964    9.1767     10.6494
25.6568    8.9877     10.73
25.8522    8.864      10.8236
26.0281    8.7138     10.8869
26.2379    8.6639     10.9976
26.4742    8.6743     11.1054
26.6574    8.7201     11.2142
26.8709    8.6885     11.2698
27.0021    8.6922     11.3244
27.1812    8.7284     11.3739
27.3757    8.712      11.4215
27.4908    8.667      11.4487
27.6316    8.6432     11.4846
27.829     8.6419     11.5201
28.0135    8.5892     11.5051
28.1638    8.4971     11.465
28.2746    8.4512     11.4113
28.4226    8.4135     11.3455



















































































































































































24.5923    16.1857    10.3171    LZYGINF
24.7508    16.3609    10.1807
24.8359    16.5761    10.082
24.8999    16.7953    10.1252
25.0029    16.9035    10.1355
25.3356    17.0709    10.2764
25.4812    17.1758    10.3545
25.7286    17.315     10.4631
26.1595    17.3828    10.648
26.362     17.3938    10.6934
26.5499    17.5572    10.7184
26.7183    17.6102    10.7363
26.933     17.8017    10.7603
27.1566    17.9218    10.7055
27.2968    17.996     10.6409
27.3844    18.0039    10.5795
























































































































































































25.2879    10.961     12.282     R-ALV
25.0512    10.7287    12.1912
24.8442    10.5658    12.295
24.6169    10.4845    12.2589
24.3177    10.3582    12.3464
24.0801    10.3649    12.334
23.9043    10.3504    12.4383
23.6697    10.3095    12.4241
23.4799    10.2912    12.3775
23.2422    10.2693    12.4463
22.9458    10.2627    12.4424
22.78      10.3164    12.3764
22.634     10.3472    12.3585
22.3357    10.3341    12.3211
22.0682    10.3253    12.2406
21.8875    10.2945    12.2778
21.6594    10.3559    12.2334
21.4896    10.4042    12.1644
21.2732    10.3693    12.1369
21.0931    10.3404    12.1781
20.8614    10.3491    12.1892
20.6876    10.2935    12.1994
20.3229    10.31      12.0945
20.1553    10.3073    12.0824
20.0041    10.3775    12.0942















































































































































































24.7851    14.9099    12.0081    L-ALV
24.5559    15.0664    11.8946
24.3564    15.1653    11.9453
24.0614    15.2286    11.8393
23.7766    15.2361    11.7986
23.5509    15.231     11.8482
23.3363    15.1904    11.9251
23.1201    15.1964    11.9637
22.8829    15.1836    12.0497
22.6239    15.1289    12.0572
22.377     15.1145    12.0507
22.1118    15.0063    12.0237
21.9723    14.9301    12.0338
21.6908    14.8293    12.0496
21.337     14.8061    11.9787
21.1411    14.7489    12.0166
20.8956    14.5663    11.8999
20.7037    14.5219    11.8642
20.4386    14.5149    11.8102
20.2074    14.4758    11.7693
20.0103    14.4615    11.8776
19.7735    14.4156    11.8893
19.638     14.4014    11.8625
19.4178    14.3757    11.8261
19.3063    14.2894    11.8877
