AMNH       80773      Phu11stv
17.5422    14.3672    13.7555    IN
14.4356    10.7821    16.5989    BR
10.0507    5.873      15.671     GL
10.0843    5.897      14.7969    NA
7.4947     2.9718     9.7392     RH
5.8978     1.1623     6.5309     NS
5.5558     0.7057     4.8098     PR
4.8383     1.5326     4.8951     R_PR2
7.4228     4.098      10.2063    R_PMS
7.1553     8.9607     9.3574     R_ZMI
8.4609     7.4793     12.8351    R_ZMU
9.7982     6.4184     14.0899    R_DA
8.7723     7.5284     15.2039    R_MTI
9.6355     8.0665     16.5325    R_MTS
8.0148     9.0752     13.9071    R_FMO
7.9449     10.2904    14.1593    R_FMT
11.1959    14.4804    11.5721    R_PO
7.3434     11.2871    10.6272    R_ZTS
6.5662     0.342      4.753      L_PR2
8.7394     3.1053     10.2267    L_PMS
9999       9999       9999       L_ZMI
11.9546    4.4938     12.7618    L_ZMU
10.6464    5.6909     13.8943    L_DA
12.0359    4.6963     15.1889    L_MTI
12.2834    5.6225     16.4516    L_MTS
13.5056    4.4925     13.8732    L_FMO
14.7011    4.6907     14.1621    L_FMT
18.2742    8.6445     11.3248    L_PO
9999       9999       9999       L_ZTS
4.774      0.7194     4.9309     O1
14.0218    5.3581     15.5914    O2
8.2351     13.0431    10.6916    O3
18.5587    12.2614    12.4677    O4







































































































































































10.0327    5.8385     15.5884    GLRH
10.0016    5.8328     15.4517
10.0304    5.8063     15.2593
10.0239    5.8695     15.0859
10.0387    5.8547     14.9846
10.0845    5.8767     14.8102
10.0794    5.885      14.5858
10.099     5.9026     14.4446
10.0983    5.889      14.2729
10.066     5.8532     14.1371
10.0198    5.845      14.0005
9.9908     5.8192     13.8856
9.9332     5.7369     13.7024
9.8704     5.6605     13.5073
9.7962     5.5931     13.3613
9.7766     5.5147     13.2356
9.7316     5.434      13.0913
9.652      5.3589     12.9572
9.5911     5.294      12.855
9.5046     5.189      12.716
9.4067     5.1213     12.5679
9.3458     5.0373     12.4652
9.2943     4.9817     12.3738
9.2154     4.8952     12.2539
9.1197     4.8255     12.1395
9.032      4.7034     11.9616
8.9378     4.6632     11.8826
8.8779     4.5454     11.7785
8.8266     4.4549     11.7055
8.7437     4.3733     11.5981
8.6557     4.2632     11.4869
8.6049     4.1598     11.3668
8.4855     4.0169     11.1784
8.3855     3.9529     11.0704
8.3156     3.8302     10.9537
8.2348     3.7619     10.8537
8.1701     3.7145     10.7576
8.0884     3.6321     10.6643
8.0119     3.5507     10.5491
7.9568     3.4858     10.4873
7.873      3.4178     10.3995
7.8153     3.3775     10.3273
7.7477     3.2995     10.2329
7.6808     3.2109     10.1291
7.6238     3.1298     10.0232
7.573      3.0833     9.928
7.5239     3.0304     9.8253
7.4859     2.9823     9.7381
























































































































































7.497      2.9408     9.7335     NOSE
7.3555     3.0881     9.6274
7.1512     3.1548     9.532
7.0268     3.2736     9.4757
6.8954     3.3038     9.391
6.7821     3.278      9.3064
6.6836     3.2263     9.1773
6.5945     3.1961     9.0516
6.4698     3.139      8.9143
6.3571     3.0803     8.7316
6.2276     3.0384     8.5913
6.1319     2.9948     8.4861
6.0634     2.951      8.3276
5.9169     2.9404     8.1862
5.8225     2.921      8.0845
5.7492     2.8621     7.9761
5.6615     2.7917     7.8313
5.6338     2.6885     7.7081
5.5725     2.6046     7.5665
5.5412     2.4939     7.4698
5.5055     2.3722     7.3745
5.4421     2.2551     7.2631
5.4113     2.1322     7.1829
5.3957     1.99       7.128
5.3642     1.8822     7.0575
5.38       1.68       7.0049
5.3871     1.5355     6.953
5.4271     1.4567     6.9263
5.4815     1.3612     6.857
5.5798     1.3015     6.7789
5.6569     1.2244     6.6584
5.7556     1.1891     6.6006
5.8964     1.1633     6.5083
5.9208     1.0912     6.5072
6.0433     0.9773     6.5933
6.1334     0.8175     6.6917
6.2174     0.7672     6.8262
6.414      0.6611     6.9061
6.653      0.6875     6.9556
6.8344     0.7656     7.0177
6.993      0.7891     7.0537
7.1699     0.8998     7.1482
7.3026     0.9541     7.2266
7.3822     1.0051     7.2953
7.4894     1.0868     7.3944
7.572      1.142      7.5188
7.6633     1.2256     7.6526
7.7489     1.2707     7.8348
7.7981     1.4319     7.9814
