TMP        AZ 1037    Phu123sf
17.0195    16.8823    9.6154     IN
17.1292    13.5021    14.6246    BR
16.8116    7.2452     13.7914    GL
16.8368    7.2121     13.5487    NA
16.7203    3.8216     10.2272    RH
16.678     1.5166     7.9685     NS
16.6487    1.1974     7.1572     PR
15.6856    1.4701     7.3197     R_PR2
16.3275    5.0184     10.678     R_PMS
13.5255    6.8503     8.8821     R_ZMI
15.206     7.3291     11.5495    R_ZMU
16.5215    7.4115     12.5979    R_DA
15.1553    7.7365     13.9318    R_MTI
15.4459    8.6243     14.567     R_MTS
13.6422    8.3341     12.3783    R_FMO
13.1731    8.8525     12.2025    R_FMT
13.0959    12.9872    9.4138     R_PO
12.5423    8.6534     9.6178     R_ZTS
17.6035    1.4416     7.3303     L_PR2
17.2932    4.5608     10.497     L_PMS
20.0019    6.7859     8.8689     L_ZMI
18.336     7.2159     11.5219    L_ZMU
17.1006    7.3708     12.6269    L_DA
18.569     7.6546     13.7947    L_MTI
18.6534    8.2636     14.2832    L_MTS
20.0684    8.292      12.3987    L_FMO
20.4277    8.7974     12.1742    L_FMT
20.5344    12.7695    9.3734     L_PO
21.0373    8.4844     9.5847     L_ZTS
16.1834    0.9154     7.04       O1
19.8507    9.6539     13.6275    O2
12.234     10.1447    9.261      O3
17.7996    16.7667    10.3464    O4







































































































































































16.8526    7.2558     13.9135    GLRH
16.8685    7.2313     13.6821
16.8459    7.2144     13.5104
16.8723    7.2142     13.2594
16.8406    7.243      13.0728
16.815     7.2397     12.8982
16.8468    7.1266     12.6576
16.8184    7.0188     12.4319
16.8117    6.8629     12.2521
16.8014    6.732      12.0969
16.8197    6.5505     11.9287
16.7922    6.3724     11.764
16.8303    6.2376     11.6437
16.8111    6.0627     11.5204
16.7741    5.7951     11.3611
16.7507    5.574      11.2397
16.7576    5.2826     11.0814
16.7547    5.077      10.9708
16.7272    4.8226     10.8743
16.7475    4.6215     10.7628
16.7506    4.42       10.6322
16.7621    4.1923     10.493
16.7538    4.0392     10.4217
16.7316    3.9324     10.3394
16.7198    3.8168     10.2419
16.7053    3.815      10.1978














































































































































































16.7592    3.8373     10.2567    NOSE
16.5332    3.8301     10.2195
16.3666    3.7901     10.1054
16.2679    3.7849     10.0194
16.135     3.648      9.8916
16.0695    3.4739     9.7304
16.0335    3.3262     9.572
15.9794    3.0985     9.3784
15.9487    2.891      9.1954
15.9537    2.705      9.0195
15.9719    2.4908     8.8184
15.9828    2.2287     8.692
16.0421    1.8809     8.5843
16.0792    1.7244     8.5107
16.1398    1.5645     8.3899
