TMP        AZ 794     Phu117sf
16.3798    18.069     10.4898    IN
16.3048    14.9798    15.0426    BR
16.7316    8.5153     14.8267    GL
16.6939    8.4737     14.3859    NA
16.7967    3.9943     10.7037    RH
16.8643    1.296      8.343      NS
16.8648    0.5735     6.9934     PR
15.8851    0.7293     7.1356     R_PR2
16.179     5.0919     11.0991    R_PMS
13.2874    7.2203     9.5037     R_ZMI
14.8495    8.2042     12.3511    R_ZMU
16.3253    8.5193     13.6359    R_DA
14.934     8.6656     14.7426    R_MTI
15.1951    9.5435     15.3668    R_MTS
13.3763    9.0079     13.1977    R_FMO
12.8109    9.5457     13.0866    R_FMT
12.3938    13.7987    10.0529    R_PO
12.0487    9.0714     10.2476    R_ZTS
17.8705    0.9125     7.0815     L_PR2
17.3525    5.2436     11.1334    L_PMS
20.0695    7.481      9.3087     L_ZMI
18.6293    8.361      12.1102    L_ZMU
17.1371    8.6209     13.632     L_DA
18.7375    8.9392     14.5555    L_MTI
18.6024    9.5754     15.2034    L_MTS
19.9589    9.4634     13.1196    L_FMO
20.4584    10.0061    12.8748    L_FMT
20.4247    14.2606    10.0997    L_PO
21.1289    9.4559     10.0438    L_ZTS
16.4574    0.1712     6.7311     O1
19.8149    10.631     14.0537    O2
11.5147    11.0298    9.992      O3
16.733     17.9018    10.942     O4







































































































































































16.7602    8.5101     14.8297    GLRH
16.7457    8.4894     14.544
16.7161    8.4782     14.3708
16.7236    8.4279     14.132
16.7241    8.3462     13.9296
16.7024    8.2298     13.6858
16.6757    8.0958     13.4638
16.6766    7.9788     13.2959
16.7014    7.8145     13.0837
16.7195    7.6319     12.9494
16.7131    7.37       12.7458
16.747     7.1487     12.5776
16.7743    6.8657     12.3853
16.7694    6.5876     12.2184
16.7579    6.359      12.0966
16.736     6.1338     11.949
16.7763    5.8356     11.8037
16.7412    5.5789     11.6233
16.7823    5.3607     11.4739
16.793     5.1593     11.3489
16.7714    4.9078     11.2417
16.7793    4.7031     11.1255
16.7935    4.4744     10.9936
16.7729    4.283      10.8988
16.784     4.1186     10.8104
16.7804    4.0228     10.7438
16.793     3.9878     10.65













































































































































































16.786     3.9986     10.699     NOSE
16.6242    4.0037     10.6727
16.4642    3.9934     10.6116
16.2871    4.0544     10.5572
16.1761    3.9799     10.4779
16.091     3.7868     10.3388
16.0068    3.5917     10.1942
15.8759    3.436      10.0244
15.7748    3.2404     9.9104
15.7285    3.0672     9.7899
15.7166    2.8647     9.6004
15.7421    2.7145     9.4745
15.8192    2.5532     9.3489
15.8829    2.4436     9.2216
15.922     2.3369     9.1168
15.955     2.2063     9.0306
16.0169    2.0778     8.9477
16.1098    1.9322     8.8737
16.1772    1.7783     8.8347
16.2404    1.6369     8.7739
16.2763    1.4797     8.7225
16.3548    1.3594     8.63
16.45      1.2749     8.5497
16.5691    1.1939     8.4237
16.7069    1.116      8.3496
16.8391    1.1415     8.2843
16.9308    1.1636     8.2953
17.2037    1.0796     8.3899
17.3147    1.1774     8.5217
17.4354    1.2535     8.6123
17.4403    1.4748     8.6797
17.4972    1.6556     8.7591
17.5675    1.8364     8.808
17.5919    1.9763     8.8679
17.6763    2.2281     8.9993
17.7922    2.3578     9.1455
17.7917    2.5664     9.3229
17.8155    2.736      9.3998
17.8177    2.8572     9.5161
17.8002    3.151      9.6431
17.7114    3.413      9.8098
17.5369    3.6272     10.1062
17.5417    3.7416     10.2174
17.4377    3.9784     10.3452
17.4283    4.0777     10.4987
17.3851    4.1557     10.5717
17.2799    4.0729     10.6209
17.0827    4.0283     10.6814
16.9916    4.0759     10.7333
16.8367    4.0141     10.7337






















































































































































16.9036    1.0854     8.2314     NASP-PR
16.9151    0.8764     8.042
16.8809    0.7674     7.8725
16.8897    0.6821     7.6801
16.8683    0.6142     7.4795
16.901     0.5972     7.3019
16.9114    0.5838     7.2219
16.9081    0.5907     7.1362
16.9165    0.5822     6.9715































































































































































































