AMNH       81811      phu3ms8.xls
11.3047    11.7172    -8.1587
11.237     11.6588    -8.0572
11.2215    11.6218    -7.9282
































































































































































11.2594    11.6058    -7.9555    NOSE
11.2781    11.4668    -7.921
11.2778    11.2942    -7.8217
11.3636    11.1621    -7.7228
11.4379    11.0577    -7.6669
11.5779    10.9256    -7.5052
11.5247    10.7248    -7.3454
11.464     10.5069    -7.0867
11.4502    10.3581    -6.86
11.3817    10.1802    -6.6093
11.2567    10.0863    -6.3135
11.128     9.9894     -6.1653
11.0184    9.8037     -5.8415
10.9278    9.7473     -5.6104
10.7978    9.6656     -5.3738
10.5756    9.6116     -5.1454
10.3714    9.5259     -4.9923
10.1509    9.4725     -4.7837
9.9884     9.4784     -4.6769
9.7544     9.4287     -4.5255
9.5832     9.4237     -4.3838
9.4012     9.4265     -4.2218
9.2568     9.5187     -4.0956
9.1018     9.6072     -3.9389
9.1067     9.6637     -3.7633
8.9112     9.832      -3.8019
8.8004     9.983      -3.9755
8.7436     10.1507    -4.2308
8.7252     10.3504    -4.354
8.7537     10.6397    -4.5432
8.8154     10.9124    -4.6803
8.8218     11.2292    -4.8581
8.8645     11.5116    -5.1537
9.0198     11.7375    -5.5223
9.2468     11.9282    -5.903
9.4506     12.0799    -6.2383
9.6157     12.2374    -6.6213
9.799      12.2809    -6.8062
10.0799    12.1238    -7.0647
10.2788    12.1037    -7.2942
10.5445    12.1057    -7.554
10.75      11.8722    -7.7226
10.8985    11.8194    -7.8509
11.0357    11.7607    -7.8852
11.1463    11.671     -7.9061
11.2223    11.6447    -7.9133


























































































































































8.9958     9.7161     -3.6852    NASP-PR
8.9442     9.6402     -3.568
8.8979     9.6238     -3.3594
8.8711     9.6202     -3.1242
8.8783     9.6591     -2.942
8.8744     9.6356     -2.8849
8.8423     9.6321     -2.7419
8.864      9.6129     -2.6216
8.8804     9.6229     -2.516
8.8912     9.6107     -2.4444
8.8915     9.6323     -2.417
8.8739     9.6554     -2.3445
8.9447     9.7072     -2.1999



























































































































































































12.5201    11.5534    -8.6375    R-PM/MAX
12.4157    11.4586    -8.4924
12.3128    11.258     -8.2591
12.1857    11.0173    -7.9842
12.04      10.8136    -7.8047
11.8727    10.5414    -7.6511
11.763     10.354     -7.4791
11.8553    10.1187    -7.2377
11.8453    9.9699     -6.9528
11.8053    9.8682     -6.5834
11.7466    9.7704     -6.304
11.698     9.6924     -5.9526
11.7121    9.5623     -5.6342
11.7728    9.4809     -5.4512
11.7761    9.3392     -5.1562
11.8097    9.1107     -4.8098
11.8491    9.0401     -4.5914
11.9086    9.0295     -4.3281
11.9104    9.0001     -3.9445
11.9722    9.0058     -3.6385
12.0503    9.0454     -3.4834
11.993     9.1149     -3.306


















































































































































































11.5709    13.0009    -8.888     L-PM/MAX
11.3785    12.934     -8.662
11.1689    12.8513    -8.4589
10.929     12.7978    -8.2023
10.7463    12.7686    -7.9931
10.5012    12.7069    -7.7355
10.1781    12.6395    -7.4691
9.8429     12.5928    -7.2557
9.5815     12.5352    -6.9277
9.4655     12.5427    -6.6107
9.4159     12.5257    -6.4349
9.2584     12.5051    -5.9711
9.1372     12.4796    -5.686
8.9532     12.496     -5.3198
8.8526     12.4902    -5.0759
8.7578     12.5804    -4.9227
8.6881     12.6366    -4.6828
8.6424     12.6329    -4.4089
8.6208     12.6226    -4.1233
8.6149     12.6422    -3.9104
8.6766     12.7081    -3.6745
8.79       12.7156    -3.4145
8.8558     12.7384    -3.3174

















































































































































































15.4856    11.5017    -4.958     ROSTRUM
15.4554    11.4708    -5.0313
15.409     11.4201    -5.2136
15.3727    11.3688    -5.3848
15.2728    11.2904    -5.6131
15.1969    11.2648    -5.7239
15.0466    11.2418    -5.9596
14.8331    11.2743    -6.2515
14.7024    11.2685    -6.4204
14.5068    11.2391    -6.6371
14.4162    11.22      -6.83
14.2943    11.1775    -7.0741
14.1881    11.092     -7.2149
14.1089    11.0088    -7.458
14.0675    10.9376    -7.554
14.041     10.8056    -7.6952
14.0183    10.6967    -7.8159
14.0483    10.5607    -8.0568
13.9897    10.4791    -8.2168
13.8838    10.4635    -8.3579
13.8182    10.4788    -8.4413
13.7884    10.5136    -8.4766
13.6924    10.5303    -8.6184
13.5457    10.5636    -8.6813
13.3321    10.6904    -8.8233
13.1502    10.8715    -8.879
12.9294    11.1178    -8.7819
12.755     11.3277    -8.7427
12.6298    11.5263    -8.6732
12.5084    11.6031    -8.6871
12.2639    11.7702    -8.9544
12.1684    11.8196    -8.9684
12.0475    11.9306    -8.9457
11.9078    12.1042    -8.9966
11.7208    12.3135    -8.9902
11.5663    12.4817    -8.9857
11.417     12.6309    -8.9611
11.4245    12.8356    -8.8124
11.3914    12.9236    -8.726
11.3382    13.0435    -8.6445
11.2378    13.1534    -8.6364
11.1431    13.2945    -8.5948
11.0329    13.3876    -8.7003
10.9029    13.5048    -8.7547
10.7213    13.6829    -8.7997
10.538     13.8515    -8.8043
10.4157    14.1343    -8.6688
10.3366    14.3834    -8.5101
10.4197    14.5897    -8.1606
10.7428    14.6274    -7.725
10.9479    14.6271    -7.3703
11.0403    14.7079    -7.0354
11.1813    14.8997    -6.7094
11.2133    15.041     -6.4496
11.2332    15.2465    -6.0368
11.28      15.4112    -5.7263
11.367     15.5539    -5.4243
11.519     15.6388    -5.102
11.6305    15.7161    -4.8346
11.8421    15.6938    -4.7677












































































































































19.3576    12.1905    -14.0423   SUPORB
19.2975    12.2216    -14.204
19.3283    12.2641    -14.5348
19.2928    12.2871    -14.6008
19.2525    12.2846    -14.6831
19.1778    12.3319    -14.9807
19.1307    12.4662    -15.1601
19.0506    12.5232    -15.3133
18.9469    12.5878    -15.5671
18.7504    12.7119    -15.8128
18.4805    12.8642    -16.0043
18.3198    12.9201    -16.1005
18.1286    12.9884    -16.188
17.866     13.1456    -16.3738
17.5221    13.2548    -16.455
17.2877    13.3265    -16.5095
17.0175    13.5004    -16.5756
16.8148    13.654     -16.6407
16.841     13.8081    -16.6853
16.7219    14.1014    -16.7686
16.3672    14.4289    -16.7774
15.938     14.7005    -16.7135
15.4036    14.7204    -16.5057
15.0671    14.7169    -16.2289
14.8896    14.7496    -16.1574
14.7366    14.9931    -16.1874
14.8359    15.3666    -16.4784
14.8657    15.6745    -16.6078
14.8241    16.0045    -16.7147
14.7945    16.3719    -16.7933
14.5015    16.7691    -16.7506
14.076     17.2373    -16.5892
14.0948    17.3949    -16.574
14.0093    17.7485    -16.486
13.8954    18.1904    -16.3458
13.7539    18.7003    -16.0756
13.5854    18.9976    -15.8477
13.4053    19.3934    -15.3042
13.3816    19.5875    -14.9271
13.3104    19.6687    -14.6497
13.2831    19.7115    -14.3478
13.2767    19.776     -14.0721
13.3123    19.815     -13.9321





























































































































































16.534     13.2914    -12.8696   RORBIT
16.6891    13.1853    -12.8784
16.9254    13.0014    -12.9812
17.1323    12.8827    -13.1125
17.4315    12.7201    -13.3042
17.6886    12.658     -13.5284
17.95      12.639     -13.7751
18.0857    12.5616    -14.0485
18.0965    12.569     -14.3538
18.0479    12.5661    -14.6768
17.8277    12.5086    -14.9663
17.6219    12.5022    -15.1491
17.4141    12.4702    -15.2865
17.1109    12.5931    -15.4229
16.8296    12.6565    -15.5323
16.5394    12.8345    -15.6129
16.3385    13.0428    -15.5185
16.1081    13.3047    -15.4077
15.888     13.4555    -15.4905
15.7193    13.7474    -15.4242
15.56      14.0847    -15.2701
15.4766    14.3073    -15.0994
15.4815    14.4393    -14.8389
15.4782    14.5035    -14.6839
15.3562    14.5721    -14.4047
15.3284    14.5984    -14.1886
15.3272    14.6326    -13.903
15.3254    14.5517    -13.6914












































































































































































13.4194    17.0361    -12.8756   LORBIT
13.3939    17.2823    -12.9654
13.3587    17.5091    -13.1038
13.3085    17.8373    -13.2792
13.2817    18.2469    -13.561
13.3308    18.498     -13.9389
13.3163    18.5491    -14.3907
13.2482    18.33      -14.8182
13.1475    17.9496    -15.2319
13.0476    17.5681    -15.486
13.1706    17.2049    -15.4383
13.3467    16.8924    -15.3977
13.5929    16.5214    -15.3075
13.7122    16.2994    -15.2561
13.9413    16.0292    -15.1881
14.0703    15.9317    -15.2075
14.1668    15.8022    -15.2252
14.3299    15.5856    -15.1821
14.4658    15.4303    -14.9229
14.5918    15.3818    -14.5779
14.6815    15.3563    -14.2008
14.6972    15.3647    -13.9533


















































































































































































19.3066    12.1898    -14.2428   RTEMFOS
19.3786    12.1676    -14.022
19.4246    12.1124    -13.7451
19.4485    12.0822    -13.4756
19.4022    12.0461    -13.141
19.3567    12.0079    -12.8523
19.2658    11.9371    -12.5269
19.1922    11.8808    -12.2118
19.1118    11.782     -11.8001
19.1023    11.6895    -11.4033
19.1923    11.5936    -10.9951
19.4039    11.6146    -10.7791
19.6903    11.6286    -10.6665
20.0092    11.6364    -10.6308
20.2412    11.7043    -10.6082
20.5189    11.7789    -10.6454
20.626     11.8493    -10.6911
20.7015    11.8718    -10.687






















































































































































































13.2417    19.8051    -13.903    LTEMFOS
13.2371    19.8365    -13.6395
13.1799    19.8206    -13.3777
13.0746    19.7707    -13.1324
13.0217    19.7613    -12.8945
12.987     19.7385    -12.6161
12.889     19.6819    -12.3411
12.8172    19.6503    -12.1271
12.7427    19.5883    -11.8085
12.587     19.5777    -11.4369
12.5193    19.6374    -11.1298
12.5928    19.8572    -10.8012
12.7619    20.098     -10.6477
12.9551    20.4626    -10.6115
13.0302    20.666     -10.6203
13.0802    20.7871    -10.6291
13.1853    21.0403    -10.6553























































































































































































10.6038    11.0897    -12.1152   OP
12.5248    12.8495    -11.7921   BA
16.8444    16.7315    -9.8209    ST
23.1239    22.0038    -8.9055    IV
15.9883    9.6736     -11.5827   R_PG
18.7459    10.0153    -9.7919    R_ZTI
20.3114    16.1769    -11.1064   R_M3D
22.6074    17.9357    -10.5771   R_M12
24.4594    19.8571    -10.0269   R_MP3
25.6114    20.8406    -9.5535    R_PMI
9.8596     16.605     -11.6154   L_PG
10.4074    19.4227    -9.6105    L_ZTI
16.8156    20.2513    -10.9988   L_M3D
18.9356    22.1405    -10.4289   L_M12
21.2924    23.6858    -9.917     L_MP3
22.4652    24.6125    -9.0287    L_PMI
26.1042    24.7344    -9.221     O1
13.2126    19.8478    -6.5214    O2
9.0218     17.6233    -10.4358   O3
7.3459     11.1879    -9.2425    O4




















































































































































































18.7189    10.0075    -9.815     RZYGINF
18.8079    10.111     -9.8509
18.9631    10.2773    -9.8454
19.1174    10.5354    -9.8484
19.2615    10.9279    -9.6568
19.3492    11.2531    -9.5278
19.394     11.4413    -9.4538
19.5078    11.6381    -9.3584
19.6484    11.8352    -9.2491
19.7374    11.9732    -9.144
19.8442    12.1164    -9.0529
19.9716    12.3469    -8.8688
20.059     12.4874    -8.756
20.1172    12.6586    -8.6434
20.1823    12.8399    -8.5689
20.2175    13.0238    -8.444
20.2472    13.2162    -8.3749
20.3062    13.4898    -8.3584
20.3227    13.7325    -8.4598
20.4103    13.9712    -8.5397
20.47      14.1337    -8.6309
20.5315    14.2152    -8.675


















































































































































































10.4488    19.2565    -9.7359    LZYGINF
10.5896    19.3794    -9.7679
10.8922    19.5662    -9.7157
11.1819    19.71      -9.7101
11.5207    19.8668    -9.6633
11.7788    19.9282    -9.5932
12.0555    20.089     -9.4406
12.3828    20.149     -9.3292
12.618     20.2012    -9.1848
12.8302    20.2799    -9.05
13.0221    20.3426    -8.9251
13.1567    20.3818    -8.8091
13.3329    20.4148    -8.6858
13.5837    20.4397    -8.558
13.8213    20.4484    -8.4448
14.0458    20.4253    -8.4031
14.2228    20.4134    -8.4417
14.4694    20.4436    -8.5223
14.5935    20.4347    -8.6087
14.7322    20.4805    -8.6583




















































































































































































20.4721    16.1417    -11.0511   R-ALV
20.6066    16.1731    -11.0201
20.775     16.2235    -10.9888
20.9658    16.258     -10.8989
21.1561    16.3499    -10.8525
21.3215    16.4588    -10.8055
21.4666    16.568     -10.7565
21.581     16.712     -10.7173
21.7222    16.8492    -10.7163
21.8438    16.9498    -10.6859
21.9663    17.0681    -10.6677
22.0819    17.1798    -10.6702
22.2417    17.2919    -10.6451
22.3912    17.4047    -10.6398
22.4682    17.5687    -10.6715
22.4866    17.5872    -10.5868
22.5936    17.8861    -10.5691
22.7174    18.0259    -10.537
22.903     18.1913    -10.4743
23.1425    18.3557    -10.4128
23.3038    18.5995    -10.309
23.4236    18.8308    -10.2638
23.6175    18.9886    -10.2705
23.8257    19.1819    -10.2488
24.0195    19.3663    -10.211
24.2133    19.5281    -10.1427
24.3583    19.7053    -10.0196
24.5022    19.8431    -9.9571












































































































































































16.8514    20.1152    -11.0524   L-ALV
16.8855    20.352     -10.9715
16.9753    20.5561    -10.913
17.0881    20.7634    -10.8703
17.2459    20.9707    -10.8246
17.5095    21.1592    -10.7748
17.8078    21.3544    -10.6975
18.0348    21.5302    -10.6698
18.237     21.7218    -10.5946
18.4048    21.8834    -10.5646
18.6495    22.0308    -10.5353
18.8448    22.0715    -10.4855
19.1661    22.2355    -10.4404
19.4268    22.3645    -10.432
19.6108    22.5185    -10.3913
19.8277    22.6496    -10.3001
20.079     22.749     -10.2049
20.2633    22.8937    -10.1882
20.4606    23.0936    -10.1531
20.5775    23.1791    -10.1414
20.7333    23.2984    -10.1089
20.8619    23.36      -10.1272
20.9807    23.4533    -10.0863
21.0493    23.5434    -9.9761
21.1989    23.6392    -9.9094
21.332     23.7304    -9.8872
21.3602    23.745     -9.8809
