UWMA       ZA 182     Phu82stv
20.1994    20.3999    13.2174    IN
16.7927    17.3016    15.9872    BR
11.5349    12.8408    15.8148    GL
11.5494    12.8003    15.2054    NA
7.5784     8.9539     9.6576     RH
5.5409     6.7384     6.0887     NS
5.2435     6.4007     4.9925     PR
4.7501     7.2675     4.823      R_PR2
8.6238     10.6326    10.8268    R_PMS
8.9279     15.1178    9.6941     R_ZMI
10.3969    14.2043    13.0843    R_ZMU
11.4424    13.2191    14.2489    R_DA
10.5898    14.7187    15.484     R_MTI
11.8073    15.2383    16.6746    R_MTS
10.1274    16.3128    14.0563    R_FMO
10.2256    17.2325    13.8697    R_FMT
14.1217    21.1697    11.1743    R_PO
9.3056     17.4881    10.8443    R_ZTS
6.2354     6.083      5.2        L_PR2
9.3133     10.0761    10.9625    L_PMS
13.7275    9.7657     9.7924     L_ZMI
12.8262    11.5788    13.1432    L_ZMU
12.0691    12.5228    14.2006    L_DA
13.6019    11.3813    15.6952    L_MTI
14.0546    12.4885    16.6456    L_MTS
15.0043    10.9172    14.2574    L_FMO
15.936     10.9668    14.2103    L_FMT
20.155     14.2472    11.2233    L_PO
16.6249    10.0441    11.124     L_ZTS
6.2281     6.08       6.4413     O1
11.7518    16.2365    15.921     O2
18.2798    10.7266    11.2411    O3
21.1785    15.5966    11.7124    O4







































































































































































11.5344    12.8436    15.8168    GLRH
11.4866    12.8291    15.3422
11.4934    12.8555    15.142
11.5363    12.8461    14.8965
11.563     12.8278    14.7678
11.5531    12.8193    14.5775
11.5173    12.7688    14.3506
11.439     12.7059    14.0796
11.3366    12.5722    13.8358
11.2572    12.4625    13.637
11.1537    12.3745    13.4703
11.0507    12.2016    13.2953
10.9242    12.0567    13.1058
10.774     11.956     12.9636
10.5772    11.8628    12.795
10.4456    11.7188    12.6152
10.3133    11.5845    12.469
10.2007    11.4835    12.3528
10.0547    11.3866    12.2255
9.8718     11.22      12.0381
9.7031     11.0908    11.8831
9.6069     10.9845    11.7925
9.4652     10.871     11.6838
9.351      10.7765    11.5841
9.2421     10.6324    11.4791
9.1399     10.5109    11.3651
9.0013     10.3313    11.2367
8.8452     10.236     11.1329
8.699      10.1436    11.0116
8.5658     10.0075    10.8778
8.4736     9.9464     10.7983
8.3413     9.847      10.6609
8.244      9.7153     10.5252
8.1195     9.5818     10.3809
7.983      9.4351     10.2214
7.8652     9.3362     10.0732
7.7329     9.1786     9.9098
7.6108     9.0444     9.774
7.4799     8.9772     9.6228

































































































































































7.5599     8.9693     9.6841     NOSE
7.376      9.0786     9.6011
7.1149     9.2576     9.4908
7.039      9.4406     9.2931
6.8365     9.3913     9.1404
6.6956     9.3267     8.9734
6.5576     9.2691     8.8225
6.3825     9.2093     8.6389
6.15       9.1164     8.466
5.9438     8.97       8.2563
5.8172     8.7621     7.9382
5.7244     8.6749     7.8006
5.5853     8.5861     7.6445
5.4629     8.4222     7.4237
5.3007     8.2033     7.1786
5.2211     8.0723     7.0364
5.1758     7.8699     6.8788
5.0342     7.6501     6.722
5.0535     7.4146     6.6211
5.0342     7.2821     6.4871
5.0837     7.1628     6.2659
5.2552     6.9933     6.1347
5.3647     6.8676     6.0881
5.5291     6.7771     6.1041
5.6402     6.6076     6.1942
5.7113     6.4531     6.3413
5.8812     6.4363     6.5498
6.0429     6.4563     6.7385
6.23       6.4867     6.8445
6.407      6.5262     6.9441
6.6302     6.5754     7.0793
6.823      6.5997     7.2304
6.9352     6.6853     7.3536
7.0276     6.7189     7.4577
7.1228     6.7621     7.5972
7.216      6.8649     7.721
7.3652     6.9995     7.9166
7.5326     7.1795     8.1635
7.6162     7.2885     8.3703
7.6691     7.5392     8.5245
7.8119     7.7544     8.7348
7.8973     7.8897     8.8906
7.9797     8.0238     9.039
8.0684     8.1621     9.1901
8.1119     8.338      9.2972
8.1524     8.3991     9.3773
8.045      8.4928     9.4902
7.7652     8.6641     9.5815
7.6501     8.8121     9.5717
7.4772     9.0044     9.627






















































































































































5.4319     6.7927     6.062      NASP-PR
5.3399     6.6585     5.8586
5.2791     6.5706     5.707
5.2378     6.5352     5.5559
5.2248     6.478      5.2851
5.2289     6.4524     5.1972
5.2237     6.386      5.031

































































































































































































8.4893     10.561     10.713     R-PM/MAX
8.33       10.5105    10.5728
8.2051     10.4649    10.4522
8.0042     10.3842    10.2753
7.8974     10.3555    10.1814
7.7414     10.2779    10.0454
7.5907     10.1839    9.9095
7.4451     10.1041    9.779
7.3003     10.0516    9.6727
7.169      9.99       9.5596
7.0168     9.9609     9.4492
6.8379     9.8928     9.2838
6.7297     9.8201     9.1853
6.6201     9.735      9.0776
6.4193     9.705      8.8248
6.2564     9.65       8.659
6.0698     9.5506     8.3804
5.9543     9.5539     8.204
5.8305     9.5196     7.9681
5.681      9.4844     7.7843
5.594      9.4434     7.6281
5.471      9.3838     7.365
5.3064     9.3675     6.9619
5.1981     9.3532     6.735
5.058      9.3456     6.5389
4.9703     9.3385     6.1781
4.8482     9.3079     5.9566
4.8388     9.3391     5.7345
4.8497     9.301      5.5035
4.9432     9.034      5.1103










































































































































































9.2922     10.052     10.9533    L-PM/MAX
9.145      9.7807     10.6967
9.0941     9.6228     10.5614
9.0547     9.5052     10.4495
9.0062     9.2826     10.2712
8.9881     9.1795     10.1801
8.9242     8.9962     10.0509
8.8191     8.8056     9.8999
8.7212     8.6014     9.7606
8.6218     8.4277     9.6167
8.5587     8.2396     9.4818
8.5094     8.0446     9.3377
8.4095     7.8493     9.17
8.3855     7.7203     9.048
8.2748     7.5369     8.8203
8.1344     7.3433     8.6558
8.0755     7.175      8.4411
8.1231     7.077      8.2484
8.0982     6.9967     8.1321
8.0452     6.9217     7.9666
8.0363     6.7622     7.742
8.0149     6.6653     7.5892
7.8753     6.5251     7.3459
7.7993     6.4436     7.1176
7.776      6.3199     6.9046
7.824      6.1452     6.6432
7.8004     6.0819     6.3875
7.7773     6.0045     6.1366
7.7131     5.9384     5.888
7.5896     5.8916     5.715
7.3165     5.8849     5.5757
7.2763     6.0027     5.3721








































































































































































7.7674     12.3132    5.9145     ROSTRUM
7.7018     12.2202    6.2446
7.7009     12.1655    6.4744
7.7741     12.0944    6.7011
7.827      11.9389    6.9217
7.8982     11.8122    7.1641
7.933      11.7197    7.3211
7.9435     11.6626    7.5263
7.8972     11.6305    7.7096
7.8114     11.6022    7.9711
7.7243     11.5886    8.2221
7.6573     11.5152    8.4447
7.6162     11.5189    8.6592
7.4718     11.4764    9.0459
7.3624     11.501     9.234
7.2138     11.5581    9.4803
7.1183     11.5738    9.6341
7.0785     11.5348    9.7693
7.0964     11.4611    9.8917
7.1426     11.3396    9.9932
7.2582     11.1773    10.0882
7.4013     11.0175    10.1222
7.5758     10.8786    10.068
7.7953     10.7603    10.1174
7.8617     10.5924    10.1774
8.0094     10.4097    10.2997
8.054      10.2406    10.491
8.1457     10.1094    10.5798
8.2942     9.9724     10.6734
8.5232     9.7854     10.7289
8.6935     9.6152     10.653
8.8191     9.5325     10.5855
8.9423     9.4813     10.4833
9.0699     9.3974     10.3671
9.3182     9.2183     10.3224
9.4617     9.0835     10.3095
9.6759     8.8818     10.2945
9.8061     8.7421     10.339
10.047     8.5445     10.2774
10.2458    8.4437     10.0894
10.3812    8.5711     9.6521
10.3427    8.7167     9.2795
10.3612    8.8046     8.9979
10.3575    8.781      8.66
10.352     8.8081     8.4141
10.3985    8.8944     8.0511
10.4295    8.9329     7.8471
10.5238    8.9828     7.5873
10.5903    8.9437     7.415
10.7166    8.8557     7.2152
10.9244    8.7568     6.9684
11.0517    8.6683     6.8173
11.1592    8.5811     6.5522
11.177     8.5608     6.3885
11.1971    8.5656     6.2561
11.2521    8.5722     6.1307
11.2611    8.5841     5.9657















































































































































10.264     17.2567    14.0129    SUPORB
10.3027    17.2813    14.2242
10.4109    17.2959    14.506
10.4377    17.2485    14.6492
10.5076    17.2132    14.9963
10.6012    16.9813    15.3096
10.7127    16.7911    15.5342
10.7555    16.5432    15.7024
10.7678    16.225     15.9559
10.8036    15.9646    16.0499
10.8735    15.7019    16.1994
11.0601    15.5902    16.3438
11.3024    15.3982    16.4976
11.6018    15.2317    16.6398
11.7446    14.9322    16.7122
11.8134    14.6406    16.7348
11.8425    14.4355    16.7414
11.8433    14.2354    16.7247
11.8559    14.0369    16.6891
11.9011    13.8102    16.6439
11.8709    13.6097    16.5846
11.8857    13.4617    16.543
11.9456    13.2409    16.5067
12.2537    13.0848    16.5937
12.6682    12.9924    16.7073
12.8801    12.9741    16.7403
13.1199    12.9026    16.7648
13.5674    12.8276    16.7641
13.7495    12.6018    16.7098
13.8182    12.3969    16.6492
13.8911    12.1928    16.5672
13.9822    12.0107    16.4835
14.0356    11.7619    16.3627
14.3034    11.6566    16.2951
14.5276    11.6555    16.2447
14.9439    11.5456    16.0572
15.2597    11.527     15.8758
15.4987    11.3838    15.6389
15.7309    11.342     15.4076
15.855     11.2716    15.1832
15.9184    11.1874    14.9837
15.9978    11.1748    14.8145
15.9468    10.9841    14.4091
15.925     10.9516    14.1849




























































































































































10.4196    14.2134    13.0929    RORBIT
10.2705    14.5077    13.104
10.0618    14.8133    13.1513
9.9758     15.0161    13.1969
9.9494     15.2768    13.2646
9.9316     15.5915    13.3758
9.9799     15.8338    13.5013
10.028     16.0067    13.6166
10.0683    16.1196    13.7508
10.0975    16.2245    13.9382
10.1381    16.2915    14.0873
10.1637    16.3196    14.3047
10.1546    16.275     14.446
10.1801    16.2119    14.601
10.2007    16.1368    14.7525
10.2951    16.0769    14.8823
10.2393    15.6894    15.3233
10.33      15.3542    15.407
10.4682    15.0391    15.4429
10.5885    14.8766    15.4357
10.6935    14.63      15.4606
10.9223    14.3003    15.5635
11.0342    14.1621    15.6522
11.1263    14.0691    15.6559
11.2473    13.8921    15.7032
11.3639    13.7357    15.5616
11.4317    13.6177    15.1813
11.4291    13.388     14.8066
11.4655    13.2481    14.5366
11.4782    13.2017    14.422
11.4415    13.1706    14.2317









































































































































































12.8786    11.4904    13.1452    LORBIT
13.1397    11.2734    13.1505
13.344     11.0883    13.1925
13.5449    10.9806    13.226
13.666     10.9179    13.2517
13.8195    10.8402    13.3083
13.9866    10.7961    13.38
14.165     10.7904    13.4431
14.3175    10.7144    13.4971
14.529     10.8059    13.657
14.6623    10.9046    13.7417
14.8569    10.8871    13.9658
14.9637    10.8782    14.1154
15.0543    10.9209    14.3238
15.0439    10.9631    14.5318
15.0254    10.99      14.7622
14.7845    11.0707    15.1225
14.5583    11.0515    15.355
14.3329    11.0542    15.5426
14.0279    11.1601    15.635
13.8239    11.2703    15.6181
13.5725    11.3842    15.6313
13.3996    11.518     15.5892
13.1825    11.6269    15.6378
13.0446    11.7726    15.6034
12.8834    11.9871    15.7016
12.7466    12.1492    15.7236
12.6253    12.3361    15.6941
12.3777    12.4479    15.5439
12.3593    12.4672    15.1933
12.3214    12.5454    14.9368
12.2288    12.5482    14.7292
12.1316    12.5685    14.6273
12.0898    12.5606    14.4786
12.0899    12.5381    14.3181





































































































































































10.2537    17.1993    13.9528    RTEMFOS
10.1834    17.2091    13.7245
10.0379    17.1424    13.5973
9.9735     17.0924    13.4165
9.9127     17.0586    13.2157
9.8238     17.0044    12.9867
9.7636     16.9452    12.8837
9.6452     16.8363    12.6785
9.5454     16.7479    12.4465
9.4606     16.6582    12.3099
9.3644     16.5552    12.0785
9.2567     16.4468    11.9507
9.1448     16.3604    11.7852
9.0896     16.3548    11.611
9.0652     16.3914    11.4239
9.0338     16.4397    11.2488
9.0073     16.6129    11.1166
9.0197     16.7716    11.0194
9.1076     17.0802    10.9305
9.2341     17.3568    10.8831
9.3425     17.509     10.8617
9.3953     17.7008    10.8544


















































































































































































15.9164    10.9669    14.1773    LTEMFOS
15.9312    10.8884    13.9651
15.8658    10.7992    13.8169
15.808     10.7232    13.6189
15.7785    10.6556    13.437
15.6852    10.5984    13.2679
15.6299    10.5052    13.0356
15.5207    10.3669    12.8225
15.4234    10.2836    12.642
15.2925    10.1896    12.4979
15.2153    10.1104    12.3278
15.155     10.0387    12.1344
15.1003    9.938      11.9627
15.0307    9.8465     11.8269
15.0445    9.7814     11.6344
15.1478    9.7164     11.4725
15.3629    9.7013     11.3475
15.5622    9.8054     11.2834
15.7269    9.7518     11.244
15.9533    9.8399     11.2106
16.0965    9.8621     11.1825
16.2721    9.9569     11.1664
16.5022    10.0272    11.1391

















































































































































































8.8231     9.8008     12.598     OP
10.4614    11.5849    12.6155    BA
14.5122    15.6284    12.3263    ST
19.7138    21.0099    13.4859    IV
7.6294     14.908     11.879     R_PG
8.0581     17.5633    10.6455    R_ZTI
13.7258    18.5249    13.7546    R_M3D
15.8036    20.81      13.8973    R_M12
17.8716    22.6166    14.0514    R_MP3
