AMNH       81811      phu3ms9.xls
23.6142    22.1       -15.6616   IN
18.8046    18.4656    -17.8114   BR
13.3978    14.3853    -15.2236   GL
13.5031    14.4368    -14.7659   NA
10.4273    11.3843    -7.5693    RH
8.4026     9.4812     -3.1645    NS
8.356      9.4453     -1.7257    PR
9.2388     8.9271     -1.8908    R_PR2
11.7074    11.3744    -8.3386    R_PMS
16.9489    11.3305    -8.7354    R_ZMI
15.3789    13.0003    -12.5858   R_ZMU
14.2584    14.3016    -13.4767   R_DA
15.3188    12.6597    -15.3107   R_MTI
15.8446    13.3336    -16.4326   R_MTS
17.0075    12.234     -14.155    R_FMO
18.2456    11.8406    -13.9189   R_FMT
23.8183    16.2969    -12.6155   R_PO
19.6385    11.5078    -10.7138   R_ZTS
8.0283     10.3917    -1.6471    L_PR2
10.8106    12.8188    -8.5399    L_PMS
11.6045    18.0509    -8.3951    L_ZMI
12.5675    16.5636    -12.4396   L_ZMU
13.6164    15.0895    -13.7037   L_DA
12.3719    16.1316    -15.0992   L_MTI
13.2151    16.7416    -16.39     L_MTS
12.3176    18.3018    -13.7634   L_FMO
12.2525    19.4987    -13.6686   L_FMT
17.9453    23.5823    -12.2715   L_PO
12.3816    20.7983    -10.2622   L_ZTS
7.8953     9.6491     -1.2097    O1
11.5845    18.7639    -10.8875   O2
15.4765    23.3327    -10.78     O3
20.7902    22.5668    -15.4234   O4







































































































































































13.4331    14.3583    -15.1025   GLRH
13.4669    14.3856    -14.8993
13.5047    14.4405    -14.7287
13.6504    14.4687    -14.3493
13.6906    14.5063    -14.1636
13.7107    14.5383    -13.9959
13.7364    14.5433    -13.8109
13.7378    14.5205    -13.6042
13.7318    14.4795    -13.4062
13.692     14.4422    -13.2461
13.6333    14.3679    -12.9978
13.5727    14.2982    -12.7824
13.4655    14.2265    -12.5052
13.4141    14.1517    -12.3398
13.3488    14.0719    -12.1717
13.261     14.0345    -12.0196
13.1549    13.9423    -11.8282
13.0408    13.8414    -11.6203
12.8755    13.7518    -11.3976
12.7785    13.6678    -11.2614
12.7257    13.6111    -11.0789
12.5447    13.4395    -10.858
12.417     13.3358    -10.652
12.2585    13.191     -10.47
12.101     13.0485    -10.2094
11.9591    12.8938    -10.0283
11.809     12.7616    -9.8388
11.6719    12.6138    -9.6363
11.5553    12.5033    -9.4629
11.4224    12.3691    -9.2555
11.3227    12.2501    -9.0727
11.1628    12.1095    -8.841
11.0471    11.9668    -8.6621
10.87      11.799     -8.4161
10.7746    11.6879    -8.25
10.6837    11.5861    -8.0824
10.5932    11.4911    -7.8595
10.4973    11.4062    -7.7092
10.4493    11.3497    -7.5752
10.4532    11.3316    -7.5396
































































































































































10.4304    11.3763    -7.5067    NOSE
10.5102    11.2078    -7.4421
10.5412    10.9336    -7.3189
10.7243    10.8064    -7.1577
10.8221    10.5987    -6.9759
10.7512    10.4076    -6.7854
10.7069    10.1978    -6.4869
10.6533    9.9669     -6.1195
10.5935    9.9261     -5.8395
10.4753    9.8483     -5.6485
10.3178    9.6509     -5.342
10.215     9.5601     -5.0938
10.0585    9.4549     -4.8387
9.837      9.3816     -4.6233
9.621      9.3364     -4.4301
9.4545     9.2658     -4.3
9.2867     9.247      -4.162
9.0747     9.2081     -4.0311
8.9465     9.1889     -3.9032
8.7231     9.2049     -3.6932
8.613      9.2612     -3.5806
8.481      9.3429     -3.444
8.4588     9.4056     -3.2246
8.2897     9.5745     -3.2469
8.119      9.6934     -3.3873
8.0628     9.8768     -3.593
8.0346     10.0041    -3.732
8.052      10.1977    -3.8608
8.0407     10.4473    -4.0159
8.0769     10.7031    -4.11
8.0797     10.9745    -4.2817
8.1372     11.1955    -4.4841
8.1994     11.3822    -4.775
8.3529     11.5505    -5.0373
8.5133     11.7009    -5.3735
8.6791     11.8197    -5.6564
8.7744     11.9349    -5.9622
8.8795     12.0707    -6.3126
9.1226     12.0539    -6.5635
9.4028     11.9551    -6.8156
9.6448     11.8725    -6.925
9.793      11.8386    -7.1059
9.9379     11.6417    -7.2531
10.097     11.5799    -7.3749
10.2934    11.4862    -7.4612
10.4429    11.383     -7.5142


























































































































































8.386      9.5247     -3.1876    NASP-PR
8.3319     9.4681     -3.108
8.3046     9.4049     -2.9069
