NMNH       197168     Phu36stv
19.7868    20.2742    17.1474    IN
15.8949    16.2707    19.2563    BR
11.4711    11.8156    16.6862    GL
11.4861    11.7778    16.2684    NA
8.9021     8.8537     8.4456     RH
7.9158     7.6134     4.4171     NS
7.7585     7.4565     2.7927     PR
6.9786     8.4321     3.0215     R_PR2
9.3046     10.3567    9.5979     R_PMS
9.347      15.7299    10.6822    R_ZMI
10.5777    13.6339    14.106     R_ZMU
11.4647    12.4713    14.8788    R_DA
9.946      13.5047    16.6213    R_MTI
10.5615    14.4863    17.6619    R_MTS
9.7121     15.2262    15.4978    R_FMO
9.5193     16.3944    15.5466    R_FMT
14.0867    21.134     14.1439    R_PO
9.4077     17.7857    12.1699    R_ZTS
8.8213     6.8434     2.9596     L_PR2
10.4279    9.3285     9.5524     L_PMS
15.7664    9.8987     10.4989    L_ZMI
13.3283    10.9306    14.0652    L_ZMU
12.144     11.8337    15.0654    L_DA
13.1213    10.4658    16.6174    L_MTI
14.1868    10.7405    17.5512    L_MTS
15.0285    10.2009    15.5999    L_FMO
16.1153    10.0136    15.8303    L_FMT
20.7241    14.635     14.2364    L_PO
17.7216    10.0688    12.3968    L_ZTS
8.2494     6.6261     2.5082     O1
9.8245     16.0322    16.3137    O2
19.3444    10.7768    12.969     O3
20.1094    19.5989    16.4773    O4







































































































































































11.3291    11.8803    16.5826    GLRH
11.3555    11.8718    16.4003
11.409     11.8453    16.2614
11.4231    11.8753    16.0265
11.5054    11.8809    15.802
11.5025    11.9451    15.6229
11.5133    11.9991    15.3919
11.5458    11.9879    15.2557
11.5383    11.9866    15.0788
11.546     11.953     14.917
11.5532    11.9099    14.7402
11.5394    11.8936    14.6249
11.5129    11.8479    14.4165
11.5065    11.7787    14.2642
11.4374    11.7516    14.1057
11.3839    11.7358    13.9683
11.3502    11.6681    13.7866
11.2923    11.6       13.6072
11.2673    11.5467    13.4739
11.236     11.5292    13.3904
11.1636    11.4791    13.2518
11.1189    11.4276    13.1138
11.1018    11.3558    13.0067
11.0592    11.2805    12.8693
11.0173    11.2169    12.7404
10.9196    11.1762    12.6019
10.9063    11.1358    12.5134
10.8702    11.1021    12.4227
10.8316    11.0241    12.3151
10.7992    10.9312    12.1753
10.7341    10.8645    12.0292
10.6376    10.765     11.7937
10.5637    10.7089    11.6808
10.5276    10.6357    11.5817
10.4744    10.5746    11.4606
10.3963    10.4942    11.3251
10.321     10.3721    11.1739
10.2379    10.3317    11.0939
10.106     10.1919    10.8694
10.0342    10.0701    10.7317
9.9442     9.9965     10.6039
9.888      9.9029     10.4758
9.796      9.7909     10.3407
9.7163     9.7139     10.1977
9.6231     9.6632     10.0634
9.5782     9.5847     9.9465
9.5125     9.5005     9.8187
9.4905     9.4038     9.6985
9.4225     9.3582     9.5474
9.3435     9.2695     9.3808
9.2389     9.168      9.179
9.2022     9.076      9.0477
9.0878     9.0435     8.8836
9.0475     8.9695     8.7293
9.0266     8.9095     8.6219
8.9662     8.7999     8.4413
















































































































































8.9894     8.8007     8.4514     NOSE
8.7947     8.9699     8.4007
8.7092     9.0776     8.2645
8.5876     9.1495     8.1215
8.5338     9.3582     8.0367
8.407      9.4805     7.8679
8.2795     9.4221     7.6646
8.1308     9.4239     7.5284
8.033      9.3905     7.3535
7.9399     9.3549     7.1637
7.8875     9.3074     6.9791
7.7568     9.3388     6.7432
7.6939     9.2976     6.4838
7.6089     9.2632     6.313
7.5745     9.2411     6.1834
7.5604     9.1853     6.0769
7.4741     9.0992     5.8932
7.4524     9.0443     5.7648
7.4415     8.9843     5.6126
7.4278     8.8896     5.4784
7.3971     8.8214     5.3766
7.3642     8.7076     5.2181
7.3338     8.5909     5.1121
7.3304     8.4941     5.0467
7.3373     8.3631     4.9767
7.3065     8.2687     4.8919
7.328      8.1414     4.8161
7.3931     8.0023     4.7287
7.4583     7.8358     4.6069
7.5611     7.6631     4.5095
7.6805     7.7322     4.5772
7.8682     7.7742     4.5153
7.9795     7.7357     4.5177
8.0511     7.6017     4.5556
8.0137     7.4087     4.5835
8.0797     7.2889     4.6393
8.2978     7.2148     4.7599
8.5589     7.0737     4.8908
8.7191     7.0645     4.9918
8.8912     7.0423     5.0975
9.035      7.118      5.2514
9.1594     7.1521     5.4106
9.2828     7.1654     5.6667
9.3856     7.2634     5.9273
9.426      7.2888     6.0828
9.4535     7.3909     6.3089
9.5371     7.5079     6.5249
9.664      7.6065     6.8328
9.6376     7.7541     6.9843
9.6433     7.9463     7.2972
9.6438     8.0965     7.5817
9.5821     8.2592     7.7142
9.6011     8.3441     7.8403
9.6258     8.4076     7.9318
9.5656     8.5104     8.0664
9.4797     8.5138     8.1578
9.2588     8.6736     8.2737
9.1473     8.7306     8.4474
8.9323     8.8297     8.4331













































































































































7.892      7.6336     4.3842     NASP-PR
7.7991     7.53       4.1578
7.7456     7.4907     4.0108
7.7012     7.4314     3.8664
7.6893     7.3975     3.6597
7.67       7.3806     3.4277
7.6769     7.3643     3.2377
7.7011     7.4224     3.0422
7.7289     7.4437     2.8552
7.7617     7.4986     2.6886






























































































































































































9.2303     10.285     9.4613     R-PM/MAX
9.1224     10.1975    9.2861
9.0179     10.1809    9.0798
8.9446     10.1436    8.9661
8.8557     10.1031    8.8468
8.7148     10.0389    8.6263
8.6116     9.9972     8.4782
8.4991     9.9514     8.3083
8.3386     9.8434     8.1316
8.2028     9.8656     7.9318
8.1108     9.8388     7.7708
8.0435     9.8107     7.569
7.9588     9.8096     7.4639
7.8585     9.7873     7.3321
7.8054     9.7529     7.1822
7.71       9.7074     6.9714
7.643      9.7166     6.7655
7.6234     9.6752     6.5914
7.5688     9.668      6.2804
7.4941     9.6235     6.0553
7.4271     9.6411     5.9223
7.2927     9.7685     5.6
7.2814     9.7932     5.3921
7.1314     9.8051     5.1953
7.0508     9.9124     5.0257
6.9906     10.0183    4.818
6.9441     10.0874    4.6874
6.9264     10.1376    4.4995
6.946      10.173     4.308
6.9668     10.1906    4.1209
6.9959     10.1399    3.9829
7.0449     9.941      3.8352








































































































































































10.3334    9.2311     9.4161     L-PM/MAX
10.2698    9.091      9.1962
10.2804    8.9681     9.0735
10.2273    8.8736     8.8183
10.16      8.7232     8.6067
10.1146    8.5866     8.4095
10.0982    8.4827     8.2316
10.0674    8.3353     8.0944
10.0308    8.1832     7.9301
10.0012    8.0282     7.7731
9.9983     7.9508     7.6504
9.9798     7.8375     7.4585
9.9513     7.7241     7.3046
9.9573     7.6413     7.1536
9.9349     7.4934     6.7825
9.9294     7.4473     6.5801
9.9354     7.4201     6.3365
9.9359     7.3601     6.1102
9.9438     7.2673     5.8641
10.0021    7.1366     5.6658
10.1539    7.0774     5.3169
10.2037    7.0666     5.1688
10.2595    7.0115     5.0444
10.2428    6.9074     4.78
10.348     6.8776     4.5318
10.453     6.9013     4.2769
10.4401    6.9246     4.0923
10.4184    6.9523     3.9778
10.5464    7.0998     3.7078
10.391     7.2552     3.6251










































































































































































9.4643     13.3158    5.9903     ROSTRUM
9.3775     13.2426    6.1798
9.2857     13.101     6.3769
9.2536     12.985     6.6007
9.2848     12.8274    6.8076
9.3525     12.6924    7.0326
9.3548     12.5283    7.1314
9.3759     12.329     7.374
9.3174     12.2251    7.505
9.1924     12.1138    7.7194
9.0494     11.9885    7.9727
8.9618     11.8915    8.1732
8.8652     11.7911    8.3012
8.7364     11.7202    8.4912
8.5622     11.702     8.6117
8.3074     11.7483    8.7792
8.1611     11.6935    8.8935
8.0787     11.5155    9.0844
8.0824     11.4104    9.1987
8.1364     11.2707    9.3192
8.2223     11.1137    9.3772
8.2774     10.9993    9.427
8.4576     10.8353    9.4775
8.5918     10.7004    9.5228
8.7361     10.5989    9.482
8.8954     10.5281    9.3982
8.9573     10.473     9.3843
9.0415     10.3812    9.3613
9.1532     10.2662    9.3605
9.1711     10.2038    9.3772
9.163      10.0915    9.4866
9.1741     9.9274     9.5641
9.2384     9.7618     9.6308
9.3248     9.6604     9.6563
9.3884     9.5387     9.6775
9.5192     9.4476     9.7237
9.636      9.3589     9.712
9.8065     9.2898     9.6398
9.9861     9.2493     9.5987
10.0653    9.227      9.5328
10.2543    9.1777     9.4647
10.332     9.2163     9.3873
10.3913    9.1164     9.3835
10.5141    9.0113     9.388
10.6204    8.8895     9.401
10.7142    8.7863     9.4866
10.772     8.6754     9.5387
10.8396    8.6137     9.5868
11.0375    8.4748     9.5831
11.1537    8.351      9.5922
11.3266    8.2448     9.5956
11.4954    8.1951     9.5524
11.684     8.2146     9.3779
11.8706    8.3171     9.2396
11.9059    8.5266     9.0294
11.9336    8.7049     8.8922
11.9624    8.9346     8.6938
12.0241    9.0352     8.5059
12.0488    9.0814     8.2799
12.1997    9.1747     8.1511
12.2623    9.2373     7.9179
12.3506    9.3135     7.7904
12.4694    9.4106     7.4973
12.6283    9.4737     7.3306
12.8369    9.4482     7.1036
13.0216    9.461      6.9726
13.2187    9.4505     6.7866
13.3748    9.4587     6.5976
13.4112    9.467      6.4701
13.5046    9.5309     6.3301
13.5467    9.5666     6.2245
13.5533    9.6017     6.0166
































































































































9.4781     16.3412    15.6534    SUPORB
9.5281     16.3579    15.8354
9.5965     16.3206    16.0598
9.6555     16.2468    16.2605
9.7        16.1775    16.4565
9.6666     16.0181    16.6695
9.7136     15.846     16.8338
9.7991     15.7407    16.9734
9.8211     15.5173    17.0979
9.8753     15.4155    17.178
9.9152     15.2045    17.2694
9.9782     14.8516    17.3642
10.0521    14.679     17.4296
10.2059    14.4281    17.4999
10.341     14.3864    17.5585
10.5069    14.4089    17.6613
10.683     14.3789    17.7553
10.9502    14.2662    17.8519
11.2372    14.1139    17.9278
11.4237    13.9346    17.9213
11.5791    13.7258    17.9225
11.6937    13.6801    17.9342
11.7775    13.4567    17.8948
11.8433    13.2589    17.836
11.9589    12.97      17.7686
12.0132    12.8036    17.7319
11.9777    12.6213    17.6701
11.9383    12.3187    17.6346
11.9926    12.2104    17.6125
12.1496    12.1757    17.6752
12.3714    12.2273    17.7107
12.5479    12.1887    17.7698
12.682     12.1139    17.8068
12.9507    12.0811    17.8587
13.0906    12.0067    17.893
13.2652    11.9854    17.8971
13.5166    11.8356    17.9393
13.6856    11.6877    17.9475
13.8388    11.5269    17.9092
13.9046    11.3681    17.8839
14.0014    11.1503    17.8307
14.1017    10.8872    17.6811
14.2611    10.7152    17.5826
14.5316    10.6172    17.5321
14.7341    10.5938    17.4927
14.9062    10.4778    17.4124
15.142     10.478     17.3427
15.3249    10.4194    17.2526
15.628     10.3089    16.9554
15.7117    10.2733    16.8282
15.7891    10.251     16.7039
15.8834    10.2567    16.5516
15.9496    10.2425    16.4514
16.0016    10.2359    16.3494
16.074     10.1904    16.1621
16.1215    10.1711    15.9858
16.1196    10.0776    15.8331
16.1353    10.0491    15.7398














































































































































10.5494    13.606     14.0631    RORBIT
10.3904    13.7491    14.0846
10.2786    13.9119    14.1319
10.1603    14.0797    14.1823
10.0851    14.2016    14.2419
10.0481    14.332     14.2951
10.0096    14.4709    14.357
9.9381     14.6271    14.45
9.8898     14.7385    14.5181
9.8464     14.8577    14.6023
9.8207     14.9807    14.7592
9.778      15.1152    14.9466
9.7284     15.1932    15.081
9.7444     15.2359    15.2275
9.6934     15.2632    15.3922
9.6573     15.2832    15.5616
9.6602     15.2693    15.7358
9.6322     15.2341    15.8737
9.5645     15.0726    16.1306
9.5168     14.9863    16.2738
9.5197     14.7719    16.4245
9.5367     14.4841    16.5525
9.5636     14.304     16.6136
9.6866     14.1275    16.6069
9.7529     14.008     16.5972
9.8184     13.8417    16.6205
9.9141     13.6841    16.5956
10.0068    13.4726    16.585
10.0458    13.3853    16.5867
10.1669    13.2691    16.5256
10.2914    13.2001    16.4622
10.4109    13.0617    16.4541
10.6018    13.0115    16.3548
10.8461    13.0186    16.3816
10.9525    12.8794    16.4241
11.042     12.7201    16.4408
11.0746    12.5956    16.4523
11.1851    12.6021    16.1589
11.2986    12.5821    15.9004
11.3311    12.5598    15.7611
11.3786    12.4924    15.6134
11.4208    12.4481    15.498
11.4399    12.4761    15.3097
11.4914    12.4244    15.1852
11.4952    12.4523    15.0973
11.4886    12.4319    15.0026
11.4352    12.4309    14.805

























































































































































13.422     10.9259    14.1183    LORBIT
13.633     10.7572    14.2034
13.7699    10.6821    14.2551
14.0072    10.5826    14.3388
14.1824    10.472     14.4301
14.3571    10.409     14.5326
14.5103    10.3834    14.6459
14.6766    10.3775    14.7789
14.8245    10.2833    14.9762
14.8948    10.3041    15.0868
14.9834    10.2182    15.3212
15.0183    10.1969    15.4419
15.0336    10.2068    15.6552
15.0486    10.1638    15.8407
14.9452    10.1346    16.0556
14.8786    9.9701     16.2021
14.6874    9.9898     16.3972
14.5286    10.0367    16.4624
14.3768    10.078     16.5097
14.1605    10.1489    16.5767
13.9716    10.1979    16.6039
13.7268    10.2435    16.6537
13.6498    10.3057    16.6369
13.4642    10.3839    16.6255
13.328     10.4552    16.6196
13.0812    10.5654    16.589
12.9718    10.7386    16.4743
12.9006    10.8826    16.4121
12.5777    11.0996    16.4994
12.4902    11.2362    16.4892
12.3907    11.2864    16.5369
12.1703    11.4354    16.5417
12.0573    11.5164    16.3593
12.0858    11.5815    16.1195
12.0494    11.6728    15.8989
12.0152    11.7266    15.7559
12.0188    11.792     15.5695
12.0186    11.8318    15.4556
12.0557    11.8642    15.2362
12.1733    11.8807    15.0691
































































































































































9.4968     16.4112    15.6818    RTEMFOS
9.453      16.3933    15.4664
9.3797     16.3822    15.2287
9.3366     16.36      15.0616
9.3193     16.3532    14.9055
9.2826     16.3372    14.7106
9.2862     16.3296    14.4659
9.2445     16.287     14.195
9.1666     16.2474    14.027
9.1692     16.2007    13.8511
9.1411     16.1677    13.6686
9.1228     16.1602    13.4187
9.1241     16.143     13.2244
9.0768     16.1412    12.9913
9.044      16.1493    12.83
8.9071     16.1344    12.6283
8.9396     16.1856    12.4384
8.8312     16.1228    12.2177
8.891      16.4204    12.0263
8.9244     16.638     11.9006
8.9602     16.8279    11.8827
9.058      17.006     11.9179
9.0885     17.1938    11.9288
9.166      17.3447    11.9742
9.3544     17.5081    12.0912
9.3775     17.6862    12.1449
9.4425     17.8452    12.1769
9.5033     17.9577    12.2387












































































































































































16.134     10.0632    15.822     LTEMFOS
16.1165    9.997      15.6138
16.1042    9.9414     15.493
16.1012    9.8916     15.3188
16.1093    9.8583     15.1697
16.1064    9.7719     14.8565
16.1067    9.7345     14.6826
16.0713    9.6627     14.2787
16.0777    9.5665     13.8616
16.0423    9.4848     13.5377
16.0391    9.4418     13.3333
16.0223    9.4057     13.1882
16.0136    9.3593     13.0373
16.0366    9.35       12.8872
16.0173    9.2836     12.6538
16.0648    9.2888     12.472
16.1121    9.314      12.2579
16.2813    9.3868     12.1033
16.5085    9.3797     12.0798
16.7393    9.4169     12.115
16.8994    9.5187     12.1124
17.0595    9.578      12.1462
17.2185    9.6895     12.2003
17.4226    9.7321     12.2514
17.5421    9.8059     12.2925
17.6699    10.009     12.3862
17.8593    10.0499    12.4733











































