LSZT       R27        Phu172sf
1.161      5.8856     11.0722
1.1473     5.5168     10.7823
1.1647     5.237      10.4957
1.1653     4.9612     10.249
1.2101     4.6819     10.0533
1.2419     4.4834     9.8845
1.2619     4.2959     9.6985
1.2505     4.1129     9.5082
1.2412     3.8698     9.3168
1.2704     3.6039     9.076
1.2867     3.4039     8.8824
1.2983     3.3241     8.7859
1.2883     3.2367     8.6491






































































































































































1.342      3.2515     8.6977     NOSE
0.9405     3.2042     8.698
0.551      3.2778     8.6756
0.3234     3.2627     8.5992
0.2385     3.0809     8.3749
0.1165     2.8641     8.1079
-0.0403    2.6026     7.8211
-0.047     2.3966     7.6584
-0.008     2.2598     7.4737
-0.0223    2.1037     7.218
-0.1008    1.9422     7.0064
-0.1332    1.7873     6.7403
-0.0632    1.6804     6.4718
0.027      1.5422     6.1626
0.1796     1.3576     5.9612
0.2957     1.111      5.7935
0.3875     0.895      5.6067
0.5242     0.7584     5.4863
0.6774     0.711      5.3833
0.8827     0.6606     5.2729
1.1142     0.6642     5.1792
1.3018     0.6927     5.127
1.4681     0.7295     5.1949
1.7824     0.7632     5.2941
2.0332     0.6986     5.4776
2.2084     0.7942     5.5892
2.3717     0.9838     5.7098
2.4853     1.2619     5.8461
2.607      1.5483     6.0165
2.6903     1.7046     6.1477
2.7474     1.8181     6.2872
2.7512     1.9937     6.5609
2.7564     2.1406     6.7664
2.7576     2.2866     6.9627
2.7459     2.398      7.1023
2.644      2.5741     7.3594
2.6112     2.7062     7.5128
2.5133     2.9562     7.749
2.4549     3.0628     7.9367
2.4151     3.1963     8.1431
2.3561     3.2834     8.2796
2.2254     3.4324     8.535
2.1364     3.4775     8.5308
1.9527     3.502      8.6222
1.7308     3.3545     8.6165
1.4816     3.3735     8.7642
1.2878     3.2671     8.7072

























































































































































1.3262     0.5888     5.0754     NASP-PR
1.3167     0.3993     4.8722
1.2873     0.2783     4.6549
1.3089     0.196      4.5012
1.2926     0.1562     4.3341
1.3209     0.1275     4.105
1.3309     0.1339     3.9693
1.3142     0.1367     3.9098
1.3588     0.2237     3.7174































































































































































































0.5482     4.7747     9.8288     R-PM/MAX
0.501      4.4515     9.667
0.3877     4.1526     9.4272
0.3142     3.8922     9.2291
0.2133     3.624      8.9148
0.1589     3.3086     8.6399
0.1068     3.0212     8.3957
-0.0753    2.5942     7.8838
-0.1528    2.2222     7.4609
-0.3237    2.1666     7.2345
-0.5533    2.1154     7.0411
-0.6991    1.9672     6.6878
-0.8388    1.8635     6.4665
-0.8777    1.7239     6.0315
-1.0105    1.5875     5.7228
-1.0567    1.544      5.4807
-1.1275    1.5107     5.1996
-1.1705    1.4022     4.8946
-1.1037    1.2996     4.5505
-1.0695    1.2454     4.339
-1.0475    1.2911     4.1395
-0.9565    1.3393     4.0279


















































































































































































1.9322     4.663      9.6298     L-PM/MAX
2.0116     4.4436     9.468
2.0906     4.2114     9.2821
2.1471     4.004      9.1242
2.2184     3.8443     8.9457
2.3442     3.6244     8.7213
2.3877     3.3754     8.4449
2.5529     3.1053     8.0969
2.5401     2.9193     7.7734
2.7197     2.7824     7.5938
2.9172     2.6335     7.2563
3.0356     2.4523     6.9101
3.1293     2.4067     6.7514
3.2316     2.1916     6.3962
3.2869     2.0572     6.0729
3.3664     2.034      5.8941
3.5533     1.9337     5.3326
3.5728     1.8131     5.0343
3.5833     1.7859     4.7696
3.55       1.7397     4.5776
3.4904     1.6404     4.3477
3.3914     1.5566     3.9881
3.2565     1.7444     3.7766

















































































































































































-1.8765    5.6013     5.6219     ROSTRUM
-1.7828    5.5055     5.9731
-1.5499    5.4834     6.3219
-1.2735    5.4537     6.5498
-1.0532    5.3957     6.8109
-0.9276    5.4091     7.0783
-0.8532    5.3461     7.3168
-0.8668    5.33       7.5952
-0.8853    5.2532     7.9929
-0.8953    5.1627     8.2396
-0.945     5.1272     8.3903
-1.0232    5.1098     8.5473
-1.0904    5.1248     8.6775
-1.1778    5.0851     8.844
-1.2929    5.025      9.0211
-1.3927    4.9855     9.1845
-1.4165    4.9108     9.3317
-1.379     4.8594     9.4982
-1.2101    4.8371     9.7146
-1.0054    4.8397     9.8823
-0.7626    4.8179     9.9424
-0.5237    4.8367     9.8741
-0.4027    4.9238     9.7691
-0.2486    4.9235     9.7786
-0.0575    4.9462     9.7754
0.1267     4.9358     9.8064
0.3724     4.8972     9.8469
0.5414     4.9245     9.9257
0.7305     4.9272     10.1026
0.9248     4.9006     10.2164
1.1648     4.9164     10.2277
1.4367     4.9714     10.2152
1.5948     5.1015     10.1996
1.821      5.1218     10.0038
2.0862     5.1703     9.8953
2.2679     5.1993     9.806
2.5133     5.265      9.7257
2.9172     5.3312     9.7251
3.1366     5.3238     9.7964
3.3478     5.347      9.7746
3.565      5.3638     9.6402
3.6627     5.5247     9.3305
3.6429     5.6057     9.1284
3.4589     5.8112     8.8633
3.2724     5.8215     8.643
3.1544     5.8169     8.4406
3.1209     5.8015     8.1057
3.1133     5.8289     7.8955
3.1402     5.7923     7.6203
3.1724     5.907      7.3317
3.2454     5.9736     6.9852
3.3665     5.9606     6.7145
3.5037     6.0401     6.5207
3.6273     6.0049     6.2884
3.7509     6.0327     6.0266
3.8332     6.1131     5.7095
3.8166     6.1556     5.4753
3.7991     6.222      5.341
3.7538     6.2327     5.2168













































































































































-3.8699    9.9257     14.2722    SUPORB
-3.8018    10.0341    14.5751
-3.6785    9.9726     14.9501
-3.5502    9.9896     15.2875
-3.3211    9.9506     15.6097
-3.0668    9.8793     15.8853
-2.6918    9.8382     16.1402
-2.3988    9.6972     16.2662
-2.0921    9.5148     16.3721
-1.5942    9.5973     16.5398
-1.3295    9.6828     16.619
-0.9036    9.7803     16.7029
-0.5464    9.9187     16.7189
-0.2991    9.7917     16.743
0.0137     9.7691     16.7071
0.218      9.7767     16.6774
0.5385     9.6136     16.5804
0.7739     9.3509     16.4682
0.9485     9.1557     16.3745
1.1525     9.0591     16.3436
1.3459     9.2997     16.4096
1.4521     9.5339     16.5031
1.6477     9.7361     16.5917
2.048      9.9155     16.6684
2.4447     10.0374    16.6657
2.8679     9.9863     16.5966
3.1443     9.8785     16.5051
3.5265     9.9478     16.3682
3.9203     10.1348    16.2402
4.0326     10.2025    16.1816
4.4157     10.4268    15.9971
4.6027     10.5914    15.8785
4.7912     10.7679    15.7198
4.9263     10.9198    15.5755
5.1768     11.0078    15.3313
5.3033     11.0994    15.1279
5.3753     11.1979    14.9487
5.4784     11.2179    14.7985
5.5476     11.3139    14.5235
5.6111     11.2908    14.3287
5.6526     11.2229    14.1599
5.6707     11.2316    13.9627
5.7183     11.157     13.9183





























































































































































-1.2007    8.8413     13.1244    RORBIT
-1.5268    8.8254     13.1395
-1.7573    8.879      13.2087
-2.037     8.979      13.2889
-2.3451    9.0598     13.3651
-2.568     9.2342     13.5333
-2.7668    9.3693     13.7191
-2.8676    9.4375     14.0036
-2.9421    9.4356     14.2954
-2.9656    9.4055     14.4988
-2.8336    9.2617     14.8339
-2.6518    9.0604     15.1357
-2.3065    8.8608     15.355
-2.1101    8.7551     15.47
-1.8302    8.7014     15.4943
-1.4552    8.6302     15.4923
-1.0541    8.5794     15.4242
-0.8473    8.619      15.3344
-0.5214    8.6759     15.2355
-0.3453    8.6857     15.3076
-0.0177    8.7702     15.3247
0.1115     8.753      15.2832
0.2501     8.8118     14.9604
0.3635     8.8104     14.6726
0.5091     8.8419     14.4402
0.5267     8.8328     14.2341
0.4882     8.8321     14.0889
0.4307     8.8139     13.99












































































































































































3.2437     9.2793     12.8647    LORBIT
3.5864     9.3702     12.9112
3.8784     9.4491     12.9257
4.1094     9.5697     12.9011
4.4152     9.7796     12.9686
4.577      9.9174     13.0713
4.6945     10.0538    13.2302
4.7708     10.1855    13.3948
4.8137     10.2923    13.5499
4.9415     10.35      13.7658
5.0257     10.4104    14.0554
5.0176     10.4445    14.3119
5.0326     10.3146    14.628
4.8965     10.1221    14.8408
4.7051     9.9903     14.9871
4.5957     9.7586     15.1627
4.2828     9.5566     15.2548
4.0463     9.2644     15.3941
3.8022     9.1428     15.3644
3.5258     9.1102     15.269
3.1445     8.9956     15.208
2.7211     8.9429     15.3128
2.2081     8.8696     15.415
1.8322     8.9179     14.9237
1.6434     8.963      14.6288
1.5525     8.9631     14.4538
1.4946     8.9143     14.3144
1.4595     8.9009     14.1019












































































































































































-3.8946    9.9102     14.2177    RTEMFOS
-3.9458    9.8013     13.953
-3.9928    9.7037     13.7178
-4.0147    9.5955     13.4846
-4.0231    9.4897     13.2753
-4.0368    9.4054     13.055
-4.0495    9.2716     12.7903
-4.0648    9.1348     12.4884
-4.0859    9.0455     12.2423
-4.1021    8.9684     11.9951
-4.1257    8.9033     11.8178
-4.1384    8.8335     11.6394
-4.1542    8.7473     11.4978
-4.1916    8.6347     11.1709
-4.2266    8.5957     10.9542
-4.3276    8.6112     10.713
-4.4586    8.8018     10.6384
-4.5872    9.0807     10.5708
-4.7369    9.2536     10.5591
-4.8232    9.5071     10.5957
-4.8569    9.7248     10.6673
-4.936     9.9966     10.7254
-4.9887    10.1539    10.7651
-5.0201    10.3499    10.8172
















































































































































































5.659      11.1551    13.9434    LTEMFOS
5.6858     11.0941    13.7705
5.7487     11.0344    13.6187
5.7957     10.9251    13.442
5.8181     10.8688    13.2661
5.8538     10.8045    13.0828
5.8631     10.6699    12.8916
5.8631     10.6742    12.6831
5.8619     10.561     12.5676
5.8633     10.4868    12.3475
5.8776     10.3112    12.1759
5.8817     10.24      11.9658
5.892      10.0893    11.7958
5.8755     9.9948     11.5185
5.8888     9.8892     11.3641
5.9063     9.7435     11.1956
5.9149     9.6938     10.9739
5.9864     9.6074     10.7214
6.1444     9.6973     10.4651
6.2225     9.8395     10.3289
6.2543     9.9916     10.2577
6.2987     10.1892    10.2175
6.3991     10.4122    10.2355
6.4978     10.6454    10.2634
6.5515     10.9787    10.2918
6.5882     11.1504    10.3126
6.6234     11.2472    10.3269
6.5896     11.4363    10.4167












































































































































































1.4394     4.3714     13.0764    OP
1.6446     6.7371     13.3209    BA
1.8249     12.9045    12.5848    ST
1.9928     20.4284    13.2697    IV
-2.7089    7.4708     13.0164    R_PG
-4.3757    9.8184     11.9278    R_ZTI
-0.4832    14.8049    14.3426    R_M3D
-0.7473    17.7133    14.3541    R_M12
-0.3595    20.3442    14.6696    R_MP3
0.1442     22.0716    14.1841    R_PMI
5.9761     7.0117     12.4829    L_PG
7.7051     9.2093     11.099     L_ZTI
4.4463     14.6552    13.8868    L_M3D
4.7914     17.4329    13.8854    L_M12
4.5911     20.2254    14.2806    L_MP3
4.0519     21.8052    14.0247    L_PMI
4.5557     21.8901    16.0164    O1
-2.2293    10.0539    5.7366     O2
7.7582     8.9067     10.4593    O3
0.3315     1.5936     10.1688    O4




















































































































































































-2.291     14.0575    11.6692    RZYGINF
-2.4751    13.9418    11.5049
-2.6371    13.7995    11.3887
-2.7945    13.7282    11.3442
-3.0199    13.6654    11.3664
-3.3025    13.671     11.4717
-3.5791    13.4686    11.558
-3.701     13.1319    11.7046
-3.8091    12.9243    11.7506
-3.8617    12.7247    11.8118
-3.9561    12.4779    11.8525
-3.9661    12.2427    11.9289
-3.9968    11.8478    12.0279
-4.0595    11.6297    12.0634
-4.0636    11.3403    12.1387
-4.0691    11.0463    12.1388
-4.156     10.7656    11.9672
-4.2248    10.4709    11.8992
-4.2655    10.3554    11.9163
-4.2942    10.1135    11.97
-4.3329    9.9953     11.9673
-4.394     9.8146     11.9177


















































































































































































5.7271     13.9528    11.1562    LZYGINF
5.8767     13.8249    11.0365
5.9993     13.6146    10.9389
6.1977     13.3189    10.7943
6.3263     13.1568    10.7546
6.5457     12.9625    10.7197
6.7748     12.8251    10.7935
7.0022     12.574     10.8716
7.1419     12.3154    10.9703
7.1995     12.1352    11.0079
7.2387     11.8571    11.0796
7.2632     11.5894    11.1507
7.2518     11.3504    11.2258
7.3142     11.0426    11.2656
7.3037     10.7895    11.3399
7.318      10.4905    11.3086
7.3272     10.2127    11.3388
7.3596     10.032     11.3243
7.4503     9.7943     11.2607
7.5519     9.5567     11.2189
7.5536     9.3891     11.2057
7.552      9.1165     11.1522


















































































































































































-0.4956    14.8077    14.2951    R-ALV
-0.6431    15.128     14.3257
-0.7339    15.4735    14.2912
-0.8224    15.8356    14.2276
-0.7597    16.1707    14.2232
-0.7758    16.4008    14.2178
-0.8152    16.7516    14.2287
-0.7539    16.9667    14.2816
-0.8089    17.3458    14.2434
-0.7264    17.6904    14.3376
-0.7246    17.9737    14.404
-0.6885    18.1946    14.3992
-0.7117    18.4327    14.3259
-0.6357    18.8386    14.3208
-0.5269    19.0723    14.3597
-0.5193    19.3035    14.4071
-0.5088    19.5296    14.4605
-0.4913    19.7258    14.5097
-0.4781    19.9332    14.5528
-0.4549    20.1021    14.5721
-0.3986    20.2987    14.6261



















































































































































































4.4122     14.5858    13.9184    L-ALV
4.607      14.9444    13.872
4.7615     15.4076    13.7263
4.7513     15.8937    13.8054
4.801      16.3323    13.8317
4.8176     16.7532    13.8395
4.8681     17.1338    13.8787
4.8323     17.5672    13.8835
4.8195     17.9494    13.8879
4.8665     18.1709    13.9804
4.7702     18.4832    13.9192
4.7326     18.883     13.9399
4.7321     19.3377    14.0437
4.6989     19.6633    14.1503
4.6625     19.8286    14.1462
4.6621     20.0237    14.1609
4.6383     20.2051    14.2151
