NMNH       197174     Phu26stv
19.324     19.2626    14.2682    IN
15.7339    15.3867    16.6877    BR
11.7316    11.2568    14.1861    GL
11.7814    11.4045    13.6608    NA
9.8561     9.654      8.1969     RH
8.751      8.6123     4.934      NS
8.765      8.5868     4.026      PR
8.226      9.5117     4.1741     R_PR2
9.9071     10.4882    8.8279     R_PMS
10.1125    14.8254    8.7282     R_ZMI
10.8316    13.0196    11.605     R_ZMU
11.7471    11.9422    12.738     R_DA
10.7125    12.7144    14.2082    R_MTI
11.1059    13.3289    15.02      R_MTS
10.3136    14.6105    13.0035    R_FMO
10.3812    15.6196    12.6748    R_FMT
13.8121    19.4924    12.1459    R_PO
10.4849    16.7642    10.2789    R_ZTS
9.6977     8.0911     4.1911     L_PR2
11.0282    10.2023    9.4755     L_PMS
15.1049    10.0594    8.6781     L_ZMI
13.3533    10.7492    11.6002    L_ZMU
12.2079    11.4832    12.7692    L_DA
13.2096    10.2416    14.209     L_MTI
14.0307    10.5355    14.8045    L_MTS
14.9937    10.1719    13.0201    L_FMO
15.9794    10.2908    12.6727    L_FMT
19.7609    13.8741    12.0582    L_PO
17.0096    10.417     10.1874    L_ZTS
9.521      7.8746     5.1658     O1
10.9669    14.8102    14.1997    O2
18.4543    11.2067    10.5801    O3
19.8936    18.3179    13.7727    O4







































































































































































11.6709    11.3433    14.0827    GLRH
11.6954    11.3994    13.8836
11.745     11.4361    13.6642
11.7757    11.481     13.4575
11.8233    11.4976    13.2706
11.8433    11.4963    13.1167
11.8265    11.5118    12.9221
11.7807    11.5194    12.7005
11.7566    11.4757    12.4882
11.6977    11.4614    12.3102
11.6457    11.4489    12.1766
11.6037    11.3961    12.0143
11.5776    11.3456    11.8719
11.5276    11.2926    11.723
11.4533    11.2481    11.5563
11.4078    11.2102    11.3995
11.3452    11.1863    11.2892
11.2952    11.1431    11.1663
11.2643    11.0424    11.0218
11.2139    10.9659    10.8646
11.1143    10.9076    10.6802
11.0672    10.8676    10.5725
11.0271    10.7959    10.4735
10.982     10.7309    10.334
10.9073    10.6916    10.2332
10.8436    10.627     10.1068
10.7927    10.5566    9.9977
10.7149    10.4764    9.8111
10.625     10.4042    9.6793
10.5559    10.3012    9.4994
10.4392    10.2554    9.3319
10.3779    10.1725    9.186
10.3304    10.0996    9.0644
10.2169    10.0274    8.9088
10.148     9.9452     8.7363
10.0941    9.8598     8.6114
9.9742     9.8147     8.4777
9.9185     9.7369     8.344
9.8304     9.672      8.2082

































































































































































9.877      9.6219     8.1704     NOSE
9.6808     9.8101     8.0797
9.4736     9.8759     7.995
9.3603     10.0781    7.8172
9.2159     10.0777    7.6485
9.0579     10.0823    7.4701
8.9534     10.0285    7.2708
8.8927     10.0206    7.0657
8.8137     10.0141    6.912
8.6805     9.9763     6.7042
8.5883     9.9336     6.5605
8.602      9.8664     6.3767
8.5589     9.7808     6.2215
8.53       9.6596     6.1198
8.4767     9.5375     6.0038
8.3654     9.389      5.9193
8.3314     9.2164     5.8232
8.3795     9.0517     5.6419
8.3961     8.9785     5.5077
8.4423     8.8686     5.3463
8.45       8.8226     5.2312
8.5776     8.7402     5.0686
8.6314     8.6688     4.9814
8.7612     8.5921     4.9575
8.8776     8.3714     5.0362
9.0277     8.2122     5.2385
9.1373     8.1709     5.4198
9.2796     8.1411     5.5948
9.3663     8.186      5.7525
9.5685     8.1922     5.9026
9.7044     8.2259     5.9965
