AMNH       103364     scc9cs.xls
12.7688    12.7557    -6.1753    IN
11.066     10.8663    -8.401     BR
7.8379     7.9756     -7.4346    GL
7.7662     7.9191     -7.1999    NA
7.2886     7.4132     -5.7556    RH
6.6647     6.7762     -4.4282    NS
6.3936     6.5142     -4.1509    PR
6.7818     6.3702     -4.0454    R_PR2
7.6258     7.6837     -6.3892    R_PMS
9.7582     6.5907     -4.645     R_ZMI
8.597      7.1881     -5.668     R_ZMU
8.1674     7.9044     -6.7867    R_DA
9.0456     7.3157     -7.6922    R_MTI
9.165      7.5019     -8.092     R_MTS
9.8984     6.6661     -7.014     R_FMO
10.483     6.6773     -6.8752    R_FMT
12.4744    9.2187     -5.0566    R_PO
10.9602    6.7405     -5.2014    R_ZTS
6.1712     6.9292     -4.0244    L_PR2
7.4262     7.833      -6.294     L_PMS
6.3853     9.8863     -4.5767    L_ZMI
6.9634     8.8012     -5.7019    L_ZMU
7.7468     8.3775     -6.6399    L_DA
7.1047     9.333      -7.6955    L_MTI
7.3703     9.5003     -8.1541    L_MTS
6.5561     10.1806    -7.0143    L_FMO
6.7012     10.6373    -7.0549    L_FMT
9.2155     12.5267    -4.9252    L_PO
6.7294     11.0857    -5.2165    L_ZTS
6.3219     7.9392     -4.5255    O1
6.3386     10.0991    -5.4753    O2
9.1699     12.9567    -5.8779    O3
13.1511    11.9589    -6.6922    O4







































































































































































7.7992     7.9717     -7.4302    GLRH
7.7299     7.9168     -7.2392
7.6658     7.8399     -6.972
7.6005     7.7701     -6.6928
7.5033     7.6461     -6.3547
7.393      7.5337     -6.0736
7.3166     7.4497     -5.8967
7.2789     7.4399     -5.7833
































































































































































































7.2701     7.4492     -5.7673    NOSE
7.3498     7.3417     -5.7694
7.4119     7.234      -5.6964
7.4542     7.0635     -5.473
7.4347     6.9397     -5.215
7.3418     6.8083     -4.9928
7.2308     6.7934     -4.8774
7.0708     6.7871     -4.7833
6.8596     6.7861     -4.6629
6.7193     6.7478     -4.5273
6.6244     6.7652     -4.4689
6.5923     6.9342     -4.6044
6.6264     7.1902     -4.7652
6.729      7.4274     -4.9055
6.7767     7.5404     -5.1025
6.8757     7.6226     -5.3497
7.0014     7.5717     -5.4999
7.1453     7.5513     -5.6532
7.198      7.4959     -5.7029
7.277      7.4508     -5.7459




















































































































































































6.6556     6.8168     -4.4484    NASP-PR
6.5557     6.7274     -4.4194
6.4353     6.6131     -4.3091
6.3992     6.5764     -4.2233
6.3912     6.5771     -4.1424



































































































































































































7.6212     7.652      -6.3424    R-PM/MAX
7.651      7.544      -6.1971
7.71       7.3838     -5.9353
7.6552     7.2617     -5.7452
7.6017     7.1372     -5.531
7.5665     7.0131     -5.3309
7.5234     6.8709     -5.1172
7.5063     6.7146     -4.9005
7.4335     6.6194     -4.7717
7.3463     6.5082     -4.5853
7.2896     6.4026     -4.4524
7.2319     6.256      -4.2977
7.1923     6.2514     -4.1622
7.1533     6.3038     -4.0963


























































































































































































7.4562     7.782      -6.349     L-PM/MAX
7.3536     7.8629     -6.2351
7.211      7.8622     -5.9662
7.0991     7.7889     -5.7645
6.9582     7.7776     -5.5442
6.8416     7.7791     -5.37
6.6702     7.7491     -5.1167
6.5262     7.686      -4.8996
6.4149     7.6288     -4.7232
6.2906     7.5664     -4.5562
6.1518     7.4444     -4.4062
6.0635     7.3656     -4.2272
6.1372     7.3451     -4.0299



























































































































































































8.5751     6.5611     -3.9249    ROSTRUM
8.494      6.5199     -4.3245
8.466      6.5766     -4.553
8.396      6.6556     -4.8414
8.2779     6.749      -5.0384
8.1121     6.9164     -5.2152
8.0389     7.043      -5.3428
7.9537     7.1533     -5.4885
7.8572     7.2707     -5.6635
7.8152     7.353      -5.803
7.7327     7.4011     -5.9596
7.6712     7.5045     -6.1412
7.587      7.6055     -6.2469
7.4802     7.8254     -6.3837
7.3164     7.97       -6.1882
7.1931     8.1317     -5.8765
6.9733     8.2655     -5.4949
6.8113     8.3604     -5.2488
6.6298     8.4821     -5.0153
6.3744     8.5717     -4.4785
6.3722     8.6415     -4.2398
6.3824     8.6565     -4.0291
6.3905     8.6646     -3.8997

















































































































































































10.4555    6.7133     -7.0794    SUPORB
10.2679    6.7977     -7.4444
10.0593    6.9371     -7.7291
9.7336     7.1811     -7.9672
9.259      7.4161     -8.1347
8.8072     7.6968     -8.1793
8.4412     7.8922     -8.0705
8.1846     8.1426     -7.9605
8.0086     8.2283     -7.9707
7.7744     8.6154     -8.2088
7.6198     8.8918     -8.1995
7.4179     9.1981     -8.2276
7.2781     9.4869     -8.1578
7.1752     9.8283     -8.0597
7.0307     10.1013    -7.8366
6.8307     10.4442    -7.5032
6.7364     10.5637    -7.2283
6.6097     10.6709    -6.985






















































































































































































8.5957     7.1898     -5.6865    RORBIT
8.8129     6.9729     -5.7432
9.0266     6.785      -5.7693
9.1992     6.7105     -5.8858
9.4183     6.648      -6.007
9.6969     6.6218     -6.2758
9.8802     6.5894     -6.6443
9.9045     6.7232     -7.0769
9.8513     6.8158     -7.303
9.6024     7.0631     -7.507
9.4033     7.166      -7.5887
9.1711     7.2661     -7.6567
8.9347     7.4441     -7.6862
8.7252     7.5954     -7.6764
8.5708     7.7642     -7.5885
8.3803     7.8689     -7.4093
8.246      7.9414     -7.1253
8.1741     7.9157     -6.9443
8.1659     7.889      -6.8101





















































































































































































6.953      8.8092     -5.6928    LORBIT
6.8014     9.0572     -5.7259
6.5767     9.3561     -5.771
6.4705     9.6301     -5.9454
6.4268     9.9335     -6.203
6.4709     10.0725    -6.5274
6.5374     10.1371    -6.9004
6.6659     10.0918    -7.1791
6.792      9.925      -7.4014
6.8898     9.793      -7.5042
7.0056     9.5271     -7.6488
7.1941     9.2698     -7.7209
7.3708     9.0022     -7.6682
7.5114     8.7856     -7.5828
7.6145     8.5532     -7.377
7.738      8.469      -7.0707
7.7169     8.405      -6.8749
7.7355     8.4029     -6.7663






















































































































































































10.4567    6.7524     -7.0676    RTEMFOS
10.4754    6.673      -6.8038
10.4853    6.5287     -6.4456
10.4513    6.4383     -5.9788
10.4623    6.4264     -5.7012
10.5483    6.4306     -5.4632
10.7499    6.5846     -5.3201
10.8784    6.7026     -5.2744
































































































































































































6.6802     10.684     -6.9791    LTEMFOS
6.5877     10.6845    -6.7315
6.516      10.6223    -6.2965
6.4178     10.6138    -5.993
6.425      10.659     -5.611
6.5058     10.7797    -5.3575
6.6331     10.937     -5.2577
6.7296     11.1181    -5.2205
































































































































































































6.2432     6.4595     -6.7469    OP
7.5651     7.536      -7.5834    BA
10.0578    9.6604     -6.7674    ST
11.6446    11.0192    -7.0401    IV
9.4506     6.0395     -7.2677    R_PG
11.0255    6.3742     -6.7891    R_ZTI
10.5828    8.5711     -7.3518    R_M3D
11.8732    9.2322     -7.5954    R_M12
12.6941    10.4139    -7.2908    R_MP3
12.5335    10.9229    -7.2689    R_PMI
6.2898     9.628      -7.2395    L_PG
6.993      11.1151    -6.7174    L_ZTI
8.8938     10.4405    -7.2543    L_M3D
9.6855     11.4669    -7.4952    L_M12
11.0391    12.0685    -7.3105    L_MP3
11.6055    11.9341    -7.2067    L_PMI
10.989     11.9289    -6.6723    O1
8.8762     12.0374    -5.8083    O2
5.5358     9.4102     -5.7367    O3
6.1848     5.4925     -5.2642    O4




















































































































































































11.9842    8.4071     -6.8515    RZYGINF
11.9814    8.1517     -6.8795
11.9578    7.8361     -6.857
11.8095    7.4659     -6.8196
11.6525    7.197      -6.8183
11.5284    6.9511     -6.8411
11.3884    6.8195     -6.8593
11.2382    6.6146     -6.852
11.1591    6.5963     -6.8408
11.0418    6.484      -6.7733






























































































































































































8.9147     11.789     -6.7769    LZYGINF
8.6871     11.8342    -6.8164
8.449      11.8909    -6.8056
8.142      11.844     -6.7016
7.8651     11.7154    -6.6682
7.5598     11.546     -6.7265
7.31       11.4499    -6.7573
7.0211     11.2539    -6.7653
6.8985     11.1514    -6.7235































































































































































































10.6395    8.5111     -7.3543    R-ALV
11.0449    8.6068     -7.4132
11.3414    8.7552     -7.4374
11.6533    8.9572     -7.4665
11.9334    9.221      -7.5786
12.2641    9.5293     -7.5098
12.3476    9.7652     -7.4569
12.5027    10.1488    -7.4541
12.5813    10.4792    -7.3317































































































































































































8.8682     10.4529    -7.2488    L-ALV
8.9536     10.7252    -7.2937
9.17       11.0656    -7.3725
9.3608     11.2814    -7.4342
9.5664     11.4802    -7.4601
9.8962     11.7575    -7.4667
10.2161    11.889     -7.3718
10.5482    12.0043    -7.322
10.7668    12.0558    -7.311
10.9227    12.1114    -7.3033
11.0775    12.0985    -7.2897
