LSZT       R41        Phu193sf
0.523      18.6671    11.8231    IN
0.9352     14.0854    15.7032    BR
1.2283     7.72       13.8512    GL
1.2122     7.8116     13.0721    NA
1.2097     4.9919     8.7373     RH
1.1984     2.8        5.7209     NS
1.286      2.4854     4.9692     PR
0.4961     2.6796     5.0153     R_PR2
0.5466     5.524      9.0924     R_PMS
-2.5099    8.6244     8.4003     R_ZMI
-0.9689    8.2119     11.2018    R_ZMU
0.7479     8.1309     12.1896    R_DA
-0.4326    7.8918     13.5765    R_MTI
-0.3503    8.3673     14.5663    R_MTS
-2.2426    8.6907     12.4434    R_FMO
-3.0094    9.4016     12.2726    R_FMT
-3.4567    14.791     10.6541    R_PO
-3.6806    10.2116    9.6606     R_ZTS
1.8464     2.9003     4.8785     L_PR2
1.7682     5.6816     9.1456     L_PMS
4.2971     8.9881     7.8652     L_ZMI
3.3708     8.3977     10.9767    L_ZMU
1.54       8.2365     12.171     L_DA
3.1281     8.0251     13.4896    L_MTI
3.1252     8.5854     14.2689    L_MTS
4.4942     9.0176     12.1026    L_FMO
5.054      9.9716     11.8212    L_FMT
4.6402     15.3136    10.2646    L_PO
5.3364     10.5129    9.0639     L_ZTS
0.2762     2.9055     5.9776     O1
4.6587     10.0704    13.1436    O2
-4.3196    11.5953    9.6216     O3
0.9795     18.4505    12.2481    O4







































































































































































1.2432     7.6982     13.836     GLRH
1.2425     7.7098     13.5469
1.1992     7.7675     13.3307
1.2191     7.792      13.1193
1.2099     7.8056     13.0023
1.2124     7.8361     12.7805
1.1956     7.8566     12.5821
1.192      7.8752     12.4061
1.1813     7.8522     12.2612
1.1962     7.8099     12.1114
1.1981     7.7502     11.9156
1.2024     7.6912     11.7379
1.2089     7.5809     11.4822
1.1918     7.5057     11.3057
1.18       7.4232     11.1324
1.1965     7.3057     10.9395
1.2172     7.1719     10.7309
1.219      7.0192     10.5787
1.2036     6.873      10.4576
1.2152     6.6442     10.2416
1.2185     6.4405     10.0424
1.1818     6.1408     9.8099
1.1867     5.9392     9.6059
1.1978     5.7434     9.4306
1.1943     5.5213     9.2217
1.1813     5.3234     9.0593
1.1976     5.1568     8.9095
1.2023     5.055      8.8246
1.2158     4.9816     8.7308











































































































































































1.2126     5.0101     8.7137     NOSE
1.0442     4.9749     8.6798
0.849      4.9336     8.5308
0.7107     4.8533     8.4423
0.6065     4.805      8.3627
0.49       4.7944     8.3137
0.3834     4.707      8.1814
0.2752     4.5836     8.0424
0.1965     4.4667     7.8575
0.0761     4.3057     7.6156
0.0337     4.1177     7.3784
0.0224     3.9738     7.0905
0.1421     3.8016     6.8174
0.2089     3.6793     6.628
0.3284     3.5427     6.4901
0.4184     3.415      6.3624
0.5989     3.2218     6.279
0.7482     3.0146     6.1572
0.9098     2.8449     5.9977
1.0989     2.8008     5.7938
1.2258     2.7534     5.6887
1.327      2.8072     5.8599
1.4781     2.9817     6.0339
1.5641     3.1106     6.1349
1.7383     3.2864     6.242
1.9107     3.4954     6.3173
2.0539     3.7        6.4305
2.1778     3.9597     6.7286
2.2707     4.0711     6.9175
2.3348     4.2027     7.1883
2.3459     4.3058     7.369
2.2478     4.4295     7.5722
2.1923     4.5245     7.7079
2.1104     4.6374     7.8583
2.0726     4.69       7.9641
1.9887     4.77       8.0796
1.963      4.8161     8.2205
1.856      4.9124     8.3082
1.7167     4.8854     8.429
1.5464     4.9371     8.5666
1.4197     4.9937     8.6585
1.3169     5.0261     8.726
1.1791     4.9926     8.7288





























































































































































1.185      2.8154     5.7387     NASP-PR
1.2002     2.5994     5.5191
1.2052     2.4988     5.3285
1.2003     2.4616     5.1451
1.2511     2.4649     5.0347
1.263      2.5036     4.9206


































































































































































































0.5561     5.5036     9.0569     R-PM/MAX
0.4541     5.2687     8.9024
0.368      5.0445     8.6919
0.3112     4.8744     8.4716
0.1966     4.7608     8.3566
0.1216     4.6205     8.1809
0.0336     4.4573     8.0012
-0.0536    4.3408     7.7878
-0.1425    4.2438     7.5819
-0.1712    4.1704     7.4069
-0.2346    4.1189     7.2492
-0.3627    4.0738     6.9545
-0.4854    4.0161     6.7309
-0.5304    3.9044     6.5121
-0.562     3.828      6.3021
-0.5536    3.7374     6.1149
-0.5492    3.6541     5.948
-0.5428    3.5615     5.7211
-0.5393    3.5136     5.5065
-0.4543    3.5383     5.3983




















































































































































































1.7892     5.684      9.1413     L-PM/MAX
1.8413     5.5272     8.9924
1.9513     5.3813     8.8325
1.9942     5.229      8.7028
2.0723     5.1367     8.549
2.1083     5.0247     8.4307
2.1303     4.8287     8.2162
2.1938     4.7263     8.0634
2.2779     4.686      7.9449
2.3535     4.6252     7.8154
2.3805     4.5321     7.6838
2.4151     4.4854     7.5624
2.4484     4.428      7.4238
2.4869     4.3346     7.2109
2.5115     4.2582     6.9889
2.5929     4.1993     6.7684
2.6515     4.1834     6.6349
2.716      4.0965     6.4188
