AMNH       80775      Phu12stv
5.0186     5.1788     -9.9298
4.9778     5.1236     -9.8222































































































































































4.9619     5.1269     -9.7917    NOSE
5.0938     5.0155     -9.7686
5.1639     4.9197     -9.7352
5.1963     4.8004     -9.6941
5.2869     4.613      -9.5294
5.3247     4.5137     -9.4372
5.3393     4.3716     -9.3159
5.3389     4.2354     -9.1882
5.2861     4.154      -9.0861
5.2799     4.0697     -8.9684
5.2441     4.006      -8.8647
5.2288     3.8927     -8.6607
5.2179     3.792      -8.5483
5.1729     3.5791     -8.3361
5.1009     3.5186     -8.163
5.0516     3.4523     -8.0474
4.9747     3.3984     -7.8666
4.9172     3.3332     -7.7296
4.8357     3.3072     -7.6444
4.7405     3.2365     -7.4594
4.6755     3.1862     -7.3433
4.5487     3.1455     -7.1584
4.4269     3.0961     -7.0298
4.228      3.0711     -6.8754
4.1304     3.0783     -6.8091
4.0031     3.0593     -6.7349
3.8888     3.021      -6.6137
3.7475     3.1095     -6.5475
3.6631     3.1446     -6.3742
3.5906     3.1636     -6.1934
3.5328     3.2659     -6.0832
3.4488     3.369      -6.0641
3.3566     3.4547     -6.0498
3.2655     3.5055     -6.1175
3.1844     3.5504     -6.1853
3.1463     3.6375     -6.3231
3.1115     3.7343     -6.4761
3.0974     3.7881     -6.5338
2.9958     4.0117     -6.6516
3.0748     4.2506     -6.8176
3.0818     4.4107     -6.9056
3.0754     4.5456     -7.0151
3.0689     4.6646     -7.0852
3.0888     4.7665     -7.1639
3.1347     4.8854     -7.3336
3.1633     5.0128     -7.464
3.2135     5.0881     -7.5682
3.252      5.1373     -7.6697
3.3212     5.1631     -7.7968
3.3738     5.2378     -7.9432
3.4172     5.2844     -8.047
3.5386     5.3011     -8.1201
3.6018     5.3058     -8.2005
3.7339     5.3322     -8.4168
3.8016     5.3432     -8.5254
3.862      5.3791     -8.6576
3.9455     5.4297     -8.8303
4.0492     5.4678     -8.9136
4.2065     5.5307     -9.0422
4.3076     5.5786     -9.2726
4.4261     5.543      -9.3505
4.5148     5.4546     -9.4242
4.6003     5.3871     -9.5651
4.7499     5.3546     -9.6849
4.8341     5.2817     -9.7248
4.9426     5.1458     -9.7652






































































































































3.4633     3.4485     -6.1025    NASP-PR
3.3003     3.3883     -5.9339
3.258      3.2608     -5.6846
3.2249     3.2061     -5.4055
3.181      3.1691     -5.1958
3.2412     3.1181     -5.0034
3.2602     3.1354     -4.8386

































































































































































































6.2014     5.3855     -10.721    R-PM/MAX
6.1428     5.2304     -10.5616
6.0487     5.1044     -10.4309
6.001      4.9943     -10.3139
5.9726     4.9014     -10.2238
5.9142     4.8113     -10.1398
5.841      4.6247     -9.9283
5.7952     4.4959     -9.75
5.734      4.3712     -9.6027
5.6889     4.2836     -9.4468
5.604      4.147      -9.2562
5.5386     4.0369     -9.1077
5.5033     3.9368     -8.9995
5.4731     3.847      -8.904
5.4492     3.706      -8.741
5.4013     3.6292     -8.5893
5.3623     3.5502     -8.41
5.3347     3.4672     -8.2212
5.3241     3.4091     -8.0331
5.3336     3.3158     -7.8586
5.3225     3.2211     -7.6822
5.3329     3.1417     -7.5401
5.3303     3.0966     -7.4251
5.2992     3.0398     -7.3017
5.2768     2.959      -7.144
5.417      2.8418     -6.9385
5.4555     2.7034     -6.7939
5.5512     2.4365     -6.2792
5.6005     2.3673     -6.0773
5.6167     2.3355     -5.83
5.6418     2.4441     -5.5109
5.7564     2.5208     -5.2561
5.798      2.6233     -5.0779







































































































































































4.8617     6.2842     -10.3184   L-PM/MAX
4.7207     6.1977     -10.159
4.6031     6.1245     -10.0085
4.5398     6.082      -9.9137
4.4511     6.0301     -9.8001
4.3509     5.945      -9.6382
4.2488     5.8811     -9.4801
4.1649     5.8462     -9.3865
4.0656     5.8026     -9.2508
3.9913     5.7653     -9.1314
3.8991     5.7027     -8.9952
3.7942     5.6711     -8.8295
3.7141     5.6201     -8.7022
3.6516     5.5901     -8.5805
3.5773     5.5408     -8.4811
3.4683     5.4739     -8.2794
3.3929     5.4597     -8.1714
3.3404     5.4341     -8.0525
3.2879     5.4206     -7.882
3.2157     5.4251     -7.7033
3.1378     5.42       -7.529
3.0611     5.3918     -7.3732
2.9915     5.3975     -7.1905
2.9138     5.4227     -7.0046
2.7976     5.4288     -6.8189
2.6503     5.368      -6.5885
2.5912     5.3404     -6.4099
2.5196     5.3536     -6.2189
2.4486     5.4438     -6.0735
2.4229     5.4439     -5.8766
2.4068     5.4859     -5.7076
2.4398     5.462      -5.551
2.5142     5.4675     -5.435
2.597      5.4584     -5.2755
2.6432     5.5776     -4.9752





































































































































































8.8408     5.1498     -6.5114    ROSTRUM
8.8677     5.0923     -6.7696
8.827      5.0107     -6.9626
8.807      4.9595     -7.1365
8.6548     4.9022     -7.3131
8.4832     4.9169     -7.4863
8.3602     4.9662     -7.6474
8.1316     4.9557     -7.8763
8.0459     5.008      -8.0754
7.9356     4.9769     -8.3296
7.8264     4.9424     -8.516
7.7818     4.9229     -8.6658
7.6818     4.8641     -8.8374
7.6336     4.8523     -9.0293
7.6398     4.8563     -9.1581
7.5863     4.7751     -9.3328
7.526      4.6418     -9.5181
7.5144     4.5678     -9.6513
7.4918     4.5015     -9.741
7.4252     4.3962     -9.8982
7.3852     4.3425     -10.0406
7.3174     4.3433     -10.2008
7.2026     4.392      -10.3711
7.077      4.5325     -10.4467
6.9094     4.6853     -10.5415
6.7871     4.8764     -10.5488
6.6234     5.0032     -10.534
6.4276     5.1372     -10.5985
6.304      5.2458     -10.639
6.1544     5.3162     -10.6377
6.0446     5.3535     -10.7442
5.8829     5.4405     -10.8174
5.7314     5.5406     -10.8285
5.6454     5.6138     -10.857
5.5641     5.6974     -10.8602
5.4475     5.8067     -10.8563
5.2254     5.9425     -10.7305
5.1024     6.1763     -10.6038
5.0294     6.3442     -10.5553
4.9615     6.4244     -10.502
4.8581     6.5354     -10.492
4.7666     6.7273     -10.4146
4.6667     6.9508     -10.39
4.5234     7.0604     -10.3381
4.4089     7.1955     -10.3114
4.3267     7.2823     -10.3075
4.2515     7.3537     -10.2827
4.2908     7.3787     -10.2088
4.2514     7.4424     -10.0468
4.3744     7.5009     -9.7725
4.4338     7.502      -9.5994
4.494      7.4857     -9.4023
4.6523     7.5914     -9.188
4.7392     7.6666     -9.0152
4.7885     7.6398     -8.7914
4.8157     7.7064     -8.557
4.8912     7.8252     -8.3698
4.9018     7.8681     -8.1573
4.9357     7.9446     -7.9105
4.9499     8.0587     -7.7144
4.9031     8.0841     -7.4854
4.8921     8.1944     -7.231
4.913      8.3548     -6.953
4.9806     8.4634     -6.6996
5.0285     8.4872     -6.525
5.1119     8.494      -6.3608
5.1718     8.5435     -6.1974





































































































































12.1392    6.2569     -14.6662   SUPORB
12.1478    6.3041     -14.7801
12.084     6.3526     -15.0244
12.0669    6.4486     -15.2712
12.0283    6.4853     -15.4188
11.9645    6.5082     -15.5831
11.8282    6.5788     -15.8027
11.6665    6.6137     -15.9781
11.4304    6.5968     -16.1314
11.1834    6.6693     -16.3173
10.983     6.7142     -16.4215
10.8019    6.8315     -16.5673
10.603     6.9784     -16.7233
10.5169    7.1135     -16.8303
10.3267    7.2528     -16.9329
10.1039    7.3535     -17.0058
9.9376     7.4621     -17.0427
9.8483     7.6123     -17.1141
9.7006     7.7334     -17.1572
9.5569     7.8342     -17.1839
9.417      7.939      -17.201
9.2216     8.0363     -17.2071
9.0761     8.045      -17.2016
8.9011     8.1663     -17.201
8.7346     8.1777     -17.1611
8.511      8.2014     -17.093
8.3564     8.1938     -17.0452
8.1893     8.3182     -16.9782
8.0364     8.3589     -16.9544
7.8999     8.506      -17.0146
7.8066     8.682      -17.0603
7.7875     8.8685     -17.1132
7.8135     9.0329     -17.1577
7.7731     9.1581     -17.1698
7.7296     9.3112     -17.1901
7.7028     9.4281     -17.1785
7.5418     9.5987     -17.1781
7.4618     9.6901     -17.1737
7.3116     9.7722     -17.1323
7.2344     9.8942     -17.1071
7.1569     10.0162    -17.0787
7.0071     10.0871    -17.0022
6.8127     10.152     -16.8963
6.6494     10.2106    -16.8023
6.4853     10.2928    -16.7268
6.3684     10.5459    -16.6264
6.3789     10.6405    -16.5792
6.2413     10.9568    -16.438
6.1923     11.1898    -16.3314
6.1596     11.3788    -16.2242
6.1366     11.571     -16.1032
6.0532     11.7126    -15.9637
6.0718     11.8542    -15.8267
5.9722     11.9249    -15.6853
6.015      12.1429    -15.4433
5.9744     12.2083    -15.2414
5.9265     12.2429    -15.0028
5.9603     12.3142    -14.7707
5.8869     12.1511    -14.6338
5.7671     12.1562    -14.335












































































































































9.4813     6.4938     -13.3313   RORBIT
9.711      6.4163     -13.4076
9.9324     6.314      -13.4877
10.0915    6.2676     -13.5789
10.3546    6.1925     -13.7404
10.5136    6.1357     -13.8568
10.6328    6.1393     -13.9572
10.8049    6.1356     -14.1142
10.8849    6.1994     -14.2582
10.9739    6.1913     -14.4827
11.0139    6.2263     -14.6958
10.9665    6.2339     -14.8718
10.9003    6.2194     -15.0602
10.7999    6.2368     -15.2382
10.7007    6.2656     -15.3489
10.5501    6.257      -15.5426
10.3798    6.3364     -15.6436
10.1193    6.3806     -15.7979
10.0067    6.4492     -15.809
9.8826     6.5042     -15.8306
9.764      6.5305     -15.8422
9.6166     6.5945     -15.8799
9.494      6.6822     -15.9068
9.4154     6.8096     -15.8872
9.2674     6.8914     -15.9247
9.2131     7.0667     -15.8966
9.1122     7.2497     -16.0438
8.8082     7.3584     -16.0992
8.7701     7.4251     -16.0952
8.665      7.6111     -16.0017
8.6145     7.709      -15.8193
8.5718     7.7526     -15.656
8.5999     7.814      -15.4565
8.6308     7.8783     -15.2964
8.7352     7.964      -15.1923
8.5457     7.879      -14.9877
8.4387     7.8491     -14.8543
8.3691     7.8196     -14.7614
8.2999     7.7808     -14.6234

































































































































































6.2063     9.5978     -13.2323   LORBIT
6.1125     9.7416     -13.3092
5.9503     9.8897     -13.3512
5.8676     10.0313    -13.4051
5.8345     10.1597    -13.4448
5.8047     10.3104    -13.5212
5.7888     10.5453    -13.6574
5.7395     10.7107    -13.747
5.7378     10.8188    -13.8288
5.7605     10.983     -13.9871
5.7874     11.0826    -14.1469
5.7644     11.1755    -14.346
5.77       11.2409    -14.5028
5.7544     11.2339    -14.6738
5.7417     11.1733    -14.8384
5.758      11.0851    -15.0038
5.7682     11.0277    -15.0855
5.7845     10.9654    -15.1899
5.7991     10.8696    -15.2841
5.8074     10.8047    -15.3751
5.838      10.7154    -15.4524
5.8534     10.6063    -15.5503
5.9012     10.4269    -15.6718
6.0729     10.3311    -15.6935
6.1592     10.2074    -15.7267
6.2469     10.0381    -15.7665
6.3371     9.9039     -15.78
6.448      9.7121     -15.7794
6.5174     9.6314     -15.7781
6.7345     9.5048     -15.7761
6.855      9.2706     -16.0218
6.9938     9.0519     -16.0316
7.2037     8.8839     -16.036
7.3652     8.7743     -15.7892
7.4325     8.7537     -15.5313
7.4701     8.7314     -15.3169
7.4947     8.7445     -15.1701
7.5027     8.7254     -15.0639
7.4781     8.665      -14.8996
7.4755     8.6119     -14.7198
7.4549     8.56       -14.6211
7.4531     8.5886     -14.5576






























































































































































12.2174    6.2451     -14.556    RTEMFOS
12.2225    6.1558     -14.3898
12.1803    6.0792     -14.1551
12.1707    6.0169     -13.9572
12.1283    5.977      -13.74
12.094     5.9333     -13.5538
12.0738    5.8849     -13.443
12.0299    5.8161     -13.2752
11.9992    5.7824     -13.093
11.9371    5.7136     -12.9631
11.9164    5.714      -12.7213
11.8649    5.669      -12.5399
11.8169    5.561      -12.3996
11.8103    5.5209     -12.2196
11.7733    5.4546     -12.0862
11.7615    5.4339     -11.9378
11.7291    5.4187     -11.8124
11.7502    5.3371     -11.6818
11.7806    5.2974     -11.5109
11.8513    5.2873     -11.3777
12.022     5.3378     -11.2474
12.1902    5.3973     -11.2167
12.4139    5.5163     -11.1923
12.5832    5.5608     -11.195
12.8333    5.6743     -11.192
13.0078    5.7825     -11.231














































































































































































5.7461     12.16      -14.39     LTEMFOS
5.6694     12.1393    -14.1819
5.6196     12.0936    -13.966
5.5928     12.0731    -13.7521
5.5544     12.0225    -13.5537
5.5452     12.0096    -13.3453
5.4732     11.9599    -13.2025
5.4354     11.9167    -12.9724
5.4356     11.8561    -12.8298
5.3883     11.8136    -12.6393
5.3276     11.741     -12.4573
5.281      11.7032    -12.3109
5.2405     11.6699    -12.1679
5.1995     11.6409    -12.0129
5.202      11.6088    -11.8338
5.1527     11.5984    -11.648
5.1003     11.5851    -11.4943
5.113      11.7243    -11.3619
5.0957     11.9237    -11.3074
5.1196     12.1145    -11.2235
5.2921     12.3894    -11.1191
5.3321     12.6005    -11.086
5.4526     12.7848    -11.1065
5.5222     13.0169    -11.2274
5.6544     13.198     -11.1246
5.6374     13.4419    -11.0835














































































































































































4.5453     5.143      -10.0947   OP
5.9913     6.6974     -10.5743   BA
9.5705     10.431     -11.4416   ST
13.3697    14.7689    -13.4087   IV
9.1048     4.0978     -10.7072   R_PG
11.7252    4.6326     -10.2401   R_ZTI
11.3065    9.2701     -12.9338   R_M3D
13.5256    11.0159    -13.6391   R_M12
15.3057    13.0843    -14.4539   R_MP3
15.8221    14.3794    -14.7629   R_PMI
3.3823     9.7172     -10.0793   L_PG
3.7032     12.2807    -9.6515    L_ZTI
8.1597     12.206     -12.7866   L_M3D
9.8433     14.4346    -13.5666   L_M12
11.6258    16.3678    -14.4126   L_MP3
12.9799    16.9067    -14.6388   L_PMI
15.1827    17.5845    -14.9715   O1
6.6661     11.878     -4.2797    O2
11.7846    4.3484     -9.7639    O3
1.5807     5.6308     -8.0077    O4




















































































































































































13.1043    8.7854     -10.7891   RZYGINF
13.1275    8.5538     -10.6961
13.1525    8.4114     -10.587
13.182     8.2787     -10.4545
13.2263    8.1611     -10.3419
13.2032    8.0132     -10.2783
13.1746    7.8576     -10.2366
13.2232    7.6728     -10.2329
13.2579    7.4416     -10.2344
13.1452    7.1619     -10.3106
13.0795    7.0012     -10.352
12.9796    6.8273     -10.3785
12.9631    6.6167     -10.4078
12.8061    6.4697     -10.4102
12.6943    6.3676     -10.4254
12.5563    6.1318     -10.4026
12.4624    5.9879     -10.433
12.3505    5.8826     -10.4442
12.283     5.7277     -10.4671
12.2308    5.5592     -10.4855
12.1968    5.3745     -10.4831
12.1067    5.2722     -10.4977
11.9849    5.1482     -10.4778
11.9052    4.943      -10.3949
11.8226    4.7906     -10.3507
11.7385    4.6015     -10.1945














































































































































































7.5129     13.8575    -10.3912   LZYGINF
7.3153     13.7994    -10.2319
7.1963     13.8111    -10.1299
7.0876     13.8376    -9.9988
6.9121     13.8233    -9.8719
6.6971     13.833     -9.8123
6.5088     13.8931    -9.8396
6.287      13.7964    -9.8267
6.0216     13.7752    -9.8776
5.825      13.6114    -9.9792
5.6488     13.4567    -9.9962
5.5499     13.3795    -10.019
5.3194     13.2452    -10.0001
5.2109     13.1267    -10.0248
5.026      12.9884    -10.061
4.8391     12.8718    -10.0878
4.7405     12.6601    -10.1164
4.6144     12.6245    -10.1671
4.4175     12.6143    -10.1563
4.2358     12.5437    -10.122
4.0799     12.4469    -10.0662
3.9477     12.3771    -9.9304
3.8363     12.2964    -9.8139
3.7403     12.1733    -9.7636
















































































































































































11.5047    9.2351     -12.842    R-ALV
11.6772    9.2589     -12.8014
11.8148    9.2967     -12.8353
11.9791    9.3468     -12.8369
12.1762    9.4334     -12.8765
12.344     9.5232     -12.9409
12.426     9.6127     -13.0248
12.5749    9.7639     -13.0669
12.6829    9.8886     -13.1109
12.8008    10.023     -13.2338
12.9284    10.1481    -13.2986
13.0576    10.3031    -13.3594
13.1667    10.359     -13.4391
13.3079    10.4829    -13.4406
13.3689    10.6383    -13.5631
13.4308    10.8182    -13.5783
13.4965    10.954     -13.6078
13.6083    11.0951    -13.6564
13.6972    11.1632    -13.7041
13.8512    11.36      -13.7805
13.985     11.4807    -13.8473
14.1048    11.6511    -13.8773
14.1149    11.8138    -13.9529
14.1717    11.9358    -14.0287
14.3063    12.0798    -14.1322
14.4742    12.1848    -14.2556
14.5812    12.2859    -14.2925
14.6712    12.3793    -14.3165
14.7784    12.4903    -14.3546
14.8905    12.6322    -14.4266
14.9783    12.691     -14.4369
15.0814    12.8113    -14.4462
15.1793    12.9096    -14.4368
15.2376    13.0271    -14.4883






































































































































































8.1938     12.3113    -12.7509   L-ALV
8.206      12.4369    -12.7701
8.2428     12.6272    -12.8249
8.2743     12.7675    -12.8385
8.3433     12.9687    -12.8404
8.4072     13.0952    -12.8749
8.5185     13.2522    -12.895
8.7079     13.4238    -13.0286
8.8166     13.5087    -13.1206
8.8714     13.6145    -13.1488
8.9611     13.7371    -13.1992
9.0929     13.8869    -13.1856
9.2097     14.0359    -13.277
9.2891     14.177     -13.3534
9.4499     14.3328    -13.437
9.6685     14.3458    -13.5061
9.8745     14.4611    -13.5315
9.9772     14.6025    -13.6042
10.08      14.7215    -13.672
10.1956    14.8476    -13.6975
10.2943    15.0319    -13.8005
10.501     15.1388    -13.8561
10.6387    15.2612    -13.8728
10.7339    15.3543    -13.9834
10.8028    15.4935    -13.9978
10.8771    15.6013    -14.0813
10.9924    15.7382    -14.1656
11.0854    15.8885    -14.1956
11.238     16.0926    -14.2453
11.3426    16.2709    -14.2583
11.4661    16.3874    -14.2976
11.5883    16.459     -14.3509
