UCMVZ      117245     Phu45stv






















































































































10.6248    8.9098     10.2664    R-PM/MAX
10.4576    8.7803     10.1072
10.3294    8.7364     9.941
10.1717    8.6285     9.7925
10.0178    8.5832     9.6152
9.9142     8.5401     9.5054
9.7843     8.4792     9.3723
9.5903     8.4156     9.1817
9.4618     8.3814     9.0463
9.2963     8.3139     8.8185
9.2083     8.2615     8.6641
9.1155     8.2398     8.4927
9.0147     8.1943     8.3721
8.9119     8.1651     8.1595
8.8286     8.1188     7.993
8.7475     8.1024     7.7845
8.6594     8.046      7.6067
8.6113     8.0135     7.4319
8.5553     8.0222     7.2596
8.486      8.0072     7.1471
8.3567     8.0148     6.9336
8.2577     8.0047     6.6535
8.1579     7.9776     6.4578
8.0771     7.9527     6.1628
8.0417     7.9829     5.9208
8.0959     7.9777     5.5358
8.1272     7.793      5.3973













































































































































































11.6333    8.3422     10.3721    L-PM/MAX
11.5099    8.2362     10.2979
11.5066    8.171      10.2023
11.5024    8.0954     10.0904
11.4433    7.9859     9.9537
11.3803    7.908      9.862
11.37      7.8014     9.7359
11.3468    7.7167     9.6127
11.3005    7.6082     9.4938
11.2731    7.5124     9.3758
11.2381    7.3768     9.2399
11.1712    7.2724     9.1067
11.17      7.1519     9.0024
11.1552    7.0739     8.9023
11.1157    6.9862     8.8221
11.0855    6.8471     8.6507
11.0453    6.723      8.463
10.9063    6.5429     8.1405
10.8513    6.4418     7.9197
10.8111    6.3623     7.7242
10.7125    6.289      7.5392
10.6784    6.2484     7.3965
10.6681    6.2285     7.3364
10.6688    6.1618     7.1373
10.6396    6.0922     6.9441
10.6043    6.0042     6.7604
10.569     5.926      6.5521
10.6312    5.8716     6.3596
10.605     5.8279     6.1793
10.5213    5.7968     5.9556
10.557     5.7348     5.6302
10.5941    5.7735     5.4784
10.5315    5.7972     5.3057
10.4074    5.8877     5.2145






































































































































































9.4712     10.4027    6.3197     ROSTRUM
9.4093     10.246     6.572
9.4353     10.1303    6.7712
9.4872     9.9511     7.044
9.5193     9.7779     7.326
9.487      9.5941     7.6229
9.4515     9.4892     7.8611
9.3853     9.4492     8.0535
9.3112     9.361      8.2892
9.2218     9.2819     8.554
9.2274     9.1783     8.8226
9.2601     9.0041     9.0137
9.4065     8.8038     9.1531
9.5685     8.6755     9.3136
9.8221     8.4945     9.4634
9.9387     8.3224     9.5443
10.0283    8.1783     9.6146
10.1498    8.0849     9.7032
10.3427    7.8366     9.768
10.5887    7.6053     9.7266
10.8306    7.4447     9.5524
11.0195    7.4366     9.4552
11.192     7.4001     9.2888
11.4051    7.2451     9.17
11.6336    7.141      9.0409
11.7361    7.1198     8.9246
11.9307    7.0953     8.7712
11.9355    7.1238     8.516
11.9806    7.2399     8.2057
12.0292    7.3642     7.9717
12.1238    7.479      7.6773
12.1914    7.5089     7.4325
12.2798    7.5443     7.3205
12.3962    7.4934     7.0533
12.5562    7.4729     6.8024
12.688     7.4642     6.6225
12.7853    7.4766     6.4533
12.8358    7.475      6.2565
12.9022    7.5049     6.1648

































































































































































10.7478    13.4221    13.8231    SUPORB
10.7273    13.3867    14.1717
10.7883    13.2649    14.5245
10.8261    13.0942    14.8315
10.9029    12.7865    15.1841
10.997     12.5424    15.3756
11.0347    12.3481    15.4933
11.1203    12.1759    15.6072
11.2971    12.1134    15.7564
11.5947    11.8229    16.0145
11.8171    11.7876    16.0909
12.0987    11.6959    16.1608
12.2337    11.529     16.1961
12.2427    11.3063    16.1779
12.2916    11.0278    16.1257
12.2718    10.8463    16.0847
12.257     10.6678    16.0234
12.2939    10.418     15.9314
12.3113    10.2236    15.8296
12.2861    10.063     15.7383
12.4262    9.859      15.6741
12.6071    9.7143     15.6461
12.9829    9.7307     15.8643
13.2314    9.7781     15.953
13.5085    9.8539     16.0487
13.8575    9.803      16.0964
14.0514    9.7748     16.0897
14.248     9.5834     16.0084
14.4346    9.3334     15.8809
14.5701    9.0366     15.6505
14.8203    8.7933     15.4136
14.9421    8.7409     15.3505
15.1434    8.7441     15.2387
15.3193    8.7893     15.1544
15.4695    8.8448     15.0964
15.5673    8.8197     14.9275
15.7493    8.7679     14.6486
15.8428    8.8204     14.5228
15.9278    8.8082     14.3359
15.9862    8.8194     14.1376
16.0482    8.7785     13.907
16.0871    8.7898     13.6723






























































































































































11.2957    11.3656    12.2209    RORBIT
11.0433    11.5328    12.3022
10.974     11.6855    12.4271
10.8281    11.8117    12.5147
10.7809    12.1012    12.7497
10.6491    12.2568    12.923
10.6278    12.3783    13.0394
10.6003    12.498     13.1913
10.5923    12.5944    13.3331
10.6139    12.648     13.4495
10.6274    12.7061    13.6392
10.6293    12.7556    13.8607
10.6138    12.7517    14.0634
10.6142    12.5479    14.3495
10.6642    12.2694    14.574
10.7158    11.9998    14.7201
10.8912    11.7269    14.7924
10.9861    11.4726    14.8453
11.1245    11.2905    14.8361
11.2164    11.1368    14.8088
11.3239    11.0747    14.7693
11.455     10.8134    14.8306
11.5876    10.666     14.9245
11.7808    10.5227    14.9323
12.0227    10.5769    14.7244
12.0218    10.4196    14.5646
12.1055    10.5027    14.4659
12.1828    10.3338    14.0544
12.2025    10.2911    13.881
12.1918    10.2621    13.7128
12.1765    10.1859    13.6246
12.1511    10.1946    13.4325
12.1232    10.2446    13.2195







































































































































































13.9253    9.063      12.1047    LORBIT
14.083     8.8978     12.1445
14.2134    8.8275     12.2262
14.3681    8.7161     12.3254
14.4982    8.6604     12.4158
14.6108    8.5709     12.5059
14.719     8.5656     12.5904
14.812     8.5346     12.7098
14.9096    8.4974     12.7886
14.993     8.5106     12.8999
15.084     8.5298     13.0536
15.1482    8.5463     13.1709
15.2203    8.4866     13.2347
15.2394    8.5408     13.4299
15.2603    8.5248     13.5358
15.3744    8.4818     13.7013
15.3183    8.5187     13.8985
15.2176    8.4639     14.0982
15.1199    8.4648     14.2528
14.9742    8.4092     14.4707
14.868     8.408      14.5475
14.6875    8.4528     14.6584
14.5594    8.463      14.7406
14.389     8.4731     14.7879
14.1862    8.5351     14.8298
14.0286    8.6173     14.8392
13.9291    8.6878     14.8121
13.7905    8.7286     14.8245
13.5928    8.8683     14.7972
13.4571    8.9956     14.7577
13.2845    9.187      14.8176
13.0055    9.4115     14.8494
12.8932    9.5367     14.6587
12.9194    9.6333     14.421
12.8822    9.7404     14.0937
12.8629    9.8047     13.835
12.8275    9.8182     13.6817
12.8589    9.8314     13.5302
12.8282    9.7896     13.4472
12.8167    9.7535     13.2989
































































































































































10.8447    13.4988    13.8405    RTEMFOS
10.72      13.5139    13.5823
10.6994    13.516     13.3515
10.6513    13.5116    13.0905
10.6363    13.5005    12.9123
10.617     13.4855    12.6756
10.577     13.449     12.5339
10.5186    13.4411    12.4055
10.4791    13.4006    12.2997
10.4553    13.3778    12.1423
10.4398    13.3615    11.9652
10.362     13.3115    11.775
10.2853    13.2628    11.5385
10.1719    13.2089    11.3502
10.1098    13.2192    11.1506
10.1015    13.2794    11.0233
10.1175    13.3272    10.8526
10.038     13.4425    10.6983
10.0314    13.5876    10.5657
10.0787    13.7902    10.4723
10.1311    13.9498    10.4522
10.2241    14.1104    10.434
10.3013    14.2288    10.4557
10.3613    14.3497    10.4734
10.4657    14.493     10.5399















































































































































































16.0817    8.7762     13.7044    LTEMFOS
16.1256    8.7571     13.5078
16.1668    8.7105     13.2815
16.1347    8.69       13.1279
16.148     8.6778     12.9466
16.123     8.6391     12.8314
16.0947    8.5834     12.6566
16.0903    8.553      12.4927
16.0853    8.547      12.365
16.0758    8.5197     12.1898
16.0512    8.4819     12.0109
16.0631    8.4668     11.811
16.0346    8.4472     11.6921
16.0237    8.4495     11.4868
15.969     8.3782     11.2864
15.949     8.3193     11.1457
15.9073    8.1989     10.9112
15.8792    8.1341     10.782
15.906     8.0806     10.6255
16.0107    8.0456     10.4151
16.1232    8.0753     10.2892
16.2754    8.135      10.1847
16.4058    8.2431     10.1214
16.5644    8.3219     10.1141
16.8052    8.3807     10.1194
17.0776    8.5756     10.1955
17.231     8.7483     10.3094
17.3375    8.7969     10.3759












































































































































































10.0024    6.4845     13.3656    OP
11.372     8.0206     13.0201    BA
14.3163    11.5926    11.9077    ST
18.0731    15.8652    11.8174    IV
8.7123     10.8174    13.1455    R_PG
9.1361     13.1415    12.1092    R_ZTI
13.7546    13.9411    13.3114    R_M3D
15.3657    15.9937    13.1755    R_M12
17.1601    17.4146    13.0073    R_MP3
17.7552    17.6658    12.5961    R_PMI
14.4189    6.019      12.4075    L_PG
16.4978    6.8441     11.2371    L_ZTI
16.981     11.2609    12.8874    L_M3D
18.6766    13.2633    12.8372    L_M12
19.933     15.2798    12.6865    L_MP3
19.9019    16.0193    12.5215    L_PMI
19.6072    16.3796    11.2868    O1
11.1589    14.6018    10.8157    O2
13.9006    8.1171     6.1138     O3
10.5051    3.774      11.9417    O4




















































































































































































11.9851    14.2934    11.4734    RZYGINF
11.6919    14.2487    11.3973
11.5317    14.2639    11.3296
11.2373    14.3068    11.4089
10.9606    14.3427    11.599
10.7864    14.2657    11.7612
10.5857    14.2378    11.8324
10.5021    14.0999    11.9505
10.412     13.9549    12.013
10.2623    13.9492    12.0461
10.1727    13.8188    12.0658
10.0664    13.6438    12.0785
9.9301     13.5577    12.0961
9.7616     13.4495    12.1267
9.6083     13.4042    12.1073
9.5448     13.3369    12.1322
9.4226     13.2362    12.1593
9.2935     13.1979    12.1476
9.2106     13.1389    12.1587
9.0636     13.0564    12.1144




















































































































































































17.3126    10.0793    11.0808    LZYGINF
17.3369    9.9152     10.9975
17.4138    9.747      10.8509
17.4875    9.6641     10.7157
17.6756    9.5498     10.6532
17.7483    9.2749     10.6732
17.6526    9.1247     10.7581
17.599     8.9496     10.816
17.6435    8.7476     10.8605
17.5209    8.6283     10.957
17.4468    8.5091     11.0248
17.3217    8.3507     11.1271
17.3022    8.1151     11.202
17.117     7.9384     11.2677
16.9549    7.7561     11.2826
16.8155    7.6266     11.2574
16.8092    7.4478     11.2793
16.7871    7.2217     11.2444
16.6912    7.108      11.2636
16.6331    6.9729     11.2386
16.611     6.8895     11.2154
16.5842    6.7944     11.1727


















































































































































































13.6175    14.1643    13.195     R-ALV
13.6743    14.4026    13.2224
13.7612    14.5917    13.2359
13.8853    14.8239    13.2091
14.0025    14.9564    13.1467
14.1361    15.0261    13.2272
14.2726    15.1449    13.171
14.3623    15.2324    13.157
14.4454    15.2896    13.1761
14.5985    15.5062    13.1044
14.7629    15.6595    13.1042
14.8456    15.7318    13.1108
14.9738    15.9028    13.0728
15.1103    15.9547    13.0243
15.181     15.9613    13.0756
15.3837    16.1032    13.123
15.5644    16.3016    13.1577
15.645     16.3961    13.1106
15.7227    16.4714    13.099
15.9092    16.5642    12.9901
16.1271    16.6849    12.9028
16.2288    16.8211    12.9044
16.366     16.9774    12.9659
16.5582    17.103     13.0338
16.6717    17.2231    13.0395
16.7748    17.2989    13.0075
16.8707    17.3609    13.0006
16.9652    17.4515    12.9612
17.1795    17.564     12.8557











































































































































































17.1951    11.3674    12.9377    L-ALV
17.4275    11.455     12.9124
17.6309    11.5514    12.8602
17.7681    11.6801    12.8214
17.8853    11.7852    12.7909
17.9443    11.891     12.804
18.0077    12.0472    12.8598
18.1463    12.2676    12.8333
18.2836    12.4356    12.7276
18.4129    12.5909    12.7234
18.4956    12.7027    12.7457
18.5951    12.8157    12.7312
18.6636    12.9292    12.7134
18.7096    13.0825    12.7002
18.7697    13.1919    12.694
18.8282    13.3054    12.7307
18.9468    13.4772    12.7172
19.0455    13.6096    12.7194
19.1547    13.7546    12.7092
19.2575    13.8752    12.7233
19.2896    14.0503    12.7309
19.4068    14.3197    12.6627
19.584     14.5099    12.6314
19.6989    14.6747    12.6717
19.803     14.8901    12.6854
19.9355    15.068     12.6521
20.0017    15.3487    12.6779
