AMNH       80774      Phu2stv
17.8211    19.5196    9.6154     IN
15.836     16.5848    13.5481    BR
11.7488    11.4002    14.708     GL
11.6674    11.2961    14.3546    NA
7.7808     6.7892     10.2921    RH
5.3265     4.0562     7.7475     NS
4.7969     3.5097     6.6221     PR
4.1748     4.4096     6.6246     R_PR2
8.4499     8.4818     10.9091    R_PMS
7.4847     12.922     8.8483     R_ZMI
9.46       12.4956    12.1793    R_ZMU
10.8011    11.4589    12.9442    R_DA
10.3939    13.2055    14.4705    R_MTI
11.1546    13.8515    15.1756    R_MTS
9.4154     14.1168    13.0408    R_FMO
9.1803     15.176     12.7958    R_FMT
12.0237    18.9567    8.6107     R_PO
7.7264     15.2854    9.5769     R_ZTS
5.7789     3.1166     6.5135     L_PR2
9.2771     7.5417     10.739     L_PMS
13.9306    7.8282     8.442      L_ZMI
13.1       9.5073     11.9496    L_ZMU
11.8736    10.5668    12.8665    L_DA
13.8914    10.3472    14.2779    L_MTI
14.472     11.5733    15.0184    L_MTS
14.9207    9.7198     12.834     L_FMO
15.9505    9.8208     12.5552    L_FMT
18.542     13.5918    8.3863     L_PO
16.2648    8.6988     9.0586     L_ZTS
6.041      2.7763     6.2454     O1
7.1049     14.4443    9.7043     O2
15.0451    12.2669    14.213     O3
15.9466    19.8112    9.533      O4







































































































































































11.7332    11.375     14.6192    GLRH
11.7072    11.2869    14.4377
11.6619    11.2585    14.2492
11.6197    11.2397    14.0771
11.5499    11.2032    13.889
11.5133    11.1636    13.7849
11.4946    11.1416    13.6938
11.4341    11.1032    13.5873
11.373     11.0362    13.4362
11.3123    10.9602    13.3005
11.2256    10.8639    13.1547
11.1307    10.7803    13.0338
11.0474    10.652     12.9473
10.9718    10.556     12.8591
10.8496    10.4395    12.7605
10.7146    10.3059    12.6255
10.6417    10.1944    12.5358
10.5579    10.086     12.4557
10.4758    9.9634     12.3691
10.4141    9.8947     12.3108
10.3228    9.7968     12.2439
10.2112    9.6935     12.1493
10.182     9.6344     12.1163
10.1094    9.5454     12.0594
10.044     9.4327     11.9841
9.9266     9.3203     11.8916
9.8712     9.2533     11.8455
9.7697     9.1711     11.7814
9.6748     9.0284     11.691
9.617      8.9341     11.6369
9.5228     8.8423     11.5634
9.4411     8.7488     11.5146
9.3857     8.6625     11.4792
9.2918     8.5673     11.4046
9.2092     8.4844     11.368
9.1375     8.3829     11.3096
9.0311     8.2427     11.2349
8.9593     8.1401     11.1801
8.8809     8.0507     11.1295
8.7293     7.8688     11.0259
8.5736     7.733      10.9187
8.4876     7.6377     10.8501
8.4598     7.5707     10.8284
8.3228     7.4478     10.7018
8.2512     7.3519     10.6224
8.1527     7.2788     10.5789
8.066      7.1512     10.4882
7.9639     7.0624     10.4386
7.8731     6.9602     10.3856
7.753      6.8412     10.2776






















































































































































7.7897     6.7801     10.2611    NOSE
7.628      6.862      10.2462
7.5356     6.8569     10.1811
7.3904     6.8387     10.1275
7.2383     6.7982     10.0551
7.0923     6.8536     10.0227
6.9429     6.7754     9.9208
6.7889     6.7256     9.8427
6.6737     6.6677     9.7741
6.5549     6.5811     9.6829
6.4518     6.5031     9.6062
6.35       6.439      9.5358
6.2548     6.3923     9.4658
6.1473     6.351      9.4094
6.015      6.2938     9.3233
5.856      6.2351     9.2798
5.7852     6.1337     9.1624
5.6501     6.0383     9.0498
5.5179     5.9372     8.9829
5.4394     5.8295     8.855
5.3045     5.7238     8.7536
5.2387     5.5622     8.6148
5.1501     5.4124     8.4913
5.1017     5.2213     8.381
5.0323     4.9866     8.3194
5.0235     4.797      8.2398
5.0147     4.6497     8.1962
5.0281     4.505      8.1569
5.1134     4.4166     8.1219
5.2123     4.3406     8.0727
5.2516     4.2154     7.8548
5.2938     4.1508     7.8008
5.3523     4.0637     7.727
5.5275     3.8888     7.8847
5.6856     3.8387     7.9809
5.8878     3.7683     8.0583
6.0556     3.7487     8.1351
6.2043     3.7905     8.1615
