AMNH       103363     scc8cs.xls
14.3665    13.4295    -6.2394    IN
12.4434    11.7044    -8.6793    BR
8.8359     8.3034     -7.7124    GL
8.8076     8.2662     -7.5931    NA
8.3679     7.9183     -6.3767    RH
7.4965     7.1671     -4.8854    NS
7.0585     6.8624     -4.5107    PR
7.3748     6.614      -4.4112    R_PR2
8.9133     8.1347     -7.1867    R_PMS
10.8222    6.9752     -4.7198    R_ZMI
9.7431     7.6523     -6.0781    R_ZMU
9.2884     8.2764     -7.1826    R_DA
10.329     7.6449     -7.93      R_MTI
10.5099    7.8033     -8.5529    R_MTS
11.2145    6.9744     -7.1205    R_FMO
11.8343    6.96       -7.0981    R_FMT
13.8955    9.7556     -5.0577    R_PO
12.371     6.8285     -5.3462    R_ZTS
6.7906     7.1875     -4.3615    L_PR2
8.563      8.3734     -7.1532    L_PMS
7.3169     10.5776    -4.7895    L_ZMI
8.0575     9.4683     -6.0763    L_ZMU
8.6982     8.7334     -6.8865    L_DA
8.1692     9.9554     -8.09      L_MTI
8.5073     10.1543    -8.6533    L_MTS
7.7953     10.7129    -7.5998    L_FMO
7.8582     11.145     -7.618     L_FMT
10.4674    13.2078    -5.1455    L_PO
7.5525     11.8302    -5.5245    L_ZTS
7.0936     8.541      -4.7901    O1
7.3786     10.6636    -5.6942    O2
10.5012    13.5939    -6.0966    O3
14.5055    12.7308    -6.9999    O4







































































































































































8.8093     8.2617     -7.7623    GLRH
8.7757     8.2531     -7.6644
8.7074     8.1922     -7.449
8.6697     8.1486     -7.1872
8.6192     8.1023     -6.9874
8.5247     8.0185     -6.7576
8.4155     7.9432     -6.5296
8.3806     7.8907     -6.455
8.3461     7.86       -6.3771































































































































































































8.3157     7.8859     -6.3866    NOSE
8.4372     7.7952     -6.3424
8.4962     7.6937     -6.2087
8.5395     7.5624     -6.036
8.5351     7.4485     -5.8556
8.5306     7.3216     -5.7242
8.448      7.1986     -5.4921
8.293      7.1586     -5.3364
8.1035     7.0824     -5.193
7.908      7.0272     -5.1095
7.7603     7.0531     -5.0639
7.6121     7.1131     -4.9959
7.5104     7.1683     -4.9185
7.3893     7.3233     -5.0128
7.3794     7.5142     -5.1039
7.4836     7.6917     -5.2035
7.6044     7.8946     -5.3577
7.6688     8.038      -5.5086
7.7653     8.1215     -5.6814
7.884      8.1338     -5.8712
7.9979     8.1296     -6.0137
8.1356     8.099      -6.1701
8.2345     8.0325     -6.243
8.3009     7.9271     -6.3273
















































































































































































7.5225     7.224      -4.9056    NASP-PR
7.3889     7.0954     -4.8817
7.2641     7.018      -4.8348
7.1231     6.9135     -4.7259
7.084      6.8983     -4.6279
7.0534     6.863      -4.5355


































































































































































































8.8741     8.1548     -7.2054    R-PM/MAX
8.8853     8.0531     -7.0152
8.8295     7.9889     -6.754
8.795      7.8906     -6.5698
8.7318     7.8027     -6.3647
8.712      7.6392     -6.114
8.6661     7.5365     -5.9443
8.6424     7.4103     -5.7835
8.633      7.2418     -5.5773
8.5824     7.0193     -5.3364
8.4713     6.8512     -5.1459
8.3993     6.6655     -4.9828
8.3092     6.5111     -4.837
8.2196     6.3621     -4.7029
8.1094     6.3598     -4.5951
8.0096     6.3912     -4.4827
7.9174     6.4927     -4.3956























































































































































































8.5581     8.354      -7.1624    L-PM/MAX
8.4697     8.3616     -6.9707
8.3585     8.3247     -6.6844
8.1971     8.2743     -6.3618
8.0463     8.2655     -6.1645
7.8653     8.238      -5.9258
7.6984     8.2134     -5.6954
7.5525     8.1767     -5.5288
7.3289     8.155      -5.2724
7.1291     8.1026     -5.0693
6.8836     8.0234     -4.8913
6.6335     7.9205     -4.7075
6.5991     7.8134     -4.5503
6.6849     7.7062     -4.4143
6.7676     7.6459     -4.3126

























































































































































































9.4248     6.8579     -4.0595    ROSTRUM
9.4812     6.8577     -4.4613
9.4421     6.9431     -4.8703
9.3582     7.1177     -5.2569
9.235      7.2993     -5.5075
9.1475     7.4794     -5.7908
9.035      7.6486     -6.0217
8.9534     7.7887     -6.2655
8.8041     7.868      -6.5196
8.6635     7.947      -6.7013
8.5152     8.1553     -6.7427
8.2827     8.3087     -6.531
8.0831     8.5152     -6.1245
7.8669     8.7025     -5.7529
7.6553     8.8279     -5.4288
7.4096     9.0275     -5.0602
7.2821     9.1563     -4.6834
7.27       9.1925     -4.3399
7.2862     9.2557     -4.0069





















































































































































































11.8494    6.9177     -7.0791    SUPORB
11.7389    7.0192     -7.371
11.6566    7.1292     -7.5772
11.5033    7.2076     -7.8863
11.3345    7.2826     -8.1394
11.1765    7.4431     -8.3386
11.0011    7.5449     -8.4779
10.7542    7.5839     -8.5569
10.4854    7.7213     -8.6062
10.1076    7.9213     -8.5622
9.7317     8.1045     -8.5254
9.4141     8.2959     -8.4379
9.1918     8.5232     -8.3904
9.02       8.757      -8.4632
8.8776     9.0158     -8.5703
8.7205     9.3286     -8.6517
8.5881     9.5872     -8.6935
8.4658     9.9439     -8.711
8.3193     10.2662    -8.6276
8.3305     10.4172    -8.5827
8.2735     10.5677    -8.4959
8.1424     10.7343    -8.3097
8.1161     10.8854    -8.1296
7.9689     11.0497    -7.8484
7.8494     11.1325    -7.6519















































































































































































9.7685     7.6294     -6.0659    RORBIT
10.0095    7.4348     -5.9761
10.2912    7.2746     -5.9615
10.5074    7.1554     -5.9851
10.717     7.0715     -6.1053
10.8641    7.0398     -6.2333
10.9898    7.0251     -6.4572
11.1258    7.011      -6.6947
11.2564    6.9743     -6.9303
11.2268    7.0112     -7.1432
11.1415    7.1919     -7.4003
10.9758    7.1637     -7.7027
10.8159    7.3816     -7.7359
10.5722    7.5006     -7.861
10.3358    7.6166     -7.9201
10.0752    7.8038     -7.9451
9.7406     7.986      -7.9349
9.5249     8.1357     -7.766
9.3727     8.2497     -7.5846
9.2577     8.2413     -7.4504
9.2336     8.2704     -7.2973



















































































































































































8.0539     9.488      -6.0684    LORBIT
7.9319     9.7263     -6.0657
7.791      9.9898     -6.1007
7.6945     10.2565    -6.1877
7.6339     10.4989    -6.3585
7.6689     10.675     -6.6838
7.6984     10.7914    -7.0592
7.7146     10.7742    -7.3456
7.7572     10.6755    -7.648
7.8934     10.4717    -7.8699
8.0688     10.17      -8.0208
8.1954     9.8534     -8.1029
8.2904     9.5495     -8.097
8.5088     9.2192     -7.9611
8.6309     9.0197     -7.7764
8.6826     8.8801     -7.5939
8.6761     8.7651     -7.467
8.7011     8.7705     -7.2486






















































































































































































11.8133    6.9947     -7.1769    RTEMFOS
11.8764    6.784      -6.8407
11.8351    6.695      -6.4426
11.8413    6.7141     -6.0731
11.8378    6.6929     -5.8298
11.982     6.6991     -5.6053
12.1602    6.7374     -5.4745
12.3107    6.8076     -5.4348
































































































































































































7.8797     11.1818    -7.6383    LTEMFOS
7.8204     11.3086    -7.3948
7.6777     11.398     -7.136
7.4881     11.4542    -6.9472
7.4592     11.4635    -6.6718
7.3871     11.4326    -6.3744
7.3348     11.4143    -6.1133
7.3258     11.4664    -5.848
7.3364     11.5572    -5.7031
7.392      11.7094    -5.584
7.4774     11.8983    -5.5179





























































































































































































6.4673     6.682      -7.3683    OP
7.6157     7.6892     -8.0299    BA
10.1996    10.1729    -7.5149    ST
11.9534    11.7876    -7.688     IV
9.699      6.1384     -7.7323    R_PG
11.7124    6.4637     -7.3501    R_ZTI
10.9538    9.0307     -8.2574    R_M3D
12.1618    9.7529     -8.4325    R_M12
13.1996    11.1108    -8.0839    R_MP3
13.0288    11.7485    -7.8893    R_PMI
6.1591     9.8457     -7.7405    L_PG
6.6601     11.9572    -7.3704    L_ZTI
9.0363     10.9068    -8.299     L_M3D
9.8182     11.9973    -8.4591    L_M12
11.1878    13.0073    -8.0303    L_MP3
11.8948    12.9092    -7.9287    L_PMI
10.909     12.6877    -7.4345    O1
8.9524     12.6158    -6.5944    O2
5.5939     9.6615     -6.1093    O3
6.2089     5.894      -5.0222    O4




















































































































































































12.3364    8.911      -7.3887    RZYGINF
12.3888    8.7291     -7.305
12.4508    8.5399     -7.2942
12.4623    8.314      -7.2701
12.4541    8.0805     -7.1986
12.3636    7.7621     -7.2209
12.2519    7.4994     -7.2299
12.1549    7.2932     -7.2499
11.9844    7.1164     -7.3452
11.9676    6.8457     -7.3635
11.8379    6.6731     -7.341
11.7345    6.5619     -7.3425




























































































































































































9.1198     12.3601    -7.5667    LZYGINF
8.8491     12.5016    -7.5378
8.4758     12.5697    -7.5788
8.1682     12.5142    -7.4187
7.7232     12.4195    -7.3832
7.4325     12.2944    -7.4071
7.1725     12.1958    -7.4424
6.9672     12.0921    -7.4635
6.8094     12.0204    -7.4347
6.7234     12.0116    -7.4156






























































































































































































10.9889    8.9811     -8.2754    R-ALV
11.2148    9.037      -8.3045
11.4187    9.1277     -8.3322
11.6553    9.3028     -8.386
11.9423    9.4794     -8.3841
12.2054    9.7398     -8.3692
12.4331    9.9059     -8.3458
12.6158    10.1611    -8.2667
12.7065    10.3556    -8.2499
12.8268    10.483     -8.2084
12.9139    10.6066    -8.2088
13.062     10.8203    -8.118
13.1741    11.069     -8.035



























































































































































































9.0303     10.8716    -8.2275    L-ALV
9.075      11.1295    -8.3012
9.275      11.4787    -8.4048
9.5161     11.8659    -8.4271
9.7573     12.1041    -8.3735
9.9333     12.2806    -8.3641
10.1242    12.4296    -8.3319
10.3609    12.5155    -8.334
10.5173    12.6378    -8.2722
10.7046    12.7382    -8.2665
10.9141    12.8953    -8.1408
11.0375    12.984     -8.0889
11.1858    12.9809    -8.0599
