AMNH       81811      phu3ms2.xls
4.4738     5.7217     -6.7201
4.3295     5.6871     -6.5771
4.2162     5.5967     -6.4704
4.0337     5.579      -6.2922
3.8609     5.5266     -6.1692
3.6809     5.5331     -6.0425
3.4534     5.4656     -5.8833
3.2937     5.4583     -5.786
3.1229     5.4583     -5.6669
3.001      5.4714     -5.5826
2.8993     5.5222     -5.4892
2.7478     5.4627     -5.2995
2.7057     5.5688     -5.138
2.547      5.6586     -5.1346
2.4671     5.7149     -5.2045
2.3172     5.8535     -5.4321
2.2474     6.0772     -5.7301
2.2616     6.2381     -5.8174
2.2621     6.4749     -5.9671
2.1898     6.7528     -6.0753
2.1484     6.9385     -6.1598
2.2216     7.2329     -6.4448
2.258      7.3333     -6.608
2.3297     7.5369     -6.8991
2.5502     7.6787     -7.147
2.6747     7.7942     -7.4268
2.8007     7.912      -7.6357
2.8213     8.0084     -7.8685
2.9516     8.1089     -8.1342
3.1182     8.1806     -8.3292
3.3472     8.2155     -8.5707
3.5856     8.1267     -8.6847
3.8056     8.1211     -8.8365
3.9699     8.0736     -8.9652
3.9964     8.0049     -8.9782
4.0528     7.9214     -9.0443
4.1926     7.8563     -9.1378
4.3304     7.8515     -9.259
4.4893     7.8105     -9.3209
4.583      7.7436     -9.2605
4.6907     7.6633     -9.3078










































































































































2.642      5.5623     -5.0641    NASP-PR
2.6054     5.5829     -5.0385
2.5337     5.5742     -4.9955
2.5008     5.5049     -4.8245
2.46       5.4937     -4.6231
2.4678     5.464      -4.4792
2.4561     5.4933     -4.267
2.4133     5.4898     -4.11
2.4182     5.5001     -3.9696
2.46       5.5039     -3.8426
2.5584     5.518      -3.6687
2.5514     5.5884     -3.5558




























































































































































































6.0294     7.7923     -9.959     R-PM/MAX
5.9536     7.6031     -9.7988
5.8465     7.4804     -9.6011
5.7706     7.2877     -9.4191
5.6578     7.0341     -9.1886
5.5678     6.8693     -9.0756
5.535      6.5299     -8.902
5.5153     6.4077     -8.7496
5.4927     6.2551     -8.4995
5.4649     6.1624     -8.2988
5.4588     6.0948     -8.0678
5.473      6.0237     -7.8534
5.4654     5.9186     -7.5504
5.4076     5.9031     -7.3555
5.3365     5.8424     -7.1671
5.3617     5.7169     -6.9038
5.4106     5.6354     -6.6978
5.4297     5.5591     -6.5143
5.4685     5.4188     -6.2754
5.4953     5.3063     -6.0028
5.5161     5.2212     -5.8128
5.5383     5.2187     -5.3525
5.6065     5.2242     -5.0795
5.647      5.2505     -4.8779
5.6759     5.3211     -4.7107
5.6656     5.3794     -4.5865














































































































































































4.7869     9.0173     -10.0972   L-PM/MAX
4.6593     8.9366     -9.9928
4.5088     8.8488     -9.8528
4.3157     8.713      -9.6734
4.1882     8.7875     -9.5151
4.0267     8.731      -9.3279
3.8208     8.6596     -9.1451
3.613      8.5737     -8.9408
3.2842     8.457      -8.7493
3.0911     8.4308     -8.5745
2.9271     8.3745     -8.3638
2.7968     8.3296     -8.0227
2.7489     8.326      -7.8688
2.6521     8.346      -7.5978
2.5879     8.3278     -7.4484
2.4551     8.2933     -7.1455
2.3117     8.3298     -6.9108
2.1629     8.4141     -6.6434
2.0841     8.294      -6.4771
2.0181     8.3042     -6.3716
1.9625     8.2934     -6.2236
1.904      8.3753     -5.916
1.9041     8.4237     -5.7695
1.8751     8.4505     -5.6507
1.8603     8.4532     -5.4728
1.8521     8.4374     -5.3629
1.8663     8.4343     -5.2531
1.8584     8.4546     -5.1964
1.8899     8.4593     -5.0462
1.8844     8.4351     -5.0007
1.9126     8.4569     -4.9037









































































































































































8.8414     8.2103     -6.1179    ROSTRUM
8.8058     8.0816     -6.3658
8.7377     7.9863     -6.6089
8.6766     7.9025     -6.8104
8.5963     7.8545     -6.9367
8.4947     7.8483     -7.2619
8.3621     7.8319     -7.3919
8.1881     7.8113     -7.5782
8.0194     7.7659     -7.8135
7.9358     7.7333     -8.0083
7.7852     7.655      -8.3161
7.7211     7.5927     -8.5335
7.6561     7.4781     -8.7828
7.652      7.2373     -9.102
7.6679     6.9749     -9.3772
7.4826     6.9231     -9.7894
7.1447     7.0383     -10.0987
6.7524     7.2751     -10.1971
6.6817     7.3749     -10.1924
6.5292     7.5804     -10.106
6.3885     7.603      -10.1448
6.2867     7.653      -10.1596
6.2199     7.8156     -10.0801
5.8899     7.9565     -10.3076
5.5407     8.2182     -10.4339
5.2984     8.3631     -10.4506
5.1244     8.5235     -10.434
4.9955     8.6622     -10.4207
4.8665     8.8842     -10.3563
4.8386     9.0613     -10.2069
4.7343     9.1394     -10.1622
4.511      9.3899     -10.0954
4.3667     9.4778     -10.181
4.1431     9.6133     -10.2558
3.9509     9.7256     -10.2827
3.7196     9.9894     -10.3087
3.6017     10.1977    -10.0994
3.5261     10.3294    -9.96
3.5477     10.5012    -9.6184
3.695      10.5852    -9.3581
3.8966     10.5684    -8.9934
4.0229     10.6054    -8.828
4.0614     10.7091    -8.6113
4.1115     10.8388    -8.3025
4.1557     11.0082    -8.028
4.1883     11.1613    -7.724
4.1378     11.272     -7.413
4.1722     11.4998    -7.0799
4.2933     11.6953    -6.6503
4.3749     11.7525    -6.4966
4.4295     11.8114    -6.362
4.5524     11.8372    -6.1893
4.7108     11.8147    -6.0901



















































































































































12.8271    9.1834     -15.4646   SUPORB
12.8141    9.1855     -15.7284
12.705     9.2961     -16.1374
12.6053    9.4189     -16.4155
12.5145    9.5074     -16.7194
12.3187    9.5603     -16.9368
12.0633    9.6351     -17.1544
11.6314    9.7915     -17.4255
11.2032    9.9374     -17.6146
10.7503    10.0403    -17.7258
10.4039    10.2489    -17.8326
10.2736    10.532     -17.9633
9.7578     10.8357    -18.0255
9.5825     10.9396    -18.0403
9.3044     11.0175    -18.0147
8.8392     11.1195    -17.8494
8.642      11.1102    -17.7221
8.3685     11.0702    -17.5402
8.1192     11.106     -17.4537
7.9902     11.5208    -17.7451
8.104      11.7469    -17.8066
8.0127     12.063     -17.9635
8.0187     12.3824    -18.0774
7.9177     12.6234    -18.1454
7.6459     12.9894    -18.1358
7.3077     13.2691    -18.0672
7.19       13.2066    -18.0204
7.0266     13.5805    -17.9645
6.9334     13.9355    -17.8875
6.8152     14.2354    -17.8
6.6067     14.621     -17.6434
6.3903     15.0239    -17.373
6.2557     15.3157    -17.1177
6.1341     15.4959    -16.8206
6.0575     15.7592    -16.3564
5.9609     15.8581    -16.0558
5.9599     15.8847    -15.9112
5.9698     15.9114    -15.6383
5.9309     15.9264    -15.504
5.8957     15.9358    -15.4026
5.8524     15.9702    -15.2685































































































































































9.7952     9.9462     -14.0243   RORBIT
9.9291     9.8373     -14.0662
10.0347    9.7759     -14.085
10.2952    9.6394     -14.1739
10.6161    9.5099     -14.3438
10.7869    9.493      -14.4322
10.978     9.4719     -14.5493
11.1079    9.5022     -14.6519
11.2462    9.4908     -14.7646
11.3696    9.4747     -14.903
11.4972    9.4359     -15.1609
11.564     9.4446     -15.4397
11.5529    9.2804     -15.7584
11.3896    9.2392     -16.0453
11.2493    9.1204     -16.2545
11.0789    9.1691     -16.3567
10.8156    9.2993     -16.507
10.4258    9.3006     -16.6304
10.2809    9.3357     -16.7088
10.15      9.4514     -16.6894
9.9972     9.5704     -16.646
9.8113     9.721      -16.6166
9.6504     9.8546     -16.5561
9.4748     9.9222     -16.5567
9.3197     10.1474    -16.5851
9.0902     10.1939    -16.6706
8.9694     10.4035    -16.5346
8.8663     10.6073    -16.4851
8.7681     10.7138    -16.3422
8.6868     10.8756    -15.937
8.6418     10.9282    -15.7641
8.6541     11.0187    -15.4831
8.5716     11.0095    -15.3167
8.5679     11.0294    -15.2166






































































































































































6.5106     12.9971    -14.2216   LORBIT
6.3932     13.1882    -14.2962
6.2962     13.3306    -14.3598
6.2609     13.4912    -14.399
6.2027     13.6409    -14.5207
6.1471     13.8268    -14.6103
6.112      14.0631    -14.769
6.1013     14.2959    -14.9378
6.1204     14.4919    -15.1944
6.1733     14.6031    -15.4116
6.157      14.6421    -15.666
6.1825     14.6214    -15.9444
6.1248     14.4896    -16.1874
6.1458     14.2503    -16.4703
6.0791     14.0698    -16.6512
6.0747     13.7513    -16.8086
6.1403     13.4465    -16.8421
6.3121     13.1476    -16.7998
6.5446     12.8574    -16.7152
6.6653     12.6015    -16.6872
6.815      12.4053    -16.5856
7.1003     12.1448    -16.574
7.218      12.0514    -16.5436
7.5522     11.8447    -16.3763
7.6939     11.7476    -16.1018
7.8068     11.7275    -15.7368
7.8256     11.6924    -15.5852
7.7844     11.7385    -15.1592












































































































































































12.7905    9.1214     -15.6477   RTEMFOS
12.8507    9.1976     -15.3503
12.8641    9.172      -15.2403
12.9222    9.0775     -14.8629
12.9427    9.0698     -14.4072
12.895     9.0431     -14.1089
12.7939    8.9966     -13.6064
12.7229    8.92       -13.3671
12.6386    8.8563     -13.1117
12.6002    8.7688     -12.7424
12.5821    8.7529     -12.7745
12.558     8.7029     -12.6602
12.5813    8.6129     -12.338
12.6296    8.5694     -12.1833
12.7493    8.5487     -11.9889
12.9744    8.5254     -11.7881
13.2056    8.6122     -11.7483
13.3792    8.6682     -11.6944
13.4745    8.882      -11.7024
13.5735    9.0085     -11.682
13.8956    8.9818     -11.7238
14.0559    9.0785     -11.77
14.0846    9.1002     -11.7736
14.1236    9.1259     -11.7891
















































































































































































5.7697     15.9296    -15.2192   LTEMFOS
5.7671     15.9433    -15.0259
5.722      15.9372    -14.7996
5.6975     15.9273    -14.6461
5.6469     15.9235    -14.4501
5.6167     15.9033    -14.3232
5.5669     15.8674    -14.1152
5.513      15.8244    -13.9591
5.4711     15.7926    -13.7644
5.4005     15.7514    -13.6023
5.432      15.7251    -13.3862
5.3171     15.6873    -13.253
5.2254     15.6868    -13.004
5.1517     15.716     -12.8109
5.1151     15.7911    -12.5116
5.058      15.8934    -12.3785
5.1461     16.0595    -12.2178
5.1937     16.2397    -12.1352
5.2369     16.3921    -12.1033
5.2941     16.5342    -12.1011
5.3835     16.7018    -12.1086
5.411      16.814     -12.1027
5.4629     16.9795    -12.134
5.4386     17.0917    -12.1335
















































































































































































1.3523     7.7467     -11.5713   OP
3.2328     9.4098     -12.2836   BA
7.8232     13.5089    -12.796    ST
13.768     18.6333    -15.1404   IV
6.6786     6.3165     -12.4143   R_PG
9.8695     6.958      -11.6247   R_ZTI
10.6603    12.4754    -14.8419   R_M3D
12.9598    14.3074    -15.554    R_M12
14.881     16.2589    -16.039    R_MP3
16.0683    17.2221    -16.1653   R_PMI
0.5641     13.2521    -12.2156   L_PG
1.6067     16.3037    -11.2704   L_ZTI
7.2038     16.5119    -14.6882   L_M3D
9.3374     18.5467    -15.3346   L_M12
11.6216    20.1203    -15.9166   L_MP3
12.9701    21.1108    -15.8419   L_PMI
15.821     21.2438    -16.5076   O1
5.2671     17.4523    -9.4495    O2
0.0885     14.619     -11.0307   O3
-0.8765    8.6966     -7.9367    O4




















































































































































































9.8138     6.9431     -11.7863   RZYGINF
9.8475     6.9869     -11.8138
9.9089     7.063      -11.8696
10.0022    7.1506     -11.9263
10.1375    7.3022     -12.0236
10.275     7.4599     -11.9826
10.412     7.6109     -11.9378
10.4149    7.7855     -11.9518
10.5851    7.8804     -11.9258
10.7082    8.0729     -11.9061
10.8129    8.1916     -11.8919
11.0133    8.4462     -11.8925
11.204     8.5755     -11.824
11.3574    8.7423     -11.7782
11.4832    8.9164     -11.7397
11.5852    9.1291     -11.7077
11.7282    9.3568     -11.6853
11.8471    9.4782     -11.6599
11.9441    9.7379     -11.6333
11.9853    9.9389     -11.6323
12.0134    10.1584    -11.5733
11.9627    10.4348    -11.5608
11.8259    10.6906    -11.6984
11.8154    10.8139    -11.7831
11.7645    10.8912    -11.8934
11.7429    11.0441    -12.033
11.7672    11.1039    -12.1689
11.7667    11.2833    -12.3499












































































































































































1.6118     16.3114    -11.3134   LZYGINF
1.7521     16.3931    -11.4128
1.8747     16.4649    -11.4487
2.0861     16.5372    -11.5332
2.3593     16.7073    -11.6185
2.5477     16.784     -11.7063
2.8101     16.9107    -11.7131
3.0727     16.9975    -11.7172
3.306      17.1232    -11.7137
3.5838     17.2831    -11.6784
3.7995     17.4126    -11.6199
3.9921     17.59      -11.5681
4.2359     17.7688    -11.4808
4.5068     17.869     -11.4171
4.7555     17.9889    -11.362
5.1083     18.0117    -11.3209
5.3551     17.9794    -11.331
5.6452     17.9121    -11.3786
5.8646     17.869     -11.458
6.0876     17.8237    -11.8647
6.1231     17.7754    -11.9796



















































































































































































10.6689    12.5244    -14.8786   R-ALV
10.8421    12.527     -14.9091
11.0884    12.6111    -14.9297
11.2485    12.6701    -14.9453
11.4881    12.7705    -14.98
11.695     12.9013    -15.0053
11.8983    13.1407    -15.0832
12.0571    13.2613    -15.1437
12.2051    13.3848    -15.2154
12.421     13.5941    -15.2794
12.6507    13.7865    -15.4251
12.6559    13.3999    -16.3799
12.6943    13.8453    -15.374
12.8479    14.0484    -15.4043
12.9484    14.3178    -15.5493
13.1248    14.5049    -15.5987
13.2792    14.6451    -15.6111
13.4348    14.8062    -15.73
13.6127    14.9873    -15.6902
13.637     15.1554    -15.7708
13.8093    15.3558    -15.8663
13.9934    15.4859    -15.9488
14.2525    15.6455    -15.9359
14.3944    15.8222    -16.0062
14.5988    15.9808    -16.0231
14.714     16.1211    -16.0259
14.7772    16.2531    -16.0734













































































































































































7.1896     16.6614    -14.7103   L-ALV
7.2369     16.8444    -14.7114
7.3248     17.0616    -14.7574
7.4592     17.2982    -14.7785
7.6495     17.5191    -14.8045
7.814      17.7238    -14.9334
8.071      17.7638    -14.9506
8.3223     17.9477    -15.0449
8.4874     18.0865    -15.0951
8.6793     18.2649    -15.1467
8.8211     18.4033    -15.1772
8.9783     18.4494    -15.2915
9.2016     18.4851    -15.3284
9.3902     18.6089    -15.3532
9.6458     18.7987    -15.3674
9.8451     18.9475    -15.4146
10.0158    19.0958    -15.4211
10.2494    19.1475    -15.5114
10.4399    19.241     -15.5865
10.65      19.4142    -15.6469
10.8599    19.6464    -15.7254
11.1677    19.853     -15.839
11.3576    19.9966    -15.8539
11.5442    20.1176    -15.8641
11.6527    20.1619    -15.9139
