NMNH       268893     Rpr7stv
-3.6601    4.2307     2.4983
























































































































































































-2.4121    5.1468     5.2687     L-PM/MAX
-2.3194    5.1838     5.1435
-2.186     5.2216     5.007
-2.0587    5.2603     4.7794
-1.9356    5.2656     4.5844
-1.7758    5.1976     4.2903
-1.7182    5.1293     4.1272
-1.7033    4.9933     3.7904
-1.7048    4.8816     3.6325
-1.7028    4.7348     3.4843
-1.6899    4.6017     3.3391
-1.6719    4.4829     3.1758
-1.6607    4.3892     3.0149
-1.6457    4.3344     2.8867
-1.5839    4.2907     2.7049
-1.574     4.2448     2.5999
-1.6847    4.2057     2.4304























































































































































































-4.3091    5.5472     2.249      ROSTRUM
-4.3435    5.5217     2.5643
-4.2488    5.5034     2.8175
-4.1282    5.4995     3.0673
-4.0074    5.4654     3.2454
-3.9007    5.3996     3.4151
-3.8423    5.3778     3.6284
-3.833     5.3383     3.8265
-3.7441    5.2665     4.02
-3.6431    5.2217     4.1794
-3.571     5.2016     4.2214
-3.3408    5.1657     4.3012
-1.9897    5.1719     4.2908
-1.826     5.168      4.2533
-1.6529    5.1594     4.1396
-1.61      5.1591     3.9573
-1.5028    5.2269     3.7423
-1.3721    5.3351     3.3838
-1.3238    5.3396     3.1276
-1.2362    5.3639     2.9936
-1.1043    5.4308     2.786
-1.0438    5.4628     2.6105
-1.0164    5.4784     2.4845
-0.9875    5.4996     2.3203
















































































































































































-6.149     6.69       5.7508     SUPORB
-6.0962    6.63       5.9862
-5.9568    6.5833     6.2619
-5.738     6.5514     6.6006
-5.4402    6.5078     6.7958
-5.1247    6.4546     6.9247
-4.8777    6.3646     6.9684
-4.7273    6.227      6.98
-4.4469    6.0931     6.9564
-4.1726    5.8927     6.884
-3.9213    5.7978     6.8449
-3.6107    5.6861     6.7701
-3.3289    5.5633     6.692
-3.0788    5.4606     6.6217
-2.8122    5.3986     6.5103
-2.5152    5.363      6.4475
-1.9694    5.4578     6.5074
-1.7298    5.5478     6.557
-1.3445    5.6371     6.6316
-0.8706    5.6931     6.6479
-0.6169    5.7813     6.6853
-0.3128    5.8679     6.695
0.017      5.9714     6.6235
0.3362     6.1139     6.55
0.7512     6.2086     6.2374
0.9426     6.2648     5.9227
1.0377     6.2508     5.6774
1.0881     6.2856     5.5585












































































































































































-4.6604    5.6813     4.261      RORBIT
-4.9289    5.7473     4.2983
-5.2735    5.8681     4.4123
-5.6566    6.145      4.9091
-5.7033    6.2521     5.1312
-5.7393    6.2805     5.3182
-5.7565    6.2989     5.4744
-5.7216    6.2919     5.7199
-5.6738    6.2073     5.9472
-5.5346    6.198      6.1223
-5.4121    6.1482     6.2656
-5.2426    6.1125     6.4137
-4.9744    6.0332     6.5135
-4.7793    5.9527     6.5886
-4.4295    5.7935     6.6051
-4.0207    5.6834     6.5142
-3.7843    5.6021     6.3811
-3.5585    5.5789     6.2955
-3.417     5.5484     6.1523
-3.3262    5.5319     5.9939
-3.2844    5.5239     5.8778



















































































































































































-0.3066    5.436      4.0695     LORBIT
-0.1351    5.4863     4.1108
0.0868     5.5423     4.1783
0.2884     5.6335     4.2507
0.4007     5.6883     4.3779
0.4924     5.7505     4.5473
0.5707     5.8214     4.7153
0.6023     5.8697     4.9011
0.6373     5.8843     5.0658
0.6397     5.9156     5.2487
0.6414     5.8477     5.5544
0.5251     5.8097     5.7745
0.336      5.8287     6.0075
0.1672     5.7851     6.1514
-0.0373    5.7015     6.2892
-0.3999    5.5863     6.355
-0.6657    5.5258     6.3332
-0.9908    5.4989     6.2995
-1.1643    5.5003     6.221
-1.3229    5.5235     6.1654
-1.5679    5.5026     6.0581
-1.8086    5.5383     5.8021
-1.8578    5.5714     5.617
-1.8839    5.6078     5.415
















































































































































































9999       9999       9999       RTEMFOS







































































































































































































1.0546     6.3543     5.5306     LTEMFOS
1.1449     6.3149     5.25
1.1561     6.2496     5.0885
1.1511     6.1681     4.8438
1.1502     6.1558     4.6368
1.1202     6.1125     4.3601
1.0982     6.1902     4.213
1.0639     6.2194     4.0553
1.028      6.2926     3.9612
1.0686     6.3861     3.7625
1.0628     6.5028     3.6767
1.1163     6.677      3.5066
1.2339     6.9637     3.3808
1.2882     7.115      3.4082


























































































































































































-2.6928    5.1717     7.0677     OP
-2.6739    7.1296     7.0147     BA
-2.6871    10.3094    6.4709     ST
-2.6086    13.0113    5.9955     IV
-5.8602    7.6378     7.0973     R_PG
9999       9999       9999       R_ZTI
-4.0683    10.2295    7.0642     R_M3D
-4.4426    11.8649    6.9068     R_M12
-4.0038    13.4001    6.2363     R_MP3
-3.5428    13.8578    6.0824     R_PMI
0.5344     7.6286     6.7863     L_PG
1.3506     9.6481     6.1695     L_ZTI
-1.2337    10.2612    6.9138     L_M3D
-0.7475    11.7888    6.7666     L_M12
-1.1957    13.3594    6.124      L_MP3
-1.6809    13.7042    6.1454     L_PMI
-2.1276    14.1966    5.7527     O1
-5.7299    10.4413    2.7776     O2
1.0107     7.6199     6.276      O3
-3.3562    3.522      5.1939     O4




















































































































































































9999       9999       9999       RZYGINF







































































































































































































0.3243     11.5521    6.0988     LZYGINF
0.5256     11.4278    6.0757
0.6605     11.2388    6.1045
0.7448     11.0638    6.1376
0.8866     10.9589    6.1617
0.9011     10.7638    6.1496
0.9801     10.5774    6.1257
1.0896     10.3412    6.0714
1.1505     10.2155    6.0871
1.1967     10.0136    6.1176
1.3004     9.8353     6.1671
1.3571     9.7166     6.2098




























































































































































































-4.0292    10.1646    7.0085     R-ALV
-4.2074    10.4619    7.0179
-4.3439    10.8147    6.9211
-4.4104    11.0705    6.9998
-4.4406    11.4438    7.0267
-4.4503    11.7084    6.9121
-4.4253    12.0093    6.8717
-4.4279    12.2314    6.7724
-4.3642    12.4911    6.8035
-4.2623    12.6713    6.6307
-4.2243    12.8602    6.4937
-4.1827    12.9958    6.3794
-4.1522    13.1599    6.3317
-4.0899    13.2667    6.3765
-4.0499    13.368     6.2838

























































































































































































-1.2449    10.2258    6.9125     L-ALV
-0.9833    10.4709    6.8547
-0.9319    10.6899    6.8596
-0.8261    11.075     6.8204
-0.8094    11.3714    6.7173
-0.7811    11.6651    6.6723
-0.7732    11.872     6.6709
-0.7906    12.1449    6.6029
-0.7761    12.3315    6.5498
-0.879     12.4632    6.4655
-0.9208    12.6061    6.4714
-0.9317    12.7478    6.3946
-1.0021    12.9733    6.3913
-1.0191    13.1054    6.2588
