TMP        AZ 769     Phu110sf
16.6732    21.7077    11.563     IN
16.7169    17.7253    15.7313    BR
16.5654    11.3406    15.9264    GL
16.524     11.2398    15.5975    NA
16.347     4.767      11.2419    RH
16.3496    1.1073     8.3655     NS
16.3761    0.7048     7.0634     PR
15.488     0.8405     7.1432     R_PR2
15.7547    6.3059     11.793     R_PMS
12.6386    9.1632     9.6921     R_ZMI
14.4257    10.7674    13.6387    R_ZMU
15.9541    11.1182    14.6082    R_DA
14.2978    11.6682    15.9813    R_MTI
14.8138    12.7437    16.5805    R_MTS
12.6101    11.9434    14.2331    R_FMO
12.0459    12.8283    14.1718    R_FMT
12.1306    17.2615    10.4484    R_PO
11.3543    11.7521    10.7275    R_ZTS
17.3939    0.8628     7.2043     L_PR2
17.0271    6.1804     11.7254    L_PMS
20.0912    9.3134     9.4616     L_ZMI
18.3592    10.8261    13.5068    L_ZMU
17.0613    11.1526    14.5325    L_DA
18.6147    11.6396    15.8475    L_MTI
18.2705    12.7036    16.5359    L_MTS
20.226     11.8281    13.9517    L_FMO
20.9936    12.7433    13.7884    L_FMT
20.8904    17.2646    10.1641    L_PO
21.4525    11.5418    10.4989    L_ZTS
16.9801    0.3928     6.9114     O1
20.161     13.4473    15.3438    O2
10.8298    13.9715    10.2649    O3
16.9554    21.4695    11.3872    O4







































































































































































16.5282    11.3046    15.8511    GLRH
16.5161    11.2413    15.6458
16.5127    11.2089    15.4269
16.4718    11.1608    15.2343
16.4795    11.0862    15.1046
16.4872    10.9787    14.8706
16.4943    10.8013    14.6213
16.4746    10.6362    14.437
16.4508    10.4063    14.2438
16.4298    10.1724    14.062
16.4481    9.8516     13.8212
16.4292    9.582      13.6484
16.415     9.3639     13.518
16.4001    9.1347     13.3745
16.4249    8.7924     13.2004
16.3919    8.5122     13.0548
16.3945    8.3521     12.9833
16.3731    8.0974     12.8542
16.3505    7.8907     12.7648
16.3561    7.6241     12.5978
16.3381    7.447      12.4982
16.3474    7.1107     12.3618
16.3465    6.8721     12.2564
16.367     6.6255     12.1121
16.3746    6.4578     12.0241
16.3953    6.191      11.8956
16.4011    5.9353     11.7583
16.3951    5.6872     11.6388
16.3806    5.5323     11.5806
16.3719    5.2871     11.4639
16.3801    5.1023     11.3887
16.3999    4.9059     11.3292
16.4053    4.7878     11.2667
16.3871    4.7163     11.204






































































































































































16.3402    4.7363     11.1827    NOSE
16.2434    4.7721     11.1882
16.0185    4.7013     11.156
15.8405    4.6003     11.0301
15.7213    4.5758     10.9471
15.5885    4.5591     10.827
15.4621    4.3461     10.7074
15.3724    4.0254     10.5054
15.2787    3.7932     10.3297
15.1712    3.5645     10.1307
15.0682    3.347      9.9577
15.0258    3.147      9.8498
14.895     2.9244     9.73
14.966     2.6491     9.5341
15.0625    2.3952     9.3031
15.1576    2.2496     9.1671
15.3381    2.0671     9.105
15.4642    1.8247     9.0244
15.5678    1.5664     8.9936
15.6246    1.2982     8.969
15.947     1.0896     8.7571
16.122     0.9945     8.5782
