AMNH       103356     scc3cs.xls









































































































6.6642     5.5577     -3.798     ROSTRUM
6.6623     5.5135     -4.2989
6.5241     5.5751     -4.6995
6.3912     5.756      -5.1101
6.2113     5.9488     -5.4732
6.0071     6.1874     -5.8612
5.8004     6.3888     -6.3109
5.5924     6.5378     -6.4366
5.3921     6.7187     -6.3118
5.2482     6.9407     -6.0175
5.0863     7.0788     -5.7052
4.8849     7.2945     -5.3498
4.6904     7.459      -5.1046
4.4886     7.6699     -4.6799
4.4563     7.7493     -4.3007
4.4944     7.7501     -3.9658
























































































































































































8.5985     5.4681     -6.8815    SUPORB
8.4255     5.4928     -7.3007
8.1951     5.69       -7.6535
7.8925     5.8419     -7.9321
7.5528     6.0856     -8.1359
7.1752     6.325      -8.1852
6.8062     6.5088     -8.1633
6.4228     6.7384     -8.0678
6.1753     6.9492     -8.0398
5.8792     7.2873     -8.0807
5.5506     7.8163     -8.2445
5.3195     8.2271     -8.2381
5.1937     8.5301     -8.1662
5.0205     8.7811     -8.0216
4.8571     8.9557     -7.849
4.7127     9.0876     -7.6618
4.5694     9.1835     -7.5106
9999       9999       9999






















































































































































































6.7707     6.1612     -5.7645    RORBIT
6.9975     5.9831     -5.75
7.2159     5.8437     -5.7916
7.5064     5.6628     -5.8846
7.7236     5.5989     -6.1053
7.8609     5.5691     -6.2396
7.9603     5.5645     -6.4697
8.0419     5.5476     -6.7987
8.0471     5.5828     -7.0617
7.9304     5.672      -7.2714
7.7302     5.799      -7.4411
7.4634     5.9583     -7.581
7.1909     6.1523     -7.634
6.9321     6.3019     -7.6722
6.6373     6.5417     -7.639
6.4463     6.6901     -7.4851
6.3203     6.7454     -7.1792
6.2584     6.7383     -7.0022
6.2242     6.7202     -6.8589





















































































































































































5.143      7.6621     -5.846     LORBIT
4.9765     7.9013     -5.816
4.7432     8.1531     -5.8956
4.5921     8.4009     -6.0221
4.4858     8.6419     -6.1913
4.4889     8.86       -6.5573
4.5218     8.9633     -6.9179
4.6129     8.8934     -7.3407
4.7904     8.6662     -7.5407
4.8868     8.464      -7.6549
5.1193     8.0877     -7.7844
5.27       7.8421     -7.7645
5.4721     7.6379     -7.6876
5.6325     7.4255     -7.543
5.7091     7.2765     -7.3384
5.7151     7.1947     -7.1147
5.6844     7.1544     -6.9661
5.6823     7.1437     -6.8888






















































































































































































8.5887     5.565      -7.0279    RTEMFOS
8.6413     5.4158     -6.7991
8.6496     5.3223     -6.492
8.6261     5.2774     -6.2205
8.6446     5.2979     -5.8945
8.6945     5.3181     -5.6103
8.7922     5.3403     -5.3639
8.9258     5.45       -5.212
9.1279     5.5883     -5.1273
9.2544     5.679      -5.1087






























































































































































































9999       9999       9999       LTEMFOS







































































































































































































4.7551     5.233      -7.5352    OP
5.799      6.4355     -7.678     BA
7.878      8.9741     -6.6011    ST
9.3963     10.6041    -6.442     IV
7.9046     5.2702     -7.2161    R_PG
9.796      6.0156     -6.5282    R_ZTI
8.7737     8.0611     -7.1524    R_M3D
9.8916     8.835      -7.2099    R_M12
10.4792    10.226     -6.7002    R_MP3
10.3201    10.703     -6.4801    R_PMI
4.1371     8.1202     -7.3887    L_PG
4.577      10.261     -6.787     L_ZTI
6.7082     9.6617     -7.266     L_M3D
7.2826     10.8206    -7.2632    L_M12
8.5208     11.6912    -6.7368    L_MP3
9.0288     11.6396    -6.5103    L_PMI
8.3273     11.4041    -6.1317    O1
6.5824     11.2363    -5.6364    O2
3.4186     7.7952     -5.8598    O3
4.6836     4.1119     -5.5307    O4




















































































































































































10.3854    7.9932     -6.4992    RZYGINF
10.4236    7.7163     -6.5541
10.3892    7.5013     -6.6016
10.3283    7.2417     -6.5559
10.2027    7.0539     -6.5043
10.1529    6.735      -6.5275
10.0747    6.4614     -6.583
9.976      6.2463     -6.6239
9.861      6.1042     -6.5454
9.7714     6.0584     -6.4965






























































































































































































6.3121     11.2863    -6.6524    LZYGINF
6.081      11.2449    -6.7187
5.7445     11.1552    -6.6754
5.4323     11.0129    -6.716
5.1751     10.8452    -6.7927
4.9293     10.6768    -6.8284
4.708      10.5064    -6.8546
4.6416     10.3951    -6.8477
4.5455     10.3105    -6.8132































































































































































































8.6797     8.0669     -7.1959    R-ALV
8.9569     8.1309     -7.1647
9.2746     8.2609     -7.1649
9.5066     8.4002     -7.2085
9.668      8.5539     -7.2195
9.8565     8.7625     -7.213
10.0257    8.9533     -7.1649
10.1455    9.1319     -7.1475
10.2447    9.3343     -7.0504
10.3102    9.5509     -7.0198
10.3956    9.797      -6.9315
10.4909    10.0585    -6.7549
10.483     10.2067    -6.716



























































































































































































6.6689     9.6141     -7.1975    L-ALV
6.7198     9.8765     -7.232
6.8323     10.2107    -7.2667
7.0184     10.5405    -7.2941
7.2548     10.8325    -7.257
7.4779     11.0871    -7.1949
7.7715     11.2903    -7.0744
7.9765     11.4537    -7.0061
8.1966     11.5642    -6.915
8.4082     11.7193    -6.7501
8.5163     11.6856    -6.7545
