NMNH       196986     See12stv
3.0112     5.19       7.4543
3.1778     5.2743     7.4696
3.3267     5.3097     7.466
3.4844     5.375      7.4446
3.6867     5.5138     7.4152
3.8514     5.5608     7.3786
3.9961     5.6483     7.3416
4.1597     5.7646     7.277
4.2907     5.9561     7.2668
4.4319     6.0873     7.1887
4.563      6.1744     7.0469
4.8172     6.243      6.7577
4.9122     6.3036     6.6633
4.9083     6.3691     6.6914





































































































































































-0.0957    5.093      4.7479     RORBIT
-0.3204    5.1119     4.784
-0.4986    5.1336     4.8107
-0.6677    5.1792     4.8848
-0.8018    5.246      4.9757
-0.8948    5.3024     5.0792
-0.9884    5.3603     5.225
-1.0701    5.4106     5.3943
-1.1264    5.4813     5.6345
-1.148     5.5143     5.8289
-1.1043    5.5369     6.0658
-0.9996    5.5038     6.3503
-0.8324    5.4347     6.602
-0.5807    5.3182     6.8139
-0.2615    5.1527     6.9047
-0.0092    5.0638     6.9432
0.2816     4.9621     6.98
0.4577     4.9534     6.9885
0.7037     4.9207     6.9752
0.898      4.8768     6.9233
1.0759     4.8495     6.8344
1.1472     4.9638     6.6835
1.1559     5.3136     6.2244

















































































































































































3.6668     5.3509     4.7761     LORBIT
3.9101     5.4208     4.8045
4.1183     5.5115     4.8749
4.2954     5.5755     4.9737
4.3903     5.6654     5.1005
4.4163     5.7301     5.2324
4.4822     5.7714     5.3937
4.5335     5.8261     5.6148
4.5607     5.8679     5.807
4.5977     5.884      5.9955
4.5665     5.9148     6.1265
4.5709     5.8713     6.192
4.5018     5.8364     6.3216
4.3861     5.7815     6.4906
4.2986     5.7293     6.6496
4.2147     5.6716     6.7884
4.0578     5.5939     6.8371
3.8214     5.4771     6.8907
3.5429     5.3801     6.935
3.3918     5.3215     6.9291
3.2591     5.242      6.9523
3.1016     5.1544     6.9569
2.93       5.1124     6.9432
2.7534     5.077      6.9139
2.4989     4.9872     6.8466
2.3945     5.014      6.7282
2.3244     4.9981     6.6195
2.3241     5.0673     6.4305












































































































































































-1.5498    5.9143     6.6881     RTEMFOS
-1.6619    5.9218     6.4976
-1.7085    5.8984     6.3043
-1.7811    5.7939     6.1227
-1.8167    5.7474     5.8643
-1.831     5.7567     5.6765
-1.8275    5.6958     5.4614
-1.8066    5.6053     5.2471
-1.829     5.5775     5.037
-1.8288    5.6004     4.8335
-1.9107    5.5836     4.6516
-1.9467    5.6511     4.5151
-2.0284    5.7298     4.4043
-2.1038    5.807      4.3253
-2.1673    5.9421     4.3091
-2.215     6.0299     4.2947
-2.2522    6.1852     4.3188























































































































































































4.8814     6.4362     6.6123     LTEMFOS
4.9613     6.3888     6.4533
5.0888     6.3485     6.1918
5.1821     6.206      5.7483
5.1722     6.1276     5.522
5.1954     6.1539     5.1646
5.2114     6.1311     4.964
5.2397     6.1055     4.7642
5.295      6.1499     4.5783
5.3988     6.2767     4.3794
5.4981     6.4995     4.3242
5.5398     6.6381     4.3183
5.565      6.7848     4.3573



























































































































































































2.422      3.0387     6.3897     OP
2.1742     4.6425     6.7958     BA
1.6816     8.2753     6.1431     ST
1.2961     11.1036    5.727      IV
-0.9291    4.4603     6.6895     R_PG
-2.4508    6.9114     5.8135     R_ZTI
0.1134     8.0451     6.6484     R_M3D
-0.4471    9.3354     6.5046     R_M12
-0.4996    11.1065    5.9718     R_MP3
0.1505     11.9226    5.7157     R_PMI
5.1301     5.3088     6.5088     L_PG
5.863      8.0063     5.6157     L_ZTI
3.1692     8.5276     6.5885     L_M3D
3.3312     9.9416     6.3817     L_M12
2.8798     11.4923    5.8597     L_MP3
1.9839     12.2454    5.6228     L_PMI
0.6763     12.4873    5.5032     O1
4.3187     8.4027     2.4839     O2
-2.4515    5.7825     5.6756     O3
3.5856     1.9644     4.1258     O4




















































































































































































-1.2423    9.0088     5.5155     RZYGINF
-1.4093    8.8544     5.5835
-1.579     8.7543     5.6372
-1.665     8.6866     5.6614
-1.7651    8.6087     5.7003
-1.8852    8.477      5.7761
-2.0192    8.3278     5.8393
-2.0674    8.2051     5.8807
-2.0863    8.0521     5.9314
-2.1108    7.9444     5.9547
-2.0986    7.8301     6.0146
-2.1484    7.6828     6.0131
-2.2454    7.5578     5.9826
-2.3395    7.3773     5.9066
-2.32      7.1851     5.8822
-2.321     7.0073     5.8961
-2.4164    6.8918     5.85























































































































































































4.2168     9.8049     5.4413     LZYGINF
4.3044     9.6861     5.4961
4.4309     9.6146     5.5057
4.5554     9.5664     5.5429
4.7404     9.4815     5.5785
4.8316     9.3792     5.6312
4.9827     9.2829     5.6648
5.1218     9.2169     5.7143
5.2821     9.038      5.7469
5.3384     8.947      5.7513
5.419      8.8101     5.7652
5.5036     8.6774     5.6974
5.5887     8.5503     5.6693
5.6782     8.4291     5.6609
5.7132     8.3345     5.6328
5.754      8.2232     5.6094
5.7796     8.1401     5.6144
5.8126     7.9891     5.6105






















































































































































































0.1002     8.0451     6.7408     R-ALV
-0.0818    8.257      6.7639
-0.1481    8.4577     6.6973
-0.2535    8.6432     6.6927
-0.3056    8.8266     6.6782
-0.3656    8.9749     6.6167
-0.4177    9.1481     6.5969
-0.4435    9.2856     6.5475
-0.4533    9.436      6.5562
-0.4915    9.6255     6.5137
-0.511     9.7888     6.4531
-0.4863    10.0512    6.4003
-0.4746    10.1742    6.3772
-0.4644    10.3072    6.3402
-0.4697    10.4633    6.2113
-0.4685    10.6345    6.2006
-0.4765    10.7812    6.169
-0.487     11.0146    6.0354






















































































































































































3.1139     8.5216     6.645      L-ALV
3.2075     8.71       6.5951
3.2302     8.8772     6.6334
3.256      9.0584     6.6326
3.2784     9.251      6.5537
3.2902     9.4045     6.5829
3.2995     9.6268     6.5061
3.3134     9.8272     6.3879
3.2837     9.9802     6.4037
3.2553     10.2186    6.3495
3.2246     10.3598    6.3012
3.1671     10.5547    6.2261
3.0748     10.7039    6.2075
3.0021     10.9297    6.1943
2.9079     11.1867    6.0257
2.8874     11.3916    5.9726
2.835      11.5446    5.8984
