UWMA       ZA 856     Phu98stv
18.5073    20.2926    11.1168    IN
15.4115    17.336     15.0172    BR
11.609     12.8984    14.3188    GL
11.5824    12.8377    13.9481    NA
9.3179     10.1291    9.4152     RH
8.1928     8.658      6.4742     NS
8.02       8.5921     5.3394     PR
7.4517     9.1423     5.4694     R_PR2
9.8474     11.392     10.3667    R_PMS
9.4004     15.0475    8.6669     R_ZMI
10.4208    14.2542    11.5877    R_ZMU
11.4868    13.2792    12.8782    R_DA
10.7462    14.4349    14.1425    R_MTI
11.8116    14.6814    15.1248    R_MTS
10.0354    15.8107    12.524     R_FMO
10.2464    16.7164    12.5247    R_FMT
13.1       20.3286    10.1092    R_PO
9.6676     16.7742    9.6798     R_ZTS
8.7941     8.1367     5.4575     L_PR2
10.3597    10.3372    10.0167    L_PMS
14.2699    10.7465    8.853      L_ZMI
13.4542    11.8106    11.6148    L_ZMU
12.0888    12.7539    12.9706    L_DA
13.3409    12.0632    14.1638    L_MTI
13.41      12.9749    15.0948    L_MTS
14.8098    11.6879    12.6985    L_FMO
15.7151    12.049     12.5919    L_FMT
19.189     15.2812    10.3742    L_PO
16.2701    11.4899    9.771      L_ZTS
7.483      8.7186     6.3538     O1
10.9489    16.516     13.977     O2
17.771     12.4696    9.7279     O3
19.083     19.5815    11.4327    O4







































































































































































11.6061    12.9113    14.3774    GLRH
11.5878    12.8748    14.1782
11.5963    12.8327    13.9482
11.5855    12.819     13.814
11.595     12.8326    13.6088
11.5907    12.8178    13.4405
11.5962    12.8075    13.2869
11.5848    12.7763    13.1262
11.558     12.739     12.9643
11.526     12.6761    12.8002
11.4586    12.6149    12.6396
11.4066    12.5492    12.5106
11.354     12.4878    12.3554
11.2731    12.4073    12.2199
11.1962    12.3031    12.0829
11.1369    12.2086    11.9631
11.0597    12.1168    11.796
10.9604    11.9611    11.6225
10.8753    11.8505    11.4797
10.7832    11.7413    11.3449
10.6871    11.5687    11.1908
10.6114    11.4674    11.0571
10.4578    11.3193    10.8825
10.3285    11.255     10.7618
10.2466    11.1405    10.6354
10.1958    11.066     10.5366
10.1227    10.9894    10.4501
10.0484    10.8769    10.307
9.9688     10.794     10.2029
9.8681     10.6665    10.0654
9.7886     10.5943    9.9339
9.6941     10.4873    9.8413
9.5978     10.3828    9.7126
9.4888     10.2626    9.6256
9.4277     10.1723    9.5396
9.3604     10.1067    9.465
9.2846     10.0924    9.3914
9.2168     10.0697    9.2955


































































































































































9.2533     10.1061    9.3231     NOSE
9.091      10.1463    9.2468
