AMNH       216249     Phu4stv
20.3285    21.3965    11.9877    IN
17.3185    17.8164    15.1814    BR
12.8049    13.5482    15.0337    GL
12.7855    13.4894    14.6748    NA
8.4302     10.0249    9.5        RH
6.1817     8.0047     6.3213     NS
5.8007     7.5282     5.108      PR
5.1998     8.4256     5.0917     R_PR2
8.6085     11.162     9.8992     R_PMS
8.9483     16.1108    8.7063     R_ZMI
11.1262    15.0043    12.6399    R_ZMU
12.3083    14.029     13.5735    R_DA
11.5442    15.2977    15.1283    R_MTI
11.8047    15.4574    15.9823    R_MTS
10.6608    16.5174    13.1535    R_FMO
10.375     17.8274    13.3854    R_FMT
14.1408    21.7605    10.6034    R_PO
9.4038     18.6858    10.692     R_ZTS
6.6253     7.0871     5.0396     L_PR2
10.234     10.9898    10.5093    L_PMS
14.929     10.6282    8.1022     L_ZMI
13.995     12.1187    12.1837    L_ZMU
13.1247    13.1862    13.3812    L_DA
14.7121    12.1163    14.6408    L_MTI
14.8088    12.3349    15.4597    L_MTS
15.9164    11.7608    12.9906    L_FMO
17.0093    11.6046    12.7904    L_FMT
20.5696    15.4935    9.8352     L_PO
17.2925    10.8699    9.5702     L_ZTS
5.005      11.0008    4.6919     O1
15.8583    9.9709     9.234      O2
11.0836    17.0683    15.4167    O3
19.4932    21.5393    11.3271    O4







































































































































































12.8059    13.5358    15.0114    GLRH
12.7851    13.5046    14.918
12.7474    13.4978    14.7289
12.7517    13.4774    14.5897
12.7012    13.4823    14.4188
12.6901    13.4846    14.2639
12.6643    13.4507    14.121
12.5739    13.4401    13.8579
12.493     13.4486    13.7015
12.4025    13.4005    13.5164
12.334     13.323     13.3774
12.2282    13.2632    13.2125
12.1262    13.1104    13.0286
12.0383    13.0257    12.9069
11.8525    12.9087    12.6862
11.7572    12.8138    12.5775
11.6594    12.7329    12.475
11.5573    12.6534    12.369
11.4365    12.5463    12.2482
11.2934    12.4033    12.0771
11.187     12.3378    11.9864
11.1111    12.299     11.9249
10.9985    12.2038    11.8345
10.8586    12.1438    11.7074
10.8024    12.0439    11.6173
10.6445    11.9893    11.4963
10.6131    11.8627    11.4343
10.5308    11.8219    11.3808
10.4017    11.7072    11.3012
10.3079    11.6489    11.2193
10.2398    11.5525    11.152
10.1673    11.5139    11.0986
10.0294    11.409     11.0072
9.9778     11.3457    10.9496
9.8409     11.2917    10.8972
9.6355     11.1513    10.7641
9.5663     11.0424    10.691
9.3849     10.9763    10.5617
9.2437     10.8538    10.4374
9.1002     10.7802    10.3287
9.0145     10.6607    10.1911
8.91       10.5374    10.0792
8.7791     10.4227    9.9358
8.7181     10.3157    9.8505
8.6211     10.2313    9.7544
8.5152     10.1551    9.6502
8.4113     10.0115    9.455






































