TMP        AZ 1107    Phu138sf
20.0836    4.9085     11.3043    IN
23.599     5.0553     15.9681    BR
30.224     5.168      15.9897    GL
30.2927    5.1194     15.6262    NA
36.3906    5.2648     11.6812    RH
40.2569    5.4005     8.8919     NS
40.8986    5.4373     7.6731     PR
40.7189    4.5061     8.0041     R_PR2
34.4706    4.712      12.307     R_PMS
31.889     1.3438     9.9894     R_ZMI
30.7281    3.3083     13.6151    R_ZMU
30.2216    4.7532     14.9097    R_DA
29.9781    3.4462     16.0241    R_MTI
29.0338    3.4602     16.7276    R_MTS
29.3929    1.6246     14.7534    R_FMO
28.9335    0.7871     14.0932    R_FMT
24.3602    0.6959     10.4421    R_PO
29.3619    0.1284     11.0526    R_ZTS
40.886     6.2689     7.5547     L_PR2
34.7267    5.895      12.2819    L_PMS
31.9119    8.7666     9.8918     L_ZMI
30.6156    7.0871     13.5796    L_ZMU
30.1503    5.5836     14.8475    L_DA
29.8352    6.9756     15.9398    L_MTI
28.8727    6.753      16.6554    L_MTS
29.314     8.7089     14.6519    L_FMO
28.6929    9.334      14.1907    L_FMT
23.7785    9.1505     10.4699    L_PO
29.1571    10.0052    10.9948    L_ZTS
41.2003    5.0912     7.8333     O1
27.8005    7.7058     15.958     O2
27.216     -0.4421    10.7471    O3
20.4285    5.42       11.52      O4







































































































































































30.19      5.129      16.0105    GLRH
30.2478    5.1461     15.8021
30.2932    5.1504     15.654
30.32      5.1375     15.4397
30.3607    5.1461     15.2303
30.4124    5.1469     15.0408
30.4826    5.1571     14.9052
30.6261    5.1621     14.6365
30.7509    5.1934     14.4756
30.9211    5.1925     14.2818
31.0884    5.2118     14.1389
31.3085    5.2285     13.9707
31.5529    5.2261     13.823
31.7901    5.2605     13.7133
32.0432    5.2644     13.5934
32.2176    5.273      13.539
32.424     5.2636     13.4569
32.6039    5.2738     13.3844
32.803     5.3056     13.3081
32.9843    5.2888     13.2267
33.1232    5.2718     13.1657
33.2947    5.261      13.0995
33.5235    5.2079     13.0032
33.7155    5.277      12.9265
33.9661    5.3014     12.8216
34.1819    5.3084     12.7453
34.367     5.2791     12.6749
34.5025    5.2769     12.6319
34.6649    5.2815     12.5618
34.8423    5.2758     12.4601
35.0793    5.2828     12.3772
35.3026    5.2698     12.2599
35.5075    5.2885     12.1636
35.7007    5.2793     12.0565
35.8461    5.2791     11.9683
36.0514    5.343      11.853
36.1976    5.323      11.7868
36.2958    5.3239     11.7339
36.3793    5.2767     11.6767

































































































































































36.3593    5.3005     11.6871    NOSE
36.3468    5.0321     11.6765
36.4228    4.8765     11.615
36.5083    4.7438     11.5329
36.5536    4.5305     11.4255
36.7145    4.36       11.3231
37.0076    4.2627     11.0861
37.2049    4.1852     10.9342
37.3767    4.0935     10.8331
37.5344    4.077      10.675
37.6596    3.9915     10.5339
37.8131    3.9633     10.3549
38.0705    3.9153     10.1573
38.3072    3.9259     10.0336
38.5476    3.9219     9.8982
38.704     4.0452     9.8205
38.9869    4.0297     9.6518
39.2485    4.1256     9.5691
39.4514    4.2222     9.4936
39.67      4.3578     9.4225
39.7642    4.5494     9.4006
39.9698    4.6439     9.3109
40.0893    4.7836     9.2168
40.2194    4.9325     9.0962
40.2797    5.066      9.0099
40.3085    5.2754     8.8816
40.2734    5.4063     8.8959
40.2456    5.5368     8.9514
40.1737    5.7477     9.141
39.9905    5.9196     9.2955
39.8739    6.0773     9.436
39.6697    6.1815     9.4942
39.397     6.3052     9.5576
39.1394    6.3438     9.5925
38.8974    6.474      9.6831
38.707     6.5685     9.816
38.4478    6.6125     9.9918
38.2387    6.6356     10.1798
37.9345    6.6159     10.4182
37.6842    6.6577     10.6163
37.4562    6.5934     10.7594
37.2442    6.4864     10.869
36.8829    6.3607     11.0925
36.7414    6.2209     11.201
36.5838    6.0713     11.3264
36.5032    6.0286     11.3354
36.4223    5.8777     11.533
36.3799    5.7653     11.5834
36.3203    5.6515     11.6778
36.2627    5.5059     11.7239
36.2744    5.3063     11.7355





















































































































































40.3832    5.437      8.8407     NASP-PR
40.5853    5.4156     8.648
40.6961    5.4028     8.4872
40.8702    5.4068     8.2806
40.9011    5.349      8.0466
40.891     5.389      7.8868
40.9021    5.451      7.6264

































































































































































































34.4235    4.7303     12.3137    R-PM/MAX
34.6593    4.6871     12.2536
34.8941    4.6305     12.1695
35.0832    4.4976     12.0614
35.3041    4.4334     11.9604
35.4369    4.3543     11.8601
35.5896    4.3394     11.7782
35.7825    4.2469     11.6856
36.0284    4.204      11.6054
36.1847    4.1171     11.4985
36.3964    4.0502     11.4451
36.7864    3.827      11.0453
36.9835    3.8348     10.9766
37.1639    3.865      10.8873
37.3151    3.8513     10.7443
37.4458    3.8455     10.6054
37.6107    3.8024     10.4578
37.8079    3.7711     10.3106
38.0091    3.7374     10.1644
38.1657    3.7238     10.041
38.3448    3.7099     9.9252
38.5009    3.7268     9.832
38.9167    3.7176     9.4537
39.0802    3.7165     9.3107
38.9624    3.5085     9.1578
38.9119    3.3329     8.9638
38.9991    3.2527     8.7912
39.2755    3.2855     8.4923
39.4324    3.3764     8.3449
39.4711    3.4588     8.0767
39.372     3.6993     7.812









































































































































































34.753     5.8662     12.276     L-PM/MAX
34.9314    5.9928     12.1426
35.1245    6.0294     12.0838
35.2828    6.0399     12.0216
35.5597    6.1324     11.8778
35.7886    6.2333     11.7091
35.9777    6.3212     11.5944
36.1015    6.4099     11.5213
36.2876    6.5078     11.4389
36.4785    6.5654     11.3905
36.7853    6.6811     11.2792
36.956     6.7353     11.174
37.3433    6.8093     10.8209
37.5096    6.8376     10.634
