NMNH       410877     Php1stv
12.6678    9.9323     7.7245
12.7538    9.9953     7.5912
12.8467    10.044     7.4463
12.9557    10.1295    7.2134
13.0227    10.1777    6.9739
13.1221    10.1961    6.8393
13.2271    10.1966    6.6835
13.388     10.1557    6.6038
13.5827    10.0567    6.5163
13.6953    9.9523     6.4076
13.8628    9.8773     6.2615
13.9198    9.8483     6.1173
14.0373    9.8435     5.9099
14.0945    9.8808     5.7515
14.1451    9.9912     5.4635










































































































































10.776     15.7656    12.9519    SUPORB
10.7514    15.5976    13.2645
10.784     15.4877    13.4425
10.8163    15.4172    13.6406
10.8437    15.2494    13.8376
10.8778    15.0592    13.9602
10.8889    14.8715    14.0813
10.8978    14.7089    14.1276
10.9746    14.56      14.2017
11.0196    14.4406    14.2617
11.0247    14.1534    14.3182
11.1306    13.9917    14.4099
11.2861    13.7592    14.5231
11.4147    13.6281    14.5833
11.5498    13.4319    14.6447
11.6959    13.3089    14.688
11.7769    13.1202    14.7021
11.9356    12.9423    14.7436
12.0272    12.851     14.739
12.1011    12.7166    14.7349
12.1558    12.5537    14.7281
12.1979    12.4133    14.7095
12.2461    12.2331    14.6732
12.2868    12.0598    14.6244
12.333     11.9021    14.5542
12.3281    11.7766    14.5105
12.3719    11.6835    14.4851
12.4461    11.5049    14.4126
12.5497    11.3415    14.4289
12.7075    11.3319    14.4906
12.8846    11.3063    14.5357
13.1495    11.4118    14.5846
13.4267    11.3431    14.6232
13.7333    11.1702    14.6539
13.9523    11.0502    14.6549
14.2129    10.7394    14.6158
14.3769    10.4828    14.5341
14.4368    10.1977    14.3858
14.5678    9.9987     14.2535
14.8584    9.8685     14.1514
15.1313    9.7347     14.012
15.3909    9.5843     13.8575
15.5183    9.541      13.7961
15.8024    9.4066     13.6473
15.8163    9.4977     13.5763
15.9597    9.4798     13.4889
16.0733    9.4353     13.3217
16.1915    9.3688     13.1826
16.2552    9.3722     13.0145
16.32      9.3632     12.8688
16.4293    9.3248     12.6165
16.4711    9.2977     12.4333




















































































































































11.6532    13.2911    11.2693    RORBIT
11.5042    13.5195    11.287
11.3576    13.7024    11.3556
11.1973    13.8358    11.4702
11.1391    13.9916    11.6047
11.0769    14.1563    11.8502
11.0631    14.2401    11.96
11.0228    14.4576    12.3083
10.9594    14.5332    12.49
10.9229    14.5054    12.6663
10.9099    14.4578    12.8098
10.879     14.3818    12.9695
10.861     14.3022    13.0989
10.853     14.137     13.3098
10.892     13.6795    13.5331
10.9649    13.3025    13.5517
10.9801    13.1243    13.5669
11.0352    12.9689    13.5843
11.1505    12.7086    13.5151
11.3509    12.5974    13.4587
11.4983    12.4656    13.4619
11.6133    12.275     13.6627
11.8304    12.0617    13.4632
12.0867    12.0093    13.2135
12.2223    12.0482    13.068
12.2752    12.0259    12.9016
12.3182    11.9764    12.7015
12.3587    12.0343    12.4954
12.3368    12.1189    12.2495
12.3237    12.2364    12.0682










































































































































































14.0186    10.45      11.1054    LORBIT
14.1938    10.3636    11.0839
14.3053    10.2364    11.1706
14.3851    10.2034    11.2645
14.5393    10.1168    11.4009
14.679     10.0801    11.5539
14.8462    9.9916     11.7283
15.0016    9.9425     11.8866
15.1239    9.9093     12.0216
15.1671    9.9001     12.1497
15.2029    9.8991     12.3101
15.1316    9.8084     12.6134
15.0688    9.7441     12.7445
14.9563    9.6884     12.9416
14.7895    9.7569     13.0968
14.6591    9.7413     13.1999
14.4837    9.8283     13.2673
14.155     9.9231     13.2886
13.9644    9.9838     13.3115
13.8248    10.0339    13.3301
13.6571    10.1418    13.3028
13.538     10.2985    13.2866
13.4441    10.3802    13.2984
13.2986    10.5103    13.3425
13.1644    10.6007    13.419
13.0446    10.6857    13.5194
12.9834    10.9179    13.418
12.8243    11.0848    13.2712
12.6894    11.2095    13.0769
12.749     11.3591    12.8017
12.7148    11.4412    12.5298
12.7418    11.4759    12.2902
12.7703    11.477     12.1103







































































































































































10.6888    15.6922    12.9253    RTEMFOS
10.6091    15.7372    12.6669
10.5622    15.7778    12.4553
10.5457    15.7675    12.2776
10.5035    15.6871    12.1415
10.5069    15.6674    11.986
10.4591    15.6238    11.7497
10.4462    15.5489    11.5357
10.4306    15.5492    11.3997
10.3964    15.5565    11.2324
10.3288    15.5485    11.0487
10.3195    15.6073    10.9044
10.2534    15.6774    10.7508
10.2333    15.7597    10.6131
10.2167    15.8463    10.4897
10.2016    15.9209    10.3773
10.1987    16.0064    10.28
10.1628    16.0895    10.1956
10.1545    16.1895    10.1002
10.1873    16.3247    10.0488
10.1739    16.4233    10.0059
10.1563    16.7237    9.9729
10.2332    16.8026    10.0109
10.3221    16.9665    10.0591
10.361     17.0222    10.0862
10.3699    17.1659    10.1383














































































































































































16.4147    9.3797     12.7437    LTEMFOS
16.4596    9.3359     12.533
16.4681    9.2918     12.2989
16.4278    9.2        12.0424
16.3939    9.1744     11.9264
16.3885    9.1408     11.7606
16.3462    9.1315     11.6529
16.3241    9.1133     11.4954
16.3251    9.1202     11.3254
16.2605    9.1038     11.1838
16.2556    9.1016     11.0207
16.2352    9.0854     10.8504
16.2057    9.0493     10.7157
16.208     9.0205     10.5177
16.2472    8.9846     10.2521
16.3395    8.9243     9.9936
16.4182    8.8699     9.8532
16.4616    8.8291     9.7582
16.5604    8.8342     9.7009
16.6864    8.8243     9.5866
16.8085    8.8498     9.5433
17.0211    8.8805     9.5447
17.1269    8.909      9.5584
17.3166    8.9131     9.5804
17.4371    8.9353     9.6203
17.4979    8.9764     9.6708














































































































































































8.8182     8.7347     11.5015    OP
10.6592    10.2125    11.6716    BA
14.3194    13.0632    11.4983    ST
18.7387    16.8458    12.7615    IV
8.1595     13.224     10.4742    R_PG
9.0417     15.9007    9.8114     R_ZTI
13.5438    15.6298    12.7294    R_M3D
15.0793    17.1909    13.2597    R_M12
17.2301    18.4503    13.5423    R_MP3
18.495     18.7233    13.2663    R_PMI
13.4858    7.2398     11.2551    L_PG
16.4213    7.5533     10.9458    L_ZTI
16.5031    12.2907    13.0703    L_M3D
18.4606    13.5936    13.5666    L_M12
20.0936    15.3002    13.6163    L_MP3
20.76      16.7608    13.3817    L_PMI
21.3078    18.5035    13.9839    O1
11.5033    14.8139    5.888      O2
17.7351    8.6089     10.9692    O3
9.3832     5.6218     9.6078     O4




















































































































































































12.4961    16.7339    10.8911    RZYGINF
12.299     16.8127    10.6879
12.0551    16.831     10.5241
11.7667    16.8256    10.4319
11.47      16.8336    10.4142
11.1394    16.8028    10.4404
10.885     16.7311    10.4885
10.6499    16.6094    10.495
10.4889    16.5078    10.4898
10.292     16.389     10.4482
10.1327    16.3561    10.4266
9.8424     16.2372    10.3662
9.6281     16.2972    10.2563
9.4804     16.2869    10.2282
9.2998     16.2544    10.1077
9.2027     16.1488    9.9975
9.0853     16.0501    9.913
8.9835     15.9509    9.8279






















































































































































































17.8999    11.1046    11.6212    LZYGINF
17.9277    11.0095    11.3768
17.7989    10.7947    11.2957
17.7754    10.6404    11.2254
17.7696    10.5304    11.1686
17.7659    10.1484    11.1729
17.7808    10.0001    11.2022
17.6705    9.7149     11.2749
17.5247    9.4537     11.3582
17.3764    9.2659     11.4023
17.2327    9.0673     11.4325
17.1414    8.7486     11.4593
17.062     8.6024     11.427
16.858     8.406      11.4108
16.7491    8.1455     11.3168
16.7058    7.9942     11.2467
16.6891    7.8529     11.2083
16.6105    7.6961     11.1157
16.4954    7.5798     11.051
16.4465    7.4996     10.9774




















































































































































































13.5454    15.6219    12.7288    R-ALV
13.5798    15.8347    12.6866
13.6743    15.9857    12.7596
13.8554    16.2974    12.791
14.0505    16.5005    12.8299
14.1843    16.5903    12.9106
14.3833    16.811     12.9991
14.4816    16.9353    13.037
14.6274    17.1375    13.112
14.8941    17.282     13.0973
15.0483    17.3204    13.1305
15.2665    17.4859    13.2727
15.4976    17.6745    13.2965
15.7901    17.7921    13.3034
16.0113    17.8314    13.3583
16.1216    17.973     13.3711
16.3547    18.1686    13.3839
16.7043    18.3308    13.4421
16.8389    18.455     13.4268
17.0078    18.5622    13.3979
17.1618    18.6842    13.386



















































































































































































16.4706    12.297     13.0538    L-ALV
16.7806    12.3285    13.0584
17.0674    12.4435    13.105
17.3686    12.5848    13.1471
17.5846    12.746     13.2364
17.8075    12.9354    13.3264
18.03      13.1052    13.3909
18.2019    13.1653    13.4156
18.389     13.4038    13.5194
18.5042    13.5665    13.5275
18.6621    13.745     13.5649
18.8633    13.8876    13.5494
19.0145    14.0465    13.5282
19.2427    14.3089    13.479
19.3441    14.4879    13.5666
19.6062    14.7144    13.5872
19.6885    14.8822    13.6876
19.8165    14.9904    13.6424
19.9571    15.115     13.6309
20.1102    15.3177    13.6029
