UCMVZ      117243     Phu44stv
10.4487    6.4859     7.264
10.6139    6.556      7.3898
10.7672    6.5584     7.496
10.9312    6.6581     7.6791
11.0461    6.7671     7.8635
11.1465    6.8427     8.1234
11.161     6.9193     8.2765
11.2004    6.9739     8.4108
11.2194    7.0621     8.5674
11.2565    7.1356     8.6762
11.2815    7.1793     8.7639
11.309     7.3895     9.0764
11.3549    7.4458     9.2385
11.3362    7.5015     9.2697
11.2796    7.6655     9.4305
11.1878    7.7519     9.547
11.0525    7.8472     9.7199
10.8759    7.9605     9.7541






























































































































































9.56       6.7285     6.5222     NASP-PR
9.3991     6.6149     6.1829
9.3992     6.5357     5.9671
9.3888     6.5555     5.8268
9.4127     6.5924     5.6702



































































































































































































10.9892    8.7893     10.2769    R-PM/MAX
10.8773    8.7188     10.1187
10.7521    8.657      9.9816
10.6439    8.5969     9.8675
10.477     8.5322     9.7378
10.3163    8.4845     9.5896
10.165     8.4114     9.4213
10.0669    8.3752     9.2841
9.9605     8.3367     9.1653
9.8451     8.3232     9.0031
9.7165     8.2744     8.8237
9.6419     8.212      8.7025
9.5038     8.1578     8.5366
9.459      8.0959     8.385
9.3375     8.0384     8.2229
9.2998     8.0766     8.0582
9.1998     8.1268     7.8767
9.1478     8.2415     7.7193
9.0657     8.318      7.5403
8.9632     8.3893     7.3097
8.8636     8.4161     7.1731
8.8079     8.4835     7.0074
8.7746     8.5486     6.8958
8.6984     8.5453     6.6735
8.6976     8.4903     6.519
8.8102     8.3766     6.1874














































































































































































11.8995    8.1023     10.0446    L-PM/MAX
11.8772    7.993      9.9205
11.8281    7.9227     9.8051
11.7696    7.833      9.7085
11.6278    7.5562     9.4267
11.631     7.5182     9.3547
11.6165    7.4262     9.2453
11.581     7.354      9.1481
11.5271    7.2067     8.9468
11.5079    7.1523     8.8777
11.4942    7.0751     8.7973
11.4       6.9769     8.5813
11.3977    6.8672     8.4155
11.3443    6.8265     8.2766
11.2716    6.7668     8.1552
11.2853    6.6808     8.0335
11.2906    6.6612     7.8826
11.2992    6.6115     7.7447
11.288     6.5455     7.5359
11.3219    6.5277     7.4518
11.3774    6.4847     7.2305
11.406     6.464      7.1236
11.4274    6.41       6.8928
11.4214    6.3604     6.7724
11.4176    6.3388     6.619
11.5509    6.2844     6.3855
11.449     6.2511     6.1513
11.431     6.335      5.9531
11.3284    6.4987     5.7511











































































































































































10.1549    11.2189    7.6086     ROSTRUM
10.1618    11.1206    7.8289
10.1555    11.0195    7.9545
10.1423    10.9393    8.1421
10.2242    10.8095    8.2391
10.2832    10.5868    8.4283
10.3549    10.4591    8.5034
10.3923    10.3273    8.6455
10.3928    10.2112    8.8115
10.3823    10.1094    8.9625
10.3798    9.9701     9.1787
10.3371    9.8939     9.3925
10.2939    9.8444     9.5621
10.2006    9.8442     9.6876
10.1406    9.7488     9.8696
10.1812    9.6311     9.9815
10.2444    9.5099     10.0856
10.4243    9.2486     10.0639
10.5578    9.1976     10.1448
10.6726    9.0766     10.1388
10.7883    9.0072     10.19
10.8879    8.8647     10.2264
10.9567    8.7986     10.2689
11.0743    8.7055     10.3612
11.2246    8.5688     10.431
11.3628    8.4382     10.4565
11.4958    8.3478     10.4232
11.6652    8.2859     10.3452
11.8311    8.2656     10.3328
11.9434    8.2077     10.2296
12.125     8.0648     10.087
12.2702    7.9806     10.0405
12.4849    7.8697     9.9695
12.5989    7.8018     9.8848
12.7558    7.7821     9.8181
12.8833    7.7394     9.7327
13.0864    7.707      9.5894
13.1478    7.8567     9.3828
13.1642    8.0201     9.1866
13.1799    8.0809     8.9713
13.2494    8.1432     8.7517
13.3647    8.2083     8.5233
13.4843    8.2279     8.2615
13.5726    8.2354     8.144
13.6608    8.2098     7.9627
13.7188    8.1451     7.839
13.8839    8.1011     7.7249
13.9685    8.1669     7.507
14.0282    8.2425     7.3253
14.0576    8.2739     7.1935
14.1011    8.288      7.095
14.1253    8.3161     7.0369




















































































































































10.8541    13.0029    13.9997    SUPORB
10.8994    12.9151    14.3021
10.9054    12.8399    14.5331
10.9797    12.6765    14.7642
11.0661    12.6092    14.9266
11.1245    12.4347    15.0676
11.2387    12.2       15.2702
11.3276    11.9676    15.3766
11.4445    11.7785    15.487
11.5735    11.6413    15.5764
11.7479    11.5963    15.6896
11.9216    11.4708    15.7775
12.0912    11.4176    15.8825
12.3613    11.3163    16.0006
12.5473    11.254     16.0487
12.7972    11.1288    16.1064
12.9326    10.9251    16.0959
12.9966    10.7421    16.0505
12.9459    10.5574    15.9967
12.9674    10.2706    15.9205
12.9123    10.0641    15.85
12.9457    9.8399     15.7595
12.9772    9.5862     15.6027
13.045     9.3461     15.4633
13.2558    9.2652     15.4896
13.4405    9.2651     15.5454
13.6008    9.2774     15.5871
13.8239    9.2635     15.6301
14.067     9.2598     15.6912
14.2336    9.2991     15.7302
14.5099    9.2446     15.721
14.6956    9.1932     15.6864
14.8615    9.0747     15.5966
14.9654    8.9754     15.5009
15.1946    8.8075     15.3364
15.415     8.7122     15.1744
15.5441    8.572      14.9981
15.6754    8.4383     14.8142
15.8868    8.4392     14.6876
16.0268    8.4135     14.5767
16.2178    8.4157     14.426
16.3441    8.4141     14.3067
16.4768    8.3199     13.9462
16.6296    8.3907     13.7501
16.688     8.3965     13.5258
16.7049    8.4153     13.4336
16.7187    8.3939     13.1384

























































































































































11.4799    11.0683    12.4006    RORBIT
11.2918    11.1589    12.5081
11.113     11.3355    12.629
10.9654    11.4898    12.8468
10.7834    11.7162    12.9747
10.7866    11.8226    13.1586
10.7739    11.9476    13.3423
10.7865    12.0162    13.4789
10.8293    12.0673    13.6371
10.8477    12.088     13.7917
10.8321    12.1178    14.0085
10.8533    12.0603    14.1997
10.8571    11.9304    14.3526
10.8683    11.7678    14.5251
10.882     11.5559    14.6916
10.9492    11.3519    14.7923
11.0223    11.0271    14.8603
11.092     10.8236    14.8836
11.2571    10.6532    14.8038
11.4203    10.5725    14.7446
11.5404    10.4491    14.689
11.72      10.2715    14.8222
11.9241    10.0365    14.8677
12.1163    9.8845     14.7942
12.2662    9.7836     14.6503
12.4285    9.7109     14.4034
12.4723    9.5761     14.1627
12.5138    9.6323     13.9312
12.613     9.7646     13.6487
12.6083    9.8207     13.5275
12.6057    9.8365     13.3814
12.5606    9.9673     13.2068








































































































































































14.3426    8.9284     11.9082    LORBIT
14.5158    8.702      11.923
14.7424    8.499      11.9852
14.8812    8.4044     12.0663
15.0047    8.3246     12.1403
15.1369    8.2626     12.2254
15.2598    8.2884     12.3223
15.3848    8.2514     12.4374
15.5248    8.2016     12.5932
15.6073    8.1772     12.7147
15.6945    8.1864     12.8771
15.7796    8.1741     13.0676
15.8603    8.2068     13.1854
15.8945    8.0217     13.4303
15.7172    8.048      13.5737
15.5329    7.9852     13.814
15.3871    7.9431     13.9661
15.1803    8.0835     14.0826
15.0122    8.0575     14.1448
14.8283    7.9657     14.1673
14.655     8.0324     14.2067
14.3973    8.1046     14.2285
14.2702    8.1702     14.2469
14.1373    8.2945     14.2373
13.9102    8.4841     14.5157
13.582     8.7104     14.5382
13.3721    8.9218     14.4348
13.2337    9.0889     14.2109
13.2403    9.2119     14.0088
13.1448    9.3124     13.7533
13.1667    9.3804     13.6438
13.1761    9.4566     13.39
13.194     9.4733     13.3008
13.1932    9.4924     13.1909






































































































































































10.7952    12.9981    13.8708    RTEMFOS
10.6609    12.9839    13.6904
10.6402    12.9845    13.5174
10.5886    12.9617    13.3548
10.5265    12.9283    13.1881
10.5024    12.9155    13.0834
10.4383    12.8915    12.9314
10.4053    12.8674    12.7872
10.38      12.8634    12.6861
10.3629    12.8611    12.5319
10.2978    12.8148    12.4103
10.2351    12.7795    12.2063
10.2329    12.7958    12.1472
10.2356    12.8758    11.9783
10.1566    12.888     11.804
10.1357    12.926     11.6948
10.1162    12.992     11.5839
10.1027    13.1457    11.4529
10.1157    13.2879    11.3834
10.1639    13.6264    11.4257
10.2429    13.7403    11.4232
10.3299    13.8434    11.4376
10.3963    13.9634    11.4715

















































































































































































16.756     8.523      13.1846    LTEMFOS
16.7093    8.3573     13.0413
16.7117    8.3172     12.834
16.6932    8.302      12.6514
16.6724    8.3012     12.5203
16.6421    8.2868     12.3752
16.6167    8.2654     12.2221
16.5723    8.2296     12.1428
16.5344    8.2263     11.9539
16.5261    8.2271     11.8567
16.4928    8.1912     11.7622
16.4595    8.1553     11.6576
16.4326    8.131      11.5178
16.4309    8.1289     11.3366
16.4221    8.111      11.2251
16.4161    8.0938     11.0726
16.4063    8.0525     10.9237
16.4337    8.0277     10.7359
16.4736    8.0106     10.5861
16.5782    8.0186     10.4364
16.721     8.0837     10.3551
16.8186    8.1274     10.3239
16.9579    8.1591     10.2729
17.0178    8.2654     10.2926
17.1549    8.3926     10.3203
17.2635    8.4574     10.363
17.3557    8.5464     10.3846













































































































































































9.8859     6.8294     13.2516    OP
11.1632    8.276      12.8144    BA
14.0076    11.5555    11.7595    ST
17.1251    15.1963    11.6395    IV
8.3959     11.2289    12.6507    R_PG
8.8337     13.1338    11.6151    R_ZTI
12.4594    12.7757    12.4292    R_M3D
13.9217    15.1107    12.7124    R_M12
16.0552    16.7886    12.5047    R_MP3
16.8568    16.8211    12.4407    R_PMI
14.2496    5.8613     12.0172    L_PG
16.1445    6.74       10.8663    L_ZTI
15.5506    10.2108    12.0511    L_M3D
17.6585    12.0299    12.3682    L_M12
19.0742    14.2671    12.2126    L_MP3
19.2015    15.0289    12.1266    L_PMI
19.3256    16.7584    11.825     O1
10.6557    14.8145    10.4284    O2
14.1305    8.1508     6.3526     O3
10.0765    3.4984     11.7586    O4




















































































































































































11.6148    14.4483    11.336     RZYGINF
11.4522    14.3684    11.2573
11.2572    14.3634    11.1428
11.1054    14.3502    11.1235
10.9276    14.3508    11.1431
10.7626    14.3537    11.2064
10.6183    14.318     11.2895
10.5068    14.2505    11.3612
10.3945    14.2201    11.392
10.2679    14.1867    11.4205
10.1743    14.1023    11.4572
10.0807    14.0151    11.4845
9.9671     13.9283    11.5226
9.8928     13.8246    11.5518
9.7938     13.765     11.5717
9.6955     13.6674    11.5968
9.5987     13.585     11.6247
9.4688     13.5369    11.6358
9.3335     13.4817    11.6556
9.177      13.41      11.6801
9.0723     13.372     11.6467
8.8973     13.3056    11.6203
8.808      13.2394    11.6126
8.6965     13.1376    11.5894
















































































































































































16.9866    9.7155     10.7671    LZYGINF
16.8814    9.4818     10.6163
16.8987    9.3829     10.5471
16.8991    9.229      10.4992
16.8577    9.0158     10.4528
16.8031    8.8477     10.4598
16.8196    8.6399     10.606
16.7266    8.267      10.7154
16.6353    8.0717     10.7579
16.5699    7.8962     10.8099
16.5557    7.6504     10.8545
16.5152    7.4905     10.8629
16.4544    7.3117     10.8362
16.3579    7.1229     10.8391
16.3214    7.0174     10.8544
16.2477    6.9439     10.8676
16.1943    6.8269     10.8761
16.1828    6.7376     10.8565






















































































































































































12.3875    12.7183    12.4074    R-ALV
12.3819    13.0998    12.4358
12.5203    13.4338    12.4898
12.6274    13.7119    12.486
12.7662    13.9564    12.4768
12.9135    14.1502    12.4916
12.9822    14.2642    12.5176
13.1354    14.4269    12.4999
13.3101    14.6096    12.5387
13.4002    14.6741    12.587
13.5098    14.8118    12.5162
13.6569    15.0303    12.571
13.7602    15.0658    12.6542
13.9172    15.1875    12.5643
14.1138    15.277     12.542
14.3397    15.5025    12.505
14.4416    15.604     12.6036
14.7295    15.7879    12.5197
14.9842    15.9441    12.5098
15.1194    16.0188    12.5594
15.2549    16.1943    12.4777
15.4641    16.3623    12.5439
15.6562    16.49      12.575
15.7507    16.6211    12.4937
16.0087    16.7497    12.488















































































































































































15.6563    10.3089    12.0578    L-ALV
15.9039    10.3396    12.12
16.121     10.4467    12.1563
16.2848    10.5442    12.0897
16.6427    10.7425    12.0505
16.8414    10.8877    12.2534
16.9115    11.0206    12.2509
17.0228    11.1508    12.2822
17.1792    11.3373    12.2346
17.2829    11.4161    12.2083
17.3916    11.4864    12.2166
17.6007    11.7013    12.2517
17.6921    11.7864    12.3185
17.7012    11.9755    12.3492
17.8069    12.1677    12.3418
17.8695    12.3641    12.2266
17.9981    12.5558    12.1758
18.1545    12.6414    12.2087
18.2069    12.7754    12.2888
18.3029    13.0798    12.222
18.3856    13.2508    12.1809
18.5155    13.422     12.1996
18.6393    13.5791    12.1627
18.7752    13.7419    12.1814
18.9553    13.8685    12.1735
19.0835    14.0418    12.1488
19.1895    14.3029    12.1007
19.1957    14.3684    12.1661
