NMNH       268895     Rpr9stv
-2.8838    3.6982     3.8944
-2.6666    3.4824     3.8248
-2.455     3.3704     3.6461
-2.2518    3.294      3.4909
-2.059     3.396      3.6178
-1.9322    3.4715     3.7146
-1.7593    3.5874     3.8075
-1.6105    3.7711     3.8468
-1.4881    3.9976     3.9193
-1.4272    4.1982     4.0462
-1.3487    4.3947     4.2397
-1.4032    4.5223     4.4473
-1.5295    4.6472     4.6926
-1.6202    4.6833     4.8263
-1.6626    4.7068     4.9509
-1.7656    4.7283     5.1004
-1.8841    4.7185     5.1668
-2.1676    4.691      5.2057













































































































































































-2.2592    3.2744     3.4943     NASP-PR
-2.2835    3.1259     3.4095
-2.2844    2.961      3.2673
-2.3236    2.8632     3.1345
-2.3327    2.8205     2.9932
-2.3368    2.8168     2.8392


































































































































































































-2.4274    4.6693     5.6284     R-PM/MAX
-2.5606    4.6831     5.4738
-2.7087    4.6894     5.3327
-2.95      4.6948     5.0783
-3.0309    4.693      4.9121
-3.0795    4.6437     4.7202
-3.2053    4.5213     4.5196
-3.2796    4.3756     4.2985
-3.2508    4.1613     4.0897
-3.2597    3.9511     3.9435
-3.2708    3.7132     3.7654
-3.2957    3.5613     3.6331
-3.3502    3.4508     3.4785
-3.3673    3.3447     3.3043
-3.3735    3.2655     3.2006
-3.3511    3.2093     2.9754
-3.3027    3.2501     2.8893























































































































































































-1.8225    4.6915     5.6308     L-PM/MAX
-1.6412    4.7348     5.3911
-1.526     4.724      5.1645
-1.3985    4.713      4.9773
-1.254     4.679      4.777
-1.2039    4.5842     4.4408
-1.1797    4.4164     4.1954
-1.1995    4.2485     4.0181
-1.2504    3.8345     3.6456
-1.2651    3.5427     3.4283
-1.2695    3.3892     3.2902
-1.2932    3.2125     3.0667
-1.3143    3.1546     2.825
-1.3684    3.1766     2.7111


























































































































































































-4.0984    4.5839     2.804      ROSTRUM
-4.0628    4.5587     2.9919
-4.0261    4.5478     3.1559
-3.9495    4.5638     3.2994
-3.8446    4.544      3.4505
-3.7939    4.5424     3.6012
-3.7019    4.5373     3.7232
-3.6095    4.5228     3.9088
-3.4944    4.4858     4.1773
-3.3205    4.4537     4.3575
-3.2499    4.4668     4.4292
-3.135     4.455      4.442
-2.9765    4.5039     4.3406
-1.6068    4.495      4.1104
-1.3694    4.4035     4.2726
-1.18      4.3922     4.2046
-1.0179    4.4501     3.9436
-0.9339    4.498      3.7418
-0.7906    4.5575     3.3924
-0.6998    4.6088     3.2438
-0.6539    4.6067     3.0818
-0.6211    4.6258     2.9356
-0.5417    4.6821     2.768
-0.5349    4.7023     2.5781
-0.5386    4.6937     2.4816
-0.5747    4.6404     2.2638














































































































































































-5.7353    5.8138     6.4063     SUPORB
-5.6326    5.8187     6.5987
-5.434     5.8207     6.8352
-5.2596    5.836      6.9855
-4.999     5.8077     7.17
-4.7368    5.7045     7.2503
-4.4789    5.6237     7.301
-4.236     5.4872     7.3164
-3.9395    5.3865     7.2895
-3.7148    5.3033     7.2558
-3.4599    5.1977     7.2124
-3.1706    5.1074     7.145
-2.6455    4.9979     6.9966
-2.3759    4.9316     6.9362
-2.1488    4.9601     6.9012
-1.6689    5.0146     6.9325
-1.3902    5.0751     6.9932
-0.9575    5.1642     7.0544
-0.5679    5.2651     7.1064
-0.15      5.4055     7.11
0.0787     5.5225     7.096
0.3595     5.6487     7.0381
0.6012     5.7587     6.9658
0.8328     5.8443     6.8603
1.0189     5.929      6.725
1.133      5.9684     6.5906
1.3134     5.9593     6.2237
1.3978     5.9695     6.0018












































































































































































-4.3896    4.8244     4.6357     RORBIT
-4.6712    4.8536     4.6343
-4.9472    4.9029     4.7139
-5.2064    4.9976     4.8372
-5.3778    5.0957     4.9519
-5.4133    5.1367     5.1159
-5.4846    5.2645     5.3606
-5.5382    5.3376     5.6423
-5.468     5.4271     6.0746
-5.3036    5.43       6.3675
-5.034     5.3702     6.6889
-4.804     5.3358     6.8673
-4.5467    5.2662     6.9917
-4.2035    5.1981     6.9418
-3.9449    5.1479     6.8669
-3.6192    5.0305     6.8434
-3.3978    4.9651     6.772
-3.0809    4.9097     6.6833
-2.8839    4.9197     6.4513
-2.8565    5.0497     5.9364
-2.8733    5.069      5.7477



















































































































































































-0.0458    4.9248     4.4668     LORBIT
0.3004     4.912      4.4286
0.6764     4.9803     4.446
0.8372     5.1443     4.6662
1.0235     5.2968     4.902
1.1621     5.4295     5.2442
1.2038     5.4951     5.4398
1.1777     5.5278     5.5717
1.1573     5.5401     5.7735
0.9904     5.5467     6.0472
0.8884     5.5097     6.2138
0.6607     5.5034     6.4327
0.4319     5.484      6.5925
-0.0011    5.367      6.7077
-0.2076    5.2682     6.7147
-0.4958    5.1442     6.7163
-0.8606    5.1163     6.603
-1.1921    5.1158     6.4628
-1.3072    5.1086     6.3286
-1.3729    5.0766     6.1256
-1.4341    5.0717     5.8697
-1.441     5.0311     5.6978
-1.4127    5.096      5.5654

















































































































































































-5.7603    5.8642     6.3584     RTEMFOS
-5.8697    5.8482     6.1255
-5.9577    5.7784     5.8219
-6.0161    5.6692     5.5367
-6.0451    5.5728     5.1933
-6.0468    5.52       4.8152
-6.0664    5.5658     4.4929
-6.1085    5.714      4.2129
-6.1803    5.8268     4.0074
-6.2381    6.0074     3.9018
-6.2617    6.2664     3.8813
-6.3556    6.4133     3.8358
-6.3497    6.5464     3.8769



























































































































































































1.3687     6.0201     6.0089     LTEMFOS
1.4445     6.0197     5.7674
1.4831     5.959      5.647
1.5379     5.8936     5.4141
1.5659     5.7459     4.8078
1.546      5.749      4.5135
1.5509     5.7956     4.1386
1.5601     5.8768     3.8706
1.5884     6.0357     3.7217
1.5708     6.1999     3.6091
1.6184     6.4331     3.5471
1.6641     6.6154     3.4909
1.7547     6.7665     3.4969



























































































































































































-3.772     4.9398     6.9658     OP
-3.8232    6.7027     7.0724     BA
-3.8804    10.0843    6.6166     ST
-3.9982    13.0785    6.1409     IV
-6.9264    7.1106     7.0951     R_PG
-8.0751    8.8831     6.5542     R_ZTI
-5.4322    10.1511    7.2065     R_M3D
-5.8752    11.7893    7.0058     R_M12
-5.4546    13.3593    6.4666     R_MP3
-4.9555    13.838     6.2096     R_PMI
-0.7051    7.3271     6.6603     L_PG
0.3038     9.276      6.0021     L_ZTI
-2.3125    10.3055    7.0737     L_M3D
-1.9404    11.8129    6.8263     L_M12
-2.5665    13.5713    6.2844     L_MP3
-3.0942    13.9152    6.2032     L_PMI
-3.7729    14.6289    6.1821     O1
-1.3907    10.134     2.3813     O2
-8.1607    8.2553     6.3983     O3
-4.2331    3.3883     4.7934     O4




















































































































































































-6.9214    11.6056    6.3502     RZYGINF
-7.1704    11.4394    6.5048
-7.3423    11.3537    6.5967
-7.466     11.2005    6.6184
-7.5589    10.9547    6.6473
-7.6871    10.7093    6.5993
-7.7777    10.4862    6.616
-7.8149    10.2812    6.6508
-7.896     10.0627    6.6529
-7.9356    9.8671     6.645
-7.9597    9.6245     6.653
-8.0223    9.4038     6.6237
-8.0238    9.266      6.6291
-8.0598    9.1062     6.6125
-8.0813    8.9835     6.5883
-8.0811    8.9023     6.5848
























































































































































































-0.9153    11.6117    6.0929     LZYGINF
-0.7573    11.5265    6.0707
-0.4367    11.2399    6.1805
-0.2669    10.9716    6.1127
-0.1179    10.7038    6.0477
-0.038     10.5716    6.027
0.0103     10.4029    6.045
0.0713     10.2265    6.0418
0.1135     10.0809    6.0432
0.19       9.895      6.0465
0.2377     9.6573     6.0567
0.2389     9.4814     6.0563
0.2061     9.3662     6.0624
0.2233     9.2592     6.0375


























































































































































































-5.4731    10.1553    7.1896     R-ALV
-5.6033    10.4109    7.2109
-5.7362    10.6845    7.1789
-5.795     10.9735    7.086
-5.8627    11.4022    7.1287
-5.9098    11.6258    7.111
-5.8659    11.9394    7.0379
-5.7949    12.2089    6.9913
-5.6999    12.4461    6.9589
-5.6786    12.6923    6.7543
-5.6005    13.1368    6.5978
-5.5283    13.3341    6.5301
-5.4132    13.4033    6.448



























































































































































































-2.2937    10.2899    6.9671     L-ALV
-2.1857    10.4878    6.9198
-2.1113    10.6979    6.8902
-2.0556    10.9315    6.858
-2.0361    11.1007    6.8149
-2.0031    11.3015    6.758
-1.971     11.5322    6.7579
-1.9411    11.723     6.7607
-1.9722    11.9254    6.75
-2.03      12.1999    6.7466
-2.08      12.3927    6.6814
-2.1348    12.5605    6.6338
-2.2262    12.776     6.5711
-2.2866    12.9969    6.4975
-2.3545    13.1537    6.4322
-2.3715    13.2999    6.3278
-2.5254    13.5446    6.2693
