UWMA       ZA 689     Phu89stv
20.1258    20.4152    12.5184    IN
16.6351    17.2543    15.8201    BR
11.6739    12.7464    14.9363    GL
11.6027    12.743     14.4277    NA
8.537      9.3904     8.7925     RH
6.6962     7.4625     5.8132     NS
6.5379     7.3317     4.73       PR
6.0635     8.3488     5.1245     R_PR2
9.3822     11.0529    10.0188    R_PMS
9.3183     15.3761    8.4403     R_ZMI
10.6571    14.084     11.9316    R_ZMU
11.3638    13.1177    12.9837    R_DA
10.4884    14.4477    14.6374    R_MTI
11.2019    14.7794    15.5885    R_MTS
10.056     15.9526    13.287     R_FMO
10.2882    16.8828    13.3638    R_FMT
13.7462    21.075     10.6165    R_PO
9.7343     17.5332    9.8401     R_ZTS
7.4872     6.8402     4.9526     L_PR2
10.1276    10.1773    9.978      L_PMS
14.4895    9.986      8.611      L_ZMI
13.1121    11.594     11.9645    L_ZMU
12.0779    12.4078    12.9545    L_DA
13.5946    11.4713    14.6544    L_MTI
14.018     12.2157    15.58      L_MTS
15.0081    10.9979    13.2431    L_FMO
15.9828    11.0572    13.0932    L_FMT
20.3692    14.5792    10.7288    L_PO
16.7113    10.5566    10.0466    L_ZTS
6.7436     6.6218     4.7661     O1
11.3654    16.1461    15.2306    O2
18.3991    11.2722    10.253     O3
20.8066    19.4078    11.9361    O4







































































































































































11.6161    12.7793    14.8073    GLRH
11.5988    12.743     14.5759
11.6008    12.7347    14.4549
11.6017    12.7249    14.2723
11.6014    12.7516    14.0305
11.6282    12.7629    13.8687
11.6216    12.752     13.6762
11.622     12.7194    13.459
11.596     12.6803    13.2848
11.5145    12.577     13.0324
11.4486    12.4512    12.8096
11.347     12.3763    12.632
11.2764    12.2475    12.4265
11.0973    12.0944    12.1761
11.0209    11.9948    12.0544
10.947     11.8977    11.9134
10.8893    11.7631    11.7638
10.7665    11.6194    11.5824
10.6619    11.5097    11.4347
10.5552    11.3557    11.2649
10.4121    11.2677    11.0991
10.3006    11.1272    10.96
10.1697    11.0446    10.8274
10.0215    10.8931    10.6503
9.8966     10.7621    10.498
9.8081     10.7013    10.3886
9.6895     10.5708    10.256
9.5745     10.4037    10.085
9.4362     10.2343    9.9039
9.3446     10.1208    9.7651
9.1884     9.9597     9.5643
9.0965     9.8608     9.4277
8.9365     9.6946     9.2499
8.8408     9.6595     9.1446
8.6949     9.5598     8.9894
8.6087     9.4504     8.8806
8.5409     9.3562     8.7686



































































































































































8.5787     9.3559     8.7603     NOSE
8.3998     9.6401     8.7709
8.2277     9.8962     8.7433
8.0771     10.0076    8.6651
7.8952     9.9129     8.4155
7.6891     9.8008     8.2106
7.5567     9.7215     8.0562
7.4527     9.6144     7.879
7.2941     9.4546     7.6576
7.0655     9.266      7.378
6.8123     9.1339     7.1294
6.6857     9.0003     6.945
6.5956     8.8508     6.8346
6.5328     8.6597     6.6998
6.5031     8.4803     6.5609
6.4551     8.2414     6.4352
6.4538     8.0607     6.3115
6.4222     7.8788     6.181
6.5091     7.7466     6.1276
6.5989     7.5662     5.924
6.7164     7.4966     5.8031
6.7657     7.2498     5.8862
7.0011     7.1878     6.0877
7.2658     7.2494     6.2959
7.5219     7.2027     6.405
7.7498     7.2752     6.5524
7.9712     7.3417     6.7002
8.2231     7.3948     6.8958
8.4109     7.513      7.0881
8.5166     7.6846     7.2777
8.6043     7.8446     7.4808
8.7422     8.0829     7.6746
8.7886     8.2097     7.8121
8.8806     8.3436     7.969
8.9685     8.4277     8.1104
9.0229     8.4978     8.2306
9.0849     8.6119     8.3744
9.1425     8.7338     8.4824
9.2155     8.9118     8.6792
9.0751     8.9967     8.7566
8.8104     9.1706     8.7802
8.7504     9.249      8.816
8.5402     9.4623     8.8237





























































































































































6.6615     7.4594     5.7747     NASP-PR
6.5527     7.3036     5.5155
6.5278     7.2443     5.2515
6.4628     7.2836     5.0817
6.4799     7.3426     4.751



































































































































































































9.3512     11.0346    10.0019    R-PM/MAX
9.2067     10.9454    9.8602
9.0989     10.7899    9.7753
8.9699     10.7651    9.5953
8.8687     10.6962    9.5143
8.7551     10.6388    9.4187
8.6087     10.584     9.2853
8.441      10.491     9.1318
8.2981     10.3884    8.9696
8.1506     10.3123    8.8214
7.9849     10.2132    8.6654
7.7967     10.173     8.5009
7.5936     10.0519    8.2738
7.4404     9.9424     8.0825
7.3037     9.8379     7.8955
7.1856     9.7645     7.7551
7.0746     9.6876     7.5983
6.9721     9.6192     7.4012
6.817      9.6109     7.0498
6.6919     9.577      6.7997
6.5652     9.5698     6.5135
6.6015     9.7029     6.3385
6.4931     9.8887     6.2132
6.4105     9.9506     5.8733
6.2606     9.9361     5.5528
6.2816     9.8037     5.3111
6.3911     9.5275     5.2186
6.4514     9.5208     5.0883












































































































































































10.0973    10.1259    9.9425     L-PM/MAX
9.9566     9.9471     9.8373
9.9035     9.8426     9.7129
9.8303     9.7093     9.6065
9.7908     9.5802     9.4752
9.7545     9.452      9.3026
9.6814     9.3281     9.166
9.6113     9.1648     9.0422
9.5119     8.9634     8.867
9.4437     8.8068     8.6863
9.3511     8.5994     8.4528
9.238      8.3777     8.2491
9.1361     8.1557     8.0366
9.0026     8.028      7.8874
8.9493     7.8313     7.5822
8.8963     7.7142     7.3564
8.827      7.5749     7.0931
8.7697     7.4656     6.8569
8.7561     7.3807     6.655
8.7181     7.2816     6.4761
8.7676     7.2583     6.3499
8.9035     7.261      6.2311
9.0657     7.245      6.2255
9.1577     7.2577     6.1974
9.1865     7.1891     5.9854
9.1217     7.1654     5.7616
9.0949     7.1284     5.6402
9.1051     7.0957     5.5431
8.9841     7.1657     5.2233











































































































































































8.6917     13.2214    6.0103     ROSTRUM
8.7012     13.1696    6.2286
8.6839     13.1376    6.4455
8.7154     13.0796    6.7643
8.7816     12.9228    7.0409
8.8406     12.795     7.311
8.8645     12.6973    7.536
8.8583     12.6187    7.7913
8.8762     12.5693    8.0554
8.8992     12.5706    8.1995
8.8559     12.5436    8.4071
8.7852     12.5095    8.5802
8.753      12.528     8.7352
8.6695     12.4979    9.0496
8.5871     12.5055    9.2753
8.4943     12.539     9.4856
8.4313     12.5306    9.6306
8.4783     12.4082    9.794
8.6279     12.249     9.8727
8.7472     12.1139    9.9389
8.9585     11.9794    10.0163
9.113      11.8647    10.0691
9.2554     11.7694    10.0599
9.3487     11.6748    10.0811
9.4713     11.5229    10.1718
9.6083     11.3486    10.302
9.6774     11.1991    10.3705
9.7483     10.9658    10.4605
9.8885     10.8378    10.5341
10.03      10.7313    10.5209
10.1945    10.614     10.4074
10.3514    10.5396    10.3285
10.5279    10.3854    10.1541
10.6401    10.2417    10.1029
10.8266    10.066     10.0356
11.0058    9.8932     9.9869
11.1285    9.7372     10.0127
11.2278    9.6085     10.0014
11.3656    9.4656     10.0189
11.5176    9.375      9.8946
11.5342    9.2736     9.5648
11.6129    9.335      9.3341
11.6369    9.3885     9.1278
11.6513    9.4756     8.871
11.6927    9.5828     8.5952
11.6811    9.6122     8.3634
11.7226    9.6348     8.1131
11.7497    9.6272     7.9455
11.7665    9.5831     7.7203
11.8427    9.5548     7.4526
11.9706    9.5554     7.2861
12.0359    9.5084     7.1649
12.1164    9.4946     7.0699
12.1943    9.4582     6.9708
12.2828    9.4481     6.8462
12.4085    9.4576     6.6934
12.459     9.4632     6.5718
12.5202    9.4785     6.3694
12.5338    9.5016     6.2208
12.5632    9.4848     6.034












































































































































10.2682    16.8654    13.5697    SUPORB
10.3036    16.8412    13.7625
10.356     16.8078    13.9866
10.3964    16.7393    14.2049
10.4353    16.6599    14.4344
10.47      16.494     14.6403
10.4973    16.3565    14.7598
10.5096    16.1477    14.893
10.5356    15.9501    15.0102
10.6034    15.8251    15.1038
10.7067    15.7326    15.2114
10.9082    15.656     15.3383
11.0626    15.5163    15.4512
11.2442    15.3957    15.5469
11.4332    15.2662    15.6346
11.5729    15.1505    15.6849
11.6909    14.947     15.7104
11.7834    14.6986    15.7305
11.7593    14.4681    15.7222
11.7782    14.2526    15.7105
11.8353    14.0368    15.6891
11.8865    13.7691    15.6584
11.9044    13.6178    15.6081
11.8603    13.4403    15.5452
11.8451    13.2732    15.4758
11.8463    13.1515    15.4075
11.9198    13.0353    15.3803
12.0381    12.9197    15.3958
12.2339    12.8489    15.467
12.4288    12.8333    15.5501
12.633     12.9363    15.6213
12.8558    12.9874    15.6593
13.074     12.9348    15.6819
13.3505    12.8897    15.7297
13.5795    12.9081    15.7421
13.8177    12.7403    15.7551
14.0303    12.5091    15.6854
14.131     12.3246    15.6111
14.1672    12.1922    15.558
14.2423    11.9671    15.4345
14.4228    11.7625    15.3054
14.5802    11.7122    15.2367
14.8366    11.535     15.098
15.111     11.4451    14.9203
15.3598    11.3999    14.7441
15.5151    11.3939    14.6188
15.6566    11.3568    14.4687
15.7493    11.3599    14.3403
15.8572    11.3754    14.1293
15.9176    11.3076    13.8601
15.9492    11.1719    13.4478
15.9364    11.1007    13.2385




















































































































































10.5975    14.0867    11.9261    RORBIT
10.4418    14.2507    11.9668
10.2821    14.4711    12.0535
10.1624    14.7182    12.173
10.0773    14.9854    12.3121
10.0035    15.1334    12.3822
9.9611     15.3713    12.5305
9.9859     15.5468    12.6895
10.0097    15.6915    12.8224
10.0053    15.8245    13.0291
9.9954     15.9314    13.1987
10.027     16.0173    13.4188
10.0315    16.0404    13.5475
9.9927     16.0155    13.7272
9.9864     15.8277    14.103
10.0729    15.6899    14.2433
10.1059    15.4865    14.4317
10.2094    15.2686    14.5246
10.2776    14.9971    14.6187
10.3993    14.7561    14.653
10.5103    14.5739    14.6477
10.6164    14.3996    14.6198
10.7164    14.1649    14.6684
10.9088    14.009     14.7092
11.1072    13.8508    14.6865
11.2306    13.6784    14.675
11.3089    13.5282    14.6018
11.4963    13.5179    14.1919
11.5024    13.3791    13.9331
11.5288    13.3388    13.7404
11.5512    13.3116    13.5762
11.5052    13.2285    13.4038
11.4796    13.1941    13.2649
11.4337    13.1432    13.1404
11.3727    13.1243    12.9409





































































































































































13.1653    11.5074    11.9597    LORBIT
13.2816    11.4031    12.022
13.4906    11.205     12.1313
13.6994    11.0732    12.2521
13.897     11.0089    12.3235
14.0828    10.9603    12.411
14.2654    10.9096    12.5045
14.4571    10.8542    12.6095
14.6226    10.9146    12.7226
14.752     10.9331    12.8469
14.8465    10.925     12.9676
14.937     10.9528    13.1146
15.0493    10.9706    13.3143
15.0846    11.041     13.5497
15.0773    11.1121    13.6953
15.0019    11.0937    13.9742
14.8683    10.959     14.3114
14.5935    11.0234    14.4486
14.4483    11.0875    14.5033
14.2737    11.1454    14.576
14.0525    11.2104    14.6485
13.87      11.2116    14.7406
13.6987    11.317     14.712
