TMP        AZ 2320    Phu108sf
23.5237    21.0519    -10.4855   IN
23.5388    17.1047    -15.1892   BR
23.4271    10.2758    -17.1388   GL
23.4372    10.0927    -16.7373   NA
22.9123    2.8906     -11.9791   RH
22.7102    -0.8424    -8.5262    NS
22.6366    -1.7167    -7.2671    PR
23.7703    -1.6084    -7.1152    R_PR2
23.6536    4.6517     -12.4653   R_PMS
27.2243    7.8042     -10.6483   R_ZMI
25.3062    9.3593     -14.3075   R_ZMU
23.8576    9.6208     -15.3947   R_DA
25.4717    10.336     -16.5591   R_MTI
25.3703    11.7605    -17.634    R_MTS
27.1117    10.6507    -15.166    R_FMO
28.1132    11.4129    -14.6181   R_FMT
28.3279    16.17      -9.8649    R_PO
29.1258    10.3725    -11.6591   R_ZTS
21.5848    -1.5891    -7.2413    L_PR2
22.3243    4.6858     -12.5175   L_PMS
18.9861    7.8978     -10.9121   L_ZMI
21.2446    9.4069     -14.4191   L_ZMU
22.7231    9.5073     -15.2423   L_DA
20.8278    10.72      -16.7233   L_MTI
21.1668    12.0554    -17.6064   L_MTS
19.7201    10.9944    -15.4033   L_FMO
18.7596    11.7392    -14.9384   L_FMT
18.5091    16.2241    -10.3722   L_PO
17.5706    10.5018    -11.7965   L_ZTS
22.0081    -2.124     -7.1865    O1
20.6358    12.6452    -16.8507   O2
29.7553    12.5739    -10.7265   O3
23.1401    20.6315    -10.5783   O4







































































































































































23.4398    10.2603    -17.098    GLRH
23.4356    10.1883    -16.9667
23.4129    10.0836    -16.7169
23.3872    9.9883     -16.5296
23.3684    9.9212     -16.3469
23.3489    9.8368     -16.1291
23.3026    9.7008     -15.9459
23.262     9.5455     -15.7577
23.2618    9.3517     -15.5666
23.2153    9.1053     -15.398
23.2144    8.9552     -15.2943
23.1809    8.7259     -15.1126
23.1592    8.5496     -14.9864
23.1262    8.355      -14.8361
23.1006    8.1368     -14.7095
23.0797    7.93       -14.576
23.0664    7.7398     -14.4581
23.046     7.5339     -14.3747
23.0526    7.2923     -14.2139
23.0293    7.0668     -14.1343
23.0481    6.8079     -13.9825
23.0439    6.5532     -13.8669
23.0305    6.3843     -13.7745
23.0249    6.1841     -13.6951
23.0107    5.9963     -13.6163
23.0222    5.8066     -13.521
23.0045    5.6206     -13.4121
23.0191    5.443      -13.2784
22.9767    5.2086     -13.2097
22.9768    4.8788     -13.079
22.9695    4.5985     -12.9705
22.9777    4.4043     -12.8372
22.9746    4.0862     -12.6797
22.9322    3.7952     -12.5292
22.9216    3.5179     -12.3824
22.9191    3.3478     -12.2723
22.9057    3.1607     -12.167
22.9079    3.035      -12.1173
22.9117    2.9689     -12.0678
22.8886    2.8813     -12.0272
































































































































































22.8951    2.8896     -11.9374   NOSE
23.5757    2.5615     -11.4698
23.6918    2.2891     -11.2756
23.7665    2.1037     -11.12
23.8482    1.8614     -10.9027
23.922     1.7015     -10.7248
23.9926    1.5204     -10.5391
24.0362    1.3038     -10.3025
24.128     0.9505     -9.8548
24.1796    0.7616     -9.774
24.1146    0.4035     -9.6671
24.0381    0.2146     -9.4642
23.9608    -0.0399    -9.2954
23.8645    -0.2452    -9.1514
23.7577    -0.4826    -9.0116
23.5114    -0.6343    -8.8691
23.4023    -0.6826    -8.8303
23.2384    -0.779     -8.7447
23.0696    -0.8729    -8.6912
22.8991    -0.9916    -8.6373
22.7703    -0.9296    -8.5444
22.6359    -0.8696    -8.5615
22.4381    -0.9335    -8.7222
