TMP        AZ 770     Phu115sf
16.057     17.9016    10.2717    IN
16.4134    14.3464    14.8594    BR
16.7153    7.8598     14.9918    GL
16.7244    7.7663     14.6075    NA
17.0874    3.1876     10.2442    RH
17.162     0.637      7.6866     NS
17.1789    -0.0949    6.2726     PR
16.1739    0.0055     6.3364     R_PR2
16.4771    3.9381     10.636     R_PMS
13.1392    6.9173     9.4167     R_ZMI
14.8966    7.3625     12.4826    R_ZMU
16.4535    7.7083     13.594     R_DA
14.9422    7.9142     14.7753    R_MTI
15.1308    8.8076     15.5036    R_MTS
13.3886    8.4539     13.3672    R_FMO
12.7123    9.0307     13.1051    R_FMT
12.3397    13.4552    10.0667    R_PO
11.8447    8.8105     10.3835    R_ZTS
18.1843    0.0707     6.3628     L_PR2
17.6457    3.7718     10.6018    L_PMS
20.3604    7.4831     9.315      L_ZMI
18.6498    7.6715     12.3703    L_ZMU
17.1082    7.711      13.5456    L_DA
18.4518    8.3402     14.8525    L_MTI
18.1635    9.0714     15.4417    L_MTS
19.8891    8.94       13.3422    L_FMO
20.4494    9.6296     12.9542    L_FMT
20.1908    14.0046    10.0605    L_PO
21.3749    9.3078     10.2477    L_ZTS
17.6765    -0.4422    6.1464     O1
19.7029    10.3017    14.2658    O2
11.321     10.2555    10.241     O3
16.8773    17.7115    10.4921    O4







































































































































































16.7255    7.8313     14.8836    GLRH
16.7353    7.758      14.5585
16.7727    7.6504     14.2081
16.7448    7.5847     13.9249
16.7922    7.4777     13.6877
16.7703    7.331      13.4447
16.8324    7.1987     13.2789
16.8182    7.0686     13.0897
16.8519    6.8986     12.8859
16.8617    6.6807     12.6528
16.892     6.54       12.49
16.9255    6.3927     12.338
16.9269    6.2302     12.1963
16.9535    6.0976     12.0639
16.9234    5.9203     11.8933
16.9719    5.6999     11.7377
16.9868    5.5208     11.6576
16.9793    5.2629     11.4853
17.0117    5.0086     11.336
16.999     4.8013     11.1985
17.0003    4.5525     11.0622
17.0575    4.3553     10.9537
17.0905    4.1429     10.8243
17.0558    3.931      10.6964
17.1099    3.7025     10.5413
17.1666    3.5175     10.4482
17.1475    3.3675     10.4102
17.1315    3.252      10.3351
17.152     3.2422     10.2513











































































































































































17.0832    3.1628     10.2289    NOSE
16.8553    3.0563     10.1841
16.6378    2.9854     10.1037
16.467     2.8567     10.0212
16.3404    2.6857     9.9327
16.2253    2.4644     9.7472
16.1337    2.1818     9.511
16.0851    1.9316     9.2348
16.0427    1.6954     9.0394
15.9975    1.4431     8.7925
16.0954    1.2158     8.5074
16.1559    1.0599     8.373
16.2859    0.8711     8.2272
16.4257    0.7655     8.0854
16.6698    0.7311     7.9306
16.8403    0.7242     7.8191
17.0069    0.7193     7.7556
17.1502    0.7297     7.7229
17.4451    0.6952     7.7605
17.6846    0.7492     7.8905
17.937     0.7353     7.9916
18.0366    0.9291     8.087
18.1536    1.1324     8.2209
18.2478    1.3325     8.3752
18.258     1.5149     8.5532
18.2656    1.6871     8.77
18.2547    1.8633     8.9834
18.2426    1.9776     9.13
18.1117    2.1515     9.3085
18.1091    2.2844     9.4577
18.0515    2.4466     9.5593
18.0168    2.5931     9.7138
17.985     2.7187     9.8276
17.9089    2.8391     9.9293
17.8145    2.9994     10.0362
17.5881    3.0757     10.0581
17.4304    3.1803     10.1125
17.3062    3.2084     10.2388
17.1862    3.2923     10.2357

































































































































































17.1765    0.643      7.6975     NASP-PR
17.1802    0.4533     7.5818
17.1517    0.251      7.4167
17.1736    0.1565     7.2702
17.1639    0.0009     7.0363
17.1967    -0.0504    6.8969
17.2025    -0.0938    6.7472
17.198     -0.1176    6.6085
17.1979    -0.1099    6.5156
17.1856    -0.1165    6.3282






























































































































































































16.4692    3.9222     10.6451    R-PM/MAX
16.4774    3.7578     10.5828
16.419     3.5427     10.4676
16.3422    3.3991     10.4176
16.2434    3.1982     10.3074
16.1625    2.9837     10.1803
16.067     2.8157     10.0391
16.007     2.611      9.8956
15.9489    2.4728     9.7664
15.9205    2.3702     9.644
15.8761    2.2659     9.5661
15.8749    2.0972     9.4345
15.8489    1.9909     9.3251
15.8096    1.8074     9.1731
15.7093    1.6913     8.9736
15.5922    1.6458     8.7678
15.4978    1.6305     8.5512
15.4705    1.5769     8.4252
15.4362    1.4748     8.2304
15.4184    1.3259     8.0212
15.3564    1.2358     7.7768
15.3186    1.1294     7.5741
15.257     1.0058     7.328
15.2652    0.9114     7.1008
15.2603    0.8882     6.869
15.334     0.9475     6.6563
15.3668    0.958      6.5965













































































































































































17.6414    3.8133     10.6044    L-PM/MAX
17.7251    3.58       10.4955
17.8658    3.4033     10.3459
17.9362    3.2716     10.221
17.9884    3.099      10.0885
18.083     2.9557     9.9958
18.1611    2.7961     9.875
18.2068    2.671      9.7872
18.2913    2.517      9.6161
18.3417    2.3986     9.5073
18.3695    2.2527     9.3825
18.4344    2.1056     9.1774
18.4997    1.9765     8.9683
18.5624    1.8954     8.7822
18.6443    1.8642     8.5894
18.7157    1.8644     8.3661
18.7591    1.6775     8.0593
18.786     1.6174     7.8992
18.8181    1.5502     7.7553
18.8601    1.4338     7.5511
18.9023    1.336      7.3337
18.9509    1.3109     7.1844
18.9656    1.2429     7.0394
18.9443    1.2023     6.8734
18.9396    1.1852     6.766
18.7608    1.2673     6.5009














































































































































































14.1716    4.2811     6.9628     ROSTRUM
14.166     4.2332     7.1122
14.1899    4.1971     7.3329
14.2652    4.153      7.5434
14.4034    4.1557     7.7001
14.6326    4.2        7.8573
14.8413    4.2235     8.0183
14.9988    4.2361     8.1915
15.1598    4.2271     8.4222
15.217     4.1658     8.6416
15.2243    4.1692     8.9348
15.2321    4.129      9.239
15.2828    4.0744     9.5524
15.2897    4.0432     9.7819
15.221     4.0145     9.9721
15.2673    3.954      10.2082
15.4139    3.9685     10.3696
15.5648    3.9632     10.447
15.6814    3.9157     10.4631
15.8717    3.9066     10.5237
16.0737    3.9404     10.5818
16.215     3.9925     10.619
16.3893    3.983      10.6445
16.4503    3.9902     10.6782
16.6545    3.9862     10.6921
16.8079    3.9743     10.7014
16.9956    3.9932     10.7044
17.2096    3.9415     10.6717
17.415     3.9529     10.7048
17.5768    3.9987     10.692
17.6459    4.0216     10.636
17.8032    4.0309     10.5561
18.0093    4.0993     10.518
18.1797    4.1594     10.4739
18.4519    4.1879     10.3869
18.6446    4.2537     10.279
18.7594    4.2648     10.0839
18.7388    4.2508     9.8116
18.6984    4.3962     9.6114
18.7068    4.4895     9.3329
18.6859    4.5186     9.1383
18.658     4.6005     8.7051
18.681     4.673      8.5126
18.7796    4.7541     8.2843
18.9073    4.7999     8.1142
19.0821    4.7598     7.9193
19.2435    4.79       7.7694
19.3756    4.7645     7.5963
19.4423    4.7737     7.409
19.4555    4.7867     7.2623
19.4354    4.7834     7.1112
19.3773    4.7415     6.8612




















































































































































12.6747    8.9955     13.0909    SUPORB
12.7444    9.0926     13.3283
12.7985    9.1288     13.5228
12.8873    9.2144     13.8065
13.0227    9.219      14.0575
13.2432    9.1866     14.3815
13.4743    9.1185     14.6109
13.7369    9.0506     14.8436
13.9665    9.0434     14.9883
14.3084    9.111      15.1825
14.6653    9.0809     15.3458
14.9082    8.9978     15.4408
15.088     8.9882     15.486
15.3424    8.9599     15.5316
15.5771    8.8684     15.5614
15.7714    8.7832     15.5743
15.9188    8.637      15.5458
16.0734    8.4628     15.5161
16.2186    8.3643     15.4938
16.3985    8.2916     15.4611
16.5729    8.2697     15.4356
16.7541    8.2325     15.4108
16.889     8.241      15.4158
17.0766    8.4062     15.4367
17.2286    8.5664     15.4923
17.2985    8.724      15.5162
17.4155    8.898      15.5346
17.561     9.0392     15.5362
17.7336    9.182      15.5136
18.0029    9.2406     15.4748
18.2704    9.1885     15.4213
18.5009    9.2221     15.3241
18.6799    9.2195     15.2804
18.8986    9.284      15.1887
19.118     9.4327     15.0735
19.337     9.4942     14.9354
19.5564    9.5725     14.7841
19.7461    9.6993     14.6056
19.8555    9.749      14.4828
19.9885    9.7613     14.3197
20.0624    9.8435     14.1601
20.2126    9.77       13.9382
20.3375    9.7556     13.6792
20.4016    9.6921     13.5426
20.4392    9.6814     13.3478
20.488     9.6017     13.243
20.521     9.5984     13.0575
20.5211    9.6048     12.9421
























































































































































14.8145    7.382      12.4983    RORBIT
14.4843    7.4807     12.5312
14.2235    7.5415     12.6077
14.0185    7.6348     12.6831
13.8306    7.8256     12.779
13.6418    7.9735     12.8764
13.4918    8.1652     13.0153
13.3918    8.304      13.1599
13.3545    8.4129     13.3164
13.3091    8.5409     13.4848
13.3511    8.5784     13.7514
13.4425    8.5363     14.0624
13.6076    8.475      14.3083
13.7667    8.3982     14.4969
13.9595    8.2715     14.6401
14.1539    8.1479     14.7872
14.3714    8.1009     14.8497
14.6031    7.9774     14.8397
14.8327    7.9307     14.7992
