UWMA       ZA 146     Phu68stv
17.4446    19.772     10.4131    IN
14.5277    16.6878    14.8537    BR
10.5306    12.1625    13.9188    GL
10.5286    12.0887    13.476     NA
8.1414     9.0583     8.9974     RH
6.8989     7.6333     6.4504     NS
6.7455     7.4611     5.2865     PR
6.077      8.1366     5.6056     R_PR2
8.8985     10.6113    10.0524    R_PMS
8.2799     14.3398    8.7531     R_ZMI
9.2257     13.2586    11.1451    R_ZMU
10.3629    12.2733    12.3541    R_DA
9.2796     13.607     13.5733    R_MTI
10.0697    14.1285    14.518     R_MTS
8.8213     14.932     12.1446    R_FMO
8.9674     15.8493    12.0948    R_FMT
11.6033    19.3506    9.5309     R_PO
8.4671     16.2533    9.2632     R_ZTS
7.5078     6.9942     5.3878     L_PR2
9.666      10.1041    10.0231    L_PMS
13.3942    9.9728     9.183      L_ZMI
11.9955    10.8633    11.2802    L_ZMU
10.9239    11.9896    12.5804    L_DA
12.1467    11.2338    13.7038    L_MTI
12.5482    12.0674    14.693     L_MTS
13.6965    10.896     12.4411    L_FMO
14.6463    11.258     12.5534    L_FMT
17.9275    14.155     9.9303     L_PO
15.1301    10.5275    9.764      L_ZTS
7.6005     6.9419     6.196      O1
9.599      15.815     13.3654    O2
17.4001    12.131     9.4276     O3
18.0497    18.9687    10.5022    O4







































































































































































10.563     12.1576    13.9528    GLRH
10.5163    12.147     13.7759
10.5288    12.1128    13.6132
10.5077    12.1107    13.476
10.4887    12.065     13.3341
10.4883    12.0736    13.1631
10.504     12.0735    13.0016
10.5149    12.0482    12.8523
10.5224    12.0217    12.7122
10.5184    12.0021    12.5714
10.4975    11.9856    12.4691
10.4778    11.9354    12.2915
10.4264    11.8334    12.1082
10.3185    11.7354    11.9146
10.2804    11.657     11.7831
10.1936    11.6166    11.6434
10.0926    11.4744    11.4748
10.0321    11.3236    11.3063
9.9211     11.1782    11.1433
9.8121     11.0658    10.9901
9.7187     10.951     10.86
9.5591     10.838     10.6929
9.4272     10.6968    10.5338
9.3442     10.552     10.4115
9.2414     10.4493    10.3162
9.1751     10.3572    10.2081
9.0805     10.2424    10.1025
9.0042     10.1147    10.0088
8.9347     10.038     9.8983
8.8648     9.9516     9.8125
8.7845     9.8741     9.7359
8.7043     9.7633     9.6356
8.6224     9.6427     9.5202
8.4991     9.4703     9.3859
8.3904     9.3568     9.2893
8.2989     9.2266     9.1904
8.2189     9.1582     9.1205
8.1343     9.0856     9.0534
8.1031     9.0779     8.9602

































































































































































8.1562     9.0328     8.9706     NOSE
8.0984     9.1373     8.9822
7.8836     9.4452     8.8298
7.71       9.3798     8.704
7.5819     9.3669     8.5773
7.484      9.2495     8.4217
7.3588     9.2169     8.2989
7.2354     9.1554     8.1398
7.142      9.0977     8.0166
7.0424     9.0648     7.9258
6.9319     8.955      7.723
6.824      8.8049     7.5904
6.7012     8.6461     7.444
6.6269     8.4977     7.2445
6.6415     8.3621     7.1097
6.6562     8.2119     6.983
6.6119     8.0687     6.8823
6.7083     7.9748     6.7639
6.7424     7.8619     6.6369
6.8193     7.7949     6.5454
6.8682     7.687      6.4609
6.9572     7.6288     6.4557
7.0094     7.5119     6.5104
7.1457     7.4884     6.6443
7.2499     7.4196     6.7849
7.3546     7.3334     6.9133
7.469      7.3795     6.9854
7.6161     7.3721     7.0908
7.7441     7.4152     7.1766
7.8198     7.4735     7.275
7.9169     7.5013     7.3894
7.9676     7.5568     7.4774
8.0875     7.5543     7.5895
8.2049     7.6537     7.7157
8.2679     7.7838     7.8602
8.3384     7.9184     7.9929
8.3488     8.0476     8.0997
8.3529     8.1409     8.1936
8.3937     8.2465     8.3202
8.4395     8.3623     8.4641
8.4464     8.5203     8.5231
8.5078     8.5901     8.6641
8.5036     8.6887     8.7545
8.5476     8.7844     8.8375
8.5758     8.8216     8.8794
8.4322     8.9189     8.8835
8.3064     8.9762     8.9402
8.1719     9.0447     8.9856
























































































































































6.9322     7.6289     6.4305     NASP-PR
6.8082     7.5678     6.3176
6.7866     7.4978     6.1655
6.7576     7.4417     5.9781
6.7288     7.4411     5.7744
6.724      7.4256     5.5971
6.7164     7.4005     5.4521
6.7572     7.3786     5.3493
































































































































































































8.9414     10.7022    10.0589    R-PM/MAX
8.8254     10.5889    9.9778
8.7492     10.5113    9.9248
8.6716     10.4376    9.8423
8.6029     10.3846    9.7467
8.4896     10.2886    9.6479
8.4251     10.2625    9.574
8.3337     10.1944    9.5018
8.2367     10.0996    9.4243
8.1502     10.0608    9.3006
8.0647     10.0431    9.1955
7.966      9.9771     9.1023
7.9161     9.9374     9.0441
7.8255     9.8771     8.9663
7.7364     9.822      8.8727
7.6055     9.7907     8.6906
7.5206     9.7054     8.6091
7.3996     9.604      8.5025
7.256      9.5824     8.375
7.1475     9.5097     8.2507
7.0268     9.4431     8.138
6.9007     9.3657     7.9526
6.7613     9.3043     7.7144
6.6613     9.2888     7.5414
6.5889     9.2674     7.4233
6.5384     9.281      7.3137
6.4538     9.2699     7.1724
6.3845     9.2999     7.0326
6.322      9.3057     6.8563
6.244      9.2821     6.6745
6.1895     9.2685     6.5574
6.1461     9.2395     6.4155
6.092      9.1967     6.2097
6.1201     9.2603     5.9796
6.1302     9.2486     5.9265
6.2915     9.1604     5.7119




































































































































































9.6548     10.1053    10.0362    L-PM/MAX
9.5557     9.9755     9.9413
9.4922     9.8842     9.896
9.4478     9.8103     9.8251
9.3609     9.703      9.7561
9.3149     9.6264     9.6967
9.262      9.5398     9.6194
9.2565     9.4238     9.5134
9.2197     9.3385     9.4255
9.1381     9.2337     9.3357
9.0833     9.1069     9.2285
8.9924     8.9601     9.0795
8.9912     8.8314     8.9571
8.949      8.7441     8.8498
8.9207     8.6295     8.7584
8.9127     8.5684     8.7024
8.8621     8.427      8.6107
8.7986     8.3008     8.4876
8.7547     8.226      8.4002
8.7265     8.0946     8.2961
8.6937     8.0197     8.1997
8.6368     7.9059     8.056
8.6286     7.7931     7.8968
8.6038     7.6879     7.7296
8.5889     7.6373     7.6261
8.6248     7.5437     7.489
8.6032     7.4151     7.2856
8.6184     7.332      7.1234
8.7266     7.2606     6.9215
8.671      7.1413     6.6506
8.6435     7.0594     6.4601
8.7021     7.0234     6.2558
8.6379     7.0556     6.0334
8.5962     7.1633     5.8352
8.5337     7.2228     5.8081





































































































































































7.7584     12.2383    6.2032     ROSTRUM
7.7584     12.1695    6.4383
7.7333     12.0974    6.6372
7.7399     12.0469    6.8101
7.7742     11.9935    6.97
7.8213     11.8737    7.1397
7.9142     11.7492    7.3573
7.966      11.6839    7.4987
7.9609     11.5996    7.654
7.953      11.546     7.8243
7.9474     11.5172    8.012
7.8863     11.4478    8.2915
7.8281     11.434     8.4709
7.7912     11.4349    8.6362
7.7821     11.3648    8.8112
7.8468     11.2814    8.9503
7.9537     11.1361    9.043
8.0736     10.9164    9.1537
8.1567     10.8791    9.2112
8.2622     10.8593    9.275
8.4048     10.7677    9.35
8.4864     10.6775    9.4528
8.5348     10.6187    9.532
8.6069     10.5781    9.6347
8.6268     10.5063    9.7199
8.6756     10.4687    9.7838
8.7618     10.3861    9.93
8.8777     10.2519    9.9593
9.0416     10.0736    9.9504
9.1888     9.9044     9.91
9.3019     9.8291     9.8676
9.4087     9.774      9.8075
9.5586     9.7368     9.703
9.7269     9.5886     9.5095
9.9562     9.427      9.3912
10.2215    9.3269     9.2682
10.4038    9.2653     9.1795
10.5322    9.2021     9.0295
10.6429    9.1628     8.8712
10.5707    9.0927     8.6663
10.5958    9.1627     8.379
10.7034    9.2336     8.0867
10.7671    9.2523     7.7367
10.8836    9.2486     7.622
10.9967    9.182      7.4603
11.0852    9.1337     7.3409
11.1377    9.083      7.1939
11.2793    9.0771     7.0196
11.2889    9.0596     6.8488
11.3227    9.046      6.6947
11.4023    9.0445     6.5219


































































































































