AMNH       81811      phu3ms4.xls
3.3585     7.4117     -2.7847




























































































































































































6.2804     9.3466     -9.5562    R-PM/MAX
6.2191     9.1997     -9.3625
6.1514     9.021      -9.1324
6.0372     8.7425     -8.7964
5.9495     8.4704     -8.6264
5.9237     8.1819     -8.4538
5.9052     8.0276     -8.2085
5.9048     7.902      -8.0158
5.9124     7.7784     -7.7157
5.9458     7.716      -7.3612
5.9311     7.6208     -7.0493
5.923      7.5489     -6.6961
5.8595     7.5041     -6.5561
5.9117     7.4382     -6.3474
5.9851     7.3138     -6.105
6.1069     7.1912     -5.664
6.1188     7.1647     -5.5561
6.263      7.053      -5.1458
6.2867     7.0381     -4.9091
6.3134     7.0484     -4.5918
6.3105     7.0622     -4.5124
6.3565     7.1032     -4.2936
6.3938     7.1563     -4.1851
6.412      7.2259     -4.0766
6.4288     7.2592     -4.0507















































































































































































5.1899     10.6782    -9.9503    L-PM/MAX
5.0817     10.5938    -9.7951
4.9594     10.532     -9.6227
4.8148     10.4741    -9.4436
4.6361     10.4029    -9.2379
4.4919     10.3561    -9.0315
4.3465     10.2987    -8.8432
4.2089     10.2371    -8.6806
4.0205     10.1286    -8.4457
3.7677     10.0467    -8.2742
3.5025     10.003     -8.0602
3.2191     9.9057     -7.4893
3.0997     9.9499     -7.0582
2.9005     9.9207     -6.4983
2.7744     10.0481    -6.1987
2.6501     9.935      -5.9141
2.4973     10.0442    -5.5822
2.4634     10.1238    -5.2899
2.4755     10.1675    -5.0737
2.4442     10.1776    -4.8982
2.4754     10.2409    -4.5811
2.5056     10.2743    -4.4225
2.5358     10.2773    -4.332
2.5855     10.3179    -4.292
















































































































































































9.3121     9.9739     -5.9954    ROSTRUM
9.2708     9.8952     -6.1408
9.1754     9.7988     -6.2849
9.1449     9.7325     -6.3864
9.0823     9.6564     -6.5675
8.9582     9.5938     -6.7343
8.8584     9.5716     -6.8836
8.7196     9.5636     -7.0997
8.5346     9.5011     -7.3111
8.4154     9.439      -7.4709
8.205      9.3548     -7.6848
8.1287     9.3117     -7.8683
8.058      9.1764     -8.104
9.2518     7.8879     -9.0879
8.0198     9.1857     -7.9686
7.9123     9.0501     -8.2047
7.8281     8.8221     -8.4809
7.8683     8.7176     -8.7484
7.8783     8.5634     -8.968
7.7651     8.4359     -9.1844
7.6782     8.4876     -9.3752
7.5371     8.4749     -9.5077
7.3579     8.5015     -9.6466
7.1146     8.6162     -9.7417
7.1604     8.6568     -9.7165
6.8047     8.903      -9.6998
6.6712     9.098      -9.661
6.4679     9.2856     -9.596
6.3025     9.3926     -9.6596
5.8844     9.538      -9.8792
5.5984     9.7607     -9.896
5.3069     9.9817     -9.8813
5.1151     10.1953    -9.8764
5.0042     10.4281    -9.7418
4.7805     10.7312    -9.6094
4.6297     10.8694    -9.5794
4.4714     10.8802    -9.6018
4.1853     11.0352    -9.6723
3.9448     11.2387    -9.7541
3.7482     11.4758    -9.5778
3.6821     11.6753    -9.4671
3.6774     11.7898    -9.3688
3.667      11.9358    -9.2322
3.7794     12.0106    -8.9516
3.9677     12.082     -8.6699
4.2152     12.1498    -8.3725
4.3104     12.2578    -8.1491
4.4286     12.4471    -7.9287
4.504      12.6328    -7.6527
4.5243     12.7997    -7.358
4.5447     13.0376    -7.0961
4.5712     13.1817    -6.8505
4.6144     13.3146    -6.7289
4.7072     13.4436    -6.4944
4.8165     13.5653    -6.2977
4.9373     13.6358    -6.0372
5.0697     13.6253    -5.9493
5.152      13.6308    -5.9354














































































































































12.6507    10.7024    -15.6047   SUPORB
12.5689    10.6521    -15.6307
12.5979    10.6777    -15.8939
12.5144    10.713     -16.151
12.3346    10.7994    -16.5099
12.1964    10.8574    -16.8012
11.9266    10.9773    -17.1007
11.5868    11.0735    -17.2948
11.2489    11.1559    -17.4967
11.0006    11.193     -17.5718
10.5507    11.3222    -17.7155
10.0235    11.5907    -17.8402
9.8618     11.8265    -17.9607
9.5023     12.0288    -18.01
9.2453     12.167     -18.0181
8.8677     12.2786    -17.9592
8.6822     12.2872    -17.8995
8.5124     12.3134    -17.8047
8.3167     12.2788    -17.6884
8.0994     12.2228    -17.5579
7.752      12.3578    -17.3223
7.6446     12.4798    -17.3577
7.6227     12.634     -17.5327
7.5923     12.8672    -17.6811
7.661      12.9998    -17.7521
7.5494     13.2044    -17.8468
7.4941     13.3518    -17.9263
7.4634     13.6207    -18.0354
7.2756     13.9406    -18.0788
6.9915     14.2417    -18.0278
6.6622     14.5467    -17.91
6.438      14.789     -17.8402
6.2842     15.4322    -17.7203
6.2204     15.5252    -17.6984
6.1297     15.8507    -17.5967
5.9759     16.1767    -17.3926
5.7817     16.475     -17.1194
5.6572     16.7365    -16.7292
5.5897     16.8663    -16.4654
5.5358     17.0362    -16.167
5.5107     17.0912    -15.8943
5.4893     17.0917    -15.7204
5.4771     17.113     -15.5594
5.4321     17.1946    -15.2713
5.4234     17.1912    -15.2173



























































































































































9.8592     11.3197    -14.0149   RORBIT
10.0453    11.2055    -14.0692
10.2585    11.0694    -14.1797
10.4602    11.0126    -14.2834
10.6826    10.9026    -14.4325
10.8923    10.9301    -14.5769
11.1054    10.9363    -14.7753
11.256     10.9684    -14.9694
11.3927    10.9535    -15.2904
11.3996    10.9196    -15.5301
11.3948    10.8174    -15.7849
11.1824    10.6766    -16.0748
11.0621    10.534     -16.2439
10.8568    10.5119    -16.3678
10.6196    10.4845    -16.5297
10.418     10.4749    -16.6217
10.139     10.6703    -16.6255
9.8992     10.7914    -16.6215
9.6136     11.0339    -16.5321
9.2073     11.2255    -16.5052
8.9506     11.4704    -16.5522
8.8242     11.5742    -16.5106
8.4728     11.9244    -16.3651
8.3508     11.9881    -16.2575
8.4223     12.2488    -15.7229
8.3871     12.3379    -15.5034
8.3987     12.3852    -15.2458
8.3888     12.4125    -15.0973
8.3528     12.3677    -14.9673











































































































































































6.275      14.3557    -14.0493   LORBIT
6.1696     14.4694    -14.0952
6.0622     14.6071    -14.1464
5.9925     14.8321    -14.266
5.92       15.0056    -14.3846
5.8531     15.2936    -14.559
5.8581     15.5311    -14.7976
5.8263     15.843     -15.2393
5.8586     15.9164    -15.5338
5.7329     15.8592    -15.9223
5.7262     15.6904    -16.1351
5.647      15.4501    -16.3667
5.6592     15.1032    -16.6112
5.6244     14.7428    -16.7817
5.7823     14.5039    -16.6894
5.9337     14.2564    -16.6731
6.0783     14.0459    -16.6169
6.266      13.8582    -16.5525
6.4502     13.6851    -16.4638
6.7186     13.4926    -16.3993
6.8417     13.3993    -16.4304
6.9853     13.2996    -16.4338
7.2688     13.1233    -16.2993
7.4122     13.1292    -16.0527
7.5543     13.1372    -15.8015
7.5711     13.1107    -15.6225
7.6021     13.088     -15.4304
7.6056     13.0415    -15.2865
7.6154     13.0424    -15.197











































































































































































12.6655    10.706     -15.5853   RTEMFOS
12.7084    10.6966    -15.3851
12.7749    10.6528    -15.1132
12.8352    10.6253    -14.7781
12.8216    10.5812    -14.41
12.7832    10.5688    -14.0078
12.7446    10.5298    -13.6881
12.6669    10.4646    -13.3117
12.5945    10.3285    -12.9379
12.6722    10.2529    -12.3688
12.8555    10.2475    -12.0912
13.1757    10.323     -11.926
13.4495    10.4133    -11.8863
13.7542    10.5709    -11.8764
14.0783    10.6147    -11.7669
14.1003    10.7896    -11.9861
14.18      10.8003    -11.9877























































































































































































5.5257     17.2154    -15.3631   LTEMFOS
5.4869     17.2714    -15.0842
5.4112     17.2598    -14.8075
5.3669     17.2236    -14.5965
5.3057     17.2141    -14.2958
5.2424     17.1799    -13.9888
5.1711     17.1141    -13.7
5.1005     17.0601    -13.413
5.102      17.0558    -12.9922
5.0224     17.1065    -12.6545
4.9994     17.2311    -12.3472
4.949      17.4459    -12.1363
4.9877     17.8063    -12.0327
5.1433     18.149     -12.0603
5.2024     18.2957    -12.0859
5.2653     18.4991    -12.1352
5.3385     18.5869    -12.1991























































































































































































2.6685     7.2486     -11.6115   OP
4.2253     9.2439     -12.2698   BA
7.986      14.0872    -12.6317   ST
13.0215    20.2261    -14.8748   IV
8.2175     6.7715     -12.4076   R_PG
11.0716    7.9419     -11.6938   R_ZTI
10.9924    13.6548    -14.7221   R_M3D
12.9291    15.8121    -15.3724   R_M12
14.4327    18.1036    -15.843    R_MP3
15.4448    19.3323    -15.9828   R_PMI
0.9436     12.5704    -12.1382   L_PG
1.417      15.8432    -11.0977   L_ZTI
6.9197     17.1362    -14.5007   L_M3D
8.6086     19.3374    -15.0988   L_M12
10.6579    21.3441    -15.623    L_MP3
11.7591    22.546     -15.5678   L_PMI
14.7321    23.1909    -16.3712   O1
4.8337     17.4803    -9.2521    O2
0.2214     13.8138    -10.9286   O3
0.4274     7.6644     -7.8473    O4




















































































































































































11.2166    7.8736     -11.7249   RZYGINF
11.2945    7.9601     -11.7823
11.3486    8.1262     -11.8872
11.4419    8.335      -11.9624
11.5004    8.5473     -11.997
11.5192    8.7895     -11.9626
11.4789    8.9779     -11.9592
11.584     9.3093     -11.9236
11.6816    9.5765     -11.9244
11.8328    9.8507     -11.8968
11.9384    10.0486    -11.8584
12.0688    10.1846    -11.8263
12.2044    10.4709    -11.7525
12.3425    10.9005    -11.6527
12.4046    11.1346    -11.6136
12.4487    11.3279    -11.6053
12.4166    11.5666    -11.6016
12.4031    11.7427    -11.6184
12.2991    12.0522    -11.7947
12.2855    12.2027    -11.9027
12.3068    12.3402    -12.0013
12.3317    12.447     -12.1216


















































































































































































1.4789     15.6817    -11.1403   LZYGINF
1.5574     15.7873    -11.2097
1.718      15.9302    -11.2915
1.9188     16.1041    -11.3872
2.1611     16.2814    -11.4562
2.2905     16.3688    -11.5278
2.4775     16.45      -11.568
2.7211     16.5502    -11.581
2.8713     16.6183    -11.5857
3.1334     16.7603    -11.5759
3.2357     16.8097    -11.5733
3.4297     16.9172    -11.5515
3.6253     17.0679    -11.5098
3.8008     17.2069    -11.46
4.013      17.3191    -11.3938
4.237      17.4598    -11.3305
4.429      17.5673    -11.2777
4.6208     17.5986    -11.2689
4.8319     17.6294    -11.2753
5.0297     17.6477    -11.3131
5.1589     17.6425    -11.4043
5.284      17.6518    -11.4954
5.3544     17.6575    -11.5628
5.4977     17.7045    -11.6923
5.5725     17.7397    -11.7699
5.6327     17.7887    -11.8421














































































































































































11.1951    13.6688    -14.7079   R-ALV
11.3501    13.7085    -14.7523
11.5207    13.8194    -14.7724
11.7523    13.9486    -14.768
11.935     14.0755    -14.7909
12.1154    14.3367    -14.8765
12.1992    14.5294    -14.9612
12.3545    14.7217    -15.0843
12.4866    14.8897    -15.1615
12.6679    15.1089    -15.2082
12.8128    15.238     -15.24
12.968     15.524     -15.2859
12.9719    15.7883    -15.3775
13.1588    16.0149    -15.4058
13.3006    16.2312    -15.4689
13.4189    16.3464    -15.4936
13.5563    16.5454    -15.5127
13.657     16.8601    -15.564
13.8384    17.0725    -15.6539
14.0295    17.3731    -15.7621
14.2197    17.5951    -15.7961
14.4029    17.8881    -15.8125
14.4941    18.0452    -15.8382
14.5336    18.0977    -15.8343
















































































































































































6.9392     17.0939    -14.5198   L-ALV
6.9997     17.3501    -14.5808
7.0513     17.5164    -14.5916
7.2459     17.8753    -14.7132
7.3686     18.0847    -14.7083
7.538      18.2674    -14.719
7.7903     18.5065    -14.8097
8.0089     18.7819    -14.8517
8.2153     19.043     -14.9618
8.4768     19.2533    -14.9769
8.7102     19.3492    -15.0932
8.8534     19.4736    -15.1627
9.0928     19.683     -15.2273
9.2814     19.9063    -15.2822
9.5793     20.1138    -15.2766
9.762      20.2519    -15.3706
9.9556     20.4791    -15.4519
10.1665    20.7656    -15.55
10.3452    20.9667    -15.5708
10.4863    21.1356    -15.579
10.6062    21.2588    -15.5802
10.7357    21.327     -15.6624
