NMNH       197167     Phu35stv
19.7822    20.0783    15.8374    IN
16.1816    16.5707    18.2301    BR
11.7248    11.7273    16.2435    GL
11.7636    11.7729    15.7048    NA
8.0728     7.4884     8.0541     RH
7.1866     6.1656     3.5121     NS
7.1748     6.2539     1.8656     PR
6.4813     7.2036     2.0949     R_PR2
9.2829     9.674      10.1057    R_PMS
8.9214     14.9131    9.9419     R_ZMI
10.717     13.5326    13.5824    R_ZMU
11.6456    12.3204    14.4745    R_DA
10.2604    13.7246    16.0129    R_MTI
11.0743    14.3415    17.2235    R_MTS
9.9636     15.4417    14.9286    R_FMO
9.7764     16.5097    14.8165    R_FMT
13.7945    20.6856    12.7167    R_PO
9.2992     17.6998    11.5845    R_ZTS
8.1473     5.6967     2.0905     L_PR2
10.2037    8.8677     9.8263     L_PMS
9999       9999       9999       L_ZMI
13.5829    10.7584    13.4871    L_ZMU
12.4842    11.6887    14.41      L_DA
13.4309    10.3826    16.031     L_MTI
14.6241    11.1098    17.2075    L_MTS
15.5307    10.2164    15.037     L_FMO
16.6646    10.1136    15.0334    L_FMT
20.6634    14.4127    12.9494    L_PO
9999       9999       9999       L_ZTS
8.0001     5.2961     3.2163     O1
10.8773    15.5991    16.5507    O2
20.4802    12.1091    12.0956    O3
20.2056    19.2241    15.0615    O4







































































































































































11.7265    11.6931    16.2253    GLRH
11.73      11.7175    15.9926
11.7626    11.7175    15.8395
11.7592    11.7528    15.6668
11.7696    11.7782    15.4551
11.7956    11.784     15.3275
11.8189    11.799     15.1776
11.8459    11.8216    15.0203
11.8261    11.8507    14.8207
11.7852    11.8459    14.6049
11.7505    11.79      14.4573
11.7447    11.7228    14.2989
11.6779    11.6795    14.1535
11.6621    11.5879    13.9987
11.5924    11.5348    13.8645
11.5395    11.4576    13.7235
11.4223    11.3913    13.5279
11.3771    11.2893    13.3847
11.3141    11.1962    13.2389
11.2343    11.1508    13.13
11.1271    11.0696    12.9506
11.0727    10.9448    12.811
10.9679    10.8541    12.647
10.8594    10.7488    12.5003
10.7404    10.6123    12.3433
10.6889    10.5522    12.2361
10.6096    10.4481    12.1049
10.5263    10.3474    11.9743
10.4223    10.2049    11.8116
10.3029    10.1273    11.6483
10.2305    9.9543     11.4678
10.1056    9.886      11.3365
10.0078    9.7446     11.1848
9.9145     9.6242     11.0317
9.838      9.5391     10.9203
9.7739     9.4263     10.8087
9.6537     9.3346     10.6981
9.5511     9.2057     10.5537
9.5148     9.1165     10.4751
9.4203     9.0265     10.3695
9.3589     8.9215     10.2386
9.3142     8.7866     10.1145
9.1792     8.6906     9.9631
9.0443     8.5621     9.7666
8.9097     8.4508     9.6184
8.8631     8.3801     9.5183
8.768      8.3013     9.4156
8.7141     8.2352     9.3138
8.603      8.1292     9.1389
8.4988     8.0389     9.0029
8.4561     7.9382     8.8992
8.3828     7.8479     8.7443
8.3281     7.7267     8.5881
8.2725     7.6564     8.4228
8.2136     7.5675     8.2759
8.1444     7.5296     8.1478
8.075      7.5015     8.0494
























































