NMNH       381436     Php2stv
10.6606    12.4589    7.8713
10.6039    12.3953    8.0725
10.5172    12.2917    8.2421
10.4042    12.2336    8.4342
10.3354    12.1697    8.5661
10.2879    12.0552    8.7346
10.3039    11.9582    8.922
10.3242    11.8682    8.9987
10.4337    11.6327    9.1034
10.5911    11.5863    9.1508
10.7404    11.4618    9.1265
10.8072    11.3749    9.1154
10.9414    11.1793    9.1784
10.993     11.1665    9.1602
11.1343    11.0097    9.2184
11.2037    10.8954    9.298
11.2447    10.7347    9.3702
11.3339    10.6269    9.4037
11.4282    10.564     9.3874
11.5002    10.5363    9.3768
11.6009    10.493     9.3316
11.6909    10.3998    9.2345
11.8341    10.3317    9.1831
12.05      10.2272    9.0942
12.1174    10.1559    9.0352
12.2091    9.9764     9.0597
12.3651    9.8321     9.093
12.5131    9.643      8.9813
12.7587    9.6123     8.7819
12.7954    9.5547     8.4963
12.8312    9.6746     8.1423
12.8738    9.7978     7.849
12.9349    9.8648     7.6742
13.0227    9.9363     7.4855
13.1067    9.9547     7.2686
13.1661    9.9843     7.0707
13.2404    9.973      6.847
13.312     9.9285     6.5904
13.4308    9.8518     6.4415
13.5744    9.7735     6.2548
13.6846    9.6851     6.1318
13.8056    9.6412     5.8884
13.8235    9.6504     5.6847
13.8866    9.6923     5.5712
13.9061    9.7379     5.3538
















































































































































10.8477    15.141     13.0984    SUPORB
10.8643    15.0122    13.2367
10.8946    14.8781    13.4216
10.931     14.7867    13.5129
10.9837    14.6769    13.6411
11.0712    14.4975    13.7754
11.1464    14.3121    13.8556
11.2462    14.1324    13.9482
11.3498    13.9695    14.0419
11.4407    13.7248    14.0753
11.5583    13.5343    14.1586
11.6619    13.2702    14.2102
11.8618    13.017     14.2968
11.9992    12.831     14.3322
11.9821    12.6362    14.3086
12.1071    12.5789    14.2982
12.1058    12.3952    14.2354
12.1607    12.2364    14.1937
12.2198    12.0342    14.1164
12.2391    11.9199    14.0706
12.2671    11.8603    14.051
12.3265    11.7463    14.0083
12.3744    11.5945    13.942
12.458     11.459     13.9091
12.5867    11.3153    13.9309
12.7594    11.2533    13.9756
13.0001    11.2074    14.0145
13.1972    11.1078    14.0887
13.3757    11.0441    14.1554
13.59      10.9549    14.1425
13.7799    10.8635    14.1208
13.9705    10.7855    14.159
14.1383    10.7474    14.1612
14.3066    10.6907    14.1718
14.4743    10.6636    14.158
14.6495    10.5881    14.1214
14.7728    10.5244    14.0686
14.9403    10.4532    14.0399
15.1458    10.3093    13.976
15.3033    10.2048    13.8976
15.4623    10.1238    13.8258
15.5737    10.058     13.784
15.7313    9.9615     13.6635
15.8494    9.8858     13.5252
15.9447    9.8131     13.3976
16.0399    9.7847     13.2351
16.1425    9.7229     13.0401
16.2576    9.7342     12.9394
16.2849    9.6966     12.7839
16.2861    9.6661     12.6215






















































































































































11.4923    13.0035    10.8341    RORBIT
11.3986    13.2701    10.8396
11.3154    13.481     10.8676
11.2412    13.6155    10.9379
11.2113    13.7128    11.0306
11.1263    13.8707    11.1887
11.0679    14.0009    11.3267
11.0031    14.1045    11.4511
10.9862    14.1899    11.5399
11.0227    14.2709    11.7944
10.9669    14.3233    12.0139
10.923     14.3778    12.1409
10.9716    14.3722    12.2737
10.8565    14.4062    12.506
10.8238    14.2588    12.7454
10.8345    13.988     12.9151
10.8261    13.7716    13.0417
10.7962    13.5985    13.1773
10.8647    13.4659    13.1552
10.9239    13.3272    13.156
10.9418    13.1843    13.188
10.973     12.9774    13.1776
11.0337    12.8391    13.1459
11.1357    12.6588    13.0824
11.157     12.5518    13.0644
11.2581    12.3336    13.0123
11.3381    12.1817    13.0315
11.4978    12.028     13.0288
11.6498    11.9153    13.0128
11.728     11.7788    13.0352
11.7843    11.6141    12.9799
11.8792    11.5629    12.8097
11.9869    11.6524    12.5975
12.1142    11.6802    12.3787
12.1599    11.6818    12.2056
12.1765    11.6572    12.0222
12.1885    11.6438    11.9087



































































































































































13.843     10.5639    10.7472    LORBIT
14.0609    10.4332    10.7412
14.2971    10.2911    10.7202
14.4653    10.1746    10.7361
14.675     10.0703    10.8204
14.7868    10.0505    10.921
14.976     9.993      11.0999
15.1149    9.9734     11.2831
15.2095    9.9372     11.4428
15.2883    9.8805     11.6567
15.3673    9.8634     11.8692
15.3976    9.8028     12.0435
15.4395    9.7292     12.215
15.422     9.7111     12.3805
15.2882    9.6829     12.5457
15.1588    9.665      12.6831
14.9076    9.7468     12.7971
14.662     9.7332     12.9371
14.5346    9.7184     13.0289
14.3332    9.8272     13.0385
14.2193    9.8635     13.0533
14.0392    9.9242     13.0269
13.8458    10.0166    12.9864
13.6968    10.0909    12.9675
13.5805    10.1967    12.9204
13.4169    10.2349    12.9208
13.2752    10.3368    12.8901
13.0147    10.5506    12.9995
12.8476    10.7399    12.9299
12.7397    10.9169    12.6911
12.6832    11.0375    12.4385
12.6873    11.1166    12.2514
12.6777    11.1566    12.0813
12.6731    11.1913    11.9032
12.6331    11.2136    11.7358





































































































































































10.8417    15.3023    12.8861    RTEMFOS
10.7166    15.3317    12.6001
10.6916    15.3887    12.3518
10.6291    15.3655    12.2508
10.6416    15.3979    12.1053
10.6346    15.3285    11.9137
10.65      15.3593    11.7324
10.6061    15.322     11.5605
10.538     15.2951    11.4002
10.5712    15.2926    11.1362
10.497     15.2523    10.9845
10.4653    15.2405    10.7749
10.3832    15.2123    10.5898
10.3463    15.236     10.4019
10.2968    15.2242    10.2585
10.2684    15.321     10.0423
10.2366    15.4085    9.8697
10.2204    15.5619    9.7554
10.1343    15.8665    9.6036
10.125     16.0224    9.5792
10.1883    16.1848    9.6326
10.3062    16.3535    9.7109
10.3474    16.4933    9.7721
10.6066    16.593     9.8931
10.5948    16.7841    9.9813















































































































































































16.3162    9.7197     12.6807    LTEMFOS
16.3656    9.6689     12.4437
16.3546    9.5798     12.148
16.317     9.5488     11.9226
16.3035    9.5321     11.6745
16.2869    9.5102     11.4855
16.2285    9.4695     11.2455
16.1657    9.4596     11.081
16.1676    9.4331     10.8729
16.1758    9.4228     10.7421
16.1663    9.4033     10.6693
16.172     9.4121     10.4291
16.1744    9.3877     10.2639
16.2212    9.3705     10.045
16.265     9.3237     9.8559
16.3101    9.3012     9.6924
16.3894    9.2817     9.5483
16.5698    9.3367     9.4097
16.7561    9.2553     9.3136
16.9035    9.3293     9.3114
17.0723    9.3402     9.3456
17.2899    9.3855     9.4154
17.4292    9.4192     9.472
17.5843    9.5039     9.5602
















































































































































































9.0625     7.9875     11.5158    OP
10.713     9.4735     11.801     BA
14.4543    13.0628    11.2609    ST
18.2681    16.9173    12.3837    IV
8.5574     12.6773    11.2858    R_PG
8.9345     15.2768    10.5913    R_ZTI
13.2646    14.9141    12.4137    R_M3D
14.8154    16.9528    12.9715    R_M12
16.6374    18.4044    13.1146    R_MP3
18.0997    18.8216    13.0753    R_PMI
13.7379    6.9561     11.1837    L_PG
16.3127    7.5755     10.5175    L_ZTI
16.0254    11.9019    12.2834    L_M3D
18.1612    13.2339    12.9613    L_M12
19.873     15.215     13.0614    L_MP3
20.1456    16.6255    13.143     L_PMI
20.6263    18.1357    12.6224    O1
11.3366    14.7002    6.2878     O2
16.1267    7.2731     10.0578    O3
9.4269     5.356      8.5436     O4




















































































































































































12.6199    16.615     11.1087    RZYGINF
12.395     16.5437    11.046
12.2034    16.551     10.9074
12         16.5656    10.8411
11.6823    16.5629    10.8259
11.4744    16.4863    10.8318
11.155     16.4701    10.8578
10.9935    16.4183    10.8626
10.7383    16.3679    10.8424
10.5311    16.2122    10.8869
10.2268    16.0001    10.9188
10.0165    15.8444    10.9352
9.7665     15.7103    10.8933
9.6039     15.6389    10.8596
9.4409     15.6218    10.8138
9.1989     15.5704    10.7171
8.9833     15.4835    10.6306
8.8315     15.3819    10.5463






















































































































































































17.8816    11.3528    11.0904    LZYGINF
17.8039    11.1927    11.108
17.8211    11.0418    11.0238
17.7591    10.8552    10.9864
17.7618    10.6736    10.9401
17.7381    10.4936    10.8446
17.6964    10.296     10.8326
17.7226    10.0933    10.8421
17.6356    9.8906     10.8381
17.4819    9.5727     10.8305
17.4194    9.3765     10.8453
17.257     9.2267     10.8613
17.0866    8.9881     10.8566
17.0053    8.8164     10.838
16.8938    8.6612     10.8191
16.8072    8.4824     10.7702
16.729     8.2903     10.7211
16.6687    8.0553     10.6518
16.5321    7.8477     10.5854
16.4462    7.752      10.533
16.3853    7.6326     10.4575



















































































































































































13.109     14.983     12.2673    R-ALV
13.1655    15.2393    12.3101
13.2146    15.3859    12.4046
13.2896    15.5656    12.4671
13.386     15.7695    12.5236
13.5404    15.9765    12.5776
13.684     16.1517    12.5701
13.8324    16.2986    12.5972
14.0032    16.4906    12.6885
14.1681    16.6714    12.7321
14.402     16.9095    12.8265
14.6142    16.9886    12.8363
14.7902    17.1408    12.8631
14.951     17.278     12.8965
15.091     17.4156    12.9655
15.3856    17.6507    12.9091
15.6028    17.7925    12.9302
15.7445    17.9155    12.9589
15.9258    18.0712    12.9765
16.1123    18.1933    13.0391
16.3561    18.3343    13.0706
16.5502    18.401     13.0879


















































































































































































16.1448    11.8792    12.2235    L-ALV
16.6206    11.8477    12.4306
16.8543    12.0066    12.4642
17.0302    12.1052    12.5319
17.2392    12.2816    12.6399
17.4553    12.5008    12.7632
17.638     12.63      12.7928
17.8545    12.764     12.7203
18.0427    12.905     12.798
18.1359    13.0275    12.8193
18.2006    13.2054    12.939
18.3316    13.3512    12.9526
18.4743    13.4693    12.9481
18.5978    13.5869    12.9636
18.7232    13.7077    12.9732
18.8269    13.8354    12.9542
18.9058    13.9668    12.9584
19.0131    14.1563    12.9695
19.1422    14.3089    13.0093
19.3056    14.4772    13.0281
19.3433    14.5613    13.0939
19.4126    14.6552    13.1072
19.6264    14.8788    13.083
19.7518    15.0015    13.0773
19.8497    15.2154    13.0973
