NMNH       469923     Phu32stv
18.4387    19.7253    18.515     IN
14.8672    15.346     19.473     BR
10.9916    10.7922    16.2658    GL
11.098     10.8236    15.7522    NA
8.7799     8.0688     8.3593     RH
7.7431     6.6586     3.9401     NS
7.9122     6.9123     2.3953     PR
7.0617     7.7233     2.7239     R_PR2
8.4513     9.2341     8.8612     R_PMS
8.9965     14.3118    9.37       R_ZMI
9.748      12.9707    13.4859    R_ZMU
10.9556    11.7281    14.6918    R_DA
9.523      12.5531    15.8559    R_MTI
9.4457     12.9688    16.9888    R_MTS
9.1103     14.2462    14.812     R_FMO
8.6756     15.2411    14.9139    R_FMT
12.7675    20.1557    14.667     R_PO
8.6094     16.5518    11.5912    R_ZTS
8.8577     6.3201     2.6562     L_PR2
9.9538     8.2238     9.3012     L_PMS
15.1243    9.6003     9.7071     L_ZMI
13.1716    10.2904    13.673     L_ZMU
11.7176    11.0537    14.8293    L_DA
12.6482    9.8438     16.0079    L_MTI
13.1084    10.0816    17.1926    L_MTS
14.8012    9.8045     15.0005    L_FMO
15.7415    9.5974     15.1016    L_FMT
20.0037    14.5131    14.8535    L_PO
17.0965    9.8162     11.8009    L_ZTS
8.3899     6.0578     2.6776     O1
9.0435     14.29      16.4616    O2
17.8299    10.0285    11.1266    O3
18.8293    18.6266    17.297     O4







































































































































































10.8723    10.8471    16.1908    GLRH
10.8674    10.8837    15.9966
10.9162    10.908     15.8608
10.9154    10.9815    15.7
10.9533    11.0171    15.5211
11.0549    11.0401    15.3129
11.1222    11.0617    15.139
11.159     11.0573    14.9357
11.15      11.0693    14.7309
11.0975    11.0584    14.5297
11.0618    11.001     14.2953
11.0549    10.954     14.1644
11.0103    10.9071    14.0147
10.9451    10.8851    13.8313
10.888     10.802     13.657
10.8194    10.7529    13.4749
10.7516    10.6678    13.3003
10.664     10.5994    13.0592
10.5984    10.473     12.855
10.5435    10.3894    12.7068
10.4609    10.2839    12.4872
10.3792    10.2372    12.3544
10.3102    10.1636    12.1664
10.2173    10.0458    11.9784
10.1383    9.9318     11.7567
10.1093    9.9021     11.6956
10.0644    9.8009     11.5915
9.9755     9.7109     11.381
9.9258     9.6365     11.2719
9.8695     9.5339     11.1262
9.8661     9.4558     11.0363
9.7777     9.3806     10.8852
9.7379     9.2824     10.7542
9.6705     9.214      10.6176
9.5862     9.1167     10.4858
9.5669     9.0718     10.4123
9.5845     8.9844     10.3368
9.4992     8.8833     10.1824
9.4879     8.8247     10.1082
9.4172     8.7948     10.0152
9.3532     8.7044     9.8298
9.2665     8.6443     9.6616
9.2076     8.5793     9.5191
9.1817     8.5156     9.4331
9.1356     8.4342     9.2907
9.0833     8.3665     9.1473
9.0713     8.304      9.0953
9.0287     8.2521     8.9656
8.9825     8.219      8.8587
8.9747     8.1424     8.715
8.9589     8.1157     8.6471
8.8521     8.017      8.3826




















































































































































8.6957     8.068      8.2695     NOSE
8.5747     8.2014     8.2878
8.439      8.36       8.2048
8.2511     8.5061     8.1505
8.1231     8.7676     8.0237
7.9785     8.7571     7.7897
7.8629     8.8016     7.6233
7.7336     8.8017     7.4806
7.6503     8.7334     7.3194
7.5563     8.6993     7.1254
7.4465     8.7085     6.9015
7.4467     8.6128     6.7372
7.3908     8.6004     6.5985
7.3357     8.5626     6.4294
7.2706     8.5323     6.2828
7.2102     8.5177     6.1325
7.1744     8.4643     5.9682
7.1376     8.4351     5.8461
7.1107     8.375      5.6704
7.0998     8.2981     5.5645
7.1083     8.1872     5.3909
7.0806     8.105      5.2565
7.0368     7.9807     5.1059
7.0038     7.8756     4.946
6.9717     7.7432     4.8075
6.9786     7.6563     4.7183
6.9848     7.5632     4.6012
7.0483     7.405      4.4929
7.1319     7.2772     4.3982
7.2209     7.1485     4.2636
7.3604     6.9905     4.0883
7.4576     6.8872     3.9768
7.5893     6.7033     3.8508
7.7714     6.6246     3.9716
7.8925     6.511      4.1282
7.9905     6.3823     4.3023
8.1121     6.3292     4.4506
8.2385     6.3665     4.6434
8.3348     6.3681     4.7739
8.4613     6.3834     4.8533
8.5998     6.3489     4.9947
8.718      6.4211     5.1182
8.8242     6.3801     5.1777
8.948      6.4077     5.3184
9.0527     6.4726     5.5623
9.1283     6.4689     5.7187
9.2309     6.4737     5.967
9.2467     6.606      6.2428
9.3021     6.6306     6.526
9.2898     6.718      6.7343
9.3273     6.8098     6.913
9.359      6.9609     7.099
9.3919     7.0718     7.3405
9.4151     7.086      7.555
9.4146     7.2426     7.676
9.4501     7.369      7.8212
9.4766     7.4536     7.9897
9.4873     7.5796     8.2127
9.3222     7.6952     8.2093
9.0913     7.8135     8.2004
9.0058     7.8359     8.3167
8.9437     7.895      8.3525
8.7311     8.0572     8.2806









































































































































7.7613     6.6531     3.9514     NASP-PR
7.6768     6.5237     3.6802
7.6559     6.5108     3.5037
7.6537     6.5146     3.3642
7.6408     6.5386     3.1493
7.6727     6.5599     3.043
7.7169     6.5463     2.9155
7.7673     6.5784     2.6994
































































































































































































8.4611     9.1988     8.8696     R-PM/MAX
8.3355     9.1517     8.6314
8.2724     9.1336     8.4812
8.1921     9.1519     8.3366
8.0959     9.152      8.1948
8.0361     9.148      8.0795
7.9538     9.1282     8.0152
7.836      9.1152     7.889
7.7502     9.1024     7.7413
7.658      9.088      7.5653
7.6093     9.0973     7.393
7.551      9.0753     7.255
7.4771     9.0495     7.0674
7.4239     9.0487     6.8902
7.3786     9.0609     6.6854
7.343      9.051      6.5208
7.2628     9.0054     6.1543
7.2494     9.0378     5.898
7.2016     9.0791     5.5835
7.1104     9.0531     5.2608
7.0089     9.0633     5.0824
6.9524     9.1344     4.8999
6.8632     9.1095     4.6402
6.8133     9.1429     4.4884
6.7491     9.1943     4.2917
6.7115     9.1782     4.0708
6.7857     9.2956     3.883
6.9838     9.2697     3.7265












































































































































































9.9128     8.2265     9.3269     L-PM/MAX
9.8919     8.0812     9.1054
9.9052     7.9285     8.8763
9.902      7.8078     8.666
9.8997     7.6587     8.4618
9.8998     7.574      8.3396
9.9235     7.4585     8.1645
9.9696     7.2881     8.0014
9.9967     7.1749     7.851
9.9899     7.0643     7.6611
9.9573     6.9795     7.4823
9.9859     6.9322     7.341
9.9794     6.9002     7.2351
9.9993     6.852      7.0183
10.0143    6.807      6.8467
10.0249    6.7867     6.7409
10.0106    6.7802     6.6198
10.0274    6.7628     6.4401
10.0345    6.7541     6.3253
10.0253    6.7213     6.1725
10.1186    6.6904     6.0634
10.1504    6.6763     5.8733
10.1986    6.662      5.727
10.2319    6.6007     5.5782
10.3064    6.534      5.3669
10.3411    6.5022     5.1971
10.3798    6.4581     5.0961
10.4275    6.4029     4.9575
10.4699    6.3671     4.8437
10.5385    6.3115     4.7268
10.5457    6.2666     4.5347
10.6553    6.2529     4.4437
10.67      6.2392     4.2399
10.6732    6.2683     4.1222
10.6121    6.3954     3.9333





































































































































































9.1725     12.838     5.9039     ROSTRUM
9.0793     12.7214    6.0833
9.0546     12.6832    6.2919
9.0465     12.5781    6.5241
9.0553     12.4255    6.708
9.1045     12.3142    6.8207
9.1466     12.1517    6.9691
9.1841     12.0701    7.0779
9.2084     11.925     7.2338
9.2025     11.7987    7.3752
9.1535     11.7017    7.495
9.0218     11.5733    7.7204
8.9272     11.4901    7.9041
8.8288     11.4029    8.0439
8.7315     11.3725    8.244
8.586      11.2935    8.4095
8.48       11.2435    8.5416
8.2712     11.2476    8.6858
8.1225     11.2448    8.8121
7.9523     11.1253    8.981
7.9785     10.9235    9.1854
7.958      10.7498    9.3655
8.1746     10.5198    9.5228
8.4317     10.4333    9.5603
8.557      10.3105    9.6153
8.6927     10.1588    9.6051
8.8158     10.0041    9.6662
8.9256     9.796      9.7269
8.9921     9.754      9.794
9.0609     9.6835     9.8209
9.1289     9.5697     9.9202
9.1875     9.4429     10.0073
9.2797     9.2008     10.1646
9.4448     9.0155     10.256
9.6632     8.8182     10.2108
9.846      8.7114     10.1285
10.0182    8.6244     10.0284
10.2177    8.5852     9.8921
10.3565    8.5307     9.7978
10.6006    8.4288     9.728
10.8116    8.3371     9.6543
10.9221    8.2178     9.6678
11.0687    8.1178     9.7063
11.2024    8.0298     9.7232
11.3668    7.9424     9.7215
11.5762    7.7523     9.692
11.7594    7.766      9.5039
11.8245    7.8715     9.4315
11.9562    7.8865     9.3433
12.1059    7.9537     9.1818
12.1649    8.1849     9.0297
12.1951    8.3795     8.8283
12.2403    8.5495     8.673
12.2358    8.6234     8.5279
12.3486    8.7493     8.3684
12.402     8.9318     8.1835
12.4518    9.0678     7.9454
12.6043    9.1932     7.6685
12.7253    9.1848     7.4392
12.9261    9.2119     7.2844
13.1013    9.1936     7.1119
13.2738    9.1399     6.9217
13.4104    9.1455     6.7536
13.5311    9.1735     6.6131
13.5906    9.2203     6.4575
13.6499    9.2796     6.338
13.7352    9.3306     6.173





































































































































8.6124     15.1396    14.9248    SUPORB
8.5722     15.1822    15.2452
8.6319     15.1773    15.4852
8.6589     15.1063    15.7327
8.696      14.9088    16.0779
8.6805     14.7788    16.2041
8.7215     14.5247    16.3863
8.8026     14.2626    16.5352
8.8501     14.0492    16.6261
8.9286     13.8003    16.7209
9.0471     13.6861    16.7954
9.2007     13.4594    16.891
9.4005     13.298     17.0064
9.5715     13.1597    17.1016
9.7721     13.0933    17.2313
10.0049    13.0369    17.362
10.2224    12.9347    17.4565
10.4558    12.8407    17.5722
10.6551    12.6652    17.6137
10.764     12.4754    17.5713
10.7702    12.2564    17.4976
10.8649    12.0445    17.3936
10.8366    11.7499    17.253
10.896     11.5535    17.1313
10.9209    11.3209    16.969
11.0091    11.1991    16.8855
11.1579    11.0959    16.917
11.4041    11.0843    17.1177
11.6042    11.1892    17.2525
11.8889    11.2254    17.4226
12.1739    11.2822    17.5396
12.4133    11.2933    17.6091
12.6547    11.335     17.7291
12.9349    11.2087    17.7437
13.0432    10.9431    17.6334
13.0893    10.6656    17.5005
13.2026    10.4179    17.3923
13.2664    10.1863    17.2739
13.3692    10.0047    17.1877
13.492     9.8806     17.1297
13.7289    9.8971     17.1051
13.9667    9.7785     17.0647
14.256     9.7404     16.9995
14.5405    9.6736     16.8914
14.8289    9.6303     16.7313
15.0147    9.6493     16.6327
15.18      9.6481     16.4925
15.3382    9.6693     16.3769
15.4774    9.6983     16.1793
15.5938    9.6768     15.9609
15.6294    9.682      15.7469
15.6801    9.6669     15.5398
15.6797    9.6441     15.3238
15.7266    9.6406     15.093


















































































































































9.956      12.8387    13.5122    RORBIT
9.7515     13.0439    13.5533
9.5572     13.2676    13.6503
9.4457     13.4018    13.7277
9.3123     13.5843    13.8385
9.2321     13.7918    14.0101
9.154      13.9795    14.207
9.0672     14.1616    14.4586
9.0432     14.2197    14.7011
8.9823     14.2712    14.926
8.9377     14.2437    15.1389
8.8683     14.1367    15.3715
8.8459     13.9646    15.5254
8.8434     13.7284    15.6829
8.8685     13.4363    15.8102
8.91       13.1854    15.8777
8.9762     12.9054    15.914
9.0894     12.7382    15.8974
9.4218     12.4665    15.8437
9.5966     12.3448    15.805
9.9173     12.1884    15.7379
10.0567    11.9741    15.9464
10.2481    11.7941    15.9758
10.4596    11.6922    15.8863
10.5307    11.6708    15.7994
10.6789    11.694     15.6192
10.7872    11.6827    15.446
10.8814    11.7304    15.2994
10.9193    11.748     15.1314
10.9417    11.7346    14.9848
10.9295    11.7877    14.7125























































































































