NMNH       337250     Phu38stv
17.9617    18.615     14.2166    IN
14.0877    15.0654    16.8492    BR
10.4499    11.0823    13.5616    GL
10.5333    11.1929    13.1321    NA
9.0074     9.3968     8.2319     RH
8.3485     8.5658     5.2202     NS
8.4631     8.5463     4.1997     PR
7.9323     9.2517     4.2785     R_PR2
9.88       10.866     9.9268     R_PMS
9.68       14.6636    8.3102     R_ZMI
9.8418     13.0298    11.2542    R_ZMU
10.5779    11.8134    12.5376    R_DA
9.1693     12.958     13.4861    R_MTI
9.6352     13.1463    14.4211    R_MTS
9.2305     14.5278    12.388     R_FMO
9.0887     15.4395    12.4541    R_FMT
12.8986    19.0744    11.4212    R_PO
9.3145     16.5269    9.7899     R_ZTS
9.1485     7.982      4.4795     L_PR2
10.4767    10.3872    10.0742    L_PMS
14.3182    9.9029     8.8663     L_ZMI
12.4151    10.4286    11.5668    L_ZMU
11.3266    11.2207    12.4558    L_DA
12.1121    9.9535     13.7239    L_MTI
12.4661    10.4841    14.6436    L_MTS
13.9247    9.8461     12.8704    L_FMO
14.7223    9.7592     13.1712    L_FMT
18.457     13.3631    11.7739    L_PO
16.2852    9.907      10.441     L_ZTS
9.0639     7.8987     5.3744     O1
9.6938     14.7945    14.0904    O2
17.5562    10.6108    10.8962    O3
18.1401    18.1428    13.8859    O4







































































































































































10.4374    11.0399    13.6038    GLRH
10.4729    11.079     13.3835
10.5306    11.1557    13.1349
10.5543    11.1668    12.9955
10.5653    11.2172    12.7822
10.6269    11.2171    12.6052
10.689     11.2214    12.3933
10.7146    11.2126    12.2803
10.6921    11.254     12.0691
10.7037    11.2048    11.8848
10.6709    11.1713    11.6235
10.6569    11.1247    11.4629
10.6114    11.0916    11.3157
10.5547    11.0402    11.1482
10.5537    10.9452    11.0093
10.4841    10.9113    10.8841
10.4202    10.8492    10.7509
10.3702    10.8066    10.6521
10.2795    10.7281    10.4791
10.2388    10.6446    10.3731
10.1911    10.5577    10.2334
10.1258    10.4975    10.1179
10.0447    10.4468    9.9755
9.9802     10.3793    9.8533
9.9326     10.3091    9.7854
9.8646     10.2212    9.6501
9.8152     10.1482    9.5527
9.7321     10.0435    9.4003
9.6055     9.9997     9.2673
9.536      9.9124     9.1502
9.4306     9.8259     9.0083
9.369      9.7495     8.9257
9.3229     9.6901     8.8253
9.275      9.6174     8.7354
9.1665     9.5406     8.5827
9.1094     9.4681     8.4933
9.0509     9.4092     8.3734
8.9907     9.4004     8.2383


































































































































































9.0085     9.4052     8.2386     NOSE
8.864      9.5519     8.1574
8.7468     9.692      8.0647
8.5989     9.895      7.8873
8.4442     9.982      7.6622
8.3673     9.8907     7.413
8.2578     9.8831     7.2093
8.1718     9.8435     7.0072
8.1246     9.7812     6.7842
8.0707     9.7633     6.5449
8.041      9.6606     6.3799
8.0468     9.5267     6.1788
8.0113     9.3397     5.9827
8.0021     9.2166     5.8328
7.9702     9.0399     5.6557
7.973      8.8955     5.4921
8.1111     8.8157     5.437
8.2355     8.689      5.2809
8.3636     8.5674     5.2588
8.4755     8.4579     5.3119
8.6045     8.3282     5.4639
8.7382     8.267      5.6465
8.8967     8.1567     5.8328
9.1007     8.1        5.9825
9.1862     8.2096     6.1866
9.2688     8.2177     6.3292
9.3319     8.2722     6.4937
9.4124     8.3737     6.6169
9.4512     8.3769     6.7929
9.4708     8.4181     6.9672
9.4588     8.5265     7.1863
9.4969     8.5471     7.3266
9.4674     8.6598     7.4909
9.5038     8.7033     7.6462
9.5103     8.7416     7.7654
9.5164     8.8577     7.9213
9.4381     8.955      8.0414
9.3191     9.102      8.168
9.1975     9.2147     8.2268
9.0489     9.3259     8.2501
8.989      9.3944     8.27































































































































































8.2941     8.5604     5.1649     NASP-PR
8.2584     8.522      5.07
8.2568     8.4951     4.8792
8.3056     8.4892     4.7013
8.3776     8.5026     4.5371
8.4001     8.5212     4.3031
8.4629     8.5447     4.1708

































































































































































































9.8954     10.87      10.0277    R-PM/MAX
9.7982     10.8074    9.7559
9.6951     10.7538    9.577
9.6215     10.7415    9.4199
9.5342     10.6881    9.307
9.3387     10.6327    9.0227
9.2495     10.6023    8.9002
9.164      10.5878    8.8048
9.0883     10.5537    8.69
9.0318     10.5388    8.5978
8.896      10.5082    8.3936
8.8216     10.4668    8.2963
8.717      10.4324    8.1772
8.6243     10.4138    8.0411
8.5604     10.3995    7.9149
8.4913     10.3666    7.7499
8.4094     10.3299    7.6081
8.3589     10.3049    7.4896
8.2812     10.2795    7.3535
8.2035     10.2218    7.1631
8.1238     10.1873    7.0155
8.0962     10.1698    6.8554
8.0326     10.1187    6.6865
7.9787     10.1048    6.4597
7.8389     10.166     6.1591
7.8116     10.2321    6.0265
7.7843     10.2784    5.8996
7.7068     10.2966    5.7701
7.6841     10.4065    5.5358
7.6972     10.4604    5.3187
7.8949     10.4344    5.0879









































































































































































10.4409    10.3448    10.0879    L-PM/MAX
10.3846    10.2669    9.95
10.3097    10.1509    9.71
10.2697    10.0614    9.5683
10.2726    9.9804     9.4536
10.2253    9.893      9.3503
10.199     9.776      9.1852
10.1616    9.6273     8.9998
10.1328    9.5001     8.8882
10.127     9.3676     8.7335
10.1066    9.2407     8.5911
10.0598    9.1319     8.4136
10.0628    9.0529     8.2844
10.0308    8.9716     8.1752
10.0384    8.8677     8.0493
10.0094    8.7785     7.8714
9.994      8.6729     7.7213
9.9593     8.5777     7.5474
9.9435     8.5073     7.3922
9.9368     8.4369     7.2195
9.9342     8.361      7.0313
9.901      8.2746     6.8446
9.8705     8.2175     6.6909
9.8589     8.1532     6.5671
9.8228     8.0561     6.3234
9.9384     7.9498     6.1551
9.9916     7.8902     5.9262
10.0901    7.8215     5.7498
10.0922    7.7851     5.5532
10.1847    7.8609     5.4409
10.3125    7.9957     5.2311
