NMNH       197178     Phu27stv
19.6753    19.0221    14.3622    IN
16.0331    15.4779    16.8363    BR
12.1197    11.4482    14.3823    GL
12.2848    11.5286    13.6526    NA
10.7596    9.9659     8.78       RH
9.8109     9.0218     5.5413     NS
9.8217     8.9915     4.6416     PR
9.2476     10.943     5.4497     R_PR2
10.5572    10.5025    9.197      R_PMS
10.6686    14.8537    9.1728     R_ZMI
11.4153    13.3611    11.6798    R_ZMU
12.247     11.9428    12.8711    R_DA
11.1674    12.8407    14.2174    R_MTI
11.9749    13.1114    15.3683    R_MTS
10.7399    14.676     13.1241    R_FMO
10.9841    15.5874    13.2157    R_FMT
14.5682    19.2671    12.1499    R_PO
11.0087    16.395     10.5051    R_ZTS
10.7238    8.6046     4.7138     L_PR2
11.4446    9.7151     9.1899     L_PMS
15.6514    10.0219    9.1755     L_ZMI
14.0216    10.8575    11.6656    L_ZMU
12.6671    11.5014    12.8703    L_DA
13.9212    10.3312    14.2726    L_MTI
14.2789    10.8417    15.1821    L_MTS
15.4853    10.2266    13.1468    L_FMO
16.4603    10.4794    13.2044    L_FMT
19.9616    14.0948    12.1928    L_PO
17.3133    10.4169    10.4702    L_ZTS
10.1719    8.5399     5.2285     O1
11.6365    14.9218    14.7891    O2
18.4365    11.0955    10.9405    O3
20.0783    18.3637    13.8442    O4







































































































































































12.1327    11.4406    14.2808    GLRH
12.1634    11.4482    14.155
12.2176    11.4684    13.9841
12.2255    11.4977    13.8276
12.2963    11.5053    13.6501
12.3082    11.5704    13.3983
12.3667    11.5597    13.1572
12.3359    11.5883    12.9936
12.3237    11.5718    12.7822
12.283     11.5525    12.5759
12.2647    11.4556    12.3368
12.1954    11.4383    12.1485
12.1413    11.3549    11.9403
12.1068    11.2722    11.7416
12.0638    11.2038    11.5764
11.988     11.1191    11.4156
11.9132    11.0619    11.2605
11.8508    10.9829    11.0936
11.7573    10.9554    10.9419
11.701     10.8862    10.7971
11.6172    10.744     10.5837
11.5377    10.6796    10.4471
11.4442    10.6014    10.2941
11.3723    10.475     10.1343
11.2378    10.3987    9.9366
11.1772    10.3012    9.7949
11.1225    10.1866    9.6049
11.0791    10.0954    9.4507
10.9983    10.0298    9.2793
10.9417    9.9462     9.1363
10.9069    9.8806     9.0397
10.8225    9.8459     8.8868








































































































































































10.7772    9.8459     8.8816     NOSE
10.6347    10.0088    8.7874
10.4968    10.0687    8.6964
10.364     10.1887    8.5712
10.2539    10.2268    8.3982
10.1455    10.2027    8.2313
10.002     10.2225    8.0113
9.9155     10.2204    7.8046
9.8099     10.2181    7.5805
9.7321     10.1956    7.3854
9.6595     10.1723    7.2127
9.6414     10.1135    7.0705
9.6519     10.0355    6.9145
9.6785     9.9541     6.7881
9.6385     9.8241     6.6321
9.592      9.7031     6.4806
9.5468     9.5957     6.2923
9.5288     9.4715     6.1404
9.5291     9.3562     5.9495
9.5644     9.2507     5.8306
9.7361     9.1904     5.7466
9.903      9.1216     5.7581
10.0164    8.9063     5.7819
10.1245    8.8016     5.895
10.244     8.7923     6.0445
10.3715    8.8682     6.2336
10.4685    8.9143     6.382
10.65      8.8927     6.5694
